Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0,323868.12,21572.771,-218787.4,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0005,323588.6,21554.832,-218951.38,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.001,323211.2,21670.492,-219142.38,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0015,323014.0,21837.824,-219214.52,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.002,322834.9,22191.46,-219226.39,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0025,322805.66,22467.629,-219171.77,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.003,322896.7,22885.51,-219012.0,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0035,323033.75,23131.764,-218867.83,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.004,323311.97,23405.887,-218626.38,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0045,323516.06,23506.424,-218470.28,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.005,323792.06,23516.443,-218280.5,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0055,323927.28,23434.662,-218201.88,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.006,324021.28,23207.355,-218175.67,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0065,323998.88,23009.441,-218221.66,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.007,323840.38,22690.908,-218375.89,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0075,323666.06,22495.428,-218523.16,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.008,323341.44,22275.697,-218778.89,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0085,323112.1,22200.066,-218951.08,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.009,322796.88,22213.09,-219174.56,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0095,322639.1,22307.783,-219280.14,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.01,322515.7,22559.91,-219349.06,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0105,322521.88,22778.768,-219329.02,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.011,322668.88,23133.377,-219202.97,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0115,322852.44,23356.361,-219064.83,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.012,323213.6,23618.373,-218805.31,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0125,323484.66,23722.17,-218617.75,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.013,323879.62,23749.0,-218352.86,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.0135,324104.2,23677.94,-218208.4,-227.86342,-418.68396,-86.33339,445.06256,435.90317,451.856
0.014,324327.72,23455.953,-218068.25,-227.86342,-418.68396,-82.77241,445.06256,435.90317,452.02692
0.0145,324384.5,23252.068,-218035.75,-231.03006,-418.68396,-82.77241,444.91055,435.90317,452.02692
0.015,324320.5,22909.209,-218080.44,-231.03006,-418.68396,-82.77241,444.91055,435.90317,452.02692
0.0155,324182.94,22689.025,-218165.58,-231.03006,-418.68396,-82.77241,444.91055,435.90317,452.02692
0.016,323862.3,22430.504,-218332.62,-231.03006,-418.68396,-82.77241,444.91055,435.90317,452.02692
0.0165,323584.8,22328.248,-218456.84,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.017,323131.66,22319.836,-218602.47,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0175,322839.56,22418.291,-218651.05,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.018,322476.5,22712.812,-218633.81,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0185,322312.03,22989.006,-218564.88,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.019,322211.5,23472.832,-218391.17,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0195,322245.28,23806.74,-218238.55,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.02,322425.94,24263.375,-217970.11,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0205,322607.6,24507.018,-217775.97,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.021,322915.2,24742.324,-217489.25,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0215,323109.22,24801.336,-217321.11,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.022,323328.97,24743.709,-217137.05,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0225,323404.5,24621.82,-217073.53,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.023,323390.4,24354.008,-217075.69,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0235,323296.47,24147.238,-217138.4,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.024,323046.75,23847.379,-217307.17,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0245,322829.22,23684.553,-217454.42,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.025,322472.16,23539.86,-217694.95,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0255,322243.1,23526.186,-217847.0,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.026,321963.84,23636.03,-218025.4,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0265,321844.2,23786.166,-218092.98,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.027,321791.8,24095.18,-218097.8,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0275,321849.84,24330.238,-218034.78,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.028,322070.62,24673.543,-217854.03,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0285,322286.8,24865.662,-217691.19,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.029,322671.4,25052.383,-217417.67,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0295,322931.84,25092.674,-217237.45,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.03,323277.25,25019.623,-217006.83,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.0305,323448.22,24887.893,-216898.14,-231.03006,-413.4521,-82.77241,444.91055,436.1543,452.02692
0.031,323574.4,24595.67,-216824.62,-231.03006,-413.4521,-82.274475,444.91055,436.1543,452.0508
0.0315,323561.28,24363.953,-216840.14,-243.95703,-413.4521,-82.274475,444.29007,436.1543,452.0508
