Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0,306167.3,-67547.39,-216226.69,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0005,306803.38,-67646.57,-216327.95,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.001,307755.75,-67789.016,-216476.72,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0015,308349.66,-67877.89,-216581.81,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.002,309131.6,-68002.08,-216766.66,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0025,309568.6,-68082.49,-216917.33,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.003,310086.53,-68206.35,-217187.81,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0035,310333.78,-68290.22,-217390.53,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.004,310559.8,-68404.3,-217704.75,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0045,310615.8,-68459.555,-217905.67,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.005,310585.34,-68489.445,-218171.8,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0055,310507.06,-68466.06,-218315.0,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.006,310347.9,-68363.64,-218462.97,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0065,310239.12,-68255.31,-218509.94,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.007,310128.03,-68049.836,-218498.89,-670.3476,-900.01447,-858.7309,423.8233,412.79932,414.7809
0.0075,310112.25,-67898.32,-218442.73,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.008,310212.7,-67677.9,-218309.73,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.0085,310375.75,-67552.586,-218209.23,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.009,310766.72,-67421.63,-218079.19,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.0095,311112.6,-67381.74,-218026.94,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.01,311724.7,-67399.195,-218028.77,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.0105,312170.25,-67460.73,-218095.12,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.011,312846.2,-67617.99,-218302.44,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.0115,313280.2,-67757.266,-218512.84,-180.80823,-900.01447,-858.7309,447.3212,412.79932,414.7809
0.012,313881.78,-67998.85,-218919.45,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.0125,314240.38,-68168.59,-219233.58,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.013,314708.22,-68412.84,-219729.12,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.0135,314972.1,-68555.43,-220049.88,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.014,315318.53,-68720.63,-220477.7,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.0145,315528.84,-68793.07,-220712.75,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.015,315847.25,-68846.5,-220979.61,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.0155,316079.88,-68850.89,-221100.53,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.016,316480.0,-68824.96,-221205.25,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.0165,316784.47,-68795.484,-221233.83,-180.80823,-514.4813,-858.7309,447.3212,431.3049,414.7809
0.017,317293.72,-68751.336,-221241.92,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0175,317662.6,-68732.23,-221243.52,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.018,318221.7,-68729.32,-221270.86,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0185,318574.94,-68744.3,-221319.55,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.019,319029.38,-68785.23,-221449.06,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0195,319255.22,-68818.56,-221572.3,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.02,319455.9,-68864.87,-221803.75,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0205,319492.78,-68885.01,-221980.05,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.021,319412.4,-68884.16,-222255.53,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0215,319282.44,-68855.016,-222430.69,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.022,319005.6,-68759.11,-222651.94,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0225,318794.38,-68658.52,-222757.34,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.023,318480.88,-68457.22,-222837.22,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0235,318302.94,-68296.51,-222836.19,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.024,318127.78,-68033.805,-222762.22,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.0245,318091.22,-67857.164,-222676.44,-180.80823,-514.4813,-578.0501,447.3212,431.3049,428.2536
0.025,318174.8,-67614.055,-222522.58,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.0255,318322.9,-67480.34,-222422.98,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.026,318670.78,-67342.2,-222312.3,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.0265,318970.25,-67299.33,-222283.02,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.027,319484.0,-67312.69,-222331.53,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.0275,319844.1,-67369.92,-222433.98,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.028,320367.2,-67513.8,-222692.92,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.0285,320685.34,-67636.34,-222927.02,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.029,321093.8,-67836.43,-223342.94,-31.628647,-514.4813,-578.0501,454.4818,431.3049,428.2536
0.0295,321313.3,-67966.63,-223642.77,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.03,321576.16,-68135.13,-224087.95,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.0305,321714.16,-68219.016,-224359.12,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.031,321890.78,-68291.26,-224696.64,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.0315,322007.22,-68302.54,-224864.83,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.032,322212.6,-68270.8,-225027.23,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.0325,322385.22,-68225.02,-225080.16,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.033,322710.88,-68136.484,-225093.19,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.0335,322971.5,-68074.836,-225071.58,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.034,323414.8,-67995.97,-225023.31,-31.628647,-380.7944,-578.0501,454.4818,437.72186,428.2536
0.0345,323728.28,-67959.93,-224998.38,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.035,324185.1,-67936.336,-224999.0,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0355,324457.12,-67939.73,-225035.9,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.036,324775.56,-67964.99,-225154.05,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0365,324910.84,-67987.984,-225273.0,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.037,324982.38,-68016.86,-225498.48,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0375,324944.7,-68022.94,-225667.1,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.038,324774.94,-67996.19,-225918.92,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0385,326110.84,-68351.14,-227054.69,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.039,326107.84,-68370.3,-227520.75,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0395,326307.53,-68356.83,-227993.98,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.04,326811.72,-68286.64,-228823.94,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0405,327252.38,-68245.21,-229375.0,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.041,328043.6,-68278.29,-230079.77,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.0415,328624.03,-68384.57,-230427.48,-31.628647,-380.7944,-454.70074,454.4818,437.72186,434.17438
0.042,329487.8,-68627.7,-230755.2,0.0,-380.7944,-454.70074,462.13077,437.72186,434.17438
0.0425,330012.22,-68799.195,-230871.06,0.0,-380.7944,-454.70074,462.13077,437.72186,434.17438
0.043,330711.1,-69023.57,-230975.73,0.0,-380.7944,-454.70074,462.13077,437.72186,434.17438
0.0435,331150.94,-69160.7,-231056.81,0.0,-380.7944,-454.70074,462.13077,437.72186,434.17438
