Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0,150233.73,65716.305,-255247.11,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0005,150504.89,65767.445,-255016.5,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.001,150750.28,65744.32,-254856.64,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0015,151199.22,65598.08,-254632.16,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.002,151537.94,65420.562,-254505.17,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0025,152074.81,65042.047,-254366.31,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.003,152434.72,64728.465,-254316.28,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0035,152945.55,64206.562,-254310.6,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.004,153247.7,63857.168,-254350.36,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0045,153613.5,63381.93,-254457.97,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.005,153789.14,63132.75,-254549.05,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0055,153945.84,62901.344,-254684.9,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.006,153981.25,62857.316,-254759.53,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0065,153935.77,62965.58,-254824.47,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.007,153869.52,63145.94,-254827.55,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0075,153757.2,63544.668,-254766.25,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.008,153691.66,63865.645,-254684.06,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0085,153647.95,64367.543,-254515.33,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.009,153673.05,64678.0,-254386.61,-1303.1162,-1303.2644,-1973.0266,566.54956,566.5567,598.70526
0.0095,153811.11,65050.656,-254198.7,-1303.1162,-1303.2644,-921.0981,566.54956,566.5567,548.2127
0.01,153968.98,65212.266,-254092.94,-1303.1162,-1303.2644,-921.0981,566.54956,566.5567,548.2127
0.0105,154287.98,65302.04,-253988.8,-1303.1162,-1303.2644,-921.0981,566.54956,566.5567,548.2127
0.011,154539.55,65259.22,-253964.95,-318.2542,-1303.2644,-921.0981,519.2762,566.5567,548.2127
