Time;Q_level_1;.Q_level_2;Q_level_3;Voltage_diff_1;Voltage_diff_2;Voltage_diff_3; Meter1.VLn_RMS; Meter2.VLn_RMS; Meter3.VLn_RMS
0.66;130220.17;48920.465;-145992.66;0;0;0;464.59988;473.78125;476.38876
0.6605;130494.43;48682.59;-146097.81;0;0;0;464.82504;473.78125;476.38876
0.661;130648.98;48508.785;-146206.34;0;0;0;464.82504;473.78125;476.38876
0.6615;130815.31;48256.695;-146409.11;0;0;0;464.82504;473.78125;476.38876
0.662;130877.2;48113.4;-146556.81;0;0;0;464.82504;473.78125;476.38876
0.6625;130887.586;47964.31;-146769.22;0;0;0;464.82504;473.78125;476.38876
0.663;130841.69;47920.63;-146888.44;0;0;0;464.82504;473.78125;476.38876
0.6635;130704.63;47947.133;-147010.1;0;0;0;464.82504;473.78125;476.38876
0.664;130581.48;48023.95;-147043.61;0;0;0;464.82504;473.78125;476.38876
0.6645;130378.35;48212.312;-147016.44;0;0;0;464.82504;473.78125;476.38876
0.665;130238.77;48371.594;-146949.72;0;0;0;464.82504;473.78125;476.38876
0.6655;130068.625;48628.24;-146792.28;0;0;0;464.82504;473.78125;476.38876
0.666;129989.63;48790.32;-146662.97;0;0;0;464.82504;473.78125;476.38876
0.6665;129938.67;48986.47;-146461.1;0;0;0;464.82504;473.78125;476.38876
0.667;129949.25;49070.344;-146338.61;0;0;0;464.82504;473.78125;476.38876
0.6675;130023.07;49109.7;-146200.03;0;0;0;464.82504;473.78125;476.38876
0.668;130102.08;49076.23;-146149.84;0;0;0;464.82504;473.78125;476.38876
0.6685;130244.66;48945.637;-146149.3;0;0;0;464.82504;473.78125;476.38876
0.669;130341.82;48816.83;-146198.9;0;0;0;464.82504;473.78125;476.3151
0.6695;130468.195;48589.14;-146337.44;0;0;0;464.82504;473.78125;476.3151
0.67;130529.266;48433.047;-146460.7;0;0;0;464.82504;473.78125;476.3151
0.6705;130576.85;48224.03;-146664.08;0;0;0;464.82504;473.78125;476.3151
0.671;130573.55;48116.586;-146794.03;0;0;0;464.82504;473.78125;476.3151
0.6715;130527.77;48019.44;-146953.4;0;0;0;464.82504;473.78125;476.3151
0.672;130471.7;48001.5;-147024.72;0;0;0;464.82504;473.78125;476.3151
0.6725;130392.02;48041.56;-147069.73;0;0;0;464.82504;473.78125;476.3151
0.673;130351.85;48104.375;-147058.52;0;0;0;464.82504;473.78125;476.3151
0.6735;130333.79;48227.41;-146988.22;0;0;0;464.82504;473.78125;476.3151
0.674;130361.68;48309.977;-146914.66;0;0;0;464.82504;473.78125;476.3151
0.6745;130472.63;48403.793;-146785.06;0;0;0;464.82504;473.78125;476.3151
0.675;130592.086;48431.605;-146700.81;0;0;0;464.82504;473.78125;476.3151
0.6755;130828.42;48404.758;-146604.61;0;0;0;464.82504;473.68726;476.3151
0.676;131013.414;48337.773;-146574.06;0;0;0;464.82504;473.68726;476.3151
0.6765;131306.61;48168.836;-146593.28;0;0;0;464.82504;473.68726;476.3151
0.677;131496.81;48019.45;-146651.88;0;0;0;464.82504;473.68726;476.3151
0.6775;131748.36;47763.95;-146802.02;0;0;0;464.96613;473.68726;476.3151
0.678;131877.53;47590.652;-146933.94;0;0;0;464.96613;473.68726;476.3151
0.6785;131997.42;47360.35;-147155.47;0;0;0;464.96613;473.68726;476.3151
0.679;132020.67;47245.094;-147302.47;0;0;0;464.96613;473.68726;476.3151
0.6795;131974.27;47153.19;-147493.56;0;0;0;464.96613;473.68726;476.3151
0.68;131889.1;47152.88;-147586.86;0;0;0;464.96613;473.68726;476.3151
0.6805;131717.7;47242.926;-147657.75;0;0;0;464.96613;473.68726;476.3151
0.681;131579.08;47355.68;-147653.89;0;0;0;464.96613;473.68726;476.3151
0.6815;131375.42;47580.668;-147573.42;0;0;0;464.96613;473.68726;476.3151
0.682;131255.25;47749.914;-147477.33;0;0;0;464.96613;473.68726;476.3151
0.6825;131124.1;47997.98;-147290.97;0;0;0;464.96613;473.68726;476.3151
0.683;131078.1;48139.54;-147154.72;0;0;0;464.96613;473.68726;476.3151
0.6835;131074.53;48287.387;-146962.3;0;0;0;464.96613;473.68726;476.3151
0.684;131113.36;48331.68;-146858.52;0;0;0;464.96613;473.68726;476.3151
0.6845;131219.78;48309.41;-146762.42;0;0;0;464.96613;473.68726;476.3151
0.685;131310.69;48238.52;-146746.38;0;0;0;464.96613;473.68726;476.3151
0.6855;131455.14;48064.793;-146797.81;0;0;0;464.96613;473.68726;476.3151
0.686;131544.42;47918.902;-146878.17;0;0;0;464.96613;473.68726;476.3151
0.6865;131650.02;47685.34;-147050.86;0;0;0;464.96613;473.68726;476.14087
0.687;131692.7;47538.66;-147185.66;0;0;0;464.96613;473.68726;476.14087
0.6875;131702.52;47361.543;-147384.94;0;0;0;464.96613;473.68726;476.14087
0.688;131675.4;47284.29;-147498.66;0;0;0;464.96613;473.68726;476.14087
0.6885;131603.64;47239.66;-147619.61;0;0;0;464.96613;473.68726;476.14087
0.689;131546.17;47256.797;-147661.17;0;0;0;464.96613;473.68726;476.14087
0.6895;131466.97;47340.516;-147662.12;0;0;0;464.96613;473.68726;476.14087
0.69;131441.22;47421.324;-147624.42;0;0;0;464.96613;473.68726;476.14087
0.6905;131459.64;47549.2;-147522.58;0;0;0;464.96613;473.68726;476.14087
0.691;131517.31;47619.848;-147436.17;0;0;0;464.96613;473.68726;476.14087
0.6915;131677.1;47676.37;-147304.61;0;0;0;464.96613;473.68726;476.14087
0.692;131827.22;47670.547;-147231.69;0;0;0;464.96613;473.68726;476.14087
0.6925;132096.55;47589.66;-147168.38;0;0;0;464.96613;473.68726;476.14087
0.693;132290.12;47489.72;-147166.4;0;0;0;464.96613;473.56885;476.14087
0.6935;132574.39;47283.254;-147230.58;0;0;0;464.96613;473.56885;476.14087
0.694;132745.38;47119.727;-147316.47;0;0;0;464.96613;473.56885;476.14087
0.6945;132951.44;46863.04;-147497.31;0;0;0;465.09525;473.56885;476.14087
0.695;133044.05;46703.17;-147640.22;0;0;0;465.09525;473.56885;476.14087
0.6955;133099.33;46512.457;-147861.2;0;0;0;465.09525;473.56885;476.14087
0.696;133083.61;46433.496;-147995.94;0;0;0;465.09525;473.56885;476.14087
0.6965;132977.31;46403.414;-148152.4;0;0;0;465.09525;473.56885;476.14087
0.697;132869.81;46444.344;-148214.23;0;0;0;465.09525;473.56885;476.14087
0.6975;132673.19;46588.344;-148231.58;0;0;0;465.09525;473.56885;476.14087
0.698;132539.7;46727.773;-148192.17;0;0;0;465.09525;473.56885;476.14087
0.6985;132354.78;46974.684;-148068.66;0;0;0;465.09525;473.56885;476.14087
0.699;132261.14;47144.453;-147953.83;0;0;0;465.09525;473.56885;476.14087
0.6995;132172.84;47370.164;-147755.12;0;0;0;465.09525;473.56885;476.14087
0.7;132161.06;47484.16;-147625.2;0;0;0;465.09525;473.56885;476.14087
0.7005;132208.66;47577.02;-147463.25;0;0;0;465.09525;473.56885;476.14087
0.701;132277.38;47579.824;-147391.25;0;0;0;465.09525;473.56885;476.14087
0.7015;132415.73;47496.62;-147352.75;0;0;0;465.09525;473.56885;476.14087
0.702;132517.52;47391.07;-147376.62;0;0;0;465.09525;473.56885;476.14087
0.7025;132661.14;47181.797;-147481.7;0;0;0;465.09525;473.56885;476.14087
0.703;132739;47026.1;-147589.47;0;0;0;465.09525;473.56885;476.14087
0.7035;132814.67;46800.363;-147785.31;0;0;0;465.09525;473.56885;476.024
0.704;132832.27;46672.234;-147921.45;0;0;0;465.09525;473.56885;476.024
0.7045;132809.42;46536.12;-148103.7;0;0;0;465.09525;473.56885;476.024
0.705;132762.61;46490.484;-148196.19;0;0;0;465.09525;473.56885;476.024
0.7055;132675.31;46492.473;-148276;0;0;0;465.09525;473.56885;476.024
0.706;132619.78;46536.37;-148287.47;0;0;0;465.09525;473.56885;476.024
0.7065;132567.02;46646.805;-148246.1;0;0;0;465.09525;473.56885;476.024
0.707;132566.73;46733.24;-148185.56;0;0;0;465.09525;473.56885;476.024
0.7075;132632.53;46849.438;-148062.38;0;0;0;465.09525;473.56885;476.024
0.708;132723.73;46900.62;-147972.08;0;0;0;465.09525;473.56885;476.024
0.7085;132925.94;46915.938;-147851.81;0;0;0;465.09525;473.56885;476.024
0.709;133096.55;46878.445;-147797.38;0;0;0;465.09525;473.56885;476.024
0.7095;133379.95;46751.203;-147773.8;0;0;0;465.09525;473.56885;476.024
0.71;133570.95;46625.06;-147802.58;0;0;0;465.09525;473.5253;476.024
0.7105;133833.9;46392.145;-147911.73;0;0;0;465.09525;473.5253;476.024
0.711;133979.8;46222.5;-148022.23;0;0;0;465.09525;473.5253;476.024
0.7115;134134;45976.895;-148225.78;0;0;0;465.09525;473.5253;476.024
0.712;134186.53;45837.758;-148372.22;0;0;0;465.29376;473.5253;476.024
0.7125;134186.92;45694.496;-148580.11;0;0;0;465.29376;473.5253;476.024
0.713;134130.86;45654.42;-148694.81;0;0;0;465.29376;473.5253;476.024
0.7135;133986.27;45685.89;-148807.94;0;0;0;465.29376;473.5253;476.024
0.714;133864.45;45765.254;-148835.16;0;0;0;465.29376;473.5253;476.024
0.7145;133658.08;45955.215;-148798.88;0;0;0;465.29376;473.5253;476.024
0.715;133529.75;46113.652;-148727;0;0;0;465.29376;473.5253;476.024
0.7155;133371.52;46366.07;-148564.19;0;0;0;465.29376;473.5253;476.024
0.716;133303.3;46523.6;-148433.23;0;0;0;465.29376;473.5253;476.024
0.7165;133263.86;46711.145;-148232;0;0;0;465.29376;473.5253;476.024
0.717;133282.44;46788.78;-148112.03;0;0;0;465.29376;473.5253;476.024
0.7175;133366.81;46819.52;-147979.92;0;0;0;465.29376;473.5253;476.024
0.718;133450.5;46781.676;-147935.2;0;0;0;465.29376;473.5253;476.024
0.7185;133595.38;46647.74;-147943.19;0;0;0;465.29376;473.5253;476.024
0.719;133691.55;46519.125;-147998.02;0;0;0;465.29376;473.5253;476.024
0.7195;133814.3;46295.094;-148142.75;0;0;0;465.29376;473.5253;476.024
0.72;133873.31;46143.18;-148269.55;0;0;0;465.29376;473.5253;476.024
0.7205;133917.39;45941.61;-148477.83;0;0;0;465.29376;473.5253;475.94785
0.721;133913.53;45839.34;-148608.73;0;0;0;465.29376;473.5253;475.94785
0.7215;133864.75;45750.105;-148764.84;0;0;0;465.29376;473.5253;475.94785
0.722;133814.08;45736.64;-148831.31;0;0;0;465.29376;473.5253;475.94785
0.7225;133734.66;45781.492;-148867.52;0;0;0;465.29376;473.5253;475.94785
0.723;133694.88;45846.36;-148850.77;0;0;0;465.29376;473.5253;475.94785
0.7235;133679.5;45971.35;-148773.88;0;0;0;465.29376;473.5253;475.94785
0.724;133709.88;46054.71;-148697.27;0;0;0;465.29376;473.5253;475.94785
0.7245;133825.6;46148.164;-148565.44;0;0;0;465.29376;473.5253;475.94785
0.725;133948.3;46174.566;-148481.19;0;0;0;465.29376;473.5253;475.94785
0.7255;134187.48;46145.15;-148386.66;0;0;0;465.29376;473.5253;475.94785
0.726;134370;46077.62;-148357.6;0;0;0;465.29376;473.5253;475.94785
0.7265;134651.44;45911.695;-148378.33;0;0;0;465.29376;473.5253;475.94785
0.727;134829.47;45766.766;-148437.16;0;0;0;465.29376;473.5253;475.94785
0.7275;135059.2;45520.203;-148585.84;0;0;0;465.29376;473.42395;475.94785
0.728;135175.72;45353.207;-148715.61;0;0;0;465.29376;473.42395;475.94785
0.7285;135279.48;45131.145;-148932.62;0;0;0;465.29376;473.42395;475.94785
0.729;135296;45020.15;-149076.11;0;0;0;465.40573;473.42395;475.94785
0.7295;135242.19;44932.96;-149261.62;0;0;0;465.40573;473.42395;475.94785
0.73;135157.62;44934.957;-149351.06;0;0;0;465.40573;473.42395;475.94785
0.7305;134983.81;45027.426;-149415.89;0;0;0;465.40573;473.42395;475.94785
0.731;134852.66;45140.957;-149407.92;0;0;0;465.40573;473.42395;475.94785
0.7315;134654.33;45365.28;-149321.77;0;0;0;465.40573;473.42395;475.94785
0.732;134543.5;45532.56;-149222.73;0;0;0;465.40573;473.42395;475.94785
0.7325;134426.39;45775.19;-149034.28;0;0;0;465.40573;473.42395;475.94785
0.733;134389.31;45911.65;-148898.56;0;0;0;465.40573;473.42395;475.94785
0.7335;134397.52;46050.527;-148709.94;0;0;0;465.40573;473.42395;475.94785
0.734;134443.83;46088.742;-148610.52;0;0;0;465.40573;473.42395;475.94785
0.7345;134558.2;46058.76;-148522.77;0;0;0;465.40573;473.42395;475.94785
0.735;134652.02;45984.504;-148512.75;0;0;0;465.40573;473.42395;475.94785
0.7355;134796.06;45809.332;-148572.89;0;0;0;465.40573;473.42395;475.94785
0.736;134882.08;45665.07;-148658.14;0;0;0;465.40573;473.42395;475.94785
0.7365;134979.6;45437.43;-148836.02;0;0;0;465.40573;473.42395;475.94785
0.737;135010.3;45296.547;-148972.17;0;0;0;465.40573;473.42395;475.94785
0.7375;135006.05;45129.855;-149170.42;0;0;0;465.40573;473.42395;475.94785
0.738;134975.62;45059.83;-149282.19;0;0;0;465.40573;473.42395;475.7753
0.7385;134898.39;45024.535;-149399.3;0;0;0;465.40573;473.42395;475.7753
0.739;134839.3;45045.363;-149436.22;0;0;0;465.40573;473.42395;475.7753
0.7395;134766.69;45129.082;-149426.7;0;0;0;465.40573;473.42395;475.7753
0.74;134744.08;45207;-149381.06;0;0;0;465.40573;473.42395;475.7753
0.7405;134769.38;45329.215;-149269.39;0;0;0;465.40573;473.42395;475.7753
0.741;134832.77;45396.918;-149179.23;0;0;0;465.40573;473.42395;475.7753
0.7415;134999.17;45451.402;-149046.9;0;0;0;465.40573;473.42395;475.7753
0.742;135152;45445.36;-148976.3;0;0;0;465.40573;473.42395;475.7753
0.7425;135422.83;45365.074;-148918.88;0;0;0;465.40573;473.42395;475.7753
0.743;135613.84;45266.707;-148921.06;0;0;0;465.40573;473.42395;475.7753
0.7435;135888.56;45065.094;-148990.72;0;0;0;465.40573;473.42395;475.7753
0.744;136050.23;44906.27;-149079.38;0;0;0;465.40573;473.42395;475.7753
0.7445;136241.14;44657.504;-149262.7;0;0;0;465.40573;473.3158;475.7753
0.745;136324.56;44502.562;-149405.84;0;0;0;465.40573;473.3158;475.7753
0.7455;136370.75;44317.83;-149624.69;0;0;0;465.40573;473.3158;475.7753
0.746;136348.1;44241.99;-149756.42;0;0;0;465.40573;473.3158;475.7753
0.7465;136242.8;44215.867;-149906.86;0;0;0;465.51;473.3158;475.7753
0.747;136134.56;44259.137;-149964.34;0;0;0;465.51;473.3158;475.7753
0.7475;135940.28;44405.81;-149975.7;0;0;0;465.51;473.3158;475.7753
0.748;135810.45;44546.016;-149933.05;0;0;0;465.51;473.3158;475.7753
0.7485;135639.17;44791.527;-149805.45;0;0;0;465.51;473.3158;475.7753
0.749;135549.25;44958.426;-149688.89;0;0;0;465.51;473.3158;475.7753
0.7495;135473.03;45177.633;-149490.55;0;0;0;465.51;473.3158;475.7753
0.75;135468.94;45286.082;-149362.3;0;0;0;465.51;473.3158;475.7753
0.7505;135527.48;45370.277;-149204.81;0;0;0;465.51;473.3158;475.7753
0.751;135601.77;45368.043;-149136.9;0;0;0;465.51;473.3158;475.7753
0.7515;135744.42;45279.77;-149105.77;0;0;0;465.51;473.3158;475.7753
0.752;135846.39;45173;-149134.88;0;0;0;465.51;473.3158;475.7753
0.7525;135987.33;44965.12;-149247.83;0;0;0;465.51;473.3158;475.7753
0.753;136062.86;44812.227;-149360.42;0;0;0;465.51;473.3158;475.7753
0.7535;136133.42;44593.094;-149561.4;0;0;0;465.51;473.3158;475.7753
0.754;136146.72;44470.773;-149698.7;0;0;0;465.51;473.3158;475.7753
0.7545;136117.58;44344.97;-149880.62;0;0;0;465.51;473.3158;475.7753
0.755;136072.56;44306.6;-149971.78;0;0;0;465.51;473.3158;475.66916
0.7555;135982.33;44318.54;-150048.86;0;0;0;465.51;473.3158;475.66916
0.756;135929.75;44367.094;-150057.88;0;0;0;465.51;473.3158;475.66916
0.7565;135883.05;44480.52;-150011.47;0;0;0;465.51;473.3158;475.66916
0.757;135886.42;44566.7;-149947.19;0;0;0;465.51;473.3158;475.66916
0.7575;135958.75;44680.426;-149819.69;0;0;0;465.51;473.3158;475.66916
0.758;136055.31;44728.953;-149728.8;0;0;0;465.51;473.3158;475.66916
0.7585;136265.97;44739.676;-149611.34;0;0;0;465.51;473.3158;475.66916
0.759;136439.48;44699.81;-149559.95;0;0;0;465.51;473.3158;475.66916
0.7595;136721.23;44571.637;-149540.55;0;0;0;465.51;473.3158;475.66916
0.76;136907.3;44446.695;-149571.6;0;0;0;465.51;473.3158;475.66916
0.7605;137160.22;44217.555;-149684.03;0;0;0;465.51;473.3158;475.66916
0.761;137298.97;44051.31;-149796.81;0;0;0;465.51;473.3158;475.66916
0.7615;137442.58;43811.79;-150002.97;0;0;0;465.51;473.26123;475.66916
0.762;137488.14;43677.227;-150149.75;0;0;0;465.51;473.26123;475.66916
0.7625;137474.61;43540.99;-150355.16;0;0;0;465.51;473.26123;475.66916
0.763;137418.7;43505.14;-150466.36;0;0;0;465.51;473.26123;475.66916
0.7635;137267.27;43541.355;-150572.62;0;0;0;465.67834;473.26123;475.66916
0.764;137143;43622.543;-150595;0;0;0;465.67834;473.26123;475.66916
0.7645;136938.56;43813.125;-150551.95;0;0;0;465.67834;473.26123;475.66916
0.765;136813.22;43970.562;-150476.2;0;0;0;465.67834;473.26123;475.66916
0.7655;136668.11;44219.312;-150309.11;0;0;0;465.67834;473.26123;475.66916
0.766;136607.3;44372.99;-150176.73;0;0;0;465.67834;473.26123;475.66916
0.7665;136582.44;44553.125;-149976.23;0;0;0;465.67834;473.26123;475.66916
0.767;136608.47;44625.395;-149858.69;0;0;0;465.67834;473.26123;475.66916
0.7675;136701.7;44648.902;-149732.5;0;0;0;465.67834;473.26123;475.66916
0.768;136788.89;44607.582;-149692.77;0;0;0;465.67834;473.26123;475.66916
0.7685;136934.95;44471.29;-149708.62;0;0;0;465.67834;473.26123;475.66916
0.769;137029.42;44343.133;-149768.34;0;0;0;465.67834;473.26123;475.66916
0.7695;137147.88;44122.3;-149919.48;0;0;0;465.67834;473.26123;475.66916
0.77;137202.58;43973.88;-150048.75;0;0;0;465.67834;473.26123;475.66916
0.7705;137234.53;43779.5;-150255.64;0;0;0;465.67834;473.26123;475.66916
0.771;137221.22;43683.27;-150383.31;0;0;0;465.67834;473.26123;475.66916
0.7715;137157.3;43605;-150533.19;0;0;0;465.67834;473.26123;475.66916
0.772;137098.52;43599.848;-150596;0;0;0;465.67834;473.26123;475.66916
0.7725;137011.7;43656.035;-150627.3;0;0;0;465.67834;473.26123;475.56293
0.773;136971;43725.848;-150606.44;0;0;0;465.67834;473.26123;475.56293
0.7735;136956.84;43852.977;-150521.1;0;0;0;465.67834;473.26123;475.56293
0.774;136988.14;43934.668;-150438.19;0;0;0;465.67834;473.26123;475.56293
0.7745;137104.25;44022.883;-150299.14;0;0;0;465.67834;473.26123;475.56293
0.775;137231.66;44045.027;-150213.03;0;0;0;465.67834;473.26123;475.56293
0.7755;137477.81;44009.375;-150120.31;0;0;0;465.67834;473.26123;475.56293
0.776;137663.94;43938.348;-150094.4;0;0;0;465.67834;473.26123;475.56293
0.7765;137947.77;43768.855;-150120.67;0;0;0;465.67834;473.26123;475.56293
0.777;138124.61;43623.266;-150182.83;0;0;0;465.67834;473.26123;475.56293
0.7775;138348.31;43379.117;-150335.55;0;0;0;465.67834;473.26123;475.56293
0.778;138458.66;43215.965;-150467.3;0;0;0;465.67834;473.26123;475.56293
0.7785;138552.19;43001.875;-150685.95;0;0;0;465.67834;473.26123;475.56293
0.779;138562.86;42896.41;-150829.38;0;0;0;465.67834;473.15942;475.56293
0.7795;138503.02;42816.258;-151012.3;0;0;0;465.67834;473.15942;475.56293
0.78;138419.08;42821.766;-151098.2;0;0;0;465.67834;473.15942;475.56293
0.7805;138242.23;42917.63;-151155.94;0;0;0;465.77234;473.15942;475.56293
0.781;138113.25;43032.11;-151143.03;0;0;0;465.77234;473.15942;475.56293
0.7815;137919.75;43255.72;-151050.8;0;0;0;465.77234;473.15942;475.56293
0.782;137813.53;43421.066;-150949.16;0;0;0;465.77234;473.15942;475.56293
0.7825;137705.73;43658.934;-150759.16;0;0;0;465.77234;473.15942;475.56293
0.783;137675.25;43791.32;-150623.94;0;0;0;465.77234;473.15942;475.56293
0.7835;137696.47;43923.504;-150438.36;0;0;0;465.77234;473.15942;475.56293
0.784;137749.38;43957.35;-150342.47;0;0;0;465.77234;473.15942;475.56293
0.7845;137871.34;43921.9;-150262.03;0;0;0;465.77234;473.15942;475.56293
0.785;137968.23;43845.293;-150257.84;0;0;0;465.77234;473.15942;475.56293
0.7855;138113.34;43669.395;-150326.9;0;0;0;465.77234;473.15942;475.56293
0.786;138197.4;43526.758;-150417.23;0;0;0;465.77234;473.15942;475.56293
0.7865;138287.47;43304.96;-150599.66;0;0;0;465.77234;473.15942;475.56293
0.787;138315.97;43170.02;-150736.45;0;0;0;465.77234;473.15942;475.56293
0.7875;138302.38;43013.758;-150932.83;0;0;0;465.77234;473.15942;475.56293
0.788;138265.94;42950.582;-151042.58;0;0;0;465.77234;473.15942;475.56293
0.7885;138183.33;42924.16;-151154.94;0;0;0;465.77234;473.15942;475.56293
0.789;138123.14;42950.047;-151188.3;0;0;0;465.77234;473.15942;475.56293
0.7895;138051.33;43040.715;-151173.95;0;0;0;465.77234;473.15942;475.41565
0.79;138030.45;43122.453;-151125.8;0;0;0;465.77234;473.15942;475.41565
0.7905;138059.95;43247.832;-151011.45;0;0;0;465.77234;473.15942;475.41565
0.791;138126.16;43315.68;-150919.9;0;0;0;465.77234;473.15942;475.41565
0.7915;138293.98;43368.773;-150785.25;0;0;0;465.77234;473.15942;475.41565
0.792;138445.34;43361.547;-150713.06;0;0;0;465.77234;473.15942;475.41565
0.7925;138711.22;43279.85;-150654.25;0;0;0;465.77234;473.15942;475.41565
0.793;138899.28;43180.45;-150657.11;0;0;0;465.77234;473.15942;475.41565
0.7935;139170.97;42977.055;-150730.11;0;0;0;465.77234;473.15942;475.41565
0.794;139330.55;42817.613;-150821.61;0;0;0;465.77234;473.15942;475.41565
0.7945;139515.03;42570.074;-151008.53;0;0;0;465.77234;473.15942;475.41565
0.795;139594.4;42417.53;-151153.14;0;0;0;465.77234;473.15942;475.41565
0.7955;139636.39;42238.08;-151372.58;0;0;0;465.77234;473.15942;475.41565
0.796;139612.16;42166.14;-151503.66;0;0;0;465.77234;473.04425;475.41565
0.7965;139500.36;42145.59;-151651.05;0;0;0;465.77234;473.04425;475.41565
0.797;139385.22;42191.99;-151704.94;0;0;0;465.77234;473.04425;475.41565
0.7975;139194.08;42341.613;-151709.17;0;0;0;465.77234;473.04425;475.41565
0.798;139066.53;42482.06;-151661.44;0;0;0;465.84656;473.04425;475.41565
0.7985;138900.61;42724.633;-151527.19;0;0;0;465.84656;473.04425;475.41565
0.799;138819.16;42887.67;-151407.69;0;0;0;465.84656;473.04425;475.41565
0.7995;138757.23;43099.543;-151208.19;0;0;0;465.84656;473.04425;475.41565
0.8;138760.89;43202.69;-151080.78;0;0;0;465.84656;473.04425;475.41565
0.8005;138820.86;43279.566;-150926.73;0;0;0;465.84656;473.04425;475.41565
0.801;138899.89;43273.387;-150863.1;0;0;0;465.84656;473.04425;475.41565
0.8015;139047.62;43181.277;-150840.22;0;0;0;465.84656;473.04425;475.41565
0.802;139150.94;43073.625;-150874.77;0;0;0;465.84656;473.04425;475.41565
0.8025;139288.66;42867.445;-150993.97;0;0;0;465.84656;473.04425;475.41565
0.803;139359.6;42717.805;-151109.03;0;0;0;465.84656;473.04425;475.41565
0.8035;139418.53;42506.277;-151311.44;0;0;0;465.84656;473.04425;475.41565
0.804;139425.88;42390.22;-151448.4;0;0;0;465.84656;473.04425;475.41565
0.8045;139390.12;42274.05;-151627.75;0;0;0;465.84656;473.04425;475.41565
0.805;139343.1;42241.805;-151716.89;0;0;0;465.84656;473.04425;475.41565
0.8055;139257.92;42261.977;-151791.22;0;0;0;465.84656;473.04425;475.41565
0.806;139205.9;42315.01;-151797.83;0;0;0;465.84656;473.04425;475.41565
0.8065;139160.92;42432.81;-151746.4;0;0;0;465.84656;473.04425;475.28506
0.807;139162.84;42519.926;-151678.39;0;0;0;465.84656;473.04425;475.28506
0.8075;139240.11;42632.24;-151546.36;0;0;0;465.84656;473.04425;475.28506
0.808;139338.33;42678.75;-151453.6;0;0;0;465.84656;473.04425;475.28506
0.8085;139552.16;42686.48;-151335.16;0;0;0;465.84656;473.04425;475.28506
0.809;139726.69;42644.805;-151284.66;0;0;0;465.84656;473.04425;475.28506
0.8095;140010.94;42513.246;-151269.47;0;0;0;465.84656;473.04425;475.28506
0.81;140198.69;42386.03;-151304.48;0;0;0;465.84656;473.04425;475.28506
0.8105;140449.77;42155.555;-151422.47;0;0;0;465.84656;473.04425;475.28506
0.811;140584.05;41990.805;-151537.56;0;0;0;465.84656;473.04425;475.28506
0.8115;140717.62;41757.203;-151744.48;0;0;0;465.84656;473.04425;475.28506
0.812;140755.3;41628.242;-151890.03;0;0;0;465.84656;473.04425;475.28506
0.8125;140728.89;41501.027;-152091.33;0;0;0;465.84656;473.04425;475.28506
0.813;140665.69;41470.7;-152198.33;0;0;0;465.84656;473.04425;475.28506
0.8135;140504.28;41513.35;-152296.36;0;0;0;465.84656;472.98355;475.28506
0.814;140377.9;41597.17;-152312.47;0;0;0;465.84656;472.98355;475.28506
0.8145;140179.8;41788.703;-152260.28;0;0;0;465.84656;472.98355;475.28506
0.815;140059.86;41944.723;-152179.44;0;0;0;465.98523;472.98355;475.28506
0.8155;139920.9;42188.79;-152007.03;0;0;0;465.98523;472.98355;475.28506
0.816;139866.64;42338.246;-151872.77;0;0;0;465.98523;472.98355;475.28506
0.8165;139849.39;42511.562;-151671.81;0;0;0;465.98523;472.98355;475.28506
0.817;139879.7;42579.48;-151555.48;0;0;0;465.98523;472.98355;475.28506
0.8175;139977.58;42597.3;-151433.31;0;0;0;465.98523;472.98355;475.28506
0.818;140066.39;42552.992;-151397.36;0;0;0;465.98523;472.98355;475.28506
0.8185;140212.38;42413.953;-151419.5;0;0;0;465.98523;472.98355;475.28506
0.819;140304.8;42285.527;-151483.1;0;0;0;465.98523;472.98355;475.28506
0.8195;140414.8;42067.48;-151638;0;0;0;465.98523;472.98355;475.28506
0.82;140462.4;41923.16;-151767.88;0;0;0;465.98523;472.98355;475.28506
0.8205;140484.34;41737.367;-151972.75;0;0;0;465.98523;472.98355;475.28506
0.821;140465.47;41647.656;-152097.67;0;0;0;465.98523;472.98355;475.28506
0.8215;140397.47;41579.133;-152242.36;0;0;0;465.98523;472.98355;475.28506
0.822;140337.05;41580.023;-152301;0;0;0;465.98523;472.98355;475.28506
0.8225;140243.53;41643.688;-152325.53;0;0;0;465.98523;472.98355;475.28506
0.823;140201.88;41716.926;-152300.1;0;0;0;465.98523;472.98355;475.28506
0.8235;140188.1;41846.605;-152208.28;0;0;0;465.98523;472.98355;475.28506
0.824;140220.67;41928.344;-152121.86;0;0;0;465.98523;472.98355;475.1949
0.8245;140342.98;42014.44;-151979.78;0;0;0;465.98523;472.98355;475.1949
0.825;140472.03;42034.1;-151893.36;0;0;0;465.98523;472.98355;475.1949
0.8255;140720.81;41994.156;-151802.22;0;0;0;465.98523;472.98355;475.1949
0.826;140907.84;41920.305;-151778.4;0;0;0;465.98523;472.98355;475.1949
0.8265;141190.7;41747.434;-151808.55;0;0;0;465.98523;472.98355;475.1949
0.827;141364.83;41600.81;-151873.19;0;0;0;465.98523;472.98355;475.1949
0.8275;141582.62;41357.69;-152029.45;0;0;0;465.98523;472.98355;475.1949
0.828;141689.02;41196.52;-152163.66;0;0;0;465.98523;472.98355;475.1949
