Time,L5.Constant Power L5_vab,L6.Constant Power L6_vab,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.IA,measurement4.Three-phase Meter4.POWER_S,measurement5.Three-phase Meter5.IA,measurement6.Three-phase Meter6.IA
0.416,-1223.8196,-972.57043,111155.89,87033.23,102754.41,558.18066,519.42285,648.8049,-16.99168,22218.338,-17.052216,-5.5473523
0.4165,-1149.5752,-929.6293,110630.2,86529.08,102323.41,558.18066,519.42285,648.8049,-18.95167,22096.455,-18.640251,-9.116891
0.417,-1035.0089,-853.3035,109997.53,85888.84,101859.77,558.18066,519.42285,648.8049,-20.22325,21918.936,-19.546093,-12.38077
0.4175,-884.4687,-747.4582,109672.23,85533.336,101658.414,558.18066,519.42285,648.8049,-20.759903,21806.73,-19.736927,-15.229785
0.418,-703.6076,-615.4521,109299.14,85086.88,101477.83,558.18066,519.42285,577.9153,-20.542439,21651.738,-19.205477,-17.568378
0.4185,-498.91766,-462.0988,109101.66,84832.7,101406.41,558.18066,519.42285,577.9153,-19.578691,21558.688,-17.971533,-19.318262
0.419,-277.83237,-293.66644,108831.79,84487.5,101314.57,558.18066,519.42285,577.9153,-17.903658,21434.94,-16.07995,-20.420895
0.4195,-48.035683,-116.23143,108641.86,84264.73,101229.055,558.18066,519.42285,577.9153,-15.578281,21363.158,-13.600236,-20.839418
0.42,182.08818,63.398533,108301.69,83916.875,101012.375,558.18066,519.42285,577.9153,-12.686943,21269.04,-10.622879,-20.559858
0.4205,404.8378,240.34048,108019.484,83664.305,100786.92,558.18066,519.42285,577.9153,-9.334862,21213.426,-7.25702,-19.591614
0.421,612.2766,407.98978,107496.234,83242.43,100312.73,558.18066,519.42285,577.9153,-5.643654,21136.86,-3.625656,-17.96717
0.4215,797.5412,559.0532,107082.016,82929.14,99908.86,558.18066,519.42285,577.9153,-1.7474257,21087.984,0.13827623,-15.7408695
0.422,954.11053,690.2875,106380.23,82412.42,99192.25,558.18066,519.42285,577.9153,2.2120924,21014.354,3.8970888,-12.9873905
0.4225,1077.0,795.8961,105876.61,82040.94,98660.41,558.18066,519.42285,577.9153,6.0913305,20963.674,7.5133204,-9.798997
0.423,1161.9943,874.42065,105103.19,81454.93,97821.945,558.18066,519.42285,577.9153,9.749128,20883.447,10.854578,-6.2823997
0.4235,1206.6824,921.3856,104596.336,81053.07,97260.2,558.18066,519.42285,577.9153,13.052902,20827.074,13.798793,-2.5555933
0.424,1209.593,936.41895,103877.72,80446.54,96450.93,558.18066,519.42285,577.9153,15.882394,20739.523,16.238077,1.2566913
0.4245,1171.1244,917.8171,103436.56,80044.24,95947.02,558.18066,519.42285,577.9153,18.13491,20680.225,18.08343,5.0267625
0.425,1092.7798,869.07074,102837.52,79446.79,95255.664,558.18066,519.42285,577.9153,19.728762,20592.61,19.267128,8.628315
0.4255,977.5904,791.1181,102474.32,79050.64,94831.03,558.18066,519.42285,577.9153,20.605852,20536.604,19.746124,11.940852
0.426,829.7964,685.9832,101964.984,78452.266,94221.336,558.18066,519.42285,577.9153,20.734564,20458.678,19.502684,14.853236
0.4265,654.6189,557.72687,101630.45,78044.92,93806.51,558.18066,519.42285,577.9153,20.110048,20411.447,18.545946,17.268051
0.427,458.41635,412.43344,101094.805,77407.93,93122.695,558.18066,519.42285,577.9153,18.75514,20348.305,16.910736,19.104458
0.4275,247.85939,253.52086,100690.414,76958.22,92596.445,558.18066,519.42285,577.9153,16.719053,20310.906,14.657056,20.300827
0.428,30.528313,88.856064,99973.664,76234.18,91662.04,558.18066,519.42285,577.9153,14.07562,20259.979,11.867237,20.817232
0.4285,-186.32779,-78.514595,99404.875,75713.1,90925.29,558.18066,519.42285,577.9153,10.921134,20227.822,8.643447,20.636381
0.429,-395.13446,-241.53929,98398.695,74871.35,89640.56,558.18066,519.42285,577.9153,7.3699484,20178.87,5.1035566,19.764385
0.4295,-589.0987,-395.56796,97626.76,74273.625,88669.56,558.18066,519.42285,577.9153,3.5512323,20143.45,1.3771034,18.23046
0.43,-761.47766,-532.7416,96333.7,73336.09,87066.68,558.18066,519.42285,577.9153,-0.3962277,20082.998,-2.3993948,16.085989
0.4305,-945.22455,-714.88525,94338.63,71839.016,85415.41,558.18066,519.42285,577.9153,-3.4647288,20045.354,-4.867736,10.6718855
0.431,-1086.3768,-839.73883,91716.87,68978.94,82675.34,558.18066,519.42285,577.9153,-6.483155,19666.076,-7.63328,8.097316
0.4315,-1193.9374,-943.5453,89813.56,67632.05,80302.74,492.2804,519.42285,577.9153,-9.26809,19468.104,-10.122485,5.2381506
0.432,-1263.4951,-1019.9456,86696.516,66377.734,75763.98,492.2804,519.42285,577.9153,-11.7184305,19225.406,-12.245183,2.1945772
0.4325,-1292.4087,-1064.9723,84495.01,65846.84,72204.22,492.2804,519.42285,577.9153,-13.745304,19087.361,-13.924381,-0.92620325
0.433,-1279.938,-1074.8353,81098.3,65095.746,66497.375,492.2804,459.7874,577.9153,-15.275181,18900.295,-15.0991745,-4.015144
0.4335,-1226.2726,-1048.543,78794.81,64462.65,62712.598,492.2804,459.7874,577.9153,-16.252472,18781.936,-15.727022,-6.9635453
0.434,-1132.8392,-986.43054,75302.29,63252.97,57351.246,492.2804,459.7874,577.9153,-16.641766,18604.727,-15.78504,-9.668202
0.4345,-1002.32947,-892.48376,72978.82,62332.89,54028.36,492.2804,459.7874,577.9153,-16.4291,18483.459,-15.271057,-12.03451
0.435,-838.8706,-768.17645,69595.45,60925.543,49363.195,492.2804,459.7874,577.9153,-15.62211,18295.082,-14.203658,-13.979521
0.4355,-647.34686,-620.92584,67464.09,60024.168,46430.55,492.2804,459.7874,577.9153,-14.250046,18166.861,-12.621385,-15.43529
0.436,-434.4857,-452.48856,64502.42,58750.965,42319.02,492.2804,459.7874,523.73846,-12.362651,17975.807,-10.581632,-16.350653
0.4365,-207.5762,-271.2775,62677.14,57943.19,39820.418,492.2804,459.7874,523.73846,-10.028075,17853.229,-8.158354,-16.693647
0.437,25.203508,-81.937744,60122.395,56774.832,36508.586,492.2804,459.7874,523.73846,-7.3307614,17682.098,-5.439246,-16.452194
0.4375,256.02536,108.74311,58529.934,56026.984,34586.555,492.2804,459.7874,523.73846,-4.3682966,17578.523,-2.523155,-15.634645
0.438,476.6229,296.0884,56327.523,54974.0,32031.293,492.2804,459.7874,523.73846,-1.2478017,17440.5,0.4842763,-14.269654
0.4385,679.6069,471.27176,55005.508,54331.16,30465.873,492.2804,459.7874,523.73846,1.9178162,17359.604,3.4740381,-12.404881
0.439,857.99066,630.8627,53252.574,53461.63,28224.428,492.2804,459.7874,523.73846,5.014004,17254.008,6.3378334,-10.105718
0.4395,1005.88007,767.13556,52223.863,52935.86,26787.34,492.2804,459.7874,523.73846,7.9287276,17193.297,8.971703,-7.4526024
0.44,1118.3103,876.2211,50825.17,52196.027,24756.967,492.2804,459.7874,523.73846,10.556463,17114.926,11.280195,-4.53863
0.4405,1191.7074,954.3509,49958.66,51714.453,23517.014,492.2804,459.7874,523.73846,12.802194,17070.05,13.1797495,-1.4656544
0.441,1223.6097,998.97723,48725.453,50986.613,21842.486,492.2804,459.7874,523.73846,14.584644,17011.426,14.601471,1.6585271
0.4415,1213.0585,1008.93024,47943.254,50495.71,20827.818,492.2804,459.7874,523.73846,15.839271,16976.713,15.493716,4.7247157
0.442,1160.6891,983.9812,46836.234,49761.61,19393.291,492.2804,459.7874,523.73846,16.52076,16928.256,15.824294,7.6253414
0.4425,1068.289,924.6519,46136.797,49280.945,18460.357,492.2804,459.7874,523.73846,16.604485,16896.979,15.581084,10.25895
0.443,939.4507,834.9051,45119.01,48570.58,17065.365,492.2804,459.7874,523.73846,16.087315,16849.924,14.772988,12.53342
0.4435,778.55884,715.72394,44445.246,48091.332,16138.239,492.2804,459.7874,523.73846,14.988129,16817.855,13.429378,14.368968
0.444,591.63336,573.66113,43424.945,47333.344,14764.653,492.2804,459.7874,523.73846,13.3466835,16767.535,11.59885,15.701438
0.4445,385.19302,412.01993,42735.047,46787.207,13865.668,492.2804,459.7874,523.73846,11.222267,16731.99,9.3478985,16.484022
0.445,166.97371,238.59027,41688.22,45901.375,12545.219,492.2804,459.7874,523.73846,8.691889,16674.307,6.758082,16.68939
0.4455,-55.482693,57.224514,40982.617,45274.863,11684.902,492.2804,459.7874,523.73846,5.847094,16632.264,3.923376,16.31037
0.446,-274.25113,-123.56474,39923.434,44308.047,10441.486,492.2804,459.7874,523.73846,2.7907813,16562.732,0.94658905,15.36023
0.4465,-481.66608,-299.60773,39225.812,43660.53,9663.943,492.2804,459.7874,523.73846,-0.36622515,16511.53,-2.0643327,13.872301
0.447,-670.3183,-461.9745,38226.21,42704.535,8621.136,492.2804,459.7874,523.73846,-3.5100217,16428.33,-5.0003147,11.898619
0.4475,-833.83344,-608.00964,37617.23,42087.805,8037.627,492.2804,459.7874,523.73846,-6.52666,16368.939,-7.7548914,9.508365
0.448,-966.2756,-729.283,36835.707,41215.96,7373.3857,492.2804,459.7874,523.73846,-9.306974,16275.801,-10.228163,6.785165
0.4485,-1063.1278,-824.314,36429.867,40687.63,7087.6606,492.2804,459.7874,523.73846,-11.750431,16212.621,-12.33048,3.8245618
0.449,-1121.0332,-888.0281,36016.164,40007.914,6903.7627,488.2765,459.7874,523.73846,-13.768468,16119.399,-13.985571,0.7300558
0.4495,-1137.7505,-918.4647,35875.516,39644.82,6939.364,488.2765,459.7874,523.73846,-15.288206,16060.418,-15.133418,-2.3896413
0.45,-1112.9047,-915.50165,35861.047,39246.402,7203.808,488.2765,459.7874,523.73846,-16.254602,15981.011,-15.732414,-5.4258165
0.4505,-1047.3947,-878.5595,35968.8,39075.176,7498.47,488.2765,455.24936,523.73846,-16.632622,15936.191,-15.7609415,-8.271759
0.451,-943.6665,-809.4852,36268.887,38938.664,8069.143,488.2765,455.24936,523.73846,-16.408657,15884.826,-15.217824,-10.827989
0.4515,-805.25867,-710.47156,36530.285,38910.52,8498.302,488.2765,455.24936,523.73846,-15.590883,15862.765,-14.122864,-13.004833
0.452,-637.2687,-584.7522,36953.574,38930.43,9143.296,488.2765,455.24936,523.73846,-14.208767,15848.818,-12.515827,-14.726164
0.4525,-445.803,-437.69186,37219.93,38965.03,9529.287,488.2765,455.24936,523.73846,-12.312396,15852.144,-10.454765,-15.931748
0.453,-237.6329,-273.94412,37536.625,39014.477,9965.637,488.2765,455.24936,499.05963,-9.970452,15874.646,-8.014685,-16.579277
0.4535,-19.798872,-99.22174,37667.81,39027.152,10128.331,488.2765,455.24936,499.05963,-7.2676115,15899.238,-5.283968,-16.646038
0.454,199.71875,79.48118,37713.35,38990.598,10146.301,488.2765,455.24936,499.05963,-4.3017254,15946.404,-2.3615904,-16.129803
0.4545,413.3465,256.23645,37632.438,38920.35,10003.515,488.2765,455.24936,499.05963,-1.180128,15981.67,0.64654446,-15.048594
0.455,613.34686,425.62122,37342.73,38740.332,9576.449,488.2765,455.24936,499.05963,1.9842304,16035.897,3.6311796,-13.440381
0.4555,792.79565,580.4066,37048.09,38571.863,9173.147,488.2765,455.24936,499.05963,5.0768213,16069.951,6.4841795,-11.361353
0.456,945.3309,716.70667,36492.445,38255.69,8442.473,488.2765,455.24936,499.05963,7.9857574,16114.307,9.102129,-8.88444
0.4565,1065.4033,827.37225,36077.633,38010.914,7904.987,488.2765,455.24936,499.05963,10.605743,16137.859,11.390155,-6.0962305
0.457,1148.7844,910.5167,35443.188,37610.16,7079.817,488.2765,455.24936,499.05963,12.84194,16162.501,13.265105,-3.0945988
0.4575,1192.5599,961.438,35043.594,37330.57,6548.629,488.2765,455.24936,499.05963,14.61354,16171.886,14.659183,0.015532318
0.458,1195.0054,979.52386,34511.11,36907.16,5827.64,488.2765,455.24936,499.05963,15.856296,16176.766,15.521718,3.125043
0.4585,1156.1598,963.5115,34209.184,36626.97,5416.616,488.2765,455.24936,499.05963,16.525217,16175.08,15.821497,6.1252456
0.459,1077.3619,914.26874,33840.31,36210.46,4919.8413,488.2765,455.24936,499.05963,16.596235,16168.328,15.547713,8.910863
0.4595,961.1768,833.3609,33647.586,35932.227,4663.668,488.2765,455.24936,499.05963,16.066723,16162.498,14.710145,11.384481
0.46,811.8855,723.9121,33420.723,35505.51,4359.899,488.2765,455.24936,499.05963,14.955773,16154.593,13.339308,13.459369
0.4605,634.6555,589.371,33294.402,35209.12,4185.3574,488.2765,455.24936,499.05963,13.303698,16151.179,11.484851,15.062981
0.461,435.75168,434.40326,33105.12,34737.645,3919.1396,488.2765,455.24936,499.05963,11.170274,16149.737,9.213998,16.139074
0.4615,222.1001,264.92203,32956.082,34399.76,3714.6929,488.2765,455.24936,499.05963,8.632608,16151.335,6.609172,16.650019
0.462,1.3627684,86.44898,32663.41,33848.668,3337.5195,488.2765,455.24936,499.05963,5.7826624,16156.661,3.7648053,16.577852
0.4625,-218.81221,-94.01448,32412.799,33448.633,3028.6526,488.2765,455.24936,499.05963,2.7235153,16161.339,0.783881,15.925142
0.463,-430.73816,-270.81357,31948.244,32801.832,2477.997,488.2765,455.24936,499.05963,-0.43395483,16167.576,-2.225113,14.714759
0.4635,-626.9888,-437.4653,31584.924,32347.285,2060.5083,488.2765,455.24936,499.05963,-3.5758247,16169.391,-5.153528,12.989147
0.464,-800.60175,-587.29816,30978.598,31654.145,1384.0089,488.2765,455.24936,499.05963,-6.588243,16166.655,-7.8949723,10.808648
0.4645,-945.68866,-716.79486,30555.47,31201.35,921.0334,488.2765,455.24936,499.05963,-9.362155,16159.985,-10.350206,8.249727
0.465,-1056.854,-820.70685,29929.098,30563.77,252.97247,488.2765,455.24936,499.05963,-11.797218,16141.638,-12.4299755,5.4018245
0.4655,-1130.363,-895.46686,29541.623,30179.326,-148.96855,488.2765,455.24936,499.05963,-13.805377,16124.087,-14.058965,2.364903
0.466,-1163.6606,-937.39557,29041.027,29680.559,-649.05634,476.69147,455.24936,499.05963,-15.313819,16091.032,-15.178195,-0.754687
0.4665,-1155.5127,-946.4605,28775.635,29406.7,-899.4421,476.69147,455.24936,499.05963,-16.268034,16065.756,-15.746974,-3.8478723
0.467,-1106.3059,-921.0174,28491.316,29089.777,-1143.1675,476.69147,455.24936,499.05963,-16.633562,16026.042,-15.744731,-6.8063383
0.4675,-1017.6887,-863.0718,28374.424,28939.36,-1221.8351,476.69147,449.6517,499.05963,-16.397018,16000.241,-15.171635,-9.526307
0.468,-892.8573,-774.05164,28288.445,28792.73,-1238.014,476.69147,449.6517,499.05963,-15.567086,15965.899,-14.048296,-11.91263
0.4685,-736.2087,-657.5132,28273.322,28735.182,-1202.2415,476.69147,449.6517,499.05963,-14.173843,15947.638,-12.415546,-13.881632
0.469,-553.2564,-517.3961,28279.19,28681.562,-1121.9785,476.69147,449.6517,499.05963,-12.267578,15929.019,-10.332685,-15.36449
0.4695,-350.32562,-358.5194,28280.912,28649.873,-1077.8276,476.69147,449.6517,499.05963,-9.917347,15923.121,-7.875075,-16.309189
0.47,-134.74458,-186.64423,28245.469,28582.262,-1067.5331,476.69147,449.6517,499.05963,-7.208251,15923.868,-5.1319666,-16.682716
0.4705,85.9416,-7.8066444,28179.752,28512.81,-1118.0664,476.69147,449.6517,498.88766,-4.238245,15930.106,-2.2026641,-16.471918
0.471,303.8524,171.35083,27997.66,28361.102,-1298.846,476.69147,449.6517,498.88766,-1.114862,15945.927,0.8064198,-15.684189
0.4715,511.56735,345.08884,27816.86,28225.844,-1489.9598,476.69147,449.6517,498.88766,2.0488882,15958.94,3.7862728,-14.347117
0.472,701.4341,506.30905,27465.418,27972.12,-1866.2325,476.69147,449.6517,498.88766,5.1385064,15979.612,6.628846,-12.507631
0.4725,867.0419,650.1747,27196.25,27772.537,-2158.9595,476.69147,449.6517,498.88766,8.042184,15992.313,9.231141,-10.230017
0.473,1002.4711,772.1337,26770.688,27440.31,-2622.6252,476.69147,449.6517,498.88766,10.6548815,16007.675,11.4986925,-7.5941935
0.4735,1102.776,866.1423,26499.375,27207.238,-2925.3867,476.69147,449.6517,498.88766,12.882061,16014.899,13.349295,-4.6922765
0.474,1164.4393,930.61426,26142.004,26858.275,-3335.3848,476.69147,449.6517,498.88766,14.642987,16020.527,14.715869,-1.6261069
0.4745,1185.401,961.633,25955.592,26634.227,-3561.9297,476.69147,449.6517,498.88766,15.874089,16021.283,15.548974,1.497112
0.475,1164.6935,959.4297,25765.98,26318.176,-3810.1907,476.69147,449.6517,498.88766,16.530754,16019.757,15.81818,4.5678053
0.4755,1103.0448,922.6698,25699.566,26119.633,-3911.8086,476.69147,449.6517,498.88766,16.589165,16018.13,15.513899,7.4786396
0.476,1002.7197,854.0414,25678.676,25831.904,-3979.6047,476.69147,449.6517,498.88766,16.04734,16017.389,14.647205,10.12749
0.4765,867.16644,754.825,25702.678,25639.643,-3983.7842,476.69147,449.6517,498.88766,14.924813,16019.53,13.249281,12.421702
0.477,701.1844,629.4561,25761.066,25336.373,-3969.404,476.69147,449.6517,498.88766,13.26216,16027.733,11.3710985,14.280815
0.4775,510.49457,481.76282,25792.377,25115.188,-3973.409,476.69147,449.6517,498.88766,11.119654,16037.333,9.080674,15.639847
0.478,301.92468,317.14337,25789.984,24740.236,-4043.771,476.69147,449.6517,498.88766,8.574791,16057.875,6.4609933,16.451136
0.4785,82.73933,141.0472,25736.96,24454.621,-4154.8037,476.69147,449.6517,498.88766,5.719608,16074.904,3.6070287,16.686321
0.479,-139.19197,-39.627045,25555.885,23966.93,-4440.469,476.69147,449.6517,498.88766,2.6575162,16103.781,0.6224215,16.337152
0.4795,-356.27527,-219.462,25360.139,23603.377,-4712.666,476.69147,449.6517,498.88766,-0.5005398,16123.619,-2.3845415,15.415746
0.48,-560.7722,-390.8982,24955.814,23011.47,-5230.585,476.69147,449.6517,498.88766,-3.640604,16151.477,-5.305157,13.954526
0.4805,-778.56256,-602.6121,24453.855,21999.256,-5203.6216,476.69147,449.6517,498.88766,-5.3000875,16159.206,-6.4084444,9.596356
0.481,-961.6523,-767.31256,23985.434,20650.717,-5575.561,476.69147,449.6517,498.88766,-7.497865,15898.233,-8.342408,7.6892242
0.4815,-1113.0847,-911.1533,23516.05,20142.922,-6214.4893,476.69147,449.6517,498.88766,-9.430947,15767.255,-9.981856,5.510317
0.482,-1226.7985,-1026.9491,22598.21,19971.48,-7870.344,476.69147,449.6517,498.88766,-11.030745,15616.5,-11.268814,3.136492
0.4825,-1298.7428,-1107.5634,21918.848,20097.857,-9344.669,476.69147,449.6517,498.88766,-12.240304,15537.958,-12.157795,0.6517811
0.483,-1326.4924,-1150.102,20901.295,20315.35,-11773.285,476.69147,449.6517,498.88766,-13.016633,15440.911,-12.617397,-1.8560371
0.4835,-1308.7488,-1151.5022,20240.2,20349.055,-13334.013,484.68515,449.6517,498.88766,-13.332077,15384.815,-12.631335,-4.298653
0.484,-1245.8579,-1110.658,19256.688,20195.973,-15386.576,484.68515,449.6517,498.88766,-13.17542,15306.249,-12.199075,-6.5897226
0.4845,-1139.2795,-1030.6652,18604.896,20015.715,-16555.465,484.68515,449.6517,498.88766,-12.552202,15254.454,-11.335803,-8.648655
0.485,-992.39746,-913.3936,17674.184,19749.73,-18108.047,484.68515,464.86026,498.88766,-11.484573,15175.317,-10.07189,-10.402842
0.4855,-809.66034,-765.11426,17115.463,19614.957,-19064.508,484.68515,464.86026,498.88766,-10.01028,15121.805,-8.451999,-11.790617
0.486,-597.62054,-589.4489,16384.135,19475.664,-20395.932,484.68515,464.86026,498.88766,-8.181627,15043.0205,-6.5333133,-12.762999
0.4865,-363.7075,-392.77573,15946.521,19402.287,-21180.941,484.68515,464.86026,498.88766,-6.0632033,14993.467,-4.383621,-13.285744
0.487,-116.7149,-182.88692,15314.248,19284.832,-22148.041,484.68515,464.86026,498.88766,-3.7301342,14926.844,-2.078931,-13.340363
0.4875,134.74696,34.932804,14897.559,19195.361,-22656.598,484.68515,464.86026,498.88766,-1.264825,14888.576,0.2993682,-12.92487
0.488,381.255,250.58191,14310.248,19055.66,-23293.285,484.68515,464.86026,519.1859,1.2452713,14840.835,2.6670282,-12.053909
0.4885,614.1226,458.76376,13976.812,18969.291,-23693.22,484.68515,464.86026,519.1859,3.7114468,14814.966,4.940445,-10.758116
0.489,824.8807,649.92126,13600.254,18860.508,-24312.787,484.68515,464.86026,519.1859,6.046172,14784.095,7.0392556,-9.083193
0.4895,1006.18585,818.1099,13428.449,18800.412,-24727.45,484.68515,464.86026,519.1859,8.166907,14768.02,8.889355,-7.0882373
0.49,1151.4146,956.693,13254.197,18716.508,-25276.94,484.68515,464.86026,519.1859,9.998369,14749.558,10.425214,-4.843477
0.4905,1255.4536,1060.6477,13179.658,18656.268,-25548.959,484.68515,464.86026,519.1859,11.475798,14740.314,11.592617,-2.4281344
0.491,1314.5421,1126.4354,13125.144,18553.393,-25779.52,484.68515,464.86026,519.1859,12.546759,14729.993,12.350278,0.07277616
0.4915,1326.3967,1150.7711,13137.018,18480.91,-25825.582,484.68515,464.86026,519.1859,13.173392,14724.824,12.671402,2.5709906
0.492,1290.6521,1134.1179,13247.081,18383.13,-25783.213,484.68515,464.86026,519.1859,13.333458,14718.672,12.544596,4.978622
0.4925,1208.4711,1076.4467,13378.9795,18333.354,-25710.83,484.68515,464.86026,519.1859,13.021304,14715.245,11.974344,7.210705
0.493,1082.9877,980.0228,13637.784,18279.502,-25568.58,484.68515,464.86026,519.1859,12.247999,14710.861,10.980792,9.188726
0.4935,918.664,848.98395,13829.804,18244.096,-25459.562,484.68515,464.86026,519.1859,11.040883,14708.383,9.598989,10.842919
0.494,721.63104,686.70374,14113.91,18156.805,-25282.936,484.68515,464.86026,519.1859,9.442775,14705.295,7.8778954,12.114975
0.4945,498.87918,500.92175,14287.498,18057.398,-25163.736,484.68515,464.86026,519.1859,7.510169,14703.312,5.8783054,12.960139
0.495,258.86072,296.66022,14507.211,17832.861,-25002.146,484.68515,464.86026,519.1859,5.311623,14699.52,3.6709194,13.348603
0.4955,10.218133,83.36361,14621.31,17637.39,-24916.906,484.68515,464.86026,519.1859,2.9248855,14695.705,1.333686,13.266699
0.496,-237.89134,-132.90309,14732.853,17296.912,-24824.992,484.68515,464.86026,519.1859,0.43462303,14686.292,-1.0504665,12.717355
0.4965,-476.55823,-342.9992,14772.882,17051.85,-24775.656,484.68515,464.86026,519.1859,-2.070946,14676.934,-3.3976057,11.719881
0.497,-696.91486,-539.64856,14804.514,16674.748,-24680.98,484.68515,464.86026,519.1859,-4.503212,14657.012,-5.6246123,10.309533
0.4975,-891.1115,-716.1864,14829.854,16426.482,-24575.959,484.68515,464.86026,519.1859,-6.7760057,14639.516,-7.65277,8.535952
0.498,-1051.9353,-864.9088,14924.604,16081.8545,-24309.057,484.68515,464.86026,519.1859,-8.808749,14607.053,-9.410403,6.46171
0.4985,-1173.5626,-980.9964,15051.001,15889.118,-24037.166,484.68515,464.86026,519.1859,-10.529392,14581.902,-10.835268,4.1599693
0.499,-1251.4856,-1060.3138,15364.594,15690.757,-23465.408,484.68515,464.86026,519.1859,-11.87708,14540.474,-11.877029,1.7117337
0.4995,-1282.9104,-1099.4702,15666.133,15635.616,-22970.213,484.68515,464.86026,519.1859,-12.803992,14511.781,-12.498855,-0.7964531
0.5,-1266.587,-1097.9886,16262.33,15680.952,-22066.145,484.68515,464.86026,519.1859,-13.277352,14470.4795,-12.6787405,-3.2766242
0.5005,-1203.0787,-1054.6023,16750.281,15792.845,-21368.525,528.731,464.86026,519.1859,-13.280361,14445.867,-12.4103155,-5.6411095
0.501,-1094.8647,-972.3741,17592.346,16061.435,-20213.057,528.731,464.86026,519.1859,-12.812898,14416.76,-11.703072,-7.806723
0.5015,-945.80237,-852.7773,18203.03,16290.1875,-19397.611,528.731,464.86026,519.1859,-11.891544,14404.269,-10.582006,-9.697035
0.502,-761.3695,-701.9351,19142.168,16675.684,-18164.01,528.731,504.59494,519.1859,-10.548875,14397.799,-9.0866995,-11.245553
0.5025,-548.1402,-524.0202,19753.467,16940.578,-17371.66,528.731,504.59494,519.1859,-8.832517,14402.151,-7.270096,-12.397617
0.503,-314.10773,-325.53406,20604.12,17317.41,-16289.192,528.731,504.59494,519.1859,-6.8031654,14420.983,-5.196387,-13.112703
0.5035,-67.600235,-115.03386,21105.393,17538.605,-15665.641,528.731,504.59494,519.1859,-4.532813,14441.081,-2.9388592,-13.365608
0.504,182.23618,101.259384,21732.342,17804.65,-14903.393,528.731,504.59494,519.1859,-2.1017637,14479.415,-0.57726073,-13.147469
0.5045,426.54895,314.03717,22061.709,17931.863,-14512.2,528.731,504.59494,519.1859,0.4037554,14508.496,1.804781,-12.465968
0.505,656.1212,516.6935,22433.053,18047.379,-14084.942,528.731,504.59494,545.8698,2.8951144,14553.635,4.1231027,-11.345201
0.5055,862.7777,700.84937,22611.197,18080.78,-13886.949,528.731,504.59494,545.8698,5.2839475,14582.415,6.2957644,-9.8246
0.506,1038.8407,859.90454,22805.156,18085.324,-13672.491,528.731,504.59494,545.8698,7.485749,14620.572,8.24599,-7.9578648
0.5065,1177.951,989.57574,22914.223,18072.012,-13553.353,528.731,504.59494,545.8698,9.422425,14641.271,9.904715,-5.8106756
0.507,1274.9197,1081.8303,23089.088,18049.584,-13358.166,528.731,504.59494,545.8698,11.025457,14663.785,11.213338,-3.4588394
0.5075,1326.2504,1136.4586,23239.27,18042.525,-13189.824,528.731,504.59494,545.8698,12.237988,14673.052,12.125597,-0.98509604
0.508,1330.1636,1150.3345,23548.441,18052.426,-12844.112,528.731,504.59494,545.8698,13.017116,14679.094,12.609217,1.5233033
0.5085,1286.3214,1122.1511,23817.164,18073.268,-12538.606,528.731,504.59494,545.8698,13.335208,14679.082,12.647095,3.9778922
0.509,1196.455,1054.3772,24312.525,18120.053,-11965.499,528.731,504.59494,545.8698,13.180996,14675.383,12.237891,6.2923074
0.5095,1063.7715,947.75714,24695.148,18154.912,-11517.992,528.731,504.59494,545.8698,12.559931,14672.032,11.396076,8.384864
0.51,893.29974,808.28735,25320.11,18196.178,-10785.023,528.731,504.59494,545.8698,11.494048,14668.09,10.151404,10.181965
0.5105,690.85486,638.8742,25749.664,18205.35,-10281.305,528.731,504.59494,545.8698,10.021075,14667.277,8.547816,11.620194
0.511,464.08276,447.9271,26374.584,18173.598,-9549.583,528.731,504.59494,545.8698,8.1931505,14669.894,6.642112,12.648974
0.5115,221.05112,240.64053,26757.186,18114.24,-9102.394,528.731,504.59494,545.8698,6.075029,14674.155,4.50161,13.232014
0.512,-29.122894,25.048582,27251.148,17961.168,-8524.68,528.731,504.59494,545.8698,3.7418444,14683.572,2.2019942,13.348831
0.5125,-277.83704,-190.17017,27516.133,17817.828,-8211.022,528.731,504.59494,545.8698,1.2760628,14690.739,-0.17540428,12.995292
0.513,-515.8017,-398.5463,27812.225,17552.938,-7844.1206,528.731,504.59494,545.8698,-1.2346591,14700.671,-2.546623,12.183918
0.5135,-734.60803,-591.2551,27949.07,17355.428,-7657.742,528.731,504.59494,545.8698,-3.7018452,14705.207,-4.8277946,10.943256
0.514,-926.20306,-762.29706,28090.043,17055.025,-7433.153,528.731,504.59494,545.8698,-6.037796,14706.752,-6.9382586,9.317126
0.5145,-1083.8997,-904.9437,28159.97,16869.275,-7295.4517,528.731,504.59494,545.8698,-8.159936,14703.192,-8.803481,7.3627334
0.515,-1201.9106,-1014.36206,28266.094,16641.549,-7061.7876,528.731,504.59494,545.8698,-9.99295,14690.088,-10.35738,5.149068
0.5155,-1276.0835,-1086.636,28362.307,16538.15,-6863.928,528.731,504.59494,545.8698,-11.472043,14676.193,-11.5450945,2.7540195
