Time,L5.Constant Power L5_vab,L6.Constant Power L6_vab,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.IA,measurement4.Three-phase Meter4.POWER_S,measurement5.Three-phase Meter5.IA,measurement6.Three-phase Meter6.IA
5.765,-998.8823,-985.7842,3883.052,5068.2183,-16518.166,478.51157,476.76578,478.64297,-0.12257261,292.6025,-0.10266937,-0.2526869
5.7655,-1092.3992,-1081.8892,3831.9185,5041.802,-16580.654,478.51157,476.76578,478.64297,-0.16900162,292.56046,-0.14038539,-0.3349624
5.766,-1147.189,-1139.6765,3785.0298,5046.2534,-16626.75,478.51157,476.76578,478.64297,-0.20943221,292.33963,-0.17311597,-0.40535262
5.7665,-1161.3285,-1157.132,3778.377,5078.387,-16622.521,478.51157,476.76578,478.64297,-0.24243921,292.10486,-0.1997098,-0.46137437
5.767,-1134.3347,-1133.6047,3806.689,5164.2534,-16565.734,478.51157,476.76578,478.64297,-0.26684257,291.67166,-0.21921603,-0.50102794
5.7675,-1067.1249,-1069.9069,3847.4192,5241.1816,-16500.17,478.51157,476.76578,478.64297,-0.28177872,291.36487,-0.2309469,-0.52290946
5.768,-962.1574,-968.3411,3927.0486,5376.4165,-16377.374,478.51157,476.76578,478.64297,-0.28671756,290.93973,-0.23448406,-0.5262432
5.7685,-823.04443,-832.3898,3982.2427,5472.6245,-16291.526,478.51157,476.76578,478.64297,-0.28148472,290.7148,-0.22970206,-0.5109122
5.769,-654.8419,-666.996,4053.1995,5608.6953,-16177.782,478.51157,476.76578,478.64297,-0.26626745,290.5134,-0.21677345,-0.47746116
5.7695,-463.35428,-477.88208,4085.842,5683.04,-16122.523,478.51157,476.76578,478.64297,-0.24160032,290.48584,-0.19615078,-0.42707106
5.77,-255.48297,-271.92615,4103.517,5756.0034,-16083.544,478.51157,476.76578,478.64297,-0.20836549,290.60812,-0.16857126,-0.36153927
5.7705,-38.46907,-56.28264,4090.9282,5775.622,-16091.363,478.51157,476.76578,478.64297,-0.16773368,290.78656,-0.13500622,-0.28317803
5.771,179.85649,161.28429,4033.7458,5764.8335,-16155.256,478.51157,476.76578,478.64297,-0.12115642,291.15662,-0.09665447,-0.19477978
5.7715,391.88174,373.23413,3973.2998,5735.5376,-16229.063,478.51157,476.76578,478.64297,-0.07027261,291.43805,-0.054868206,-0.09946335
5.772,589.8617,571.836,3862.526,5668.295,-16373.261,478.51157,476.76578,478.64297,-0.016908202,291.84796,-0.011148472,-0.000630894
5.7725,767.0179,750.3035,3784.6294,5614.784,-16479.682,478.51157,476.76578,478.64297,0.03706867,292.07657,0.032974202,0.09823244
5.773,916.97406,902.13715,3677.0862,5534.419,-16629.936,478.51157,476.76578,478.64297,0.089723505,292.30054,0.07592543,0.19360793
5.7735,1034.5197,1022.05853,3620.863,5488.5244,-16711.395,478.51157,476.76578,478.64297,0.13920628,292.3503,0.11619346,0.28212333
5.774,1115.3867,1105.742,3573.9836,5443.367,-16790.502,478.51157,476.76578,478.64297,0.1837435,292.26355,0.15233575,0.36062768
5.7745,1156.7473,1150.2458,3572.7363,5434.004,-16809.686,478.51157,476.76578,478.64297,0.22176965,292.10513,0.1830783,0.42634684
5.775,1157.1157,1153.9786,3618.3386,5453.3057,-16786.305,478.51157,476.76578,478.64297,0.25192288,291.75168,0.20731974,0.4769372
5.7755,1116.469,1116.7971,3677.521,5485.5312,-16738.045,478.13956,476.76578,478.64297,0.2731414,291.46982,0.22420889,0.51061535
5.776,1036.3069,1040.1046,3798.3262,5552.4575,-16626.508,478.13956,476.76578,478.64297,0.28466713,291.04086,0.2331408,0.52617896
5.7765,919.3614,926.49994,3890.7578,5601.4224,-16534.889,478.13956,476.76578,478.64297,0.28609297,290.7884,0.23380171,0.5230787
5.777,769.892,780.1282,4029.9998,5667.775,-16392.973,478.13956,476.438,478.64297,0.27736917,290.51486,0.22617058,0.501425
5.7775,593.0648,606.0368,4114.208,5700.791,-16310.439,478.13956,476.438,478.64297,0.258802,290.4261,0.21051325,0.46198365
5.778,395.31006,410.5645,4214.08,5725.2866,-16227.978,478.13956,476.438,478.64297,0.2310564,290.45193,0.18739155,0.4061583
5.7785,183.49553,200.44916,4256.5195,5721.832,-16209.215,478.13956,476.438,478.64297,0.19511037,290.57248,0.15761754,0.3359248
5.779,-34.607933,-16.578886,4276.913,5685.1,-16239.479,478.13956,476.438,478.64297,0.15225531,290.8807,0.12226517,0.25378847
5.7795,-251.59692,-233.1433,4260.7905,5641.0674,-16295.234,478.13956,476.438,478.64297,0.103989616,291.1421,0.08256615,0.16264157
5.78,-459.53827,-441.32004,4197.999,5552.9863,-16419.598,478.13956,476.438,478.21265,0.052046515,291.55832,0.039949946,0.06573947
5.7805,-651.64624,-635.25073,4137.2065,5488.3013,-16523.775,478.13956,476.438,478.21265,-0.0024444684,289.86002,-0.0045175995,-0.027793908
5.781,-820.5557,-805.7433,4028.6853,5394.6367,-16681.02,478.13956,476.438,478.21265,-0.04916425,286.3292,-0.04335851,-0.109951966
5.7815,-960.53864,-947.7576,3955.2583,5347.345,-16778.445,478.13956,476.438,478.21265,-0.09415645,284.14114,-0.08067699,-0.18822667
5.782,-1066.5432,-1056.1437,3859.8542,5313.897,-16897.092,478.13956,476.438,478.21265,-0.13580684,281.0418,-0.11513566,-0.25982586
5.7825,-1134.8822,-1127.2118,3815.3562,5320.5933,-16950.146,478.13956,476.438,478.21265,-0.1726582,279.0708,-0.1455269,-0.32223123
5.783,-1163.068,-1158.3798,3788.665,5371.088,-16979.658,478.13956,476.438,478.21265,-0.20338434,276.2449,-0.17075983,-0.3732104
5.7835,-1150.0782,-1148.5735,3799.1687,5427.104,-16962.795,478.13956,476.438,478.21265,-0.22690755,274.45386,-0.189949,-0.410968
5.784,-1096.3832,-1098.1353,3850.874,5536.236,-16887.068,478.13956,476.438,478.21265,-0.24238533,271.93335,-0.20240478,-0.4341573
5.7845,-1003.8205,-1008.8248,3901.9497,5620.396,-16811.42,478.13956,476.438,478.21265,-0.24926955,270.38492,-0.2076848,-0.44195715
5.785,-875.76154,-883.8847,3987.7173,5753.973,-16682.635,478.13956,476.438,478.21265,-0.24731635,268.29556,-0.20560084,-0.43409178
5.7855,-716.617,-727.5568,4041.394,5841.225,-16601.332,478.13956,476.438,478.21265,-0.23659317,267.07684,-0.19622439,-0.4108384
5.786,-532.16583,-545.51556,4101.8257,5955.3335,-16507.996,478.13956,476.438,478.21265,-0.21748285,265.52246,-0.1798917,-0.37302408
5.7865,-328.76495,-344.04028,4121.951,6011.8833,-16473.695,478.13956,476.438,478.21265,-0.19065437,264.66736,-0.15717322,-0.32198054
5.787,-113.78282,-130.46208,4114.819,6057.282,-16472.457,478.13956,476.438,478.21265,-0.15706909,263.64014,-0.12888494,-0.25952727
5.7875,105.30932,87.80739,4084.1804,6059.9077,-16506.592,478.13956,476.438,478.21265,-0.11790564,263.10092,-0.09602032,-0.18786691
5.788,320.62433,302.9057,4002.7363,6027.4585,-16605.344,478.13956,476.438,478.21265,-0.07456399,262.4545,-0.059753574,-0.10954871
5.7885,524.5855,507.28186,3930.8894,5987.1147,-16696.213,478.13956,476.438,478.21265,-0.02857544,262.09348,-0.021366302,-0.027344707
5.789,709.9102,693.6425,3811.928,5910.8916,-16852.545,478.13956,476.438,478.21265,0.018422611,261.59225,0.017774414,0.05582446
5.7895,870.16833,855.5443,3735.0884,5857.299,-16957.242,478.13956,476.438,478.21265,0.064779975,261.25052,0.05629623,0.13702683
5.79,999.5418,987.08563,3641.0522,5785.328,-17092.87,478.13956,476.438,478.21265,0.10883433,260.68063,0.09281655,0.21336526
5.7905,1093.529,1083.6945,3601.249,5749.7095,-17158.217,478.13956,476.438,478.21265,0.14903651,260.24905,0.12605208,0.2821467
5.791,1148.7374,1141.8542,3585.6138,5724.055,-17206.443,478.13956,476.438,478.21265,0.18394564,259.52185,0.15481134,0.34091753
5.7915,1163.2297,1159.5422,3606.4993,5728.437,-17202.66,478.13956,476.438,478.21265,0.21233225,258.99518,0.17807953,0.387603
5.792,1136.5302,1136.1189,3681.0396,5766.4824,-17145.322,478.13956,476.438,478.21265,0.2331828,258.17465,0.19502863,0.42054117
5.7925,1069.5402,1072.4187,3754.07,5808.414,-17077.986,478.13956,476.438,478.21265,0.24576373,257.6371,0.20506227,0.43856996
5.793,964.69354,970.7455,3885.791,5883.1836,-16948.652,478.43594,476.438,478.21265,0.24962509,256.896,0.20782167,0.44104663
5.7935,825.60205,834.625,3979.7385,5932.142,-16855.693,478.43594,476.438,478.21265,0.24463063,256.47644,0.20320849,0.42788425
5.794,657.3262,669.014,4113.6113,5990.409,-16729.143,478.43594,476.438,478.21265,0.23096079,255.99074,0.19138983,0.39955276
5.7945,465.684,479.6304,4188.7373,6013.0596,-16665.979,478.43594,476.99072,478.21265,0.20909506,255.77661,0.17277874,0.35705143
5.795,257.64087,273.3437,4266.3633,6016.4067,-16619.113,478.43594,476.99072,478.21265,0.17981762,255.62108,0.14804332,0.3018959
5.7955,40.46077,57.35973,4289.421,5996.873,-16624.482,478.43594,476.99072,478.21265,0.14415923,255.61589,0.118054286,0.2360359
5.796,-178.0082,-160.54793,4278.1714,5936.918,-16686.37,478.43594,476.99072,478.21265,0.1033965,255.71663,0.083887264,0.16181405
5.7965,-390.21173,-372.83322,4242.431,5880.0645,-16757.818,478.43594,476.99072,478.21265,0.0589602,255.82542,0.046740714,0.08184957
5.797,-588.3926,-571.7011,4157.448,5779.7983,-16894.934,478.43594,476.99072,478.6614,0.012449705,255.9923,0.007953047,-0.0009957306
5.7975,-765.7499,-750.338,4088.2793,5711.429,-16994.896,478.43594,476.99072,478.6614,-0.03450436,256.07214,-0.031118264,-0.08381236
5.798,-915.89557,-902.2996,3980.5088,5623.2793,-17136.096,478.43594,476.99072,478.6614,-0.08022581,256.09665,-0.06907724,-0.16364698
5.7985,-1033.6244,-1022.34033,3914.6057,5583.0244,-17212.58,478.43594,476.99072,478.6614,-0.12310783,256.03098,-0.10459106,-0.2376859
5.799,-1114.7037,-1106.113,3839.897,5560.562,-17285.16,478.43594,476.99072,478.6614,-0.16161531,255.79858,-0.13638926,-0.30328992
5.7995,-1156.3163,-1150.7255,3813.1704,5573.306,-17300.17,478.43594,476.99072,478.6614,-0.1943956,255.5611,-0.16335562,-0.35814592
5.8,-1156.9596,-1154.5803,3813.206,5633.4307,-17271.072,478.43594,476.99072,478.6614,-0.22027658,255.1132,-0.18452425,-0.4002995
5.8005,-1116.5863,-1117.5231,3838.3447,5697.9795,-17220.594,478.43594,476.99072,478.6614,-0.23834854,254.78133,-0.19915071,-0.42826435
5.801,-1036.6815,-1040.9034,3903.9158,5821.8237,-17110.172,478.43594,476.99072,478.6614,-0.24796523,254.2899,-0.20671214,-0.44104397
5.8015,-919.9818,-927.32715,3957.93,5914.4697,-17023.549,478.43594,476.99072,478.6614,-0.24878636,254.00026,-0.20694165,-0.43818617
5.802,-770.72974,-780.9272,4039.2415,6051.654,-16894.344,478.43594,476.99072,478.6614,-0.24078266,253.6727,-0.19983159,-0.4197922
5.8025,-594.05975,-606.7606,4085.0583,6131.749,-16820.488,478.43594,476.99072,478.6614,-0.22423416,253.5468,-0.18562905,-0.3865106
5.803,-396.38165,-411.17667,4128.161,6220.463,-16745.453,478.43594,476.99072,478.6614,-0.19973455,253.51231,-0.16484335,-0.33952945
5.8035,-184.59314,-200.97507,4133.8223,6254.0615,-16726.826,478.43594,476.99072,478.6614,-0.16814615,253.58797,-0.13820705,-0.2805055
5.804,33.682106,16.263674,4101.396,6265.302,-16751.852,478.43594,476.99072,478.6614,-0.13059935,253.8261,-0.10667189,-0.21154237
5.8045,250.91566,233.08812,4053.6184,6248.7124,-16803.004,478.43594,476.99072,478.6614,-0.08841027,254.04181,-0.07134137,-0.13506831
5.805,459.13272,441.5707,3954.1145,6193.86,-16923.22,478.43594,476.99072,478.6614,-0.043092385,254.3968,-0.033490885,-0.053813353
5.8055,651.1109,634.4995,3878.248,6142.636,-17022.664,478.43594,476.99072,478.6614,0.0037618494,254.61896,0.005550357,0.029356986
5.806,819.99536,804.9042,3765.0786,6056.166,-17177.299,478.43594,476.99072,478.6614,0.05047823,254.87569,0.044391725,0.1114816
5.8065,959.9437,946.8694,3698.2747,6000.6245,-17269.79,478.43594,476.99072,478.6614,0.09541506,254.97044,0.08167227,0.18966393
5.807,1065.852,1055.2192,3625.841,5934.99,-17374.062,478.43594,476.99072,478.6614,0.13696046,254.97234,0.11605171,0.26111433
5.8075,1134.0228,1126.2036,3604.2024,5909.4053,-17413.887,478.43594,476.99072,478.6614,0.17365515,254.87743,0.14632152,0.32331383
5.808,1162.0027,1157.2706,3620.1672,5903.618,-17423.377,478.43594,476.99072,478.6614,0.204185,254.61014,0.17139505,0.37404457
5.8085,1148.7878,1147.3301,3662.455,5921.04,-17395.324,478.43594,476.99072,478.6614,0.22747661,254.36882,0.19039112,0.41151762
5.809,1094.8704,1096.7527,3764.134,5972.4414,-17305.53,478.43594,476.99072,478.6614,0.24269542,253.96582,0.20262924,0.4343959
5.8095,1002.1169,1007.28253,3849.3862,6017.2266,-17220.85,478.43594,476.99072,478.6614,0.24930494,253.70372,0.20767969,0.4418717
5.81,873.8991,882.16644,3987.8025,6087.613,-17076.568,478.25137,476.99072,478.6614,0.24707067,253.37624,0.2053647,0.43367997
5.8105,714.6457,725.71625,4078.4563,6129.3135,-16983.934,478.25137,476.99072,478.6614,0.23606975,253.22931,0.19576368,0.4101091
5.811,530.1499,543.62213,4197.673,6172.8633,-16875.371,478.25137,476.99072,478.6614,0.21669681,253.14516,0.17922138,0.37200025
5.8115,326.79364,342.15955,4257.802,6184.239,-16833.98,478.25137,476.74057,478.6614,0.1896319,253.18541,0.15631711,0.3206955
5.812,111.98535,128.68973,4307.488,6169.7095,-16827.232,478.25137,476.74057,478.6614,0.15584731,253.38089,0.12787458,0.25802714
5.8125,-106.85341,-89.41853,4310.019,6138.6147,-16859.367,478.25137,476.74057,478.6614,0.11652877,253.58255,0.094890796,0.18620458
5.813,-321.79257,-304.2565,4269.28,6064.258,-16954.783,478.25137,476.74057,478.6614,0.07308568,253.94362,0.058549456,0.10778789
5.8135,-525.29346,-508.2892,4218.477,6001.1963,-17042.434,478.25137,476.74057,478.6614,0.027051305,254.19084,0.020134045,0.02555154
5.814,-710.0778,-694.2239,4121.6445,5899.2437,-17192.475,478.25137,476.74057,478.27768,-0.019932095,254.5134,-0.018982656,-0.05757815
5.8145,-869.785,-855.6318,4052.01,5835.5083,-17292.242,478.25137,476.74057,478.27768,-0.06621826,254.66765,-0.057434954,-0.1386781
5.815,-998.6237,-986.6218,3954.1602,5761.7246,-17419.406,478.25137,476.74057,478.27768,-0.11014281,254.76807,-0.093841456,-0.21484813
5.8155,-1092.1244,-1082.7015,3901.7297,5734.666,-17478.72,478.25137,476.74057,478.27768,-0.15016682,254.73732,-0.12692554,-0.28340712
5.816,-1146.9364,-1140.4147,3854.589,5734.261,-17518.105,478.25137,476.74057,478.27768,-0.1848598,254.54883,-0.15550478,-0.34191316
5.8165,-1161.1313,-1157.7584,3848.951,5761.078,-17508.812,478.25137,476.74057,478.27768,-0.21299948,254.34564,-0.17857286,-0.38829988
5.817,-1134.2134,-1134.1207,3879.4336,5838.395,-17445.05,478.25137,476.74057,478.27768,-0.23358226,253.96346,-0.19530559,-0.42091724
5.8175,-1067.0859,-1070.3162,3920.9395,5910.6104,-17375.582,478.25137,476.74057,478.27768,-0.24588487,253.68962,-0.20511352,-0.438616
5.818,-962.1991,-968.64825,4001.1592,6038.9624,-17247.2,478.25137,476.74057,478.27768,-0.24946657,253.3101,-0.20764576,-0.4407645
5.8185,-823.15137,-832.60175,4057.154,6129.4053,-17157.172,478.25137,476.74057,478.27768,-0.24420029,253.1096,-0.20281161,-0.42728725
5.819,-654.9862,-667.1116,4130.0034,6255.3916,-17036.586,478.25137,476.74057,478.27768,-0.23027378,252.9307,-0.19078445,-0.3986623
5.8195,-463.54468,-477.89325,4163.894,6323.645,-16977.352,478.25137,476.74057,478.27768,-0.20817487,252.90715,-0.17198722,-0.35589856
5.82,-255.75124,-271.82343,4182.587,6390.7617,-16934.639,478.25137,476.74057,478.27768,-0.17869543,253.01636,-0.1470934,-0.30051982
5.8205,-38.867786,-56.112156,4169.873,6408.847,-16941.303,478.25137,476.74057,478.27768,-0.14287575,253.1774,-0.11698095,-0.23448464
5.821,179.30966,161.51546,4111.61,6397.7466,-17004.016,478.25137,476.74057,478.27768,-0.101993375,253.51057,-0.08272593,-0.16014099
5.8215,391.2645,373.54306,4049.613,6368.483,-17076.064,478.25137,476.74057,478.27768,-0.057484765,253.76291,-0.045526754,-0.080110274
5.822,589.2181,572.211,3935.002,6300.6504,-17214.947,478.25137,476.74057,478.27768,-0.010947888,254.12819,-0.006725015,0.0027489539
5.8225,766.37994,750.7209,3853.724,6246.2603,-17316.197,478.25137,476.74057,478.27768,0.035987772,254.3333,0.032324016,0.085520945
5.823,916.3813,902.5856,3741.1907,6163.7754,-17457.746,478.25137,476.74057,478.27768,0.08164156,254.53362,0.07022624,0.165255
5.8235,1033.9855,1022.5314,3682.5393,6116.125,-17533.645,478.25137,476.74057,478.27768,0.12440866,254.57753,0.10564726,0.2391385
5.824,1114.9159,1106.196,3633.3374,6068.0547,-17605.836,478.25137,476.74057,478.27768,0.16275653,254.49867,0.1373154,0.3045365
5.8245,1156.3364,1150.6782,3631.8513,6056.5493,-17621.605,478.25137,476.74057,478.27768,0.19533724,254.35527,0.16411613,0.35914263
5.825,1156.7797,1154.3801,3678.4749,6072.3135,-17594.574,478.25137,476.74057,478.27768,0.2209846,254.0393,0.18508883,0.4010103
5.8255,1116.2146,1117.167,3738.2263,6102.2007,-17544.191,478.25137,476.74057,478.27768,0.23879717,253.78598,0.19949953,0.42866346
5.826,1036.1472,1040.4033,3858.928,6166.3994,-17429.742,478.25137,476.74057,478.27768,0.24813658,253.39944,0.20683189,0.44111526
5.8265,919.3223,926.7283,3950.9407,6214.4336,-17337.057,478.25137,476.74057,478.27768,0.24867389,253.17215,0.20682879,0.4379266
5.827,769.97186,780.2779,4089.4836,6280.539,-17195.033,477.9792,476.74057,478.27768,0.24039038,252.9264,0.199491,0.4192115
5.8275,593.2572,606.0979,4173.023,6313.739,-17112.734,477.9792,476.74057,478.27768,0.22357641,252.84747,0.1850745,0.3856291
5.828,395.61465,410.5212,4271.1436,6338.4233,-17029.787,477.9792,476.74057,478.27768,0.1988353,252.87054,0.16409692,0.33837718
5.8285,183.90404,200.3271,4311.7524,6334.804,-17009.61,477.9792,476.74057,478.27768,0.16703747,252.97983,0.1372951,0.27912408
5.829,-34.09003,-16.751379,4328.662,6297.1177,-17035.904,477.9792,476.5153,478.27768,0.12932935,253.25716,0.10563848,0.20998922
5.8295,-250.94228,-233.34985,4310.549,6251.776,-17088.229,477.9792,476.5153,478.27768,0.08702661,253.49455,0.07023018,0.13340193
5.83,-458.85165,-441.57745,4245.606,6159.903,-17205.908,477.9792,476.5153,478.27768,0.041647103,253.87282,0.032336336,0.052094486
5.8305,-650.8837,-635.26953,4184.477,6091.7266,-17304.092,477.9792,476.5153,478.27768,-0.005201774,252.53543,-0.0066016903,-0.025835088
5.831,-819.7601,-805.6981,4078.4666,5992.22,-17453.762,477.9792,476.5153,478.27768,-0.046275724,249.7357,-0.04137461,-0.09520016
5.8315,-959.72723,-947.6765,4008.4565,5940.169,-17546.992,477.9792,476.5153,478.0037,-0.08572432,247.99133,-0.07469439,-0.16120748
5.832,-1065.7114,-1056.0552,3919.3962,5898.339,-17659.324,477.9792,476.5153,478.0037,-0.122132674,245.50249,-0.10536508,-0.22150157
5.8325,-1134.039,-1127.0908,3877.8079,5899.2344,-17706.686,477.9792,476.5153,478.0037,-0.15422486,243.90977,-0.1323144,-0.273959
5.833,-1162.2179,-1158.2129,3851.6829,5942.0967,-17725.168,477.9792,476.5153,478.0037,-0.18084593,241.61261,-0.15457292,-0.31670392
5.8335,-1149.2356,-1148.3357,3860.6519,5994.0483,-17700.361,477.9792,476.5153,478.0037,-0.2010621,240.14987,-0.17135951,-0.348231
5.834,-1095.5756,-1097.8531,3909.1396,6098.2544,-17613.592,477.9792,476.5153,478.0037,-0.21414904,238.08884,-0.18207158,-0.36741617
5.8345,-1003.08276,-1008.49744,3958.0515,6179.8643,-17531.758,477.9792,476.5153,478.0037,-0.21964726,236.82065,-0.18633209,-0.3735836
5.835,-875.12067,-883.49243,4039.7275,6311.561,-17395.479,477.9792,476.5153,478.0037,-0.21736088,235.11511,-0.18398827,-0.36651447
5.8355,-716.07465,-727.09607,4089.8347,6398.7866,-17309.975,477.9792,476.5153,478.0037,-0.2073677,234.12534,-0.17511915,-0.34645602
5.836,-531.75726,-545.011,4145.395,6513.267,-17211.607,477.9792,476.5153,478.0037,-0.19002609,232.87938,-0.1600448,-0.31412205
5.8365,-328.50247,-343.5138,4163.557,6569.778,-17175.055,477.9792,476.5153,478.0037,-0.16594154,232.20844,-0.13929111,-0.27065074
5.837,-113.71104,-129.95404,4155.7847,6614.3296,-17171.904,477.9792,476.5153,478.0037,-0.13597941,231.41989,-0.11360475,-0.217594
5.8375,105.155396,88.25178,4125.975,6615.332,-17204.773,477.9792,476.5153,478.0037,-0.10119168,231.0179,-0.0838881,-0.1568209
5.838,320.24808,303.23633,4046.9297,6578.425,-17300.316,477.9792,476.5153,478.0037,-0.062821545,230.54956,-0.05120117,-0.09049642
5.8385,524.0605,507.53702,3976.0542,6534.3765,-17387.43,477.9792,476.5153,478.0037,-0.022219658,230.29079,-0.016693057,-0.02096027
5.839,709.20496,693.7746,3856.2278,6452.9673,-17535.773,477.9792,476.5153,478.0037,0.01916085,229.92604,0.01839655,0.04930942
5.8395,869.3238,855.54834,3777.5386,6396.616,-17634.326,477.9792,476.5153,478.0037,0.059874326,229.66817,0.05284598,0.11784332
5.84,998.61163,986.9722,3681.6885,6321.152,-17762.248,477.9792,476.5153,478.0037,0.09845941,229.21892,0.08541762,0.18219712
5.8405,1092.5621,1083.4818,3642.7637,6283.2695,-17824.701,477.9792,476.5153,478.0037,0.13356355,228.86555,0.11496894,0.24010094
5.841,1147.7675,1141.5586,3630.5796,6254.605,-17871.357,477.9792,476.5153,478.0037,0.16392536,228.25531,0.1404381,0.28948867
5.8415,1162.2858,1159.1967,3653.6567,6257.4355,-17867.16,477.9792,476.5153,478.0037,0.1884779,227.8048,0.16092764,0.32861918
5.842,1135.6202,1135.7417,3730.121,6293.676,-17808.773,477.9792,476.5153,478.0037,0.20634238,227.09633,0.17570646,0.35609746
5.8425,1068.6833,1072.0028,3803.9702,6334.453,-17740.627,477.9792,476.5153,478.0037,0.21689047,226.6304,0.1842557,0.3709554
5.843,963.91925,970.29987,3937.4878,6407.793,-17611.404,477.9792,476.5153,478.0037,0.21974392,225.99236,0.18626979,0.37266177
5.8435,824.9384,834.14056,4032.6511,6456.4497,-17519.477,477.9792,476.5153,478.0037,0.21480216,225.63155,0.18167804,0.36115608
5.844,656.8036,668.4927,4166.979,6516.1816,-17395.32,477.9792,476.5153,478.0037,0.20224349,225.22305,0.17064558,0.33684957
5.8445,465.3251,479.07785,4240.701,6540.9604,-17333.277,478.27603,476.5153,478.0037,0.18250868,225.0522,0.15355784,0.30059934
5.845,257.44046,272.7877,4313.75,6547.5,-17285.596,478.27603,476.5153,478.0037,0.15630712,224.9465,0.13102843,0.25369942
5.8455,40.369343,56.75507,4333.641,6528.93,-17288.984,478.27603,476.5153,478.0037,0.12455674,224.9655,0.10384681,0.19780205
5.846,-177.9906,-161.16269,4320.154,6467.497,-17347.166,478.27603,476.99683,478.0037,0.08839834,225.09198,0.07299186,0.1349023
5.8465,-390.10068,-373.41843,4284.958,6407.956,-17416.195,478.27603,476.99683,478.0037,0.049100332,225.2132,0.039542403,0.06721646
5.847,-588.2119,-572.2621,4202.1953,6302.9575,-17549.99,478.27603,476.99683,478.0037,0.008075352,225.39467,0.0047065914,-0.002833984
5.8475,-765.504,-750.8842,4134.7656,6231.692,-17648.062,478.27603,476.99683,478.0037,-0.033239547,225.48466,-0.03029739,-0.07279407
5.848,-915.5917,-902.7878,4030.8232,6138.2607,-17786.47,478.27603,476.99683,478.0037,-0.073365,225.53105,-0.06421847,-0.14015949
5.8485,-1033.2828,-1022.75085,3968.5767,6093.245,-17860.771,478.27603,476.99683,478.33984,-0.11089345,225.48502,-0.095867276,-0.20256236
5.849,-1114.3412,-1106.4541,3899.4978,6062.348,-17929.15,478.27603,476.99683,478.33984,-0.14448377,225.29105,-0.124111824,-0.25777945
5.8495,-1155.9524,-1150.9982,3875.6206,6069.3574,-17940.502,478.27603,476.99683,478.33984,-0.17295659,225.08476,-0.14796203,-0.30386648
5.85,-1156.6176,-1154.7687,3877.4268,6121.8364,-17904.723,478.27603,476.99683,478.33984,-0.19529338,224.68947,-0.16656297,-0.3391804
5.8505,-1116.2766,-1117.6228,3902.3457,6181.8257,-17849.25,478.27603,476.99683,478.33984,-0.21070963,224.39589,-0.17926031,-0.362477
5.851,-1036.418,-1040.932,3966.911,6298.9062,-17731.215,478.27603,476.99683,478.33984,-0.21865037,223.9587,-0.1855976,-0.37292263
5.8515,-919.7723,-927.3035,4020.3975,6387.393,-17640.244,478.27603,476.99683,478.33984,-0.21883866,223.70059,-0.18535294,-0.3701512
5.852,-770.53595,-780.8364,4101.16,6520.267,-17506.93,478.27603,476.99683,478.33984,-0.21126781,223.40944,-0.17853457,-0.35426152
5.8525,-593.89124,-606.5833,4147.3633,6599.124,-17432.785,478.27603,476.99683,478.33984,-0.19620012,223.29997,-0.16538045,-0.32581064
5.853,-396.28632,-410.89548,4192.9746,6688.583,-17361.832,478.27603,476.99683,478.33984,-0.17417601,223.277,-0.14636473,-0.28581327
5.8535,-184.55612,-200.55104,4201.0337,6723.4644,-17347.385,478.27603,476.99683,478.33984,-0.14596958,223.35324,-0.12215494,-0.23567957
5.854,33.59824,16.77586,4172.8833,6735.2085,-17377.67,478.27603,476.99683,478.33984,-0.11259347,223.58133,-0.093621306,-0.17719953
5.8545,250.6871,233.6272,4127.695,6717.3965,-17430.23,478.27603,476.99683,478.33984,-0.07521617,223.785,-0.06175983,-0.11242972
5.855,458.82068,442.08047,4028.2954,6659.1543,-17546.787,478.27603,476.99683,478.33984,-0.035181295,224.1167,-0.0277142,-0.04368338
5.8555,650.7833,634.96326,3949.0144,6605.874,-17640.195,478.27603,476.99683,478.33984,0.006109357,224.32333,0.00732126,0.026616879
5.856,819.6613,805.3115,3827.5332,6517.972,-17783.977,478.27603,476.99683,478.33984,0.04717744,224.56152,0.042093843,0.09596834
5.8565,959.6041,947.2278,3755.4343,6462.2075,-17870.094,478.27603,476.99683,478.33984,0.086584605,224.64963,0.07538719,0.16192932
5.857,1065.517,1055.5503,3678.0483,6396.031,-17967.426,478.27603,476.99683,478.33984,0.12291581,224.65303,0.106002636,0.22214565
5.8575,1133.6934,1126.5197,3654.6296,6369.754,-18003.895,478.27603,476.99683,478.33984,0.15489681,224.5682,0.13286522,0.2744965
5.858,1161.6724,1157.5608,3668.5579,6363.0044,-18009.152,478.27603,476.99683,478.33984,0.18138075,224.32541,0.1550076,0.31711322
5.8585,1148.4794,1147.5913,3709.3464,6380.1377,-17978.688,478.27603,476.99683,478.33984,0.20143665,224.10733,0.1716558,0.34849522
5.859,1094.6168,1096.962,3808.8127,6431.9673,-17886.637,478.27603,476.99683,478.33984,0.21434587,223.74287,0.1822146,0.3675205
5.8595,1001.9335,1007.42267,3893.2666,6477.7964,-17802.246,478.27603,476.99683,478.33984,0.21965355,223.50587,0.18631269,0.3735191
