Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.IA,measurement5.Three-phase Meter5.IA,measurement6.Three-phase Meter6.IA,measurement4.Three-phase Meter4.POWER_S,measurement5.Three-phase Meter5.POWER_S,measurement6.Three-phase Meter6.POWER_S
1.67,23920.932,34987.188,-23986.832,455.55972,450.7026,467.81317,-52.581593,0.003941551,-0.26409975,50400.785,44.31316,255.2399
1.6705,24071.234,35149.293,-23854.266,455.55972,450.7026,467.81317,-54.31585,0.013932371,-0.26551095,50344.574,45.4762,254.87927
1.671,24224.355,35319.08,-23736.908,455.55972,450.7026,467.81317,-54.126587,0.023864262,-0.2575179,50314.78,46.276443,254.69339
1.6715,24495.404,35629.555,-23548.555,455.55972,450.7026,467.81317,-52.020508,0.03341821,-0.24040015,50287.383,47.510563,254.53781
1.672,24677.873,35846.7,-23432.797,455.55972,450.7026,467.81317,-48.07217,0.042268913,-0.21475919,50283.617,48.351665,254.52809
1.6725,24913.197,36138.992,-23301.533,455.55972,450.7026,467.81317,-42.421406,0.05010401,-0.18151107,50300.934,49.631466,254.6576
1.673,25022.727,36284.867,-23255.05,455.55972,450.7026,467.81317,-35.26832,0.056627456,-0.14184076,50326.547,50.489914,254.82956
1.6735,25089.129,36397.742,-23261.404,455.55972,450.7026,467.81317,-26.866238,0.06158801,-0.097145684,50381.285,51.77276,255.17827
1.674,25062.094,36393.35,-23318.795,455.55972,450.7026,467.99777,-17.512714,0.06475915,-0.04900498,50422.7,52.61802,255.44106
1.6745,24920.117,36268.516,-23476.805,455.76645,450.7026,467.99777,-7.5390024,0.06597461,0.000867237,50482.168,53.861153,255.82458
1.675,24768.38,36117.016,-23618.541,455.76645,450.7026,467.99777,2.7014105,0.06512386,0.050708342,50515.805,54.669693,256.0391
1.6755,24488.23,35821.594,-23857.383,455.76645,450.7026,467.99777,12.846433,0.062172577,0.09876172,50551.316,55.851128,256.24915
1.676,24289.664,35605.832,-24015.742,455.76645,450.7026,467.99777,22.536514,0.057135187,0.14333007,50561.184,56.620365,256.29727
1.6765,24032.842,35297.773,-24221.633,455.76645,450.7026,467.99777,31.4285,0.05010694,0.18281828,50553.98,57.755257,256.22366
1.677,23909.902,35127.09,-24321.984,455.76645,450.7026,467.99777,39.20748,0.041244723,0.21582484,50534.69,58.506226,256.0845
1.6775,23827.719,34959.58,-24397.113,455.76645,450.7026,467.99777,45.59796,0.0307801,0.24118413,50488.984,59.63817,255.77333
1.678,23848.459,34920.758,-24391.242,455.76645,450.7026,467.99777,50.373627,0.0190051,0.25799823,50451.73,60.404774,255.52518
1.6785,23989.81,34980.668,-24302.564,455.76645,450.7026,467.99777,53.365295,0.006263861,0.2656695,50394.215,61.585068,255.14928
1.679,24146.445,35092.258,-24200.67,455.76645,450.97986,467.99777,54.467182,-0.007056364,0.26392582,50360.266,62.3971,254.93044
1.6795,24441.47,35337.926,-24010.398,455.76645,450.97986,467.99777,53.64017,-0.020535309,0.2528295,50322.35,63.656372,254.69958
1.68,24660.021,35540.12,-23871.959,455.76645,450.97986,467.99777,50.92529,-0.009516874,0.20352471,50313.492,64.21691,254.04445
1.6805,24974.445,35846.625,-23684.232,455.76645,450.97986,467.99777,46.395725,-0.021501495,0.17912531,50320.96,63.959904,250.6603
1.681,25147.543,36021.582,-23596.59,455.76645,450.97986,467.99777,40.22374,-0.033831388,0.1483709,50338.156,64.05955,248.68456
1.6815,25322.914,36208.92,-23542.166,455.76645,450.97986,467.99777,32.62782,-0.046061844,0.11236599,50382.54,64.57125,246.1074
1.682,25366.465,36267.65,-23563.658,455.76645,450.97986,467.99777,23.876862,-0.057732422,0.072370715,50420.39,65.12592,244.6067
1.6825,25320.584,36244.35,-23676.273,455.76645,450.97986,467.99777,14.280651,-0.06838178,0.029816013,50481.586,66.23039,242.60887
1.683,25218.06,36155.633,-23794.105,455.76645,450.97986,467.99777,4.1789136,-0.077548325,-0.013793769,50520.42,67.1212,241.40147
1.6835,24980.56,35932.44,-24009.613,455.76645,450.97986,467.99777,-6.070192,-0.08481272,-0.05690712,50566.086,68.64675,239.70944
1.684,24788.87,35745.484,-24162.523,455.76645,450.97986,467.99777,-16.10497,-0.08979214,-0.0980085,50584.734,69.76887,238.62682
1.6845,24492.541,35453.973,-24375.723,455.76645,450.97986,467.99777,-25.569624,-0.092171855,-0.13563943,50590.25,71.58166,237.03033
1.685,24321.01,35280.336,-24490.102,455.76645,450.97986,467.99777,-34.129128,-0.09170788,-0.16845925,50578.824,72.86562,235.97397
1.6855,24141.605,35092.75,-24596.26,455.76645,450.97986,467.99777,-41.480415,-0.08825321,-0.19531819,50542.11,74.89451,234.40544
1.686,24088.158,35034.152,-24614.814,455.76645,450.97986,467.99777,-47.363293,-0.08175702,-0.21525925,50507.637,76.31407,233.38396
1.6865,24119.396,35064.742,-24561.895,455.76645,450.97986,467.99777,-51.56949,-0.07227882,-0.22757645,50449.234,78.54711,231.92418
1.687,24212.723,35163.6,-24478.875,455.76645,450.97986,467.99777,-53.95011,-0.059982754,-0.23183051,50410.797,80.10864,231.02454
1.6875,24439.357,35410.79,-24303.494,455.76645,450.97986,467.99777,-54.420876,-0.04514282,-0.22786961,50362.63,82.56622,229.82683
1.688,24628.098,35623.223,-24168.941,455.76645,450.97986,467.99777,-52.96512,-0.028130068,-0.21583232,50341.125,84.283356,229.14874
1.6885,24926.553,35970.29,-23971.693,455.76645,450.97986,467.99777,-49.63437,-0.00940516,-0.19614874,50329.55,86.974396,228.33194
1.689,25109.822,36192.01,-23861.307,455.76645,450.97986,467.99777,-44.546387,0.010489012,-0.1695135,50336.348,88.83952,227.92188
1.6895,25323.186,36464.336,-23753.656,455.76645,450.97986,467.99777,-37.881565,0.030953165,-0.13687477,50367.82,91.72605,227.49161
1.69,25405.762,36583.715,-23731.637,455.76645,450.97986,467.99777,-29.87572,0.05134265,-0.09938713,50400.645,93.695,227.30713
1.6905,25424.13,36648.906,-23781.027,455.76645,450.97986,467.99777,-20.812267,0.07099334,-0.058374584,50458.6,96.68517,227.13608
1.691,25366.383,36613.605,-23866.305,455.76645,450.97986,467.99777,-11.012051,0.089229815,-0.015288141,50499.066,98.68351,227.05925
1.6915,25186.025,36451.504,-24054.203,455.76645,450.97986,468.2829,-0.82200146,0.10541638,0.028338207,50552.414,101.65554,226.94328
1.692,25025.555,36285.72,-24202.502,456.08295,450.97986,468.2829,9.397148,0.118958764,0.07096113,50578.906,103.603584,226.83578
1.6925,24760.645,35988.918,-24427.408,456.08295,450.97986,468.2829,19.283638,0.12932853,0.11107025,50599.945,106.455925,226.59186
1.693,24593.645,35787.594,-24561.412,456.08295,450.97986,468.2829,28.487476,0.13607614,0.14724617,50598.95,108.3054,226.36252
1.6935,24403.15,35528.195,-24712.045,456.08295,450.97986,468.2829,36.682846,0.13886414,0.17820647,50575.82,111.00276,225.91855
1.694,24336.723,35408.375,-24766.756,456.08295,450.97986,468.2829,43.57963,0.13747077,0.20285001,50547.867,112.756615,225.56801
1.6945,24344.877,35336.97,-24768.078,456.08295,450.97986,468.2829,48.933693,0.13180898,0.2203053,50493.75,115.34113,224.99724
1.695,24425.873,35368.285,-24714.693,456.08295,450.97986,468.2829,52.555473,0.12192683,0.22995165,50453.98,117.04839,224.61475
1.6955,24648.604,35525.664,-24564.49,456.08295,450.97986,468.2829,54.31676,0.108015664,0.23144922,50398.008,119.613464,224.08992
1.696,24848.193,35691.297,-24430.102,456.08295,450.97986,468.2829,54.155212,0.09040068,0.22474226,50368.156,121.34132,223.80011
1.6965,25186.867,35994.168,-24208.516,456.08295,451.34753,468.2829,52.07654,0.069531344,0.21007228,50341.223,123.97902,223.49133
1.697,25414.27,36206.82,-24068.432,456.08295,451.34753,468.2829,48.154346,0.045977112,0.1879555,50337.457,125.77377,223.38107
1.6975,25714.29,36498.723,-23903.068,456.08295,451.34753,468.2829,42.52746,0.020402493,0.15917842,50354.023,128.51843,223.35942
1.698,25866.547,36651.11,-23838.082,456.08295,451.34753,468.2829,35.39509,-0.006433787,0.12476487,50378.117,130.37515,223.43031
1.6985,25990.994,36786.375,-23822.758,456.08295,451.34753,468.2829,27.00972,-0.033731714,0.08593306,50428.38,133.17485,223.62845
1.699,25995.383,36804.59,-23866.996,456.08295,451.34753,468.2829,17.668182,-0.060644854,0.04405667,50467.266,135.03174,223.79454
1.6995,25885.402,36723.62,-24002.979,456.08295,451.34753,468.2829,7.7011943,-0.08633438,0.000620893,50524.547,137.76515,224.0406
1.7,25748.54,36605.914,-24127.672,456.08295,451.34753,468.2829,-2.5378413,-0.10996811,-0.04283572,50557.27,139.53232,224.1724
1.7005,25483.713,36363.883,-24339.072,456.08295,451.34753,468.2829,-12.68788,-0.13077429,-0.08476997,50589.742,142.07109,224.28
1.701,25291.732,36184.95,-24478.852,456.08295,451.34753,468.2829,-22.388475,-0.14805083,-0.123706475,50598.12,143.67776,224.27362
1.7015,25033.139,35937.707,-24656.72,456.08295,451.34753,468.2829,-31.296509,-0.1611958,-0.15826088,50588.316,145.95258,224.13596
1.702,24903.068,35812.023,-24738.482,456.08295,451.34753,468.2829,-39.096645,-0.16972046,-0.18720745,50567.36,147.38278,223.9646
1.7025,24803.137,35714.188,-24786.434,456.08295,451.34753,468.2829,-45.51274,-0.17327958,-0.2095236,50519.832,149.41779,223.61827
1.703,24812.555,35722.465,-24763.303,456.08295,451.34753,468.2829,-50.31767,-0.17167537,-0.22441457,50480.73,150.718,223.35371
1.7035,24938.229,35850.008,-24649.207,456.08295,451.34753,468.2829,-53.341335,-0.16487135,-0.23135246,50420.504,152.61943,222.95782
1.704,25085.213,36005.19,-24529.926,456.08295,451.34753,468.2829,-54.4767,-0.15299384,-0.23009177,50384.496,153.87619,222.72513
1.7045,25369.432,36318.105,-24313.87,456.08295,451.34753,468.2829,-53.68357,-0.13633016,-0.2206774,50344.402,155.77841,222.46811
1.705,25578.553,36557.55,-24164.486,456.08295,451.34753,468.2829,-50.99002,-0.11532291,-0.203444,50330.535,157.0724,222.37685
1.7055,25879.133,36917.074,-23966.158,456.08295,451.34753,468.2829,-46.491405,-0.09055261,-0.1790017,50331.754,159.0646,222.37627
1.706,26046.955,37129.89,-23867.756,456.08295,451.34753,468.2829,-40.346977,-0.06273151,-0.1482149,50347.38,160.42522,222.46382
1.7065,26217.328,37363.61,-23790.979,456.08295,451.34753,468.2829,-32.77424,-0.032669194,-0.112180375,50390.14,162.49821,222.70424
1.707,26262.93,37445.613,-23792.607,456.08295,451.34753,468.2829,-24.04128,-0.00125708,-0.07216347,50427.246,163.88449,222.91563
1.7075,26229.34,37445.234,-23873.695,456.08295,451.34753,468.2829,-14.457252,0.030558644,-0.029589117,50488,165.9327,223.25714
1.708,26147.146,37367.117,-23973.783,456.08295,451.34753,468.2829,-4.361422,0.06180166,0.014035638,50526.633,167.25363,223.47034
1.7085,25953.977,37156.77,-24170.17,456.08295,451.34753,468.47092,5.888807,0.091521196,0.05716531,50573.78,169.12886,223.71654
1.709,25799.39,36975.906,-24313.258,456.2301,451.34753,468.47092,15.930598,0.11879201,0.098265,50593.14,170.2893,223.8099
1.7095,25571.74,36690.39,-24512.39,456.2301,451.34753,468.47092,25.408434,0.14276186,0.13589361,50601.05,171.87422,223.82169
1.71,25447.549,36518.266,-24616.494,456.2301,451.34753,468.47092,33.986774,0.16266534,0.1687096,50591.195,172.82364,223.74312
1.7105,25339.395,36331.78,-24705.018,456.2301,451.34753,468.47092,41.36201,0.17786114,0.19554988,50557.04,174.0966,223.51352
1.711,25334.055,36273.72,-24710.416,456.2301,451.34753,468.47092,47.273,0.18784924,0.21546063,50524.125,174.85861,223.30669
1.7115,25437.223,36302.65,-24635.092,456.2301,451.34753,468.47092,51.510506,0.19229119,0.22773552,50467.848,175.90648,222.96216
1.712,25576.453,36398.707,-24534.824,456.2301,451.34753,468.47092,53.924557,0.19101638,0.23193811,50430.453,176.56573,222.74048
1.7125,25870.625,36640.05,-24329.33,456.2301,451.34753,468.47092,54.429558,0.18403086,0.22791941,50384.18,177.53719,222.47063
1.713,26103.975,36847.227,-24173.232,456.2301,451.34753,468.47092,53.00773,0.17151654,0.21582103,50363.664,178.19456,222.3568
1.7135,26468.965,37185.926,-23945.51,456.2301,451.50418,468.47092,49.709408,0.15382726,0.19607303,50353.184,179.22139,222.31155
1.714,26695.443,37403.652,-23816.979,456.2301,451.50418,468.47092,44.65135,0.13147886,0.1693731,50361.33,179.93968,222.3698
1.7145,26966.064,37675.273,-23684.98,456.2301,451.50418,468.47092,38.012615,0.10513445,0.13667579,50394.28,181.06291,222.57846
1.715,27083.324,37798.555,-23648.275,456.2301,451.50418,468.47092,30.028217,0.0755885,0.09913932,50427.625,181.83067,222.78094
1.7155,27143.492,37874.12,-23676.176,456.2301,451.50418,468.47092,20.98081,0.043720245,0.058084268,50488.047,182.9782,223.1365
1.716,27104.912,37848.625,-23745.256,456.2301,451.50418,468.47092,11.190663,0.010495401,0.014975896,50529.332,183.71582,223.37715
1.7165,26944.336,37708.934,-23905.9,456.2301,451.50418,468.47092,1.0043696,-0.023084667,-0.028667219,50584.84,184.7376,223.69214
1.717,26788.055,37563.285,-24035.666,456.2301,451.50418,468.47092,-9.216918,-0.056000523,-0.07129139,50612.523,185.33804,223.84373
1.7175,26519.725,37305.715,-24234.309,456.2301,451.50418,468.47092,-19.112494,-0.08725705,-0.11138649,50634.383,186.08647,223.95172
1.718,26344.229,37134.65,-24351.955,456.2301,451.50418,468.47092,-28.33148,-0.115903206,-0.1475306,50634.33,186.47308,223.93546
1.7185,26129.89,36927.39,-24479.77,456.2301,451.50418,468.47092,-36.547527,-0.14107744,-0.17845696,50612.01,186.88141,223.78278
1.719,26041.01,36845.035,-24520.467,456.2301,451.50418,468.47092,-43.469788,-0.16201793,-0.2030627,50584.746,187.0469,223.60939
1.7195,26013.379,36830.82,-24502.951,456.2301,451.50418,468.47092,-48.853203,-0.1781025,-0.22047935,50531.137,187.16275,223.28265
1.72,26070.234,36899.598,-24438.318,456.2301,451.50418,468.47092,-52.507183,-0.18885258,-0.23008232,50491.836,187.17404,223.04955
1.7205,26259.059,37110.277,-24273.361,456.2301,451.50418,468.47092,-54.30239,-0.19395952,-0.23153841,50436.57,187.1359,222.73114
1.721,26438.955,37309.254,-24131.494,456.2301,451.50418,468.47092,-54.175274,-0.19328691,-0.22479047,50407.5,187.09927,222.5685
1.7215,26751.994,37662.035,-23901.605,456.2301,451.50418,468.47092,-52.130325,-0.1868759,-0.21007738,50381.95,187.0646,222.43669
1.722,26965.123,37906.79,-23757.162,456.2301,451.50418,468.47092,-48.239937,-0.17494911,-0.18791848,50379.332,187.0701,222.43634
1.7225,27247.248,38241.938,-23585.402,456.2301,451.50418,468.47092,-42.641846,-0.15789077,-0.159099,50397.55,187.13141,222.56754
1.723,27388.055,38418.17,-23514.883,456.2301,451.50418,468.47092,-35.534237,-0.13626711,-0.12466694,50424.008,187.20439,222.73343
1.7235,27497.576,38571.457,-23492.555,456.2301,451.50418,468.47092,-27.16846,-0.110740215,-0.08582168,50479.28,187.3403,223.06638
1.724,27496.754,38590.35,-23534.79,456.2301,451.50418,468.47092,-17.841122,-0.08209726,-0.04392329,50521.7,187.42693,223.31459
1.7245,27385.049,38497,-23672.17,456.2301,451.50418,468.47092,-7.882198,-0.05122712,-0.000460924,50583.05,187.50658,223.67197
1.725,27257.867,38365.76,-23799.688,456.2301,451.50418,468.47092,2.3557668,-0.01908079,0.04302527,50618.82,187.50043,223.87022
1.7255,27016.045,38099.92,-24015.19,456.2301,451.50418,468.96317,12.510337,0.013360459,0.08499663,50655.29,187.3623,224.06526
1.726,26847.115,37902.586,-24156.512,456.2301,451.50418,468.96317,22.222044,0.045104835,0.12395437,50665.516,187.16678,224.11131
1.7265,26629.64,37623.184,-24334.283,456.7239,451.50418,468.96317,31.147074,0.07519838,0.158528,50658.484,186.70256,224.04646
1.727,26532.066,37474.273,-24414.184,456.7239,451.50418,468.96317,38.969482,0.102742806,0.1874843,50639.61,186.27942,223.92139
1.7275,26483.105,37344.555,-24456.605,456.7239,451.50418,468.96317,45.41236,0.1269335,0.20979278,50594.156,185.49042,223.6415
1.728,26526.502,37333.2,-24428.451,456.7239,451.50418,468.96317,50.247623,0.14707573,0.22466896,50557.26,184.879,223.41972
1.7285,26702.72,37434.98,-24306.656,456.7239,451.50418,468.96317,53.304096,0.16260718,0.23158014,50500.67,183.87311,223.08607
1.729,26883.04,37574.176,-24182.125,456.7239,451.50418,468.96317,54.47358,0.17311639,0.2302823,50466.914,183.1686,222.89383
1.7295,27217.873,37861.945,-23957.332,456.7239,451.50418,468.96317,53.714672,0.17835034,0.22082253,50430.785,182.10205,222.69594
1.73,27460.234,38086.406,-23805.982,456.7239,451.50418,468.96317,51.045654,0.1600639,0.18017937,50422.99,181.12512,222.17555
1.7305,27804.578,38420.855,-23610.982,456.7239,452.09805,468.96317,46.57784,0.15394361,0.158841,50432.086,178.51575,219.4881
1.731,27996.771,38614.617,-23515.68,456.7239,452.09805,468.96317,40.46071,0.14289184,0.13187096,50450.652,176.94748,217.93448
1.7315,28190.82,38823.062,-23449.605,456.7239,452.09805,468.96317,32.910896,0.1273178,0.10024139,50498.824,174.83698,215.92828
1.732,28243.938,38891.062,-23463.195,456.7239,452.09805,468.96317,24.195696,0.10776984,0.0650654,50539.496,173.56837,214.77333
1.7325,28197.082,38875.273,-23566.424,456.7239,452.09805,468.96317,14.623746,0.08491475,0.027580997,50604.246,171.82256,213.2424
1.733,28087.61,38788.71,-23681.074,456.7239,452.09805,468.96317,4.533697,0.059524484,-0.010882032,50644.668,170.73245,212.31644
1.7335,27836.23,38566.504,-23897.088,456.7239,452.09805,468.96317,-5.716035,0.03244559,-0.04896753,50691.984,169.15591,211.00859
1.734,27635.553,38377.508,-24053.107,456.7239,452.09805,468.96317,-15.763929,0.004585719,-0.08531972,50711.176,168.11719,210.16055
1.7345,27331.074,38078.516,-24272.555,456.7239,452.09805,468.96317,-25.253632,-0.023141108,-0.11864275,50717.94,166.5435,208.89075
1.735,27150.146,37897.766,-24390.807,456.7239,452.09805,468.96317,-33.849148,-0.04983035,-0.14776373,50706.71,165.47237,208.0376
1.7355,26951.383,37699.125,-24501.262,456.7239,452.09805,468.96317,-41.246227,-0.07462627,-0.17166105,50669.36,163.82777,206.75288
1.736,26884.084,37633.71,-24522.21,456.7239,452.09805,468.96317,-47.18258,-0.09673718,-0.18948321,50634.254,162.71217,205.90695
1.7365,26896.102,37651.473,-24472.648,456.7239,452.09805,468.96317,-51.448215,-0.11547339,-0.2006002,50574.66,161.03152,204.6878
1.737,26977.451,37741.402,-24390.729,456.7239,452.09805,468.96317,-53.892097,-0.1302582,-0.20461647,50535.004,159.92389,203.93288
1.7375,27189.322,37975.7,-24213.084,456.7239,452.09805,468.96317,-54.427692,-0.1406536,-0.20138782,50484.71,158.31442,202.92842
1.738,27370.227,38179.355,-24073.596,456.7239,452.09805,468.96317,-53.036015,-0.1463698,-0.1910296,50461.938,157.294,202.36299
1.7385,27659.803,38512.848,-23864.586,456.7239,452.09805,468.96317,-49.766235,-0.14727403,-0.17390786,50448.7,155.86595,201.69176
1.739,27839.678,38725.77,-23744.877,456.7239,452.09805,468.96317,-44.73433,-0.14339595,-0.15063046,50455.035,154.9897,201.36366
1.7395,28050.693,38983.695,-23624.365,456.7239,452.09805,468.96317,-38.118416,-0.13491957,-0.1220234,50486.125,153.78925,201.03706
1.74,28132.463,39093.723,-23596.004,456.7239,452.09805,468.96317,-30.15274,-0.122181185,-0.089105904,50517.926,153.05675,200.91159
1.7405,28147.357,39144.28,-23640.29,456.7239,452.09805,468.96317,-21.119352,-0.1056414,-0.053034753,50576.69,152.0329,200.81395
1.741,28085.02,39099.227,-23724.453,456.7239,452.09805,468.96317,-11.338136,-0.08589707,-0.015077648,50617.098,151.38008,200.77986
1.7415,27899.238,38923.29,-23915.262,456.7239,452.09805,468.96317,-1.1551619,-0.06362952,0.023417607,50670.273,150.40591,200.72371
1.742,27732.756,38749.35,-24069.57,456.7239,452.09805,468.96317,9.068435,-0.03960377,0.06108896,50697.125,149.73744,200.65456
1.7425,27458.979,38439.715,-24308.572,456.7239,452.09805,468.96317,18.970915,-0.014628464,0.096603215,50717.645,148.67418,200.47075
1.743,27285.547,38227.56,-24453.54,456.7239,452.09805,469.62936,28.20165,0.010461882,0.12868738,50716.574,147.91121,200.28337
1.7435,27083.521,37950.062,-24619.406,457.37402,452.09805,469.62936,36.4338,0.034843642,0.15620953,50692.797,146.67577,199.90547
1.744,27006.32,37815.85,-24682.387,457.37402,452.09805,469.62936,43.37599,0.0577278,0.17820674,50664,145.79344,199.59991
1.7445,26996.73,37719.793,-24693.016,457.37402,452.09805,469.62936,48.782047,0.078387424,0.19389343,50608.41,144.39786,199.09491
1.745,27063.557,37733.19,-24643.885,457.37402,452.09805,469.62936,52.46075,0.09617661,0.20271379,50567.992,143.43468,198.75314
1.7455,27264.092,37863.492,-24498.516,457.37402,452.09805,469.62936,54.28183,0.110557504,0.20435412,50510.69,141.97252,198.28017
1.746,27451.352,38012.035,-24368.139,457.37402,452.09805,469.62936,54.180813,0.12111032,0.19875652,50479.773,141.00583,198.01729
1.7465,27774.45,38292.312,-24154.54,457.37402,452.09805,469.62936,52.16127,0.12754945,0.18612324,50450.47,139.5986,197.73546
1.747,27992.834,38493,-24020.355,457.37402,452.09805,469.62936,48.294586,0.12973045,0.16689774,50445.32,138.7025,197.63376
1.7475,28280.947,38771.51,-23863.05,457.37402,452.09805,469.62936,42.71789,0.12764856,0.14176233,50459.45,137.43388,197.61345
1.748,28422.488,38916.734,-23802.246,457.37402,452.61035,469.62936,35.6286,0.12145519,0.11161079,50482.152,136.63843,197.67754
1.7485,28532.21,39039.89,-23792.459,457.37402,452.61035,469.62936,27.2777,0.11141952,0.07751704,50530.75,135.50972,197.8598
1.749,28528.287,39048.035,-23840.744,457.37402,452.61035,469.62936,17.960894,0.09793691,0.0406837,50567.887,134.78687,198.01283
1.7495,28409.518,38947.836,-23983.691,457.37402,452.61035,469.62936,8.008107,0.08150963,0.002408455,50623.15,133.71631,198.23883
1.75,28267.207,38815.316,-24113.861,457.37402,452.61035,469.62936,-2.2279437,0.062729545,-0.03595051,50654.816,132.99278,198.35925
1.7505,27992.547,38549.434,-24334.08,457.37402,452.61035,469.62936,-12.385378,0.042256214,-0.07303781,50685.355,131.86154,198.45581
1.751,27793.963,38352.992,-24479.564,457.37402,452.61035,469.62936,-22.104244,0.02080115,-0.10753915,50692.227,131.06151,198.44742
1.7515,27516.166,38077.434,-24665.037,457.37402,452.61035,469.62936,-31.040411,-0.000913583,-0.13823378,50680.04,129.77657,198.31752
1.752,27369.836,37931.258,-24750.8,457.37402,452.61035,469.62936,-38.877476,-0.022161262,-0.16402927,50657.645,128.85994,198.15802
1.7525,27245.22,37802.555,-24804.258,457.37402,452.61035,469.62936,-45.3379,-0.04225239,-0.18402632,50607.945,127.40161,197.83723
1.753,27234.611,37789.016,-24785.814,457.37402,452.61035,469.62936,-50.19303,-0.060544413,-0.19751039,50567.777,126.38378,197.59288
1.7535,27326.695,37884.6,-24682.285,457.37402,452.61035,469.62936,-53.270687,-0.07646956,-0.20400542,50507.11,124.81382,197.22717
1.754,27450.09,38020.918,-24572.791,457.37402,452.61035,469.62936,-54.462063,-0.08954796,-0.20327742,50470.418,123.75606,197.01192
1.7545,27699.773,38306.18,-24373.979,457.37402,452.61035,469.62936,-53.724968,-0.09940263,-0.19535317,50429.703,122.18274,196.7731
1.755,27890.266,38526.445,-24236.863,457.37402,452.61035,469.62936,-51.08548,-0.10577999,-0.1805134,50415.68,121.15805,196.68819
1.7555,28169.678,38854.13,-24057.26,457.37402,452.61035,469.62936,-46.63708,-0.10854428,-0.15928456,50417.05,119.6774,196.68599
1.756,28326.215,39041.32,-23971.326,457.37402,452.61035,469.62936,-40.537098,-0.10768458,-0.13242064,50433.62,118.73405,196.76553
1.7565,28478.371,39235.246,-23912.965,457.37402,452.61035,469.62936,-33.001873,-0.10330575,-0.10087281,50475.45,117.383606,196.98624
1.757,28510.05,39290.906,-23927.982,457.37402,452.61035,469.62936,-24.29807,-0.09563584,-0.06575371,50512.266,116.51896,197.17888
1.7575,28444.986,39254.23,-24031.486,457.37402,452.61035,469.62936,-14.733876,-0.08500467,-0.028311586,50572.93,115.2546,197.48941
1.758,28332.754,39152.73,-24146.81,457.37402,452.61035,469.62936,-4.6479373,-0.0718382,0.010130019,50611.32,114.4176,197.68275
1.7585,28088.857,38906.074,-24365.527,457.37402,452.61035,469.62936,5.602866,-0.056632034,0.04822185,50657.1,113.1408,197.90474
1.759,27899.08,38700.07,-24523.992,457.37402,452.61035,469.62936,15.654976,-0.039946795,0.08461104,50676,112.25926,197.98677
1.7595,27614.385,38372.812,-24748.514,457.37402,452.61035,469.62936,25.152744,-0.022380227,0.118006274,50681.844,110.86966,197.99115
1.76,27455.602,38170.566,-24872.076,457.37402,452.61035,469.37952,33.759865,-0.004549259,0.1472233,50670.863,109.89025,197.91252
1.7605,27296.814,37936.266,-24993.543,457.08563,452.61035,469.37952,41.17158,0.012941381,0.17122348,50633.86,108.33871,197.68831
1.761,27260.342,37844.164,-25022.387,457.08563,452.61035,469.37952,47.125435,0.029508894,0.18915851,50598.844,107.25366,197.48607
1.7615,27315.787,37820.43,-24980.678,457.08563,452.61035,469.37952,51.410683,0.04462313,0.20040055,50539.195,105.56674,197.14816
1.762,27422.89,37880.414,-24900.043,457.08563,452.61035,469.37952,53.875347,0.057813697,0.20454583,50498.938,104.41587,196.92813
1.7625,27668.719,38067.195,-24720.78,457.08563,452.61035,469.37952,54.432304,0.068687595,0.20144692,50447.42,102.67648,196.65247
1.763,27870.904,38240.137,-24580.875,457.08563,452.61035,469.37952,53.061836,0.0769425,0.19121365,50423.223,101.52392,196.52809
1.7635,28190.195,38531.26,-24376.654,457.08563,452.61035,469.37952,49.81247,0.082371175,0.1742129,50407.49,99.82878,196.45526
1.764,28388.037,38720.723,-24263.951,457.08563,452.61035,469.37952,44.799255,0.084873736,0.15104228,50412.3,98.730835,196.48778
1.7645,28621.303,38955.324,-24156.682,457.08563,452.61035,469.37952,38.199524,0.084450155,0.122527614,50440.12,97.13973,196.64973
1.765,28714.25,39055.215,-24136.812,457.08563,452.24002,469.37952,30.247341,0.08121632,0.089686655,50470.305,96.11522,196.8167
1.7655,28737.92,39097.08,-24190.55,457.08563,452.24002,469.37952,21.224117,0.075363204,0.05367513,50526.02,94.623,197.11928
1.766,28672.584,39050.51,-24278.133,457.08563,452.24002,469.37952,11.449359,0.06717371,0.015758574,50564.57,93.64678,197.32655
1.7665,28469.107,38879.31,-24469.154,457.08563,452.24002,469.37952,1.2691725,0.0569994,-0.022710187,50616.89,92.18725,197.59628
1.767,28282.613,38712.113,-24620.764,457.08563,452.24002,469.37952,-8.955422,0.045259397,-0.060368747,50642.41,91.20308,197.7246
1.7675,27970.29,38417.348,-24853.508,457.08563,452.24002,469.37952,-18.86371,0.032402948,-0.09589551,50660.89,89.6869,197.80774
1.768,27766.762,38219.305,-24993.357,457.08563,452.24002,469.37952,-28.10375,0.018916504,-0.12803163,50658.527,88.63921,197.78117
1.7685,27512.441,37965.844,-25151.336,457.08563,452.24002,469.37952,-36.34865,0.005292448,-0.15563163,50632.42,87.00178,197.62148
1.769,27398.229,37848.934,-25210.016,457.08563,452.24002,469.37952,-43.306473,-0.007982941,-0.17771663,50602.562,85.86515,197.44804
