Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.IA,measurement5.Three-phase Meter5.IA,measurement6.Three-phase Meter6.IA,measurement4.Three-phase Meter4.POWER_S,measurement5.Three-phase Meter5.POWER_S,measurement6.Three-phase Meter6.POWER_S
0,102643.75,110570.6,89371.57,370.383,291.79456,398.41437,-2.5244124,-2.5960617,8.095422,7419.5444,7806.59,19771.395
0.0005,99623.95,105842.625,86837.6,370.383,291.79456,398.41437,-4.5910482,-4.4714394,-1.1869233,7417.4893,7803.3047,20107.959
0.001,97448.836,102506.95,85020.73,370.383,291.79456,398.41437,-6.4948773,-6.188047,-10.428014,7400.7363,7787.014,20280.637
0.0015,94064.76,97410.695,82193.62,370.383,291.79456,398.41437,-8.16828,-7.6849666,-19.302021,7355.059,7743.883,20457.764
0.002,91795.41,94050.19,80292.25,370.383,291.79456,398.41437,-9.551988,-8.909105,-27.49731,7313.0166,7704.497,20527.902
0.0025,88470.95,89209.65,77495.92,370.383,291.79456,398.41437,-10.596872,-9.816947,-34.72532,7236.3975,7633.0703,20570.4
0.003,86354.586,86183.83,75709.14,370.383,291.79456,398.41437,-11.265938,-10.376317,-40.73179,7178.912,7579.4565,20561.082
0.0035,83389.91,82025.445,73197.12,370.383,291.79456,398.41437,-11.535421,-10.567366,-45.30528,7087.415,7493.8813,20503.04
0.004,81576.48,79531.11,71653.31,370.383,291.79456,398.41437,-11.395774,-10.383303,-48.285126,7025.295,7435.5254,20441.426
0.0045,79118.9,76215.14,69547.27,370.383,291.79456,398.41437,-10.851961,-9.830669,-49.566227,6933.958,7349.2925,20328.602
0.005,77654.46,74277.18,68282.5,370.383,291.79456,398.41437,-9.923225,-8.929083,-49.10367,6875.9517,7294.241,20246.248
0.0055,75701.67,71737.414,66584.32,370.383,291.79456,398.41437,-8.642557,-7.710487,-46.913685,6795.507,7217.313,20123.486
0.006,74546.78,70257.984,65575.58,370.383,291.79456,398.41437,-7.055343,-6.2182083,-43.07328,6746.9688,7170.577,20047.268
0.0065,73004.33,68302.45,64228.105,370.383,291.79456,398.41437,-5.217815,-4.5051694,-37.71773,6682.4033,7107.9673,19947.215
0.007,72085.35,67142.67,63427.734,370.383,291.79456,398.41437,-3.195234,-2.6321769,-31.035086,6644.9253,7071.3276,19892.123
0.0075,70844.83,65573.33,62353.848,370.383,291.79456,350.9835,-1.0592226,-0.66564095,-23.260557,6596.662,7023.831,19823.723
0.008,70097.766,64620.867,61713.3,325.48862,291.79456,350.9835,1.1143636,1.3245205,-14.667883,6569.4155,6996.89,19793.264
0.0085,69085.8,63312.133,60854.625,325.48862,291.79456,350.9835,3.2485497,3.2677295,-5.5588093,6535.234,6963.0737,19764.686
0.009,68481.98,62516.64,60346,325.48862,291.79456,350.9835,5.2675204,5.095009,3.7459586,6516.4795,6944.681,19757.865
0.0095,67685.42,61440.445,59674.746,325.48862,291.79456,350.9835,7.0997977,6.741543,12.918783,6494.0996,6923.082,19764.473
0.01,67229.95,60805.285,59287.332,325.48862,291.79456,350.9835,8.6802635,8.148765,21.637514,6483.068,6912.6714,19778.889
0.0105,66661.85,59980.47,58794.51,325.48862,291.79456,350.9835,9.952957,9.266779,29.59513,6472.9106,6903.23,19812.443
0.011,66358.16,59515.69,58522.344,325.48862,291.79456,350.9835,10.872652,10.055905,36.511513,6470.686,6901.2627,19842.48
0.0115,66005.945,58933.086,58189.004,325.48862,291.79456,350.9835,11.406758,10.488069,42.14374,6474.949,6905.2354,19906.459
0.012,65830.266,58609.082,58007.54,325.48862,291.79456,350.9835,11.536284,10.547944,46.293415,6483.3105,6912.7324,19968.127
0.0125,65631,58187.066,57775.08,325.48862,276.49625,350.9835,11.256625,10.233386,48.814507,6504.722,6931.4893,20089.041
0.013,65521.887,57922.6,57631.273,325.48862,276.49625,350.9835,10.577692,9.555514,49.61841,6524.9663,6948.9873,20191.1
0.0135,65355.457,57498.477,57404.426,325.48862,276.49625,350.9835,9.523503,8.538408,48.676716,6564.055,6982.3516,20383.299
0.014,65219.363,57164.637,57229.31,325.48862,276.49625,350.9835,8.131501,7.2181396,46.022346,6595.5073,7008.9146,20538.014
0.0145,64938.82,56534.664,56903.734,325.48862,276.49625,350.9835,6.4509397,5.6415524,41.74898,6649.4565,7054.164,20813.615
0.015,64681.15,56001.59,56631.516,325.48862,276.49625,350.9835,4.5415106,3.8645332,36.006676,6688.971,7087.1377,21024.918
0.0155,64162.582,55001.023,56124.363,325.48862,276.49625,350.9835,2.470808,1.9502553,28.997519,6751.672,7139.2964,21377.133
0.016,63721.004,54189.883,55715.02,325.48862,276.49625,350.9835,0.31237966,-0.033282626,20.968311,6794.544,7174.943,21627.383
0.0165,62918.086,52757.586,54993.152,325.48862,276.49625,350.9835,-1.8571771,-2.0159633,12.201025,6858.7544,7228.2153,22021.818
0.017,62291.676,51668.96,54444.074,325.48862,276.49625,350.9835,-3.9611948,-3.9271793,3.0042717,6900.4116,7262.822,22292.662
0.0175,61238.266,49866.918,53532.49,325.48862,276.49625,350.9835,-5.924838,-5.6991525,-6.297604,6959.984,7312.284,22703.447
0.018,60474.664,48577.406,52876.645,325.48862,276.49625,350.9835,-7.6785455,-7.268977,-15.378981,6997.2173,7343.215,22973.354
0.0185,59265.773,46560.742,51841.32,325.48862,276.49625,350.9835,-9.160014,-8.580958,-23.919529,7048.929,7386.1704,23374.732
0.019,58437.39,45187.52,51128.723,325.48862,276.49625,350.9835,-10.316789,-9.588429,-31.618517,7080.7144,7412.5,23635.47
0.0195,57184.406,43127.926,50045.688,325.48862,276.49625,350.9835,-11.107729,-10.255656,-38.20558,7124.513,7448.7993,24011.873
0.02,56354.09,41772.457,49323.746,325.48862,276.49625,350.9835,-11.504825,-10.558939,-43.448734,7151.609,7471.141,24252.518
0.0205,55128.094,39780.777,48252.055,325.48862,276.49625,350.9835,-11.493943,-10.487479,-47.163406,7189.975,7502.4595,24595.504
0.021,54326.027,38483.152,47548.027,325.48862,276.49625,350.9835,-11.0754385,-10.043795,-49.219116,7214.5127,7522.2217,24815.35
0.0215,53141.902,36575.613,46507.047,325.48862,276.49625,350.9835,-10.264162,-9.24362,-49.543377,7250.46,7550.675,25137.97
0.022,52360.066,35322.734,45819.883,325.48862,276.49625,350.9835,-9.088805,-8.115296,-48.12481,7274.089,7569.038,25346.266
0.0225,51187.617,33456.508,44793.15,325.48862,276.49625,350.9835,-7.591114,-6.6989236,-45.013195,7309.249,7595.751,25647.344
0.023,50400.266,32209.654,44108.81,325.48862,276.49625,350.9835,-5.8241086,-5.0447364,-40.318,7332.3726,7612.9414,25846.37
0.0235,49203.863,30326.865,43081.41,325.48862,276.49625,350.9835,-3.850551,-3.2114367,-34.20446,7366.1,7637.4766,26138.207
0.024,48396.49,29061.725,42398.098,325.48862,276.49625,350.9835,-1.7403281,-1.264045,-26.887352,7387.4277,7652.7646,26328.695
0.0245,47180.234,27161.062,41385.01,325.48862,276.49625,350.9835,0.43160063,0.72819823,-18.624304,7417.033,7673.621,26604.57
0.025,46376.785,25906.664,40726.09,325.48862,276.49625,350.9835,2.5883474,2.694626,-9.706244,7434.768,7685.956,26778.742
0.0255,45210.38,24084.502,39781.625,325.48862,276.49625,346.80283,4.653248,4.5654397,-0.44637087,7457.907,7701.939,27017.062
0.026,44479.453,22936.125,39193.906,324.59113,276.49625,346.80283,6.5531993,6.2742596,8.829286,7471.012,7710.966,27159.441
0.0265,43489.84,21359.02,38397.49,324.59113,276.49625,346.80283,8.220674,7.7603054,17.79442,7487.5664,7722.5386,27347.674
0.027,42919.137,20432.166,37935.74,324.59113,276.49625,346.80283,9.59658,8.970859,26.13337,7497.054,7729.418,27458.156
0.0275,42227.766,19265.053,37364.01,324.59113,276.49625,346.80283,10.632094,9.862948,33.55325,7510.2314,7739.6274,27602.96
0.028,41880.336,18648.145,37069.57,324.59113,276.49625,346.80283,11.290425,10.404827,39.792755,7519.2446,7747.152,27687.564
0.0285,41528.547,17967.934,36758.383,324.59113,276.49625,346.80283,11.548212,10.57727,44.63205,7535.0913,7761.0034,27803.062
0.029,41400.246,17669.027,36631.066,324.59113,276.49625,346.80283,11.396294,10.374128,47.901283,7548.22,7772.787,27875.7
0.0295,41343.9,17417.393,36539.03,324.59113,276.49625,346.80283,10.8400135,9.802569,49.485245,7573.467,7795.5264,27986.326
0.03,41067.816,19160.105,35726.453,324.59113,276.49625,346.80283,22.025803,19.198195,59.410328,6827.4307,7115.015,25939.14
0.0305,39372.953,19291.963,33938.535,324.59113,314.90552,346.80283,19.154442,16.529066,57.150288,6741.148,7147.0176,24485.043
0.031,38644.465,18793.637,33509.902,324.59113,314.90552,346.80283,15.615223,13.281082,52.916546,6988.324,7479.794,24395.938
0.0315,38976.797,20260.594,34320.9,324.59113,314.90552,346.80283,11.531874,9.568079,46.85529,6996.9365,7654.515,23533.225
0.032,40414.844,22965.107,36148.89,324.59113,314.90552,346.80283,7.046872,5.5203776,39.17589,6843.4727,7619.5234,22600.174
0.0325,44575.844,29689.35,40921.82,324.59113,314.90552,346.80283,2.316803,1.2801944,30.142735,6503.8545,7457.2275,20852.562
0.033,48664.13,35856.355,45300.87,324.59113,314.90552,346.80283,-2.493288,-3.003187,20.068245,6272.308,7344.1514,19543.418
0.0335,56525.695,47298.406,53195.906,324.59113,314.90552,346.80283,-7.2156463,-7.1798267,9.2998085,6022.0137,7265.8687,17450.01
0.034,62665.055,56095.773,59038.406,324.59113,314.90552,346.80283,-11.684714,-11.102941,-1.7894312,5968.494,7310.512,16018.637
0.0345,72641.63,70393.164,68177.36,324.59113,314.90552,346.80283,-15.743823,-14.634982,-12.816654,6100.177,7538.2026,13906.738
0.035,79439.164,80199.72,74255.19,324.59113,314.90552,346.80283,-19.25067,-17.652147,-23.400429,6322.598,7783.542,12573.817
0.0355,89285.1,94487.69,82925.34,324.59113,314.90552,346.80283,-22.08242,-20.048658,-33.173992,6800.309,8247.86,10770.528
0.036,95349.414,103271.59,88185.18,324.59113,314.90552,346.80283,-24.139853,-21.74043,-41.7996,7169.5913,8592.771,9736.197
0.0365,103360.266,114723.07,94998.44,324.59113,314.90552,346.80283,-25.351164,-22.668034,-48.97871,7728.136,9117.7705,8508.347
0.037,107836.85,120994.83,98725.33,324.59113,314.90552,346.80283,-25.674013,-22.798742,-54.46338,8072.8525,9450.447,7905.928
0.0375,113117.586,128226.24,103071.31,324.59113,314.90552,346.80283,-25.097162,-22.127998,-58.064255,8515.705,9893.105,7284.9497
0.038,115669.27,131657.86,105198.59,324.59113,314.90552,346.80283,-23.640978,-20.67936,-59.65651,8753.27,10138.506,7030.0615
0.0385,118153.234,134989.2,107403.43,324.59113,314.90552,346.80283,-21.356567,-18.50376,-59.185123,9019.212,10421.315,6808.6577
0.039,119053.82,136218.55,108331.41,324.59113,314.90552,346.80283,-18.323875,-15.677711,-56.666695,9138.109,10553.163,6725.4824
0.0395,119605.26,137029.88,109111.48,324.59113,314.90552,346.80283,-14.649239,-12.300588,-52.1877,9239.56,10674.8125,6636.8447
0.04,119656.414,137169.89,109348,324.59113,314.90552,346.80283,-10.461086,-8.49113,-45.903515,9264.838,10714.669,6581.9497
0.0405,119613.38,137273.81,109510.87,324.59113,314.90552,346.80283,-5.906204,-4.383217,-38.031216,9259.641,10732.513,6451.0264
0.041,119683.836,137528.2,109637.49,324.59113,314.90552,346.80283,-1.1442246,-0.121200226,-28.842836,9241.695,10729.403,6310.453
0.0415,120183.164,138530.61,110091.58,324.59113,314.90552,346.80283,3.6579673,4.1451607,-18.656582,9219.08,10724.327,6022.552
0.042,120879.42,139738.88,110681.945,324.59113,314.90552,293.15994,8.332137,8.265958,-7.82512,9221.463,10733.051,5773.6797
0.0425,122568.32,142443.4,112112,267.3726,314.90552,293.15994,12.714477,12.096403,3.2776039,9271.441,10782.65,5316.9746
0.043,124133.484,144816.33,113440.66,267.3726,314.90552,293.15994,16.651344,15.501891,14.267103,9343.6,10848.333,4961.6606
0.0435,127069,149086.7,115932.086,267.3726,314.90552,293.15994,20.005032,18.362738,24.763027,9515.799,11004.182,4403.562
0.044,129329.875,152277.11,117846.805,267.3726,314.90552,293.15994,22.657858,20.578388,34.40275,9672.174,11147.128,4033.697
0.0445,132967.95,157276.53,120919.72,267.3726,314.90552,293.15994,24.51699,22.070953,42.852783,9961.617,11414.664,3534.2456
0.045,135417.83,160555.03,122979.93,267.3726,314.90552,293.15994,25.517292,22.787958,49.82066,10184.265,11621.945,3315.146
0.0455,138872.7,165035.31,125865.12,267.3726,314.90552,293.15994,25.623743,22.704134,55.065063,10547.894,11961.471,3269.9688
0.046,140882.69,167518.44,127524.47,267.3726,314.90552,293.15994,24.832523,21.822432,58.405262,10799.87,12197.3955,3472.16
0.0465,143225.47,170174.58,129413.59,267.3726,314.90552,293.15994,23.171404,20.173887,59.725018,11175.416,12549.5,4108.3057
0.047,144219.34,171085.64,130174.84,267.3726,201.6817,293.15994,20.698366,17.816431,58.97885,11414.641,12774.446,4708.394
0.0475,144698.84,170988.22,130446.47,267.3726,201.6817,293.15994,17.500174,14.832902,56.19278,11741.972,13084.289,5766.836
0.048,144289.9,169898.7,130008.89,267.3726,201.6817,293.15994,13.688889,11.328132,51.462543,11932.912,13266.444,6538.0894
0.0485,142560.06,166732.89,128418.94,267.3726,201.6817,293.15994,9.398005,7.425263,44.952156,12170.832,13494.385,7750.2812
0.049,140690.02,163652.62,126767.09,267.3726,201.6817,293.15994,4.7778273,3.2614417,36.887165,12293.726,13613.076,8571.041
0.0495,136916.34,157732.02,123502.586,267.3726,201.6817,293.15994,-0.009477574,-1.0167818,27.545565,12422.09,13737.948,9778.214
0.05,133845.12,153051.06,120881.45,267.3726,201.6817,293.15994,-4.796584,-5.2595143,17.251183,12470.008,13785.629,10550.537
0.0505,128593.75,145209.62,116441.734,267.3726,201.6817,293.15994,-9.415765,-9.3174,6.359926,12487.071,13805.894,11660.548
0.051,124787.85,139618.89,113242.83,267.3726,201.6817,293.15994,-13.705051,-13.047812,-4.750508,12464.161,13787.863,12357.834
0.0515,118841.01,131007.54,108257.555,267.3726,201.6817,293.15994,-17.514154,-16.319643,-15.697669,12385.22,13719.307,13302.65
0.052,114845.59,125293.13,104906.39,267.3726,201.6817,293.15994,-20.709608,-19.017887,-26.101921,12307.138,13650.061,13872.056
0.0525,108997.836,117034.81,99991.375,267.3726,201.6817,293.15994,-23.179462,-21.0477,-35.602924,12160.835,13518.918,14634.973
0.053,105292.98,111862.195,96867.25,267.3726,201.6817,293.15994,-24.837011,-22.337725,-43.872845,12049.295,13418.236,15068.789
0.0535,100156.83,104771.086,92516.42,267.3726,201.6817,293.15994,-25.624245,-22.842611,-50.62499,11870.881,13256.01,15627.602
0.054,97063.99,100554.82,89881.98,267.3726,201.6817,293.15994,-25.513597,-22.544577,-55.625748,11749.801,13145.303,15939.731
0.0545,92973.49,95040.13,86372.46,267.3726,201.6817,293.15994,-24.50889,-21.453974,-58.702374,11572.678,12983.161,16315.876
0.055,90622.31,91908.31,84334.87,267.3726,201.6817,293.15994,-22.645315,-19.609217,-59.748055,11462.153,12881.703,16517.398
0.0555,87641.31,87988.09,81722.28,267.3726,201.6817,293.15994,-19.988127,-17.075111,-58.72677,11314.547,12744.566,16764.938
0.056,85994.84,85848.59,80260.61,267.3726,201.6817,293.15994,-16.630333,-13.940708,-55.674145,11230.788,12665.711,16894.795
0.0565,83978.43,83259.6,78450.875,267.3726,201.6817,293.15994,-12.689647,-10.316145,-50.694927,11130.255,12568.678,17046.176
0.057,82898.6,81888.766,77474.45,267.3726,201.6817,293.15994,-8.304129,-6.328802,-43.961952,11080.058,12519.173,17130.041
0.0575,81612.484,80270.88,76311.1,267.3726,201.6817,293.15994,-3.6275706,-2.1188085,-35.708065,11029.824,12467.662,17235.576
0.058,80946.29,79434.93,75712.01,267.3726,201.6817,293.15994,1.1764323,2.1658669,-26.218681,11012.572,12448.351,17303.674
0.0585,80192.914,78480.89,75041.18,267.3726,201.6817,293.15994,5.9394197,6.374622,-15.821918,11009.575,12440.456,17400.879
0.059,79837.68,78016.81,74728.07,267.3726,201.6817,293.15994,10.494494,10.359474,-4.8775616,11021.953,12448.6455,17459.438
0.0595,79504.21,77548.24,74436.11,271.57123,201.6817,302.51294,14.681962,13.980358,6.2354546,11060.162,12480.171,17552.557
0.06,79407.125,77376.91,74349.734,271.57123,201.6817,302.51294,18.355104,17.109982,17.133327,11098.172,12513.699,17612.832
0.0605,79440.89,77323.78,74367.69,271.57123,201.6817,302.51294,21.385199,19.638311,27.438663,11173.893,12582.315,17709.98
0.061,79575.39,77422.17,74469.68,271.57123,201.6817,302.51294,23.665987,21.476448,36.794838,11236.937,12640.186,17779.273
0.0615,79932.375,77746.516,74741.625,271.57123,201.6817,302.51294,25.11763,22.559742,44.87819,11351.348,12745.41,17889.041
0.062,80263.76,78067.77,74988.22,271.57123,201.6817,302.51294,25.6891,22.850079,51.40919,11441.488,12827.894,17976.842
0.0625,80867.555,78665.43,75425.555,271.57123,201.6817,302.51294,25.360249,22.337198,56.16168,11598.2,12970.118,18132.541
0.063,81317.2,79103.3,75740.18,271.57123,201.6817,302.51294,24.142649,21.03903,58.971504,11717.151,13077.02,18256.102
0.0635,82012.41,79761.234,76205.73,271.57123,201.6817,302.51294,22.078957,19.001167,59.740814,11917.081,13254.575,18478.648
0.064,82455.82,80157.195,76487.04,271.57123,201.6817,302.51294,19.241426,16.295246,58.443428,12063.542,13383.305,18659.701
0.0645,83032.375,80606.09,76824.84,271.57123,219.9477,302.51294,15.729525,13.016356,55.124294,12300.447,13589.69,18983.705
0.065,83322.13,80763.32,76970.96,271.57123,219.9477,302.51294,11.666099,9.279706,49.89767,12468.171,13734.385,19242.152
0.0655,83569.87,80725.85,77042.61,271.57123,219.9477,302.51294,7.1935644,5.21661,42.944668,12730.395,13958.814,19693.387
0.066,83584.49,80491.125,76980.65,271.57123,219.9477,302.51294,2.4686747,0.9698719,34.505817,12909.467,14111.211,20017.719
0.0665,83370.51,79798.266,76712.93,271.57123,219.9477,302.51294,-2.3427067,-3.3110213,24.872683,13179.422,14340.427,20560.951
0.067,83069.88,79114.33,76418.805,271.57123,219.9477,302.51294,-7.072589,-7.4760737,14.379234,13357.727,14491.566,20950.941
0.0675,82406.11,77783.81,75816.73,271.57123,219.9477,302.51294,-11.554917,-11.378595,3.3876781,13618.39,14712.672,21558.707
0.068,81839.63,76725.5,75321.22,271.57123,219.9477,302.51294,-15.632517,-14.881394,-7.7207484,13785.523,14855.101,21969.758
0.0685,80844.32,74934.125,74466.64,271.57123,219.9477,302.51294,-19.162647,-17.861326,-18.562704,14024.708,15059.801,22583.424
0.069,80110.305,73643.32,73840.88,271.57123,219.9477,302.51294,-22.021431,-20.213621,-28.763062,14176.016,15189.824,22992.752
0.0695,78945.48,71635.24,72847.336,271.57123,219.9477,302.51294,-24.108732,-21.855562,-37.968517,14389.776,15374.972,23587.643
0.07,78150.09,70279.51,72163.95,271.57123,219.9477,302.51294,-25.351337,-22.729393,-45.860825,14524.138,15492.104,23966.066
0.0705,76961.78,68280.945,71128.39,271.57123,219.9477,302.51294,-25.705698,-22.804358,-52.16636,14715.2705,15659.056,24516.652
0.071,76184.2,66993.09,70439.53,271.57123,219.9477,302.51294,-25.15932,-22.077782,-56.667522,14836.573,15765.013,24866.11
0.0715,75053.46,65132.27,69418.664,271.57123,219.9477,302.51294,-23.731213,-20.575142,-59.208588,15010.844,15916.833,25360.658
0.072,74325.51,63942.492,68749.34,271.57123,219.9477,302.51294,-21.471521,-18.349155,-59.700947,15122.995,16013.607,25679.768
0.0725,73267.25,62223.316,67767.35,271.57123,219.9477,302.51294,-18.459309,-15.478111,-58.128124,15285.27,16152.415,26137.99
0.073,72579.97,61108.258,67128.65,271.57123,219.9477,302.51294,-14.800135,-12.062916,-54.5445,15389.365,16240.648,26422.71
0.0735,71568.22,59473.695,66198.04,271.57123,219.9477,302.51294,-10.622261,-8.223591,-49.07337,15539.987,16366.333,26834.154
0.074,70905.23,58412.15,65599.76,271.57123,219.9477,302.51294,-6.0719886,-4.095078,-41.90491,15635.834,16445.322,27104.06
0.0745,69937.625,56877.48,64749.438,271.57123,219.9477,302.51294,-1.3087908,0.17750622,-33.28645,15771.573,16556.178,27471.766
0.075,69324.375,55907.215,64226.496,271.57123,219.9477,302.51294,3.5003908,4.4439716,-23.516138,15855.767,16624.736,27694.15
0.0755,68486.38,54579.707,63538.156,271.57123,219.9477,302.51294,8.186874,8.554351,-12.932256,15971.112,16719.564,28001.996
0.076,68016.734,53813.38,63163.723,271.57123,219.9477,302.51294,12.5867,12.364107,-1.901169,16041.22,16777.668,28186.432
0.0765,67494.086,52913.92,62762.58,271.57123,219.9477,302.51294,16.545504,15.739256,9.196103,16136.691,16858.463,28420.754
0.077,67295.32,52518.773,62620.28,271.57123,219.9477,353.78165,19.924532,18.561144,19.975327,16195.344,16909.572,28541.977
0.0775,67262.8,52291.293,62617.848,324.71936,219.9477,353.78165,22.605337,20.730541,30.063179,16278.876,16984.951,28700.066
0.078,67430.516,52406.81,62764.957,324.71936,219.9477,353.78165,24.4938,22.171156,39.111248,16333.716,17036.387,28781.008
0.0785,67972.37,52985.086,63211.53,324.71936,219.9477,353.78165,25.523815,22.832298,46.80637,16419.682,17118.887,28865.42
0.079,68522.24,53637.9,63652.965,324.71936,219.9477,353.78165,25.659267,22.690691,52.88186,16482.432,17179.54,28914.262
0.0795,69603.9,54977.08,64501.047,324.71936,219.9477,353.78165,24.89538,21.751265,57.12768,16588.117,17281.965,28979.387
0.08,71245.86,61467.68,64243.09,324.71936,219.9477,353.78165,34.813854,29.14845,70.62616,15457.613,16373.716,26354.35
0.0805,72669.82,67960.305,63921.477,324.71936,219.9477,353.78165,31.125422,25.634155,70.867805,14876.485,16086.334,24317.266
0.081,73579.84,69653.68,64760.492,324.71936,219.9477,353.78165,26.347782,21.22129,68.663124,14987.74,16329.652,24130.568
0.0815,76785.32,74713.695,67910.6,324.71936,219.9477,353.78165,20.648335,16.064764,64.08827,14735.555,16323.199,23044.088
0.082,80415.73,79984.836,71631.695,324.71936,307.99203,353.78165,14.2268095,10.34519,57.300026,14408.473,16159.75,21945.633
0.0825,88212.695,90796.99,79675.03,324.71936,307.99203,353.78165,7.307585,4.2635975,48.532974,13855.077,15831.081,19936.754
0.083,94902.8,99844.3,86427.51,324.71936,307.99203,353.78165,0.13264276,-1.9660524,38.088955,13530.86,15640.335,18450.338
0.0835,106844.73,115819.83,97989.914,324.71936,307.99203,353.78165,-7.0462775,-8.125791,26.328617,13229.476,15506.585,16106.079
0.084,115759.836,127756.92,106259.766,324.71936,307.99203,353.78165,-13.978065,-13.99922,13.658448,13200.286,15553.111,14496.331
0.0845,129866.18,146846.55,118909.11,324.71936,307.99203,353.78165,-20.419287,-19.380348,0.51629996,13444.851,15832.228,12100.004
0.085,139323.77,159832.95,127202.484,324.71936,307.99203,353.78165,-26.143515,-24.08049,-12.642554,13782.347,16138.938,10573.537
0.0855,152916.61,178709.22,138960.34,324.71936,307.99203,353.78165,-30.950016,-27.935196,-25.364767,14474.105,16727.385,8483.328
0.086,161283.94,190355.98,146094.33,324.71936,307.99203,353.78165,-34.67038,-30.809095,-37.20923,15000.821,17171.367,7265.8394
0.0865,172415.16,205698.4,155407.36,324.71936,307.99203,353.78165,-37.173973,-32.6013,-47.767765,15796.237,17859.342,5777.7734
0.087,178746.45,214256.17,160589.48,324.71936,307.99203,353.78165,-38.373283,-33.24884,-56.67512,16289.298,18303.4,5040.57
0.0875,186460.36,224462.92,166826.4,324.71936,307.99203,353.78165,-38.226402,-32.728893,-63.623344,16931.266,18905.148,4287.204
0.088,190396.97,229579.25,170047.53,324.71936,307.99203,353.78165,-36.738388,-31.059593,-68.37292,17281.088,19244.943,3976.4043
0.0885,194621.19,235042.67,173691.06,324.71936,307.99203,353.78165,-33.961655,-28.299664,-70.759125,17684.016,19645.225,3698.4712
0.089,196485.6,237474.83,175462.88,324.71936,307.99203,353.78165,-29.993443,-24.545967,-70.699646,17874.422,19837.29,3575.975
0.0895,198262.67,239840.16,177355.97,324.71936,307.99203,353.78165,-24.973057,-19.93042,-68.1968,18055.148,20023.822,3399.386
0.09,199034.6,240905.4,178239.55,324.71936,307.99203,353.78165,-19.076332,-14.615126,-63.336132,18118.63,20092.615,3254.5085
0.0905,200006.75,242311.05,179254.69,324.71936,307.99203,353.78165,-12.510343,-8.786698,-56.286602,18156.055,20139.283,2973.562
0.091,200742.39,243424.4,179894.61,324.71936,307.99203,353.78165,-5.505262,-2.6497474,-47.291267,18161.805,20149.244,2721.6763
0.0915,202257.67,245759.94,181094.4,324.71936,307.99203,353.78165,1.693298,3.5803382,-36.66084,18176.438,20160.955,2232.8225
0.092,203662.05,247915.56,182198.7,324.71936,307.99203,353.78165,8.832375,9.684642,-24.763273,18208.77,20182.682,1860.2968
0.0925,206479.72,252140.86,184466.11,324.71936,307.99203,353.78165,15.661697,15.449272,-12.009553,18317.861,20261.441,1234.5112
0.093,208850.06,255593.4,186408.83,324.71936,307.99203,353.78165,21.941849,20.67166,1.1594381,18441.27,20356.318,782.05695
0.0935,213069.95,261572.27,189903.83,324.71936,307.99203,337.1961,27.452215,25.168472,14.288542,18709.928,20574.465,269.51413
0.094,216227.06,265953.06,192532.83,306.40887,307.99203,337.1961,31.999693,28.7818,26.923956,18943.844,20772.363,611.7531
0.0945,221235.95,272791,196718.34,306.40887,307.99203,337.1961,35.424896,31.384779,38.628674,19366.938,21141.76,1385.5089
0.095,224595.28,277293.34,199528.8,306.40887,307.99203,337.1961,37.60726,32.88602,48.999096,19688.172,21427.957,1937.7632
0.0955,229364.67,283563.4,203509.81,306.40887,307.99203,337.1961,38.47055,33.23275,57.675735,20209.523,21897.285,2767.9644
0.096,232192.02,287175.44,205850.83,306.40887,307.99203,337.1961,37.984394,32.412766,64.359344,20568.746,22223.475,3341.5906
0.0965,235635.14,291370.53,208641.5,306.40887,307.99203,337.1961,36.16586,30.454954,68.81869,21099.295,22709.545,4193.512
0.097,237253.9,293187.56,209899.61,306.40887,307.99203,337.1961,33.07875,27.428041,70.89916,21434.346,23018.63,4758.523
0.0975,238472.1,294225.44,210736.6,306.40887,307.99203,337.1961,28.831158,23.43831,70.52955,21885.174,23441.092,5606.7246
0.098,238406.67,293722.75,210547.61,306.40887,307.99203,337.1961,23.572336,18.625816,67.722,22140.693,23685.568,6162.831
0.0985,236954.89,291169.75,209135.75,306.40887,275.76065,337.1961,17.48657,13.159494,62.573734,22444.258,23983.297,6965.2915
0.099,235112.44,288319.53,207479.77,306.40887,275.76065,337.1961,10.787275,7.2314324,55.262978,22587.996,24130.137,7475.7896
0.0995,231173.58,282494,204045.97,306.40887,275.76065,337.1961,3.7098258,1.0493323,46.04206,22711.627,24268.81,8208.932
0.1,227873.95,277734.03,201224.44,306.40887,275.76065,337.1961,-3.4972901,-5.1691794,35.229656,22733.627,24307.098,8672.315
0.1005,222148.62,269615.53,196396.61,306.40887,275.76065,337.1961,-10.582246,-11.206479,23.199644,22679.445,24287.46,9281.51
0.101,217970.53,263771.6,192906.95,306.40887,275.76065,337.1961,-17.295708,-16.850237,10.3675785,22589.615,24227.371,9653.893
0.1015,211440,254756.22,187479.19,306.40887,275.76065,337.1961,-23.402372,-21.902308,-2.822008,22385.604,24077.117,10136.101
0.102,207069.8,248786.8,183849.5,306.40887,275.76065,337.1961,-28.688017,-26.185312,-15.914817,22212.223,23944.13,10408.359
0.1025,200733.77,240226.52,178571.8,306.40887,275.76065,337.1961,-32.96701,-29.548885,-28.457481,21912.182,23709.17,10737.118
