Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.088,250620.77,289241.47,-261574.66,437.12778,451.63733,436.79355
0.0885,250628.92,289472.6,-261152.89,437.12778,451.63733,436.79355
0.089,250661.86,289839.62,-260431.48,437.12778,451.63733,436.79355
0.0895,250688.81,290052.53,-259938.58,437.12778,451.63733,436.79355
0.09,250718.22,290260.16,-259268.45,437.12778,451.63733,436.79355
0.0905,250719.55,290301.88,-258912.23,437.12778,451.63733,436.79355
0.091,250681.55,290199.8,-258567.48,437.12778,451.63733,436.79355
0.0915,250625.36,290021.25,-258478.88,437.12778,451.63733,436.79355
0.092,250496.14,289612.4,-258550.52,437.12778,451.63733,436.79355
0.0925,250384.28,289271.9,-258711.44,437.12778,451.63733,436.79355
0.093,250188.38,288717.38,-259055.31,437.12778,451.63733,436.79355
0.0935,251071.28,289391.72,-259950.11,437.12778,451.63733,436.79355
0.094,250792.9,288905.12,-260528.05,437.12778,451.63733,436.79355
0.0945,250665.4,288704.4,-261020.45,437.12778,451.63733,436.79355
0.095,250552.33,288574.5,-261825.19,437.12778,451.63733,436.79355
0.0955,250540.88,288569.97,-262323.12,437.12778,451.63733,436.79355
0.096,250627.94,288589.1,-262854.12,437.12778,451.63733,436.79355
0.0965,250734.31,288568.28,-263000.88,437.12778,451.63733,436.79355
0.097,250900.52,288454.8,-262896.88,437.12778,449.2919,435.50522
0.0975,250983.77,288337.0,-262660.72,437.12778,449.2919,435.50522
0.098,251061.36,288123.38,-262200.84,437.12778,449.2919,435.50522
0.0985,251100.7,287957.3,-261909.55,437.12778,449.2919,435.50522
0.099,251172.06,287635.84,-261608.14,437.12778,449.2919,435.50522
0.0995,251227.67,287342.7,-261535.58,435.9989,449.2919,435.50522
0.1,251293.34,286765.97,-261644.9,435.9989,449.2919,435.50522
0.1005,251311.11,286301.66,-261861.52,435.9989,449.2919,435.50522
0.101,251296.72,285535.25,-262365.2,435.9989,449.2919,435.50522
0.1015,251272.6,285013.66,-262784.94,435.9989,449.2919,435.50522
0.102,251235.05,284277.0,-263448.03,435.9989,449.2919,435.50522
0.1025,251209.03,283851.47,-263852.47,435.9989,449.2919,435.50522
0.103,251162.31,283368.75,-264311.62,435.9989,449.2919,435.50522
0.1035,251132.23,283171.22,-264483.2,435.9989,449.2919,435.50522
0.104,251115.86,283060.12,-264515.34,435.9989,449.2919,435.50522
0.1045,251138.4,283089.44,-264394.56,435.9989,449.2919,435.50522
0.105,251219.84,283232.9,-264045.84,435.9989,449.2919,435.50522
0.1055,251289.89,283362.28,-263734.9,435.9989,449.2919,435.50522
0.106,251386.08,283547.4,-263225.94,435.9989,449.2919,435.50522
0.1065,251432.1,283629.78,-262902.03,435.9989,449.2919,435.50522
0.107,251463.48,283626.7,-262519.28,435.9989,449.2919,435.50522
0.1075,251457.02,283518.4,-262370.66,435.9989,449.2919,435.50522
0.108,251399.05,283182.66,-262345.34,435.9989,449.2919,435.50522
0.1085,251326.08,282854.16,-262463.47,435.9989,449.2919,435.50522
0.109,251165.39,282249.06,-262812.7,435.9989,449.2919,435.50522
0.1095,251030.0,281804.78,-263130.5,435.9989,449.2919,435.50522
0.11,250803.44,281143.56,-263648.88,435.9989,449.2919,435.50522
0.1105,250650.67,280746.4,-263966.97,435.9989,449.2919,435.50522
0.111,250434.2,280272.34,-264318.84,435.9989,449.2919,435.50522
0.1115,250304.64,280066.38,-264430.4,435.9989,449.2919,435.50522
0.112,250139.2,279939.75,-264373.6,435.9989,449.2919,435.50522
0.1125,250050.58,279971.72,-264180.7,435.9989,449.2919,435.50522
0.113,249952.84,280149.47,-263673.88,435.9989,449.2919,435.50522
0.1135,249909.72,280320.22,-263216.12,435.9989,449.2919,435.50522
0.114,249870.7,280579.53,-262423.3,435.9989,449.28876,437.09598
0.1145,249855.55,280714.9,-261876.08,435.9989,449.28876,437.09598
0.115,249832.97,280799.16,-261123.08,435.9989,449.28876,437.09598
0.1155,249810.77,280749.22,-260712.62,435.9989,449.28876,437.09598
0.116,249752.84,280491.9,-260292.45,435.9989,449.28876,437.09598
0.1165,249691.4,280198.84,-260160.53,435.9989,449.28876,437.09598
0.117,249557.86,279607.47,-260183.78,436.43015,449.28876,437.09598
0.1175,249445.03,279143.34,-260327.83,436.43015,449.28876,437.09598
0.118,249257.58,278414.44,-260673.94,436.43015,449.28876,437.09598
0.1185,249130.86,277950.9,-260946.42,436.43015,449.28876,437.09598
0.119,248954.36,277353.38,-261329.98,436.43015,449.28876,437.09598
0.1195,248851.55,277049.9,-261522.38,436.43015,449.28876,437.09598
0.12,248727.55,276770.72,-261660.8,436.43015,449.28876,437.09598
0.1205,248670.5,276707.78,-261634.53,436.43015,449.28876,437.09598
0.121,248626.56,276778.5,-261411.14,436.43015,449.28876,437.09598
0.1215,248622.08,276911.72,-261150.88,436.43015,449.28876,437.09598
0.122,248638.45,277178.25,-260634.1,436.43015,449.28876,437.09598
0.1225,248657.45,277359.12,-260246.55,436.43015,449.28876,437.09598
0.123,248683.83,277561.88,-259679.7,436.43015,449.28876,437.09598
0.1235,248692.88,277616.47,-259359.77,436.43015,449.28876,437.09598
0.124,248676.03,277535.12,-259038.83,436.43015,449.28876,437.09598
0.1245,248634.95,277367.78,-258958.67,436.43015,449.28876,437.09598
0.125,248518.55,276964.9,-259052.28,436.43015,449.28876,437.09598
0.1255,248405.48,276616.16,-259245.08,436.43015,449.28876,437.09598
0.126,248201.06,276024.84,-259672.73,436.43015,449.28876,437.09598
0.1265,248050.27,275617.4,-260003.52,436.43015,449.28876,437.09598
0.127,247820.75,275046.44,-260482.89,436.43015,449.28876,437.09598
0.1275,247674.0,274730.9,-260744.42,436.43015,449.28876,437.09598
0.128,247474.83,274405.8,-260983.94,436.43015,449.28876,437.09598
0.1285,247363.72,274304.66,-261011.08,436.43015,449.28876,437.09598
0.129,247237.11,274318.4,-260826.42,436.43015,449.28876,437.09598
0.1295,247179.66,274421.03,-260557.52,436.43015,449.28876,437.09598
0.13,247130.0,274657.88,-259970.25,436.43015,449.28876,437.09598
0.1305,247114.47,274832.6,-259493.58,436.43015,449.28876,437.09598
0.131,247108.14,275048.28,-258735.1,436.43015,449.28876,437.09598
0.1315,247108.98,275123.62,-258250.3,436.43015,445.7614,435.376
0.132,247104.02,275077.25,-257640.53,436.43015,445.7614,435.376
0.1325,247084.94,274924.34,-257352.83,436.43015,445.7614,435.376
0.133,247018.19,274514.1,-257134.92,436.43015,445.7614,435.376
0.1335,246944.84,274133.6,-257134.5,436.43015,445.7614,435.376
0.134,246799.06,273455.3,-257325.45,433.745,445.7614,435.376
0.1345,246685.36,272966.66,-257550.42,433.745,445.7614,435.376
0.135,246510.45,272245.88,-257962.0,433.745,445.7614,435.376
0.1355,246398.23,271815.84,-258240.86,433.745,445.7614,435.376
0.136,246249.75,271305.22,-258590.4,433.745,445.7614,435.376
0.1365,246170.62,271080.62,-258739.8,433.745,445.7614,435.376
0.137,246090.03,270930.88,-258795.17,433.745,445.7614,435.376
0.1375,246064.53,270947.62,-258709.44,433.745,445.7614,435.376
0.138,246065.88,271109.53,-258404.86,433.745,445.7614,435.376
0.1385,246086.3,271276.38,-258104.44,433.745,445.7614,435.376
0.139,246132.22,271549.03,-257572.7,433.745,445.7614,435.376
0.1395,246164.06,271702.5,-257207.02,433.745,445.7614,435.376
0.14,246194.97,271829.1,-256727.94,433.745,445.7614,435.376
0.1405,246194.83,271820.62,-256497.7,433.745,445.7614,435.376
0.141,246152.2,271648.34,-256339.44,433.745,445.7614,435.376
0.1415,246093.19,271422.84,-256373.38,433.745,445.7614,435.376
0.142,245963.19,270951.3,-256624.78,433.745,445.7614,435.376
0.1425,245851.86,270573.94,-256900.28,433.745,445.7614,435.376
0.143,245658.95,269974.25,-257405.56,433.745,445.7614,435.376
0.1435,246060.78,270187.16,-258407.14,433.745,445.7614,435.376
0.144,245829.81,269671.75,-258992.47,433.745,445.7614,435.376
0.1445,245716.72,269439.9,-259412.77,433.745,445.7614,435.376
0.145,245607.86,269273.94,-260011.62,433.745,445.7614,435.376
0.1455,245587.14,269266.2,-260331.9,433.745,445.7614,435.376
0.146,245642.27,269334.7,-260592.72,433.745,445.7614,435.376
