Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0204,255056.6,277321.6,-267717.34,442.2354,463.49384,430.80322
0.0206,255023.2,277357.34,-267517.56,442.2354,463.49384,430.80322
0.0208,254986.36,277368.25,-267350.88,442.2354,463.49384,430.80322
0.021,254944.19,277351.8,-267218.75,442.2354,463.49384,430.80322
0.0212,254897.33,277307.2,-267121.28,442.2354,463.49384,430.80322
0.0214,254845.34,277237.94,-267058.8,442.2354,463.49384,430.80322
0.0216,254786.56,277145.2,-267029.75,442.2354,463.49384,430.80322
0.0218,254722.5,277029.16,-267032.0,442.2354,463.49384,430.80322
0.022,254652.56,276892.97,-267063.62,442.2354,463.49384,430.80322
0.0222,254576.02,276739.88,-267121.5,442.2354,463.49384,430.80322
0.0224,254493.98,276573.84,-267202.62,442.2354,463.49384,430.80322
0.0226,254405.92,276398.56,-267301.62,442.2354,463.49384,430.80322
0.0228,254312.7,276216.4,-267412.94,442.2354,463.49384,430.80322
0.023,254215.66,276031.88,-267533.0,442.2354,463.49384,430.80322
0.0232,254114.7,275849.5,-267655.03,442.2354,463.49384,430.80322
0.0234,254011.2,275672.0,-267773.12,442.2354,463.49384,430.80322
0.0236,253906.2,275501.94,-267883.66,442.2354,463.49384,430.80322
0.0238,253800.23,275342.66,-267980.94,442.2354,463.49384,430.80322
0.024,253694.23,275198.03,-268059.8,442.2354,463.49384,430.80322
0.0242,253589.0,275069.34,-268117.7,442.2354,463.49384,430.80322
0.0244,253485.06,274959.6,-268150.8,442.2354,463.49384,430.80322
0.0246,253383.0,274872.9,-268156.12,442.2354,463.49384,430.80322
0.0248,253283.52,274810.1,-268132.12,442.2354,463.49384,430.80322
0.025,253186.73,274771.6,-268076.1,442.2354,463.49384,430.80322
0.0252,253093.12,274758.53,-267987.12,442.2354,463.49384,430.80322
0.0254,253003.39,274771.34,-267865.62,442.2354,463.49384,430.80322
0.0256,252917.77,274809.94,-267710.62,442.2354,463.49384,430.80322
0.0258,252836.42,274872.12,-267523.3,442.2354,463.49384,430.80322
0.026,252759.45,274956.03,-267306.9,442.2354,463.49384,430.80322
0.0262,252686.94,275060.16,-267061.8,442.2354,463.49384,430.80322
0.0264,252618.77,275180.72,-266790.4,442.2354,463.49384,430.80322
0.0266,252554.31,275314.9,-266498.4,442.2354,463.49384,430.80322
0.0268,252493.64,275458.62,-266188.2,442.2354,463.49384,430.80322
0.027,252436.34,275608.44,-265864.12,442.2354,463.49384,430.80322
0.0272,252381.67,275760.75,-265531.25,442.2354,463.49384,430.80322
0.0274,252329.08,275909.16,-265192.8,442.2354,463.49384,430.80322
0.0276,252277.66,276052.4,-264855.44,442.2354,463.49384,430.80322
0.0278,252226.75,276187.16,-264523.6,442.2354,463.49384,430.80322
0.028,252175.4,276307.9,-264200.94,442.2354,463.49384,430.80322
0.0282,252123.45,276413.34,-263893.66,442.2354,463.49384,430.80322
0.0284,252070.45,276499.25,-263605.12,442.2354,457.53452,430.80322
0.0286,252015.22,276564.4,-263338.34,442.2354,457.53452,430.80322
0.0288,251957.38,276607.06,-263097.38,442.2354,457.53452,430.80322
0.029,251896.23,276621.72,-262884.38,442.2354,457.53452,430.80322
0.0292,251830.88,276611.22,-262701.06,442.2354,457.53452,430.80322
0.0294,251760.95,276576.2,-262548.38,437.2199,457.53452,430.80322
0.0296,251686.14,276512.38,-262427.3,437.2199,457.53452,430.80322
0.0298,251606.12,276423.62,-262337.03,437.2199,457.53452,430.80322
0.03,251520.72,276312.53,-262275.8,437.2199,457.53452,430.80322
0.0302,251429.56,276180.3,-262243.53,437.2199,457.53452,430.80322
0.0304,251333.48,276030.38,-262236.53,437.2199,457.53452,430.80322
0.0306,251232.94,275864.03,-262251.22,437.2199,457.53452,430.80322
0.0308,251128.17,275684.84,-262286.1,437.2199,457.53452,430.80322
0.031,251020.08,275497.44,-262335.44,437.2199,457.53452,430.80322
0.0312,250909.6,275304.72,-262395.3,437.2199,457.53452,430.80322
0.0314,250798.0,275108.94,-262462.47,437.2199,457.53452,430.80322
0.0316,250686.36,274914.94,-262530.7,437.2199,457.53452,430.80322
0.0318,250575.5,274726.78,-262596.9,437.2199,457.53452,430.80322
0.032,250466.47,274546.47,-262656.2,437.2199,457.53452,430.80322
0.0322,250360.22,274378.12,-262702.84,437.2199,457.53452,430.80322
0.0324,250257.52,274223.25,-262734.9,437.2199,457.53452,430.80322
0.0326,250159.02,274084.0,-262748.12,437.2199,457.53452,430.80322
0.0328,250065.33,273964.62,-262738.06,437.2199,457.53452,430.80322
0.033,249976.78,273865.44,-262703.44,437.2199,457.53452,430.80322
0.0332,249893.88,273788.16,-262642.25,437.2199,457.53452,430.80322
0.0334,249817.08,273734.44,-262552.25,437.2199,457.53452,430.80322
0.0336,249746.3,273703.22,-262432.4,437.2199,457.53452,430.80322
0.0338,249681.84,273695.16,-262283.66,437.2199,457.53452,430.80322
0.034,249623.88,273709.44,-262105.98,437.2199,457.53452,430.80322
0.0342,249572.0,273744.72,-261900.95,437.2199,457.53452,430.80322
0.0344,249526.11,273799.44,-261670.73,437.2199,457.53452,430.80322
