Time,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement1.Three-phase Meter1.POWER_Q,measurement2.Three-phase Meter2.POWER_Q,measurement3.Three-phase Meter3.POWER_Q,measurement4.Three-phase Meter4.POWER_P,measurement5.Three-phase Meter5.POWER_P,measurement6.Three-phase Meter6.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_Q
4.7045,414.94244,388.1021,428.51163,-21.481226,27.849243,0.42170492,0.1332964,0.1339265,13.829644,-0.00635688,-0.002925603,-2.907262
4.705,414.94244,388.1021,428.51163,-21.47954,27.858366,0.42901766,0.13332155,0.13395277,13.832164,-0.006355831,-0.002944046,-2.904572
4.7055,414.94244,388.1021,428.51163,-21.47007,27.868086,0.44272608,0.13343339,0.1340713,13.840723,-0.006332875,-0.002954454,-2.8935797
4.706,414.94244,388.1021,428.51163,-21.465101,27.875544,0.45234847,0.13357264,0.1342158,13.850802,-0.006308328,-0.002954119,-2.8827052
4.7065,414.94244,388.1021,428.51163,-21.469038,27.893738,0.46513683,0.13389228,0.13453966,13.873262,-0.006266928,-0.002950867,-2.864266
4.707,414.94244,388.1021,428.51163,-21.483418,27.912954,0.4713686,0.13417836,0.13482408,13.892944,-0.006241455,-0.002951593,-2.8520262
4.7075,414.94244,388.1021,428.51163,-21.241728,27.416803,0.47005054,0.13232435,0.13399324,13.715211,-0.006068459,-0.00291966,-2.867707
4.708,414.94244,388.1021,428.51163,-20.995176,26.930132,0.47298688,0.12970184,0.13245761,13.819555,-0.005880066,-0.002862203,-3.023606
4.7085,414.94244,388.1021,428.51163,-20.963612,26.891653,0.5041632,0.12841149,0.13151217,14.32183,-0.00577582,-0.002803181,-3.2454112
4.709,414.94244,388.1021,428.51163,-20.870594,26.78138,0.54868627,0.1272493,0.13064004,14.583911,-0.005679273,-0.002735701,-3.3656912
4.7095,414.94244,388.1021,428.51163,-20.632383,26.527254,0.6619219,0.12532471,0.12907101,14.903271,-0.005495259,-0.002576672,-3.5084758
4.71,429.40375,404.77908,428.51163,-20.425083,26.32894,0.76153636,0.124020495,0.1279309,15.082342,-0.005353107,-0.002427368,-3.5810592
4.7105,429.40375,404.77908,428.51163,-20.072739,26.036186,0.9183014,0.122124776,0.12623401,15.314904,-0.005112631,-0.002143225,-3.6583178
4.711,429.40375,404.77908,428.51163,-19.822325,25.859768,1.009805,0.12093293,0.12519082,15.451174,-0.004931412,-0.001923583,-3.6884992
4.7115,429.40375,404.77908,428.51163,-19.43115,25.624477,1.1117221,0.11931028,0.12384652,15.6355,-0.004620723,-0.001571904,-3.6985729
4.712,429.40375,404.77908,428.51163,-19.16237,25.479443,1.1591941,0.118379325,0.123119146,15.751263,-0.004388695,-0.001335558,-3.6805513
4.7125,429.40375,404.77908,428.51163,-18.759882,25.268816,1.2194977,0.1172717,0.12228542,15.922632,-0.004016542,-0.000994372,-3.6222994
4.713,429.40375,404.77908,428.51163,-18.50566,25.133883,1.2643006,0.116741896,0.12189641,16.04059,-0.003765785,-0.000781339,-3.569903
4.7135,429.40375,404.77908,438.8211,-18.171137,24.952353,1.3462256,0.11624154,0.12155422,16.22378,-0.003409712,-0.00048923,-3.4886167
4.714,429.40375,404.77908,438.8211,-17.989697,24.85453,1.4064021,0.11607157,0.12147835,16.349066,-0.003196577,-0.000316093,-3.4373505
4.7145,429.40375,404.77908,438.8211,-17.78472,24.752281,1.490453,0.11599217,0.12156001,16.537254,-0.002927013,-9.50E-05,-3.373658
4.715,429.40375,404.77908,438.8211,-17.68957,24.713655,1.535656,0.116019,0.12171118,16.659225,-0.002780709,2.35E-05,-3.3437195
4.7155,429.40375,404.77908,438.8211,-17.601046,24.692354,1.585351,0.11612703,0.1220055,16.836834,-0.002610024,0.000155691,-3.3135278
4.716,429.40375,404.77908,438.8211,-17.574018,24.69625,1.6100783,0.11622076,0.12219849,16.947943,-0.002527043,0.000214862,-3.3038034
4.7165,429.40375,404.77908,438.8211,-17.573185,24.719023,1.6419683,0.11635638,0.12241317,17.099342,-0.002444463,0.000267597,-3.3049896
4.717,429.40375,404.77908,438.8211,-17.591024,24.739906,1.661253,0.11641609,0.12248036,17.19241,-0.00241309,0.000285021,-3.3141253
4.7175,429.40375,404.77908,438.8211,-17.626343,24.770697,1.6841673,0.11641559,0.12245208,17.313055,-0.002391855,0.000296348,-3.336792
4.718,429.40375,404.77908,438.8211,-17.642231,24.78622,1.6929798,0.11634018,0.122351676,17.37751,-0.002383903,0.000300222,-3.3544888
4.7185,429.40375,404.77908,438.8211,-17.639875,24.794466,1.6969235,0.11610299,0.12210124,17.452057,-0.002372149,0.000309396,-3.3792927
4.719,429.40375,404.77908,438.8211,-17.616783,24.786652,1.6973438,0.115873575,0.1218867,17.48798,-0.002354324,0.000322126,-3.389143
4.7195,429.40375,404.77908,438.8211,-17.550465,24.752644,1.7045935,0.11546742,0.12153382,17.526197,-0.002302763,0.000357185,-3.3901856
4.72,429.40375,404.77908,438.8211,-17.487953,24.715939,1.7184099,0.11518971,0.121306114,17.544716,-0.002249061,0.000393678,-3.3803654
4.7205,429.40375,404.77908,438.8211,-17.372791,24.645527,1.7545617,0.114825,0.1210306,17.569954,-0.002140233,0.000469709,-3.3460195
4.721,429.40375,404.77908,438.8211,-17.286201,24.593859,1.7866304,0.114649795,0.12092356,17.588713,-0.002051499,0.000533399,-3.3117385
4.7215,429.40375,404.77908,438.8211,-17.152195,24.520977,1.8398668,0.11453576,0.120926484,17.625229,-0.001901938,0.000642578,-3.246112
4.722,429.40375,404.77908,438.8211,-17.068401,24.482346,1.8751593,0.114581406,0.12105686,17.657484,-0.001796444,0.000719194,-3.197525
4.7225,429.40375,404.77908,438.8211,-16.967644,24.449638,1.923912,0.11485449,0.12145703,17.72244,-0.001639008,0.000828686,-3.1208792
4.723,429.40375,404.77908,438.8211,-16.925983,24.449009,1.9525423,0.11517682,0.1218542,17.77815,-0.001541503,0.000891389,-3.068831
4.7235,429.40375,404.77908,438.8211,-16.912493,24.48395,1.9883935,0.11585849,0.12261583,17.879396,-0.001419051,0.000959824,-2.9983733
4.724,429.40375,404.77908,438.8211,-16.939207,24.531832,2.0065384,0.116425306,0.12320791,17.958036,-0.001359176,0.0009837,-2.9600883
4.7245,429.40375,404.77908,438.8211,-17.03263,24.639114,2.0230908,0.11739149,0.12416848,18.088074,-0.001310944,0.000981993,-2.9196165
4.725,429.40375,404.77908,438.8211,-17.127823,24.73224,2.0262127,0.11807705,0.12482289,18.17673,-0.001310776,0.000954743,-2.9059732
4.7255,429.40375,404.77908,438.8211,-17.311745,24.897957,2.019231,0.11909472,0.12576593,18.310503,-0.001355103,0.000876029,-2.9074667
4.726,429.40375,404.77908,438.8211,-17.454958,25.020262,2.0079305,0.11972719,0.12633705,18.396015,-0.001411469,0.000801021,-2.922003
4.7265,429.40375,404.77908,438.8211,-17.686457,25.211237,1.984073,0.12055717,0.1270621,18.51002,-0.001527144,0.00066211,-2.960108
4.727,424.32535,387.14615,438.8211,-17.841871,25.337368,1.9656106,0.12101135,0.12743925,18.575296,-0.001618486,0.000557387,-2.994712
4.7275,424.32535,387.14615,438.8211,-18.062782,25.515598,1.9374144,0.12152447,0.12783189,18.65569,-0.001765453,0.00039248,-3.054336
4.728,424.32535,387.14615,438.8211,-18.19529,25.623402,1.9198698,0.121753775,0.12798093,18.697184,-0.001863878,0.000283276,-3.0962288
4.7285,424.32535,387.14615,438.8211,-18.36502,25.76489,1.8972847,0.12194469,0.1280565,18.741636,-0.002001437,0.000129344,-3.1576805
4.729,424.32535,387.14615,438.8211,-18.457453,25.845095,1.8853073,0.121985175,0.12802783,18.761337,-0.002082592,3.70E-05,-3.1938806
4.7295,424.32535,387.14615,438.8211,-18.566227,25.945066,1.8722572,0.12195526,0.12790626,18.779026,-0.002183797,-8.23E-05,-3.2380607
4.73,424.32535,387.14615,438.8211,-18.621231,25.999447,1.8666015,0.12190109,0.12779701,18.785242,-0.002237219,-0.000148304,-3.2594793
4.7305,424.32535,387.14615,446.70877,-18.683458,26.06606,1.861601,0.12180694,0.12762924,18.789957,-0.002294821,-0.00022798,-3.2814958
4.731,424.32535,387.14615,446.70877,-18.715954,26.10302,1.8596433,0.1217574,0.12753297,18.792631,-0.002320701,-0.000270042,-3.2907214
4.7315,424.32535,387.14615,446.70877,-18.759588,26.152082,1.8570645,0.12172624,0.1274328,18.80061,-0.002347025,-0.000321095,-3.294275
4.732,424.32535,387.14615,446.70877,-18.789593,26.183086,1.8546491,0.12173842,0.127401,18.808449,-0.002359611,-0.000350077,-3.2931006
4.7325,424.32535,387.14615,446.70877,-18.84122,26.230007,1.8488485,0.121806815,0.12740289,18.824095,-0.002378533,-0.000390914,-3.290449
4.733,424.32535,387.14615,446.70877,-18.881395,26.262287,1.8432347,0.12187556,0.1274295,18.838123,-0.002393128,-0.000418709,-3.2884686
4.7335,424.32535,387.14615,446.70877,-18.949303,26.312187,1.8323988,0.121993534,0.12748754,18.856766,-0.002421026,-0.000463634,-3.2862294
4.734,424.32535,387.14615,446.70877,-18.997023,26.34531,1.8242036,0.122067966,0.12752463,18.869045,-0.00244012,-0.000495783,-3.2864742
4.7345,424.32535,387.14615,446.70877,-19.066366,26.391407,1.8123,0.122148976,0.12755747,18.88725,-0.002472343,-0.000545503,-3.2907014
4.735,424.32535,387.14615,446.70877,-19.107313,26.418093,1.8058642,0.12217375,0.12755656,18.894686,-0.002495209,-0.000577718,-3.2921886
4.7355,424.32535,387.14615,446.70877,-19.154564,26.449886,1.8002639,0.122159705,0.12751704,18.898623,-0.002525469,-0.000620642,-3.2927952
4.736,424.32535,387.14615,446.70877,-19.173576,26.464348,1.7999105,0.122117646,0.12746873,18.897959,-0.00253674,-0.000643294,-3.290902
4.7365,424.32535,387.14615,446.70877,-19.179838,26.475197,1.8050873,0.12201756,0.12737894,18.89243,-0.002539188,-0.000664886,-3.2812078
4.737,424.32535,387.14615,446.70877,-19.168695,26.47544,1.8125527,0.121942185,0.12732096,18.887049,-0.002528118,-0.000669624,-3.268852
4.7375,424.32535,387.14615,446.70877,-19.13236,26.467579,1.829856,0.12184761,0.12726504,18.878931,-0.002491118,-0.00066164,-3.2402344
4.738,424.32535,387.14615,446.70877,-19.098934,26.459291,1.845139,0.12181734,0.12726578,18.875965,-0.002453812,-0.000646943,-3.213124
4.7385,424.32535,387.14615,446.70877,-19.04401,26.447224,1.8722872,0.12185304,0.1273512,18.878708,-0.002382555,-0.000613928,-3.1633961
4.739,424.32535,387.14615,446.70877,-19.009928,26.44263,1.8918389,0.1219466,0.12747622,18.885607,-0.002328249,-0.000587398,-3.1253142
4.7395,424.32535,387.14615,446.70877,-18.971989,26.445927,1.9204285,0.12220583,0.127776,18.907024,-0.002243811,-0.000546776,-3.0655355
4.74,424.32535,387.14615,446.70877,-18.960161,26.457348,1.9373275,0.122459784,0.12804912,18.930231,-0.00219002,-0.00052292,-3.0241525
4.7405,424.32535,387.14615,446.70877,-18.968334,26.491047,1.9572719,0.12294639,0.12855391,18.976505,-0.002119443,-0.000497949,-2.9654653
4.741,424.32535,387.14615,446.70877,-18.99283,26.525093,1.9662876,0.123329125,0.12893859,19.013063,-0.002083904,-0.000491243,-2.9314022
4.7415,424.32535,387.14615,446.70877,-19.05755,26.592375,1.9732813,0.12395751,0.12955339,19.07573,-0.002051127,-0.000498867,-2.88953
4.742,424.32535,387.14615,446.70877,-19.11707,26.646427,1.973992,0.12438963,0.12996693,19.118954,-0.002045121,-0.000516024,-2.8675165
4.7425,424.32535,387.14615,446.70877,-19.223688,26.737438,1.9703238,0.12502009,0.13055703,19.183086,-0.002057997,-0.000558068,-2.8453496
4.743,424.32535,387.14615,446.70877,-19.300789,26.80154,1.9656483,0.12540644,0.13091332,19.224836,-0.002077253,-0.0005946,-2.8373716
4.7435,424.32535,387.14615,446.70877,-19.415375,26.897326,1.957063,0.12590982,0.13137306,19.279818,-0.002113055,-0.000656768,-2.8314989
4.744,438.97406,405.96634,446.70877,-19.485567,26.958538,1.9514288,0.12618704,0.13162531,19.309553,-0.002140793,-0.000699682,-2.8292568
4.7445,438.97406,405.96634,446.70877,-19.574633,27.042675,1.9451357,0.12651643,0.13192672,19.34639,-0.002177448,-0.000760598,-2.82788
4.745,438.97406,405.96634,446.70877,-19.620913,27.0925,1.9434183,0.12668614,0.13208552,19.365837,-0.002195131,-0.000796161,-2.8247714
4.7455,438.97406,405.96634,446.70877,-19.670055,27.157604,1.94569,0.12689027,0.1322845,19.389486,-0.00220793,-0.000838633,-2.8148277
4.746,438.97406,405.96634,446.70877,-19.690926,27.1955,1.9504813,0.1270111,0.13240792,19.402512,-0.002206209,-0.000858981,-2.8037596
4.7465,438.97406,405.96634,446.70877,-19.710005,27.247406,1.9616938,0.12720333,0.13260847,19.422241,-0.002189265,-0.000878439,-2.7775445
4.747,438.97406,405.96634,446.70877,-19.719002,27.280869,1.9708608,0.12735666,0.13276744,19.437431,-0.002171356,-0.000885489,-2.756467
4.7475,438.97406,405.96634,457.12473,-19.734865,27.333471,1.9847769,0.12764625,0.1330617,19.463612,-0.002137381,-0.000891217,-2.7198172
4.748,438.97406,405.96634,457.12473,-19.751492,27.372246,1.9927042,0.12788573,0.1332992,19.485073,-0.002114039,-0.000894727,-2.6942055
4.7485,438.97406,405.96634,457.12473,-19.791908,27.438257,2.0005858,0.12831374,0.13371174,19.524164,-0.002083992,-0.00090485,-2.657619
4.749,438.97406,405.96634,457.12473,-19.83143,27.487919,2.0024981,0.12863481,0.13401425,19.55565,-0.002071133,-0.00091753,-2.6349006
4.7495,438.97406,405.96634,457.12473,-19.910442,27.5701,2.0000603,0.12914382,0.13448326,19.604698,-0.002067765,-0.000948575,-2.6081653
4.75,438.97406,405.96634,457.12473,-19.974669,27.628685,1.9951396,0.12948225,0.13478725,19.638458,-0.002076817,-0.000977951,-2.596231
4.7505,438.97406,405.96634,457.12473,-20.082088,27.718224,1.9839262,0.12995087,0.1351974,19.68641,-0.002106509,-0.001033715,-2.5854788
4.751,438.97406,405.96634,457.12473,-20.15599,27.776226,1.9749442,0.13021804,0.13542369,19.714327,-0.002132409,-0.001076627,-2.5832973
4.7515,438.97406,405.96634,457.12473,-20.260302,27.85551,1.9614435,0.13052407,0.13567244,19.748922,-0.002181931,-0.001144334,-2.5861
4.752,438.97406,405.96634,457.12473,-20.320065,27.900284,1.9537928,0.13065495,0.13577293,19.76507,-0.002214588,-0.001188213,-2.5895836
4.7525,438.97406,405.96634,457.12473,-20.387552,27.952316,1.9465818,0.13074216,0.13582967,19.776205,-0.002255089,-0.001246125,-2.5918689
4.753,438.97406,405.96634,457.12473,-20.414104,27.975794,1.945629,0.13073692,0.13581446,19.777012,-0.002270899,-0.001276291,-2.5912983
4.7535,438.97406,405.96634,457.12473,-20.424103,27.993832,1.9509684,0.13065712,0.13573903,19.770254,-0.002276336,-0.00130471,-2.5829532
4.754,438.97406,405.96634,457.12473,-20.411556,27.99546,1.9592131,0.13057652,0.13567418,19.76261,-0.002266263,-0.001311017,-2.570514
4.7545,438.97406,405.96634,457.12473,-20.369188,27.985874,1.9781861,0.13046111,0.13559376,19.748837,-0.002226524,-0.001301357,-2.539719
4.755,438.97406,405.96634,457.12473,-20.33001,27.974445,1.9944882,0.13041131,0.13557318,19.741215,-0.002185219,-0.001283353,-2.5100267
4.7555,438.97406,405.96634,457.12473,-20.265104,27.955572,2.0221975,0.130413,0.13562329,19.736227,-0.002107968,-0.001243343,-2.455726
4.756,438.97406,405.96634,457.12473,-20.224028,27.94531,2.0412602,0.13048099,0.13572256,19.7378,-0.002049361,-0.001211564,-2.414257
4.7565,438.97406,405.96634,457.12473,-20.175034,27.938494,2.0680623,0.13069408,0.13597693,19.749884,-0.001957586,-0.001162876,-2.3483255
4.757,438.97406,405.96634,457.12473,-20.15531,27.941744,2.083404,0.13090754,0.13621223,19.76473,-0.001897884,-0.001133667,-2.30515
4.7575,438.97406,405.96634,457.12473,-19.936796,27.623564,2.097299,0.12945239,0.13559552,19.627634,-0.001725698,-0.001066505,-2.2754836
4.758,438.97406,405.96634,457.12473,-19.718504,27.3276,2.113566,0.12737778,0.13439384,19.696232,-0.001593893,-0.001010829,-2.3598726
4.7585,438.97406,405.96634,457.12473,-19.637177,27.295717,2.1609952,0.1263755,0.13366802,20.061258,-0.001521945,-0.000958365,-2.4613314
4.759,438.97406,405.96634,457.12473,-19.528883,27.203594,2.213302,0.12549819,0.13301544,20.245378,-0.001458174,-0.000905354,-2.5113363
4.7595,438.97406,405.96634,457.12473,-19.295172,26.993296,2.3304021,0.124055944,0.13185804,20.458502,-0.001342232,-0.000789996,-2.5591388
4.76,438.97406,405.96634,457.12473,-19.104979,26.831596,2.4272907,0.123076886,0.13102557,20.575043,-0.00125427,-0.000686567,-2.5780137
4.7605,438.97406,405.96634,457.12473,-18.791086,26.597597,2.5758424,0.12164505,0.12979688,20.717203,-0.001105312,-0.00049495,-2.5820425
4.761,449.3099,414.31152,457.12473,-18.570436,26.459906,2.6625664,0.120739035,0.1290466,20.79427,-0.000991192,-0.000349017,-2.5686207
4.7615,449.3099,414.31152,457.12473,-18.225191,26.281183,2.7628078,0.11950089,0.12808372,20.893322,-0.000794592,-0.00011674,-2.5189419
4.762,449.3099,414.31152,457.12473,-17.986624,26.173464,2.8132315,0.118789434,0.12756386,20.953365,-0.000646954,3.94E-05,-2.4656086
4.7625,449.3099,414.31152,457.12473,-17.626492,26.019129,2.8808732,0.117942065,0.12696996,21.044514,-0.000408789,0.000266432,-2.360406
4.763,449.3099,414.31152,457.12473,-17.396482,25.921303,2.9297192,0.11753722,0.12669663,21.111004,-0.000246237,0.000409556,-2.2776244
4.7635,449.3099,414.31152,457.12473,-17.088135,25.791117,3.0134735,0.11715607,0.12646876,21.220749,-1.06E-05,0.000608034,-2.1468287
4.764,449.3099,414.31152,457.12473,-16.915428,25.721865,3.072193,0.11702724,0.12643403,21.300516,0.000132652,0.000727273,-2.063547
4.7645,449.3099,414.31152,464.70554,-16.710108,25.650557,3.1526668,0.11697053,0.12653388,21.425127,0.000318859,0.000881952,-1.9500582
4.765,449.3099,414.31152,464.70554,-16.607664,25.624258,3.1963344,0.116996266,0.12667498,21.507284,0.000422677,0.000966522,-1.8871495
4.7655,449.3099,414.31152,464.70554,-16.502144,25.610538,3.246605,0.11708799,0.12693444,21.630867,0.000545457,0.001063416,-1.8105344
4.766,449.3099,414.31152,464.70554,-16.461563,25.614027,3.2733412,0.1171663,0.127099,21.71108,0.000605953,0.001108678,-1.772041
4.7665,449.3099,414.31152,464.70554,-16.43822,25.630405,3.3087528,0.117270835,0.12727535,21.823587,0.000667402,0.001152041,-1.7331523
4.767,449.3099,414.31152,464.70554,-16.440636,25.644665,3.3297753,0.11730778,0.12732323,21.892593,0.000690729,0.001168557,-1.7199214
4.7675,449.3099,414.31152,464.70554,-16.452885,25.664082,3.3543289,0.11727723,0.12727554,21.97573,0.000706662,0.001182368,-1.7125008
4.768,449.3099,414.31152,464.70554,-16.455519,25.67158,3.3642964,0.11718228,0.12716606,22.019512,0.00071035,0.001188481,-1.7137116
4.7685,449.3099,414.31152,464.70554,-16.436705,25.668943,3.3710554,0.116921864,0.12690297,22.062479,0.000715765,0.001199428,-1.716826
4.769,449.3099,414.31152,464.70554,-16.405056,25.655174,3.3739543,0.11667879,0.12667815,22.07754,0.000726555,0.001211186,-1.7158211
4.7695,449.3099,414.31152,464.70554,-16.328121,25.61532,3.384545,0.11625082,0.12630334,22.080818,0.000760911,0.001240079,-1.7008196
4.77,449.3099,414.31152,464.70554,-16.259043,25.577032,3.3995037,0.11595184,0.12605405,22.073992,0.000796335,0.001268575,-1.6786671
4.7705,449.3099,414.31152,464.70554,-16.133327,25.507217,3.435124,0.115539566,0.12572984,22.059216,0.000869721,0.001326326,-1.631217
4.771,449.3099,414.31152,464.70554,-16.038853,25.457268,3.4657183,0.115317754,0.12557565,22.050823,0.000930501,0.001373995,-1.5883229
4.7715,449.3099,414.31152,464.70554,-15.891813,25.387209,3.51645,0.115109354,0.12547956,22.046253,0.001035437,0.001455044,-1.50893
4.772,449.3099,414.31152,464.70554,-15.798941,25.349495,3.5505898,0.11507273,0.12552205,22.052935,0.001109308,0.001511702,-1.4493622
4.7725,449.3099,414.31152,464.70554,-15.681145,25.31473,3.5989325,0.11519064,0.12575495,22.080948,0.001221799,0.001592835,-1.3497112
4.773,449.3099,414.31152,464.70554,-15.62466,25.309185,3.6279588,0.115386546,0.12601714,22.112938,0.00129324,0.00163978,-1.2845347
4.7735,449.3099,414.31152,464.70554,-15.583251,25.330349,3.6648185,0.11584436,0.12654285,22.180017,0.001383012,0.001692302,-1.1911937
4.774,449.3099,414.31152,464.70554,-15.587442,25.364613,3.683757,0.11623877,0.12695718,22.236137,0.001427784,0.001712149,-1.1382785
4.7745,449.3099,414.31152,464.70554,-15.641447,25.444221,3.7018025,0.1169136,0.12762466,22.334486,0.001465169,0.001715807,-1.0770034
4.775,449.3099,414.31152,464.70554,-15.7067585,25.513786,3.7063026,0.11738367,0.12806858,22.407925,0.001469064,0.001700128,-1.0510681
4.7755,449.3099,414.31152,464.70554,-15.840462,25.636377,3.7022116,0.11805864,0.12868008,22.51357,0.001442717,0.001650806,-1.0363972
4.776,449.3099,414.31152,464.70554,-15.9464655,25.725208,3.693489,0.11845509,0.12902352,22.582022,0.001407637,0.001603004,-1.0426171
4.7765,449.3099,414.31152,464.70554,-16.116405,25.86,3.6744268,0.118929125,0.1294058,22.66919,0.00133272,0.001514904,-1.0683547
4.777,449.3099,414.31152,464.70554,-16.22834,25.945486,3.6596029,0.11914691,0.1295593,22.717587,0.001273351,0.001449475,-1.0962776
4.7775,449.3099,414.31152,464.70554,-16.381218,26.06035,3.637093,0.1193159,0.12963298,22.770666,0.001178557,0.001348964,-1.1464
4.778,449.3099,414.31152,464.70554,-16.466908,26.125069,3.6232686,0.11932668,0.12958519,22.79258,0.001117202,0.001284586,-1.1811337
4.7785,449.20758,404.19128,464.70554,-16.565252,26.202694,3.6059682,0.11921443,0.12939498,22.80429,0.001034973,0.001197947,-1.2297773
4.779,449.20758,404.19128,464.70554,-16.609911,26.241686,3.5973399,0.11907287,0.12921071,22.801706,0.000990001,0.001149147,-1.2556349
4.7795,449.20758,404.19128,464.70554,-16.648233,26.282944,3.5892322,0.11880429,0.12888917,22.784912,0.00094059,0.001091471,-1.2859205
4.78,449.20758,404.19128,464.70554,-16.65794,26.30108,3.5867808,0.11861266,0.12866849,22.769938,0.000919433,0.001063449,-1.298305
4.7805,449.20758,404.19128,464.70554,-16.656765,26.318956,3.5862222,0.11834661,0.12836303,22.745543,0.000903927,0.001035098,-1.3013889
4.781,449.20758,404.19128,464.70554,-16.650848,26.327543,3.5868871,0.11820095,0.12819171,22.731325,0.000902128,0.001023347,-1.2953655
4.7815,449.20758,404.19128,464.70554,-16.643541,26.340193,3.5875065,0.11804628,0.1279982,22.716803,0.000904126,0.001012255,-1.277075
4.782,449.20758,404.19128,469.00165,-16.643908,26.350607,3.5866458,0.117989,0.12791273,22.711508,0.000907628,0.001006558,-1.2628335
4.7825,449.20758,404.19128,469.00165,-16.657116,26.371513,3.5822837,0.11796321,0.12784003,22.70852,0.00090979,0.000996384,-1.2408929
4.783,449.20758,404.19128,469.00165,-16.675379,26.389378,3.57713,0.11797354,0.12781672,22.711569,0.000909434,0.000986641,-1.2274534
4.7835,449.20758,404.19128,469.00165,-16.7157,26.420439,3.5665503,0.118005194,0.12779443,22.717476,0.00089749,0.000966034,-1.2134734
4.784,449.20758,404.19128,469.00165,-16.748194,26.442139,3.5583334,0.118018,0.12777255,22.723505,0.000884216,0.000948573,-1.2082332
4.7845,449.20758,404.19128,469.00165,-16.797798,26.472538,3.5459616,0.11800265,0.12770781,22.726763,0.000858682,0.000918752,-1.2059002
4.785,449.20758,404.19128,469.00165,-16.826757,26.488947,3.5388405,0.11795768,0.12763537,22.724995,0.000841458,0.000898243,-1.2068181
4.7855,449.20758,404.19128,469.00165,-16.856457,26.50486,3.5318494,0.1178299,0.12747931,22.714182,0.000817429,0.000870266,-1.2080976
4.786,449.20758,404.19128,469.00165,-16.863596,26.508251,3.5306118,0.11770542,0.12734836,22.701727,0.000805848,0.000855688,-1.2065291
4.7865,449.20758,404.19128,469.00165,-16.851454,26.502138,3.53493,0.11747882,0.12712927,22.675964,0.000802456,0.000843059,-1.1994379
4.787,449.20758,404.19128,469.00165,-16.828196,26.491398,3.542157,0.117313854,0.12698281,22.654846,0.000809057,0.000841907,-1.1865063
4.7875,449.20758,404.19128,469.00165,-16.773884,26.468521,3.5591578,0.11708158,0.12679131,22.619764,0.000834073,0.000851548,-1.1545405
4.788,449.20758,404.19128,469.00165,-16.728508,26.451307,3.573951,0.11695628,0.1266994,22.59892,0.000860043,0.000864909,-1.1262304
4.7885,449.20758,404.19128,469.00165,-16.655542,26.427612,3.59961,0.11684646,0.12664016,22.572384,0.000911039,0.000892741,-1.073276
4.789,449.20758,404.19128,469.00165,-16.609451,26.416117,3.6177306,0.11683908,0.12666328,22.56216,0.000950201,0.00091423,-1.0331147
4.7895,449.20758,404.19128,469.00165,-16.55377,26.409899,3.6439216,0.11693873,0.1267988,22.560461,0.001011652,0.00094617,-0.96429896
4.79,449.20758,404.19128,469.00165,-16.530432,26.415094,3.6592808,0.117078826,0.12695357,22.56891,0.001051015,0.000964402,-0.9179387
4.7905,449.20758,404.19128,469.00165,-16.521904,26.43882,3.6771255,0.117385216,0.12726615,22.595612,0.001099069,0.000982698,-0.8515672
4.791,449.20758,404.19128,469.00165,-16.535343,26.465485,3.6847992,0.11763879,0.12751253,22.621826,0.001123212,0.000986886,-0.8118288
4.7915,449.20758,404.19128,469.00165,-16.583105,26.52023,3.6895971,0.11806169,0.12790667,22.665258,0.001142256,0.000979269,-0.7638183
4.792,449.20758,404.19128,469.00165,-16.63082,26.564629,3.688624,0.11834752,0.12816478,22.700481,0.001141553,0.00096478,-0.74027115
4.7925,449.20758,404.19128,469.00165,-16.718746,26.63866,3.6821988,0.11874569,0.1285122,22.74997,0.001122756,0.000930636,-0.7172151
4.793,449.20758,404.19128,469.00165,-16.782673,26.689703,3.6756794,0.118970476,0.12870196,22.7808,0.00110307,0.000901608,-0.7104073
4.7935,449.20758,404.19128,469.00165,-16.876032,26.764338,3.664486,0.119227424,0.12890771,22.816591,0.001065314,0.000853185,-0.70819855
4.794,449.20758,404.19128,469.00165,-16.93125,26.810118,3.657223,0.11933846,0.12899013,22.834381,0.001038425,0.00082044,-0.70965856
4.7945,449.20758,404.19128,469.00165,-16.996353,26.87021,3.6484923,0.119419895,0.12903953,22.850994,0.001002391,0.000775208,-0.7149602
4.795,449.20758,404.19128,469.00165,-17.025723,26.903732,3.645013,0.11942627,0.12903397,22.855247,0.000984346,0.00074979,-0.71504253
4.7955,450.22562,408.00183,469.00165,-17.048336,26.944494,3.6442106,0.11939131,0.12899427,22.853447,0.000969471,0.000721149,-0.70948327
4.796,450.22562,408.00183,469.00165,-17.050833,26.966688,3.6466746,0.119357854,0.12896454,22.849045,0.000968671,0.000708802,-0.6980309
4.7965,450.22562,408.00183,469.00165,-17.041824,26.99592,3.6542406,0.11932815,0.12894441,22.84092,0.000979125,0.000699424,-0.6698111
4.797,450.22562,408.00183,469.00165,-17.031996,27.01502,3.6610131,0.11933915,0.12896167,22.837395,0.000992374,0.000697953,-0.6477504
4.7975,450.22562,408.00183,469.00165,-17.020191,27.047428,3.6715884,0.11942227,0.12904987,22.837965,0.001018927,0.000699455,-0.60622925
