Time, Grid forming inverter (averaged).Controller.P1, Grid forming inverter (averaged)2.Controller.P1, Grid forming inverter (averaged)3.Controller.P1, Grid forming inverter (averaged).Controller.f1, Grid forming inverter (averaged)2.Controller.f1, Grid forming inverter (averaged)3.Controller.f1, measurement4.Three-phase Meter4.POWER_P, measurement5.Three-phase Meter5.POWER_P, measurement6.Three-phase Meter6.POWER_P, Timer
0.25, 2.2602035999298096, 0.0, 0.0, 59.99946212768555, 60.000160217285156, 60.000160217285156, 0.08583478629589081, 0.08595704287290573, 0.0854506865143776, 0.2935999929904938
0.5, 4.367760181427002, 0.0, 0.0, 59.99808883666992, 60.000160217285156, 60.000160217285156, 0.172129824757576, 0.1723572015762329, 0.17137151956558228, 0.5523999929428101
0.75, 2.5341107845306396, 0.0, 0.0, 59.32149124145508, 59.999839782714844, 59.999839782714844, 0.10634103417396545, 0.10654495656490326, 0.1058659553527832, 0.7936000227928162
1.0, 1.064671516418457, 0.0, 0.0, 59.321861267089844, 59.999839782714844, 59.999839782714844, 0.04463314265012741, 0.0447201207280159, 0.04443388432264328, 1.0449999570846558
1.25, 2.328057289123535, 0.0, 0.0, 59.82851791381836, 59.999839782714844, 59.999839782714844, 0.09284710884094238, 0.0929560661315918, 0.09243638068437576, 1.2941999435424805
1.5, 3.466134548187256, 0.0, 0.0, 59.82759475708008, 59.999839782714844, 59.999839782714844, 0.136056587100029, 0.13620835542678833, 0.1354515254497528, 1.5521999597549438
1.75, 2.551173210144043, 0.0, 0.0, 59.07017517089844, 59.999839782714844, 59.999839782714844, 0.0808987021446228, 0.08099596202373505, 0.08055169880390167, 1.7954000234603882
2.0, 1.7742339372634888, 0.0, -0.0, 59.070804595947266, 59.999839782714844, 59.999839782714844, 0.03493122011423111, 0.03498297184705734, 0.03480421006679535, 2.049799919128418
2.25, 6.980574607849121, 0.0, 0.0, 59.07056427001953, 59.999839782714844, 59.999839782714844, 0.1648564338684082, 0.16512355208396912, 0.1642378717660904, 2.294600009918213
2.5, 2.7480709552764893, 0.0, 0.0, 59.61861038208008, 59.999839782714844, 59.999839782714844, -0.0016961100045591593, -0.0016412169206887484, -0.0017109843902289867, 2.5536000728607178
2.75, 0.2878114581108093, 0.0, -0.0, 59.61900329589844, 59.999839782714844, 59.999839782714844, -0.014989904128015041, -0.014985088258981705, -0.014899293892085552, 2.7990000247955322
3.0, 2.1321921348571777, 0.0, 0.0, 58.896854400634766, 59.999839782714844, 59.999839782714844, 0.02434360794723034, 0.02441510185599327, 0.0246144887059927, 3.050600051879883
3.25, 3.9858946800231934, 0.0, 0.0, 58.89614486694336, 59.999839782714844, 59.999839782714844, 0.03525704890489578, 0.03545006364583969, 0.035156626254320145, 3.2943999767303467
3.5, 2.4067728519439697, 0.0, 0.0, 59.473548889160156, 59.999839782714844, 59.999839782714844, -0.005389122758060694, -0.005340938456356525, -0.005336069967597723, 3.5524001121520996
3.75, 0.8454212546348572, -0.0, -0.0, 59.47407150268555, 59.999839782714844, 59.999839782714844, -0.007168599870055914, -0.007130119018256664, -0.0071088518016040325, 3.799799919128418
4.0, 2.0645060539245605, 0.0, 0.0, 59.95555114746094, 59.999839782714844, 59.999839782714844, 0.016389500349760056, 0.016483427956700325, 0.016313310712575912, 4.052199840545654
4.25, 3.1407501697540283, 0.0, 0.0, 59.954750061035156, 59.999839782714844, 59.999839782714844, 0.01446244865655899, 0.014573291875422001, 0.01406587939709425, 4.299200057983398
4.5, 2.3256759643554688, 0.0, 0.0, 59.954891204833984, 59.999839782714844, 59.999839782714844, -0.00910375826060772, -0.009027169086039066, -0.009071344509720802, 4.553400039672852
4.75, 1.5966877937316895, 0.0, -0.0, 59.176788330078125, 59.999839782714844, 59.999839782714844, 0.02015109360218048, 0.01995525322854519, 0.020083267241716385, 4.797999858856201
5.0, 3.314525842666626, 0.0, 0.0, 59.17668533325195, 59.999839782714844, 59.999839782714844, 0.17219138145446777, 0.1726212054491043, 0.1716025173664093, 5.044600009918213
