Time, Grid forming inverter (averaged).Controller.P1, Grid forming inverter (averaged)2.Controller.P1, Grid forming inverter (averaged)3.Controller.P1, Grid forming inverter (averaged).Controller.f1, Grid forming inverter (averaged)2.Controller.f1, Grid forming inverter (averaged)3.Controller.f1, measurement4.Three-phase Meter4.POWER_P, measurement5.Three-phase Meter5.POWER_P, measurement6.Three-phase Meter6.POWER_P, Timer
0.25, 1.9768738746643066, -0.0, -0.0, 59.999446868896484, 60.000160217285156, 60.000160217285156, 0.087125763297081, 0.08729659765958786, 0.08673539012670517, 0.2985999882221222
0.5, 3.977980852127075, 0.0, 0.0, 59.7031364440918, 59.999839782714844, 59.999839782714844, 0.17476530373096466, 0.17511563003063202, 0.17399297654628754, 0.5591999888420105
0.75, 2.3899922370910645, 0.0, 0.0, 59.70283126831055, 59.999839782714844, 59.999839782714844, 0.1064753457903862, 0.10666465014219284, 0.10600373893976212, 0.8001999855041504
1.0, 1.209486722946167, 0.0, 0.0, 58.96639633178711, 59.999839782714844, 59.999839782714844, 0.05066721513867378, 0.050751473754644394, 0.0504402294754982, 1.0621999502182007
1.25, 2.43270206451416, 0.0, 0.0, 58.96642303466797, 59.999839782714844, 59.999839782714844, 0.09293989837169647, 0.0930667370557785, 0.09252271801233292, 1.2954000234603882
1.5, 3.3098504543304443, -0.0, -0.0, 59.53135299682617, 60.000160217285156, 60.000160217285156, 0.14229385554790497, 0.14257022738456726, 0.14165732264518738, 1.5465999841690063
1.75, 2.5059351921081543, -0.0, -0.0, 59.531455993652344, 60.000160217285156, 60.000160217285156, 0.08253727853298187, 0.08269412070512772, 0.08217588812112808, 1.799399971961975
2.0, 1.2781920433044434, 0.0, 0.0, 58.82403564453125, 60.000160217285156, 60.000160217285156, 0.026480400934815407, 0.026561569422483444, 0.026395952329039574, 2.050600051879883
2.25, 2.320741891860962, 0.0, 0.0, 58.82414627075195, 59.999839782714844, 59.999839782714844, 0.022469479590654373, 0.022552164271473885, 0.022273974493145943, 2.307800054550171
2.5, 3.0425362586975098, -0.0, 0.0, 58.823368072509766, 59.999839782714844, 59.999839782714844, -0.001935063162818551, -0.001811411464586854, -0.0019035687437281013, 2.546799898147583
2.75, 2.058607816696167, 0.0, 0.0, 59.413082122802734, 60.000160217285156, 60.000160217285156, -0.0019147649873048067, -0.001760555780492723, -0.001960796769708395, 2.812000036239624
3.0, 1.910962700843811, 0.0, 0.0, 59.41368865966797, 60.000160217285156, 60.000160217285156, 0.010801582597196102, 0.010847191326320171, 0.010757820680737495, 3.077199935913086
3.25, 5.867031097412109, 0.0, 0.0, 59.90461349487305, 60.000160217285156, 60.000160217285156, 0.10275406390428543, 0.10293076932430267, 0.10230352729558945, 3.3208000659942627
3.5, 2.4572572708129883, 0.0, 0.0, 59.904335021972656, 60.000160217285156, 60.000160217285156, -0.009336459450423717, -0.009283414110541344, -0.009306528605520725, 3.580199956893921
3.75, 0.844685435295105, -0.0, -0.0, 59.13457107543945, 60.000160217285156, 60.000160217285156, 0.006106785498559475, 0.006158605217933655, 0.006094610784202814, 3.8297998905181885
