Time, Grid forming inverter (averaged).Controller.P1, Grid forming inverter (averaged)2.Controller.P1, Grid forming inverter (averaged)3.Controller.P1, Grid forming inverter (averaged).Controller.f1, Grid forming inverter (averaged)2.Controller.f1, Grid forming inverter (averaged)3.Controller.f1, measurement4.Three-phase Meter4.POWER_P, measurement5.Three-phase Meter5.POWER_P, measurement6.Three-phase Meter6.POWER_P, Timer
0.25, 2.0977253913879395, 0.0, 0.0, 59.999122619628906, 60.000160217285156, 60.000160217285156, 0.09673948585987091, 0.09690079838037491, 0.0963096171617508, 0.2476000040769577
0.5, 2.6889872550964355, 0.0, 0.0, 59.703609466552734, 59.999839782714844, 59.999839782714844, 0.10017374157905579, 0.10034973919391632, 0.0997297465801239, 0.5016000270843506
0.75, 2.3931636810302734, -0.0, 0.0, 59.70330810546875, 59.999839782714844, 59.999839782714844, 0.09808992594480515, 0.09820046275854111, 0.09765318036079407, 0.746999979019165
1.0, 2.2751386165618896, 0.0, 0.0, 58.96637725830078, 59.999839782714844, 59.999839782714844, 0.09649074822664261, 0.09659607708454132, 0.09606014937162399, 1.016800045967102
1.25, 2.1280384063720703, 0.0, 0.0, 58.96627426147461, 59.999839782714844, 59.999839782714844, 0.09652877599000931, 0.09664905816316605, 0.09610038995742798, 1.2633999586105347
1.5, 2.5464284420013428, -0.0, -0.0, 59.53199005126953, 59.999839782714844, 59.999839782714844, 0.09832753986120224, 0.09844664484262466, 0.09788905829191208, 1.5154000520706177
1.75, 2.2419514656066895, 0.0, 0.0, 59.531951904296875, 60.000160217285156, 60.000160217285156, 0.0814388319849968, 0.08160273730754852, 0.08108890056610107, 1.7633999586105347
2.0, 2.3206934928894043, 0.0, 0.0, 59.531959533691406, 60.000160217285156, 60.000160217285156, 0.028534745797514915, 0.028651895001530647, 0.028423292562365532, 2.024600028991699
2.25, 1.920300006866455, 0.0, 0.0, 58.82388687133789, 59.999839782714844, 59.999839782714844, 0.016203517094254494, 0.016274183988571167, 0.01614753156900406, 2.2685999870300293
2.5, 1.9282581806182861, 0.0, 0.0, 58.823909759521484, 59.999839782714844, 59.999839782714844, 0.005131001118570566, 0.005184356588870287, 0.0051213824190199375, 2.5227999687194824
