Time, Grid forming inverter (averaged).Controller.P1, Grid forming inverter (averaged)2.Controller.P1, Grid forming inverter (averaged)3.Controller.P1, Grid forming inverter (averaged).Controller.f1, Grid forming inverter (averaged)2.Controller.f1, Grid forming inverter (averaged)3.Controller.f1, measurement4.Three-phase Meter4.POWER_P, measurement5.Three-phase Meter5.POWER_P, measurement6.Three-phase Meter6.POWER_P, Timer
0.25, 2.2337257862091064, 0.0, 0.0, 59.99900436401367, 60.000160217285156, 60.000160217285156, 0.09735751897096634, 0.09747333824634552, 0.09692559391260147, 0.29580000042915344
0.5, 2.5228912830352783, 0.0, 0.0, 59.998538970947266, 60.000160217285156, 60.000160217285156, 0.09839943051338196, 0.09851641207933426, 0.09795959293842316, 0.5527999997138977
0.75, 2.648458242416382, 0.0, 0.0, 59.998268127441406, 60.000160217285156, 60.000160217285156, 0.09975435584783554, 0.09993761777877808, 0.09931114315986633, 0.800599992275238
1.0, 2.6274189949035645, 0.0, 0.0, 58.9172248840332, 59.999839782714844, 59.999839782714844, 0.0995611771941185, 0.09974382072687149, 0.09911946952342987, 1.0535999536514282
1.25, 2.3936212062835693, 0.0, 0.0, 58.9171257019043, 59.999839782714844, 59.999839782714844, 0.09745732694864273, 0.09756454825401306, 0.09702278673648834, 1.3026000261306763
1.5, 2.671457290649414, 0.0, 0.0, 59.49103546142578, 59.999839782714844, 59.999839782714844, 0.09970429539680481, 0.09987858682870865, 0.09926136583089828, 1.545199990272522
1.75, 2.324720859527588, 0.0, 0.0, 59.49100112915039, 60.000160217285156, 60.000160217285156, 0.07990523427724838, 0.08007334917783737, 0.0795595571398735, 1.7956000566482544
2.0, 1.9575903415679932, 0.0, 0.0, 59.969383239746094, 60.000160217285156, 60.000160217285156, 0.02761417254805565, 0.027710847556591034, 0.027503620833158493, 2.0460000038146973
2.25, 1.9095373153686523, 0.0, 0.0, 59.96940994262695, 60.000160217285156, 60.000160217285156, 0.011500494554638863, 0.011582206934690475, 0.011442791670560837, 2.295599937438965
2.5, 1.8933384418487549, 0.0, 0.0, 59.96943283081055, 60.000160217285156, 60.000160217285156, 0.004850433208048344, 0.004922203253954649, 0.004828759469091892, 2.545599937438965
2.75, 2.148944616317749, 0.0, 0.0, 59.18844223022461, 59.999839782714844, 59.999839782714844, 0.010994227603077888, 0.011040091514587402, 0.010974515229463577, 2.796999931335449
