Time, Grid forming inverter (averaged).Controller.P1, Grid forming inverter (averaged)2.Controller.P1, Grid forming inverter (averaged)3.Controller.P1, Grid forming inverter (averaged).Controller.f1, Grid forming inverter (averaged)2.Controller.f1, Grid forming inverter (averaged)3.Controller.f1, measurement4.Three-phase Meter4.POWER_P, measurement5.Three-phase Meter5.POWER_P, measurement6.Three-phase Meter6.POWER_P, Timer
0.25, 2.1151773929595947, 0.0, 0.0, 59.703956604003906, 59.999839782714844, 59.999839782714844, 0.09767816215753555, 0.09783773869276047, 0.09724535048007965, 0.3147999942302704
0.5, 2.1569736003875732, 0.0, 0.0, 59.70350646972656, 59.999839782714844, 59.999839782714844, 0.09728370606899261, 0.09740378707647324, 0.09684902429580688, 0.573199987411499
0.75, 2.5328218936920166, -0.0, -0.0, 58.96644592285156, 59.999839782714844, 59.999839782714844, 0.09845583140850067, 0.09863900393247604, 0.09801390022039413, 0.829200029373169
1.0, 2.6789543628692627, -0.0, -0.0, 58.96622848510742, 59.999839782714844, 59.999839782714844, 0.09919924288988113, 0.09934975206851959, 0.09875468164682388, 1.2461999654769897
1.25, 2.289811372756958, 0.0, 0.0, 59.53197479248047, 59.999839782714844, 59.999839782714844, 0.09831186383962631, 0.09850340336561203, 0.09787685424089432, 1.3531999588012695
1.5, 2.2088398933410645, 0.0, 0.0, 59.53192138671875, 60.000160217285156, 60.000160217285156, 0.09763630479574203, 0.09781773388385773, 0.09720218926668167, 1.6047999858856201
1.75, 2.5896332263946533, 0.0, 0.0, 59.53189468383789, 60.000160217285156, 60.000160217285156, 0.061903588473796844, 0.062010880559682846, 0.0616404265165329, 1.8516000509262085
2.0, 1.9849846363067627, 0.0, 0.0, 58.82380294799805, 59.999839782714844, 59.999839782714844, 0.017538687214255333, 0.017593814060091972, 0.0174922626465559, 2.186000108718872
2.25, 2.184187412261963, 0.0, 0.0, 58.823822021484375, 59.999839782714844, 59.999839782714844, 0.008580628782510757, 0.008625724352896214, 0.008559529669582844, 2.35479998588562
2.5, 2.499910593032837, -0.0, -0.0, 59.41339874267578, 59.999839782714844, 59.999839782714844, 0.011472196318209171, 0.011553213931620121, 0.011411750689148903, 2.5971999168395996
2.75, 1.939935564994812, 0.0, 0.0, 59.413414001464844, 60.000160217285156, 60.000160217285156, 0.0030390797182917595, 0.003102958435192704, 0.003014548681676388, 2.853600025177002
3.0, 2.409942626953125, 0.0, 0.0, 59.90473175048828, 60.000160217285156, 60.000160217285156, 0.005971603095531464, 0.006030562333762646, 0.005926891695708036, 3.1275999546051025
3.25, 2.356879711151123, 0.0, 0.0, 59.90473937988281, 60.000160217285156, 60.000160217285156, 0.003512429539114237, 0.003568145213648677, 0.003480193903669715, 3.3531999588012695
3.5, 2.455080509185791, 0.0, 0.0, 59.13450622558594, 60.000160217285156, 60.000160217285156, 0.007901586592197418, 0.007975565269589424, 0.007876688614487648, 3.6287999153137207
3.75, 2.438241720199585, 0.0, 0.0, 59.13450622558594, 59.999839782714844, 59.999839782714844, 0.0035409482661634684, 0.0035976581275463104, 0.0035379023756831884, 4.06879997253418
4.0, 2.41098952293396, 0.0, 0.0, 59.13450622558594, 59.999839782714844, 59.999839782714844, 0.0037231636233627796, 0.0038106658030301332, 0.0037200995720922947, 4.1092000007629395
4.25, 1.902638554573059, 0.0, 0.0, 59.67229080200195, 59.999839782714844, 59.999839782714844, 0.006093770731240511, 0.006177013274282217, 0.00605703005567193, 4.3491997718811035
