Time, Grid forming inverter (averaged).Controller.P1, Grid forming inverter (averaged)2.Controller.P1, Grid forming inverter (averaged)3.Controller.P1, Grid forming inverter (averaged).Controller.f1, Grid forming inverter (averaged)2.Controller.f1, Grid forming inverter (averaged)3.Controller.f1, measurement4.Three-phase Meter4.POWER_P, measurement5.Three-phase Meter5.POWER_P, measurement6.Three-phase Meter6.POWER_P, Timer
0.25, 1.9865227937698364, -0.0, -0.0, 59.999446868896484, 60.000160217285156, 60.005165100097656, 0.08717156201601028, 0.08734206110239029, 0.08677772432565689, 0.298799991607666
0.5, 3.7328720092773438, 0.0, 0.0, 59.702980041503906, 60.000160217285156, 60.000160217285156, 0.16540205478668213, 0.16565583646297455, 0.16467036306858063, 0.5720000267028809
0.75, 2.723095178604126, 0.0, 0.0, 59.702728271484375, 59.999839782714844, 59.999839782714844, 0.10495658963918686, 0.1050792708992958, 0.10449126362800598, 0.8209999799728394
1.0, 0.7990440726280212, -0.0, 0.0, 59.7029914855957, 59.999839782714844, 59.999839782714844, 0.02678869292140007, 0.026819365099072456, 0.026670360937714577, 1.065600037574768
1.25, 2.042726516723633, 0.0, 0.0, 58.966575622558594, 59.999839782714844, 59.999839782714844, 0.0898071900010109, 0.08996644616127014, 0.08940877765417099, 1.312399983406067
1.5, 3.911895513534546, 0.0, -0.0, 58.96566390991211, 59.999839782714844, 59.999839782714844, 0.15888743102550507, 0.15906855463981628, 0.15819190442562103, 1.5642000436782837
1.75, 2.6249001026153564, 0.0, 0.0, 59.531490325927734, 60.000160217285156, 60.000160217285156, 0.06912747770547867, 0.06921371072530746, 0.06883938610553741, 1.8167999982833862
2.0, 0.906561017036438, 0.0, 0.0, 59.531986236572266, 60.000160217285156, 60.000160217285156, 0.003714659484103322, 0.003738591680303216, 0.003721218090504408, 2.069000005722046
2.25, 2.2249183654785156, -0.0, -0.0, 58.82421875, 60.000160217285156, 60.000160217285156, 0.020651614293456078, 0.02070518583059311, 0.0205656960606575, 2.3125998973846436
2.5, 3.7415974140167236, 0.0, 0.0, 58.823448181152344, 59.999839782714844, 59.999839782714844, 0.014738955534994602, 0.014876189641654491, 0.014701353386044502, 2.5655999183654785
2.75, 2.220595359802246, 0.0, 0.0, 59.413047790527344, 59.999839782714844, 59.999839782714844, -0.009645020589232445, -0.00956213753670454, -0.009584791027009487, 2.8194000720977783
3.0, 1.057337999343872, 0.0, 0.0, 59.4135856628418, 59.999839782714844, 59.999839782714844, -0.0037506120279431343, -0.0037241855170577765, -0.003733208170160651, 3.0694000720977783
3.25, 2.234605073928833, 0.0, 0.0, 59.41374969482422, 60.000160217285156, 60.000160217285156, 0.012948565185070038, 0.013021769933402538, 0.012896725907921791, 3.3176000118255615
3.5, 3.1110382080078125, 0.0, -0.0, 59.90427017211914, 60.000160217285156, 60.000160217285156, 0.010352731682360172, 0.0104717081412673, 0.010312709957361221, 3.563999891281128
3.75, 2.419950485229492, 0.0, 0.0, 59.9044303894043, 60.000160217285156, 60.000160217285156, -0.008790023624897003, -0.008731035515666008, -0.008760984987020493, 3.819200038909912
4.0, 1.4878671169281006, 0.0, 0.0, 59.13478469848633, 60.000160217285156, 60.000160217285156, 0.005258433986455202, 0.005309028085321188, 0.005204520653933287, 4.06220006942749
4.25, 12.392160415649414, 0.0, 0.0, 59.134727478027344, 59.999839782714844, 59.999839782714844, 0.13281302154064178, 0.1328299641609192, 0.13185682892799377, 4.319799900054932
