Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0545,48510.492,63239.945,-33773.49,434.92508,441.2707,441.57153,50.06319,1.1170745,50.369057,0.487669,0.23334691,0.000647368
0.055,48097.914,62916.03,-34307.637,434.92508,441.2707,441.57153,50.08099,1.0656188,50.37084,0.42771566,0.23060858,0.0004910315
0.0555,47808.55,62679.664,-34620.16,434.92508,441.2707,441.57153,50.080135,1.0266589,50.356068,0.38799095,0.22888066,0.0003806812
0.056,47415.344,62344.484,-34951.715,434.92508,441.2707,441.57153,50.05893,0.9709491,50.312603,0.33774227,0.22641082,0.0002231174
0.0565,47214.484,62158.74,-35053.324,434.92508,441.2707,441.57153,50.033184,0.9390451,50.27254,0.3151209,0.22484273,0.00013318071
0.057,47045.895,61967.2,-35003.637,434.92508,441.2707,439.77307,49.98287,0.90611994,50.203773,0.30217716,0.22261797,3.3174547e-05
0.0575,47035.85,61908.58,-34837.703,434.92508,441.2707,439.77307,49.945534,0.8964396,50.157784,0.3081382,0.2212316,-5.891027e-06
0.058,47170.25,61924.84,-34432.668,434.92508,441.2707,439.77307,49.89035,0.8987442,50.09743,0.33864412,0.21932323,-2.2512451e-05
0.0585,47344.504,61998.656,-34090.63,434.92508,441.2707,439.77307,49.858795,0.9118862,50.0675,0.3694387,0.21817923,-8.97318e-06
0.059,47692.96,62177.727,-33555.61,434.92508,441.2707,439.77307,49.825462,0.9437171,50.043964,0.42596185,0.21667375,3.824518e-05
0.0595,47947.637,62319.418,-33233.27,434.92508,441.2707,439.77307,49.814487,0.96895915,50.0434,0.4636589,0.21581452,7.884617e-05
0.06,48301.52,62521.633,-32879.96,434.92508,441.2707,439.77307,49.817745,1.0070686,50.065445,0.5129012,0.21473595,0.00013625382
0.0605,48482.78,62623.25,-32763.887,434.92508,441.2707,439.77307,49.830814,1.0276059,50.091774,0.5347776,0.21414775,0.00016297054
0.061,48626.438,62684.28,-32798.855,434.92508,439.51663,439.77307,49.865055,1.0432752,50.142334,0.54628515,0.21342726,0.00017139374
0.0615,48609.03,62648.504,-32960.84,434.92508,439.51663,439.77307,49.893177,1.0416741,50.178448,0.5379092,0.2130291,0.00014962704
0.062,48427.547,62475.086,-33382.25,434.92508,439.51663,439.77307,49.936123,1.02044,50.226105,0.5024009,0.2125077,7.198421e-05
