Time, Timer, measurement1.Three-phase Meter1.VLn_RMS, measurement2.Three-phase Meter2.VLn_RMS, measurement3.Three-phase Meter3.VLn_RMS
0.25, 0.29440000653266907, 470.7850646972656, 467.1916809082031, 466.7637023925781
0.5, 0.546999990940094, 469.7651062011719, 466.17913818359375, 465.7535095214844
0.75, 0.7991999983787537, 470.3775634765625, 466.7841491699219, 466.3578796386719
1.0, 1.0454000234603882, 470.3948974609375, 466.8035888671875, 466.3764343261719
1.25, 1.2962000370025635, 470.3445129394531, 466.7486267089844, 466.3210144042969
1.5, 1.5471999645233154, 470.406005859375, 466.81219482421875, 466.38470458984375
1.75, 1.8006000518798828, 471.2672119140625, 467.70562744140625, 467.2559814453125
2.0, 2.048799991607666, 470.7596130371094, 467.2882995605469, 466.7823791503906
2.25, 2.2943999767303467, 470.7100524902344, 467.282958984375, 466.75616455078125
2.5, 2.5453999042510986, 470.7431335449219, 467.31549072265625, 466.7843322753906
2.75, 2.7950000762939453, 470.5631103515625, 467.1371154785156, 466.6034240722656
3.0, 3.0441999435424805, 470.65643310546875, 467.24481201171875, 466.708984375
3.25, 3.2939999103546143, 470.6066589355469, 467.1835632324219, 466.6502685546875
3.5, 3.545599937438965, 470.70465087890625, 467.2872314453125, 466.7495422363281
3.75, 3.8004000186920166, 470.81756591796875, 467.39520263671875, 466.86053466796875
4.0, 4.0472002029418945, 470.5165710449219, 467.09039306640625, 466.556396484375
4.25, 4.295199871063232, 470.673095703125, 467.26190185546875, 466.7256774902344
4.5, 4.550000190734863, 470.45855712890625, 467.04693603515625, 466.51409912109375
4.75, 4.794600009918213, 471.0122375488281, 467.5943298339844, 467.05718994140625
5.0, 5.044600009918213, 470.82275390625, 467.4037170410156, 466.8681945800781
5.25, 5.29640007019043, 470.583984375, 467.1669921875, 466.6329345703125
5.5, 5.54640007019043, 470.7005615234375, 467.28271484375, 466.7462463378906
5.75, 5.794600009918213, 470.4381408691406, 467.0205383300781, 466.4879455566406
6.0, 6.047800064086914, 470.6847229003906, 467.264892578125, 466.72900390625
6.25, 6.296800136566162, 470.7594299316406, 467.3381652832031, 466.8022155761719
6.5, 6.547399997711182, 470.660400390625, 467.23565673828125, 466.70196533203125
6.75, 6.796000003814697, 470.73272705078125, 467.3160095214844, 466.7794494628906
7.0, 7.046199798583984, 470.7830810546875, 467.3627624511719, 466.8288879394531
7.25, 7.296800136566162, 470.5265808105469, 467.1079406738281, 466.5728759765625
7.5, 7.547800064086914, 470.7381286621094, 467.3275146484375, 466.7915344238281
7.75, 7.797599792480469, 470.715087890625, 467.28997802734375, 466.75665283203125
8.0, 8.048399925231934, 470.759521484375, 467.3438720703125, 466.8074035644531
8.25, 8.293399810791016, 470.8669128417969, 467.4447937011719, 466.9101257324219
8.5, 8.548999786376953, 470.6188049316406, 467.190185546875, 466.6559143066406
8.75, 8.7947998046875, 470.74676513671875, 467.3275451660156, 466.791259765625
9.0, 9.045599937438965, 470.71380615234375, 467.2894287109375, 466.7561340332031
9.25, 9.295999526977539, 470.857421875, 467.4466247558594, 466.9097900390625
9.5, 9.546799659729004, 470.862548828125, 467.441162109375, 466.9057922363281
9.75, 9.79520034790039, 470.5616760253906, 467.1430969238281, 466.6090087890625
10.0, 10.04640007019043, 470.7367248535156, 467.32598876953125, 466.7894287109375
10.25, 10.29419994354248, 470.4598693847656, 467.04052734375, 466.50787353515625
10.5, 10.545599937438965, 470.7801513671875, 467.3617858886719, 466.8256530761719
10.75, 10.801199913024902, 470.80224609375, 467.3865051269531, 466.8504638671875
11.0, 11.045000076293945, 470.6812744140625, 467.26226806640625, 466.728515625
11.25, 11.296799659729004, 470.74542236328125, 467.3283996582031, 466.7917785644531
11.5, 11.546199798583984, 470.7878112792969, 467.3756103515625, 466.84197998046875
11.75, 11.795000076293945, 470.7388610839844, 467.327392578125, 466.7914733886719
12.0, 12.04800033569336, 470.81854248046875, 467.406005859375, 466.86993408203125
12.25, 12.29699993133545, 470.6984558105469, 467.280517578125, 466.74700927734375
12.5, 12.54699993133545, 470.7929382324219, 467.3782653808594, 466.8415832519531
12.75, 12.79520034790039, 470.8335876464844, 467.414306640625, 466.8805847167969
13.0, 13.044599533081055, 470.58209228515625, 467.16107177734375, 466.6260986328125
13.25, 13.294400215148926, 470.8162841796875, 467.4015808105469, 466.86541748046875
13.5, 13.54539966583252, 470.7882080078125, 467.3681640625, 466.83343505859375
13.75, 13.798600196838379, 470.71527099609375, 467.29461669921875, 466.7581787109375
14.0, 14.04539966583252, 470.8857116699219, 467.46221923828125, 466.9319152832031
14.25, 14.29539966583252, 470.6422424316406, 467.2251892089844, 466.68963623046875
14.5, 14.54539966583252, 470.7686767578125, 467.3567199707031, 466.81951904296875
14.75, 14.800600051879883, 470.6824951171875, 467.26763916015625, 466.7333984375
15.0, 15.045599937438965, 470.85345458984375, 467.43701171875, 466.900146484375
15.25, 15.293399810791016, 470.9118347167969, 467.498779296875, 466.9627990722656
15.5, 15.545999526977539, 470.656494140625, 467.2364807128906, 466.703369140625
15.75, 15.794599533081055, 470.7833557128906, 467.3670959472656, 466.8316345214844
16.0, 16.045000076293945, 470.57720947265625, 467.15325927734375, 466.6199645996094
16.25, 16.29560089111328, 470.8143615722656, 467.3975830078125, 466.8612976074219
16.5, 16.547199249267578, 470.8373718261719, 467.42425537109375, 466.8882141113281
16.75, 16.79640007019043, 470.70458984375, 467.2799987792969, 466.74725341796875
17.0, 17.04439926147461, 470.7786560058594, 467.3637390136719, 466.82720947265625
17.25, 17.29319953918457, 470.7968444824219, 467.37432861328125, 466.84271240234375
