Time, Timer, measurement1.Three-phase Meter1.VLn_RMS, measurement2.Three-phase Meter2.VLn_RMS, measurement3.Three-phase Meter3.VLn_RMS
0.25, 0.3012000024318695, 473.3501281738281, 469.73675537109375, 469.30743408203125
0.5, 0.5527999997138977, 469.61529541015625, 466.0284729003906, 465.601806640625
0.75, 0.8026000261306763, 469.7236633300781, 466.1369323730469, 465.7101135253906
1.0, 1.0535999536514282, 469.6973571777344, 466.1098937988281, 465.6831359863281
1.25, 1.3021999597549438, 469.71527099609375, 466.1275939941406, 465.70086669921875
1.5, 1.5542000532150269, 469.7351379394531, 466.1474609375, 465.72076416015625
1.75, 1.801200032234192, 470.83489990234375, 467.2748107910156, 466.8258972167969
2.0, 2.052000045776367, 470.0898742675781, 466.6319885253906, 466.1257629394531
2.25, 2.3011999130249023, 470.0537414550781, 466.62786865234375, 466.10272216796875
2.5, 2.5522000789642334, 470.026611328125, 466.60955810546875, 466.078125
2.75, 2.802999973297119, 470.0107116699219, 466.5963134765625, 466.0628356933594
3.0, 3.0543999671936035, 469.9944152832031, 466.58233642578125, 466.04815673828125
3.25, 3.3011999130249023, 469.9963684082031, 466.5846252441406, 466.0502014160156
3.5, 3.5524001121520996, 469.9895324707031, 466.5792236328125, 466.0447082519531
3.75, 3.802000045776367, 470.0065612792969, 466.5948486328125, 466.0602722167969
4.0, 4.053400039672852, 470.0275573730469, 466.61572265625, 466.08111572265625
4.25, 4.302199840545654, 470.0221252441406, 466.6103515625, 466.07574462890625
4.5, 4.552800178527832, 470.03900146484375, 466.6270751953125, 466.0924987792969
4.75, 4.801799774169922, 470.04840087890625, 466.6364440917969, 466.10186767578125
5.0, 5.0524001121521, 470.03448486328125, 466.62261962890625, 466.0881042480469
5.25, 5.302000045776367, 470.0479431152344, 466.6359558105469, 466.1014404296875
5.5, 5.552999973297119, 470.0303955078125, 466.6185302734375, 466.0840759277344
5.75, 5.801000118255615, 470.0826416015625, 466.6703796386719, 466.1358947753906
6.0, 6.051199913024902, 470.05902099609375, 466.64697265625, 466.1124572753906
6.25, 6.303599834442139, 470.0663757324219, 466.6548767089844, 466.1203308105469
6.5, 6.5553998947143555, 470.07025146484375, 466.65814208984375, 466.1235656738281
6.75, 6.803999900817871, 469.970947265625, 466.5615539550781, 466.0265808105469
7.0, 7.051799774169922, 469.9388427734375, 466.5287170410156, 465.9940490722656
7.25, 7.301599979400635, 469.9799499511719, 466.5685729980469, 466.03424072265625
7.5, 7.551599979400635, 469.9311218261719, 466.5200500488281, 465.9857482910156
7.75, 7.803199768066406, 469.9590148925781, 466.5477600097656, 466.0134582519531
8.0, 8.053999900817871, 469.9457092285156, 466.5346374511719, 466.0003356933594
8.25, 8.300999641418457, 469.9587707519531, 466.54864501953125, 466.014404296875
8.5, 8.552200317382812, 469.9410705566406, 466.5299377441406, 465.9956970214844
8.75, 8.802200317382812, 469.95880126953125, 466.5475158691406, 466.0133361816406
9.0, 9.052000045776367, 469.98699951171875, 466.57562255859375, 466.04144287109375
9.25, 9.303400039672852, 469.9486389160156, 466.5374755859375, 466.0032653808594
9.5, 9.550999641418457, 469.9517517089844, 466.5402526855469, 466.0060729980469
9.75, 9.802200317382812, 469.9678039550781, 466.556396484375, 466.0221862792969
10.0, 10.055000305175781, 476.66912841796875, 474.0611572265625, 472.6691589355469
10.25, 10.303999900817871, 474.2486572265625, 475.4234313964844, 470.28778076171875
10.5, 10.551799774169922, 472.84515380859375, 475.96221923828125, 468.9100036621094
10.75, 10.804200172424316, 472.12078857421875, 475.8014221191406, 468.2052001953125
11.0, 11.050999641418457, 471.8188781738281, 475.0621643066406, 467.9161682128906
11.25, 11.303000450134277, 471.7403259277344, 473.9222717285156, 467.84747314453125
11.5, 11.552800178527832, 471.8061218261719, 472.73846435546875, 467.919677734375
11.75, 11.802800178527832, 472.00531005859375, 471.5214538574219, 468.1228942871094
12.0, 12.054400444030762, 472.2222595214844, 470.455322265625, 468.3419189453125
12.25, 12.302800178527832, 472.53863525390625, 469.5105895996094, 468.6585693359375
12.5, 12.552399635314941, 472.8244323730469, 468.7574157714844, 468.9453430175781
12.75, 12.803199768066406, 473.1172790527344, 468.1113586425781, 469.2350769042969
13.0, 13.053799629211426, 473.411376953125, 467.6831970214844, 469.5274353027344
13.25, 13.300399780273438, 473.70458984375, 467.3680114746094, 469.81768798828125
13.5, 13.552200317382812, 473.909423828125, 467.14447021484375, 470.0202331542969
13.75, 13.803000450134277, 474.1266174316406, 467.0381164550781, 470.2356262207031
14.0, 14.055399894714355, 474.3095703125, 467.0118408203125, 470.4162902832031
