Time, Timer, measurement1.Three-phase Meter1.VLn_RMS, measurement2.Three-phase Meter2.VLn_RMS, measurement3.Three-phase Meter3.VLn_RMS
0.25, 0.30300000309944153, 470.70330810546875, 467.1085205078125, 466.6803283691406
0.5, 0.5529999732971191, 469.6701965332031, 466.0826110839844, 465.6552734375
0.75, 0.8109999895095825, 469.7484130859375, 466.1597595214844, 465.7323303222656
1.0, 1.0604000091552734, 469.4612121582031, 465.8813781738281, 465.4554748535156
1.25, 1.307800054550171, 470.6725769042969, 467.0784912109375, 466.65185546875
1.5, 1.5609999895095825, 470.6376647949219, 467.0439453125, 466.6173400878906
1.75, 1.8085999488830566, 471.4896240234375, 467.94573974609375, 467.47119140625
2.0, 2.052000045776367, 470.98919677734375, 467.5223083496094, 467.01617431640625
2.25, 2.3096001148223877, 470.8957824707031, 467.46112060546875, 466.933837890625
2.5, 2.5571999549865723, 470.9149169921875, 467.4881591796875, 466.9565734863281
2.75, 2.8115999698638916, 470.90533447265625, 467.48382568359375, 466.9497375488281
3.0, 3.057800054550171, 470.9030456542969, 467.48095703125, 466.9464111328125
3.25, 3.3025999069213867, 471.07049560546875, 467.6470947265625, 467.1114807128906
3.5, 3.558000087738037, 470.9440612792969, 467.5206604003906, 466.9855651855469
3.75, 3.813800096511841, 470.94561767578125, 467.5274963378906, 466.991943359375
4.0, 4.052999973297119, 470.9468994140625, 467.524658203125, 466.9892578125
4.25, 4.302000045776367, 470.9613037109375, 467.5384216308594, 467.00274658203125
4.5, 4.560999870300293, 470.9532775878906, 467.5337219238281, 466.99810791015625
4.75, 4.803800106048584, 470.98651123046875, 467.5625305175781, 467.0268249511719
5.0, 5.053199768066406, 470.922119140625, 467.5037841796875, 466.968017578125
5.25, 5.308599948883057, 470.955322265625, 467.5369873046875, 467.0013122558594
5.5, 5.557600021362305, 471.0747375488281, 467.6549072265625, 467.1190490722656
5.75, 5.810200214385986, 470.917236328125, 467.4981384277344, 466.9625244140625
