Time, Timer, measurement1.Three-phase Meter1.VLn_RMS, measurement2.Three-phase Meter2.VLn_RMS, measurement3.Three-phase Meter3.VLn_RMS
0.25, 0.3124000132083893, 443.8214416503906, 440.42340087890625, 440.0269775390625
0.5, 0.5807999968528748, 620.2508544921875, 615.5394897460938, 614.992431640625
0.75, 0.8044000267982483, 491.64605712890625, 487.8937072753906, 487.4566955566406
1.0, 1.0571999549865723, 256.6036682128906, 254.61996459960938, 254.3883056640625
1.25, 1.3032000064849854, 448.54986572265625, 445.1173095703125, 444.7170715332031
1.5, 1.555799961090088, 603.458740234375, 598.8726806640625, 598.3403930664062
1.75, 1.805799961090088, 483.8014831542969, 480.1748046875, 479.69757080078125
2.0, 2.0564000606536865, 304.1659851074219, 301.8643798828125, 301.5501708984375
2.25, 2.3036000728607178, 458.3692321777344, 455.01531982421875, 454.5146789550781
2.5, 2.5566000938415527, 572.8692016601562, 568.7217407226562, 568.0902099609375
2.75, 2.8053998947143555, 479.6484069824219, 476.1821594238281, 475.63763427734375
3.0, 3.0573999881744385, 360.07489013671875, 357.4173583984375, 357.0199279785156
3.25, 3.3064000606536865, 464.442626953125, 461.06207275390625, 460.5458068847656
3.5, 3.55679988861084, 542.9677124023438, 539.05615234375, 538.4417114257812
3.75, 3.8041999340057373, 475.83673095703125, 472.400146484375, 471.85699462890625
4.0, 4.05620002746582, 398.2077941894531, 395.2864685058594, 394.8464660644531
4.25, 4.305200099945068, 828.7900390625, 822.5715942382812, 821.8433227539062
4.5, 4.5543999671936035, 517.8197631835938, 514.0865478515625, 513.4984130859375
4.75, 4.803999900817871, 231.3514862060547, 230.0536346435547, 229.78439331054688
5.0, 5.057400226593018, 434.2242736816406, 431.0561828613281, 430.57330322265625
5.25, 5.30679988861084, 728.7766723632812, 723.4651489257812, 722.6932373046875
5.5, 5.557799816131592, 496.1305236816406, 492.54620361328125, 491.9845275878906
5.75, 5.806399822235107, 232.00941467285156, 230.25254821777344, 229.99749755859375
6.0, 6.054599761962891, 448.1333923339844, 444.87774658203125, 444.3746032714844
6.25, 6.303599834442139, 641.4124145507812, 636.7888793945312, 636.0802612304688
6.5, 6.5553998947143555, 486.2191467285156, 482.7112731933594, 482.1552734375
6.75, 6.806000232696533, 318.87359619140625, 316.7994079589844, 316.43505859375
7.0, 7.057600021362305, 458.474365234375, 455.1570129394531, 454.6534423828125
7.25, 7.305600166320801, 576.69580078125, 572.1445922851562, 571.6967163085938
7.5, 7.554200172424316, 478.7525939941406, 475.2557373046875, 474.73004150390625
7.75, 7.806000232696533, 390.3611145019531, 387.7947692871094, 387.2145080566406
8.0, 8.055999755859375, 465.0818786621094, 461.71954345703125, 461.1925964355469
8.25, 8.305800437927246, 526.0388793945312, 522.0322875976562, 521.643798828125
8.5, 8.555000305175781, 445.32196044921875, 440.5129089355469, 441.5588684082031
8.75, 8.805800437927246, 422.3350524902344, 419.4275817871094, 418.78009033203125
9.0, 9.05679988861084, 804.637939453125, 797.7175903320312, 797.90771484375
9.25, 9.307000160217285, 505.9865417480469, 502.05999755859375, 501.7583923339844
9.5, 9.562999725341797, 227.05001831054688, 226.6257781982422, 225.09307861328125
9.75, 9.8056001663208, 442.3174133300781, 439.32708740234375, 438.6061096191406
10.0, 10.055399894714355, 687.15234375, 680.6953735351562, 681.4349365234375
10.25, 10.306599617004395, 490.9446105957031, 487.23345947265625, 486.84405517578125
10.5, 10.55620002746582, 315.83306884765625, 314.83441162109375, 313.12811279296875
10.75, 10.805800437927246, 454.82769775390625, 451.69073486328125, 451.01007080078125
11.0, 11.054200172424316, 585.698974609375, 599.2049560546875, 580.8294067382812
11.25, 11.306400299072266, 481.3046569824219, 477.7296447753906, 477.28173828125
11.5, 11.553999900817871, 375.507568359375, 373.2556457519531, 372.33941650390625
11.75, 11.80620002746582, 462.6712951660156, 459.3599853515625, 458.7864685058594
12.0, 12.057000160217285, 540.5865478515625, 536.317626953125, 536.0797729492188
12.25, 12.30679988861084, 475.360595703125, 471.8816223144531, 471.38616943359375
12.5, 12.55739974975586, 412.991455078125, 410.2812805175781, 409.5148620605469
12.75, 12.805800437927246, 859.6277465820312, 850.9393920898438, 852.9154052734375
