Time, Timer, measurement1.Three-phase Meter1.VLn_RMS, measurement2.Three-phase Meter2.VLn_RMS, measurement3.Three-phase Meter3.VLn_RMS
0.25, 0.2533999979496002, 414.6106262207031, 411.4286193847656, 411.057861328125
0.5, 0.5242000222206116, 718.1220092773438, 712.7039184570312, 712.0767211914062
0.75, 0.7534000277519226, 511.57611083984375, 507.6720886230469, 507.21832275390625
1.0, 1.010599970817566, 473.294189453125, 469.6742858886719, 469.2532043457031
1.25, 1.2625999450683594, 411.0581359863281, 407.9053649902344, 407.5367126464844
1.5, 1.5130000114440918, 841.7954711914062, 835.5050659179688, 834.76904296875
1.75, 1.767199993133545, 518.0882568359375, 514.18115234375, 513.6951293945312
2.0, 2.0237998962402344, 474.1735534667969, 470.69622802734375, 470.1853332519531
2.25, 2.2718000411987305, 399.89056396484375, 396.9176330566406, 396.4955749511719
2.5, 2.5251998901367188, 578.6737670898438, 573.6792602539062, 572.7518310546875
2.75, 2.7750000953674316, 526.1071166992188, 522.3193969726562, 521.7228393554688
3.0, 3.0157999992370605, 475.3426818847656, 471.9043273925781, 471.36529541015625
3.25, 3.2667999267578125, 379.36907958984375, 376.58551025390625, 376.162353515625
3.5, 3.525399923324585, 515.869384765625, 511.57391357421875, 510.7188720703125
3.75, 3.77020001411438, 535.5330810546875, 531.685791015625, 531.075927734375
4.0, 4.018400192260742, 476.34515380859375, 472.90447998046875, 472.36236572265625
4.25, 4.2657999992370605, 383.9062194824219, 381.0843200683594, 380.658447265625
4.5, 4.519199848175049, 464.6443176269531, 461.26702880859375, 460.74981689453125
4.75, 4.769199848175049, 541.6912841796875, 537.7984619140625, 537.18115234375
5.0, 5.017000198364258, 476.9454040527344, 473.5015563964844, 472.9586181640625
5.25, 5.2667999267578125, 381.5413818359375, 378.7358093261719, 378.310302734375
5.5, 5.518199920654297, 464.0243835449219, 460.6457214355469, 460.129150390625
5.75, 5.7718000411987305, 547.9446411132812, 543.9967651367188, 543.3773193359375
