Time, Timer, measurement1.Three-phase Meter1.VLn_RMS, measurement2.Three-phase Meter2.VLn_RMS, measurement3.Three-phase Meter3.VLn_RMS
0.25, 0.29499998688697815, 470.6427307128906, 467.0508728027344, 466.6228332519531
0.5, 0.5450000166893005, 469.718505859375, 466.1316833496094, 465.7043762207031
0.75, 0.7937999963760376, 469.682861328125, 466.0962219238281, 465.6689147949219
1.0, 1.044800043106079, 469.7133483886719, 466.1277160644531, 465.7004699707031
1.25, 1.2940000295639038, 469.67901611328125, 466.09027099609375, 465.6630859375
1.5, 1.5463999509811401, 469.67626953125, 466.0892333984375, 465.6621398925781
1.75, 1.7941999435424805, 470.59808349609375, 467.0385437011719, 466.58929443359375
2.0, 2.043800115585327, 470.2618408203125, 466.8034362792969, 466.2970275878906
2.25, 2.293800115585327, 470.0485534667969, 466.6201171875, 466.0947570800781
2.5, 2.545799970626831, 469.9652099609375, 466.5503845214844, 466.01898193359375
2.75, 2.794600009918213, 469.9666442871094, 466.5542907714844, 466.02069091796875
3.0, 3.0450000762939453, 470.0332946777344, 466.6212158203125, 466.08685302734375
3.25, 3.296999931335449, 469.9814147949219, 466.5706481933594, 466.0361328125
3.5, 3.545799970626831, 469.95721435546875, 466.5451965332031, 466.0105285644531
3.75, 3.7953999042510986, 470.04736328125, 466.635009765625, 466.100341796875
4.0, 4.045199871063232, 470.00604248046875, 466.5937805175781, 466.0591125488281
4.25, 4.296999931335449, 470.05792236328125, 466.6452941894531, 466.1105651855469
4.5, 4.54640007019043, 470.0419616699219, 466.62969970703125, 466.09503173828125
4.75, 4.794600009918213, 469.9530944824219, 466.5421142578125, 466.007568359375
5.0, 5.045000076293945, 470.1119079589844, 466.7002868652344, 466.1656188964844
5.25, 5.293600082397461, 470.03607177734375, 466.62347412109375, 466.0888977050781
5.5, 5.5543999671936035, 470.0852355957031, 466.6722717285156, 466.13763427734375
5.75, 5.7972002029418945, 470.0581359863281, 466.6475830078125, 466.1130065917969
6.0, 6.046999931335449, 470.03656005859375, 466.62335205078125, 466.0887756347656
6.25, 6.2941999435424805, 469.9912109375, 466.5790710449219, 466.04437255859375
6.5, 6.547599792480469, 470.0382995605469, 466.6260070800781, 466.09130859375
6.75, 6.795599937438965, 470.01348876953125, 466.6018371582031, 466.0671081542969
7.0, 7.047399997711182, 470.0513000488281, 466.6421203613281, 466.107421875
7.25, 7.294400215148926, 469.9982604980469, 466.58624267578125, 466.051513671875
7.5, 7.546000003814697, 470.0930480957031, 466.67919921875, 466.1443176269531
7.75, 7.7932000160217285, 470.1281433105469, 466.7147216796875, 466.1799621582031
8.0, 8.047599792480469, 470.09210205078125, 466.6793212890625, 466.1445617675781
8.25, 8.295599937438965, 470.0907287597656, 466.67791748046875, 466.1431579589844
8.5, 8.543999671936035, 472.9054260253906, 469.4735107421875, 468.9353332519531
8.75, 8.79740047454834, 472.9019470214844, 469.46893310546875, 468.9312438964844
9.0, 9.0447998046875, 472.94378662109375, 469.51092529296875, 468.9732360839844
9.25, 9.29539966583252, 472.9145812988281, 469.48126220703125, 468.94354248046875
9.5, 9.54539966583252, 472.9261474609375, 469.4859924316406, 468.9468078613281
9.75, 9.793600082397461, 473.80938720703125, 470.3695983886719, 469.83099365234375
10.0, 10.045999526977539, 473.8406066894531, 470.3988342285156, 469.860107421875
10.25, 10.29699993133545, 473.862548828125, 470.4223937988281, 469.883544921875
10.5, 10.544599533081055, 473.37432861328125, 469.9361267089844, 469.39776611328125
10.75, 10.796199798583984, 473.3571472167969, 469.9200439453125, 469.3816833496094
11.0, 11.044599533081055, 473.3582763671875, 469.9211120605469, 469.3827209472656
11.25, 11.297200202941895, 473.37713623046875, 469.9361267089844, 469.3976135253906
11.5, 11.546199798583984, 473.8297119140625, 470.38916015625, 469.8504333496094
11.75, 11.79640007019043, 473.8612365722656, 470.42144775390625, 469.8824768066406
12.0, 12.04539966583252, 473.8644104003906, 470.4239196777344, 469.885009765625
12.25, 12.295000076293945, 473.7881164550781, 470.3506164550781, 469.8117980957031
12.5, 12.54699993133545, 473.79052734375, 470.3529357910156, 469.8141174316406
12.75, 12.7947998046875, 474.5480651855469, 471.10211181640625, 470.5624694824219
13.0, 13.0447998046875, 474.60076904296875, 471.159912109375, 470.6202392578125
13.25, 13.295599937438965, 474.5926513671875, 471.1458740234375, 470.60626220703125
13.5, 13.54699993133545, 474.5949401855469, 471.1473693847656, 470.6077880859375
13.75, 13.79520034790039, 473.6777648925781, 470.2395324707031, 469.7007141113281
14.0, 14.045999526977539, 473.7763977050781, 470.3394775390625, 469.8006286621094
14.25, 14.296799659729004, 473.7408142089844, 470.3031005859375, 469.76434326171875
14.5, 14.5447998046875, 473.7243347167969, 470.2878112792969, 469.7489318847656
14.75, 14.79640007019043, 473.7647399902344, 470.3248291015625, 469.7859802246094
15.0, 15.044400215148926, 470.2220458984375, 466.81146240234375, 466.27642822265625
15.25, 15.297200202941895, 470.1734924316406, 466.7619934082031, 466.2270812988281
15.5, 15.545000076293945, 470.2272644042969, 466.8159484863281, 466.28106689453125
15.75, 15.794599533081055, 470.1449279785156, 466.7357482910156, 466.2010498046875
