Time,Modbus1.Q_level,Modbus1.Voltage_diff,Modbus2.Q_level,Modbus2.Voltage_diff,Modbus3.Q_level,Modbus3.Voltage_diff,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
3.1245,351407.62,-1112.3578,147875.34,0.0,-323867.53,-2413.907,402.60684,462.30264,340.13245
3.125,351504.03,-1112.3578,148169.97,0.0,-323060.3,-2413.907,402.60684,462.30264,340.13245
3.1255,351606.28,-1112.3578,148342.11,0.0,-322486.12,-2413.907,402.60684,462.30264,340.13245
3.126,351787.12,-1112.3578,148539.8,0.0,-321676.75,-2413.907,402.60684,462.30264,340.13245
3.1265,351905.56,-1112.3578,148623.78,0.0,-321234.34,-2413.907,402.60684,462.30264,340.13245
3.127,352044.44,-1112.3578,148674.9,0.0,-320795.12,-2413.907,402.60684,462.30264,340.13245
3.1275,352092.56,-1112.3578,148662.58,0.0,-320674.44,-2413.907,402.60684,462.30264,340.13245
3.128,352075.88,-1112.3578,148588.81,0.0,-320749.53,-2413.907,402.60684,462.30264,340.13245
3.1285,351999.94,-1112.3578,148517.78,0.0,-320947.88,-2413.907,402.60684,462.30264,340.13245
3.129,351797.12,-1112.3578,148408.38,0.0,-321402.06,-2413.907,402.60684,462.30264,340.13245
3.1295,351616.1,-1112.3578,148349.11,0.0,-321753.22,-2413.907,402.60684,462.30264,340.13245
3.13,351309.44,-1112.3578,148301.52,0.0,-322249.0,-2413.907,402.60684,462.30264,340.13245
3.1305,351104.53,-1112.3578,148303.92,0.0,-322501.62,-2413.907,402.60684,462.30264,340.13245
3.131,350836.0,-1112.3578,148360.45,0.0,-322685.16,-2413.907,402.60684,462.30264,340.13245
3.1315,350700.78,-1112.3578,148431.38,0.0,-322648.88,-2413.907,402.60684,462.30264,340.13245
3.132,350588.53,-1112.3578,148575.9,0.0,-322346.62,-2413.907,402.60684,462.30264,340.13245
3.1325,350582.75,-1112.3578,148684.8,0.0,-321994.38,-2413.907,402.60684,462.30264,340.13245
3.133,350677.8,-1112.3578,148838.95,0.0,-321294.78,-2413.907,402.60684,462.30264,340.13245
3.1335,350801.2,-1112.3578,148918.86,0.0,-320761.6,-2413.907,402.60684,462.30264,340.13245
3.134,351047.9,-1112.3578,148979.8,0.0,-319952.9,-2413.907,402.60684,462.30264,340.13245
3.1345,351233.2,-1112.3578,148970.12,0.0,-319468.53,-2413.907,402.60684,462.30264,340.13245
3.135,351505.44,-1112.3578,148872.78,0.0,-318916.88,-2413.907,402.60684,462.30264,340.13245
3.1355,351660.06,-1112.3578,148758.69,0.0,-318707.1,-2413.907,402.60684,462.30264,340.13245
3.136,351818.6,-1112.3578,148537.2,0.0,-318661.2,-2403.2478,402.60684,462.30264,340.6441
3.1365,351864.0,-1112.3578,148372.48,0.0,-318801.78,-2403.2478,402.60684,462.30264,340.6441
3.137,351838.62,-1112.3578,148128.56,0.0,-319214.84,-2403.2478,402.60684,462.30264,340.6441
3.1375,351766.3,-1112.3578,147984.33,0.0,-319577.0,-2403.2478,402.60684,462.30264,340.6441
3.138,351596.72,-1112.3578,147822.27,0.0,-320147.34,-2403.2478,402.60684,462.30264,340.6441
3.1385,351460.1,-1112.3578,147761.97,0.0,-320483.25,-2403.2478,402.60684,462.30264,340.6441
3.139,351256.1,-1112.3578,147754.94,0.0,-320832.28,-2403.2478,402.60684,461.65652,340.6441
3.1395,351139.97,-1113.5759,147807.75,0.0,-320921.38,-2403.2478,402.54834,461.65652,340.6441
3.14,351023.44,-1113.5759,147966.23,0.0,-320805.72,-2403.2478,402.54834,461.65652,340.6441
3.1405,350995.7,-1113.5759,148114.22,0.0,-320567.4,-2403.2478,402.54834,461.65652,340.6441
3.141,351035.7,-1113.5759,148372.23,0.0,-319997.8,-2403.2478,402.54834,461.65652,340.6441
3.1415,351114.38,-1113.5759,148547.98,0.0,-319511.72,-2403.2478,402.54834,461.65652,340.6441
3.142,351294.1,-1113.5759,148780.98,0.0,-318711.12,-2403.2478,402.54834,461.65652,340.6441
3.1425,351439.1,-1113.5759,148898.77,0.0,-318188.84,-2403.2478,402.54834,461.65652,340.6441
3.143,351659.06,-1113.5759,149001.94,0.0,-317523.12,-2403.2478,402.54834,461.65652,340.6441
3.1435,351785.16,-1113.5759,149019.16,0.0,-317207.8,-2403.2478,402.54834,461.65652,340.6441
3.144,351910.44,-1113.5759,148974.64,0.0,-316984.0,-2403.2478,402.54834,461.65652,340.6441
3.1445,351937.7,-1113.5759,148907.2,0.0,-317010.3,-2403.2478,402.54834,461.65652,340.6441
3.145,351191.78,-1113.5759,148527.97,0.0,-315919.22,-2403.2478,402.54834,461.65652,340.6441
3.1455,350978.3,-1113.5759,148403.98,0.0,-316043.16,-2403.2478,402.54834,461.65652,340.6441
3.146,350449.6,-1113.5759,148255.36,0.0,-316110.1,-2403.2478,402.54834,461.65652,340.6441
3.1465,350009.72,-1113.5759,148221.17,0.0,-316100.0,-2403.2478,402.54834,461.65652,340.6441
3.147,349305.28,-1113.5759,148299.08,0.0,-316002.94,-2403.2478,402.54834,461.65652,340.6441
3.1475,348851.75,-1113.5759,148430.95,0.0,-315862.38,-2403.2478,402.54834,461.65652,340.6441
3.148,348261.72,-1113.5759,148709.56,0.0,-315488.84,-2403.2478,402.54834,461.65652,340.6441
3.1485,347959.22,-1113.5759,148917.77,0.0,-315125.44,-2403.2478,402.54834,461.65652,340.6441
3.149,347670.97,-1113.5759,149215.27,0.0,-314435.5,-2403.2478,402.54834,461.65652,340.6441
3.1495,347589.28,-1113.5759,149382.19,0.0,-313910.44,-2403.2478,402.54834,461.65652,340.6441
3.15,347607.72,-1113.5759,149558.55,0.0,-313089.34,-2403.2478,402.54834,461.65652,340.6441
3.1505,347685.12,-1113.5759,149615.02,0.0,-312555.72,-2403.2478,402.54834,461.65652,340.6441
3.151,347845.38,-1113.5759,149593.5,0.0,-311828.5,-2403.2478,402.54834,461.65652,340.6441
3.1515,347956.1,-1113.5759,149505.4,0.0,-311431.78,-2403.2478,402.54834,461.65652,340.6441
3.152,348094.75,-1113.5759,149274.58,0.0,-311043.88,-2403.2478,402.54834,461.65652,340.6441
3.1525,348156.03,-1113.5759,149072.06,0.0,-310959.34,-2403.2478,402.54834,461.65652,340.6441
3.153,348187.44,-1113.5759,148732.34,0.0,-311113.72,-2442.9592,402.54834,461.65652,338.73795
3.1535,348164.34,-1113.5759,148501.28,0.0,-311382.2,-2442.9592,402.54834,461.65652,338.73795
3.154,348065.97,-1113.5759,148178.66,0.0,-311945.97,-2442.9592,402.54834,461.65652,338.73795
3.1545,347965.94,-1113.5759,147996.97,0.0,-312374.66,-2442.9592,402.54834,461.65652,338.73795
3.155,347783.78,-1113.5759,147798.28,0.0,-312983.75,-2442.9592,402.54834,461.65652,338.73795
3.1555,347657.78,-1113.5759,147723.02,0.0,-313307.88,-2442.9592,402.54834,461.65652,338.73795
3.156,347494.53,-1113.5759,147699.19,0.0,-313595.22,-2442.9592,402.54834,458.5666,338.73795
3.1565,347419.66,-1176.4458,147738.8,0.0,-313627.25,-2442.9592,399.5306,458.5666,338.73795
3.157,347378.56,-1176.4458,147864.81,0.0,-313422.44,-2442.9592,399.5306,458.5666,338.73795
3.1575,347404.88,-1176.4458,147978.55,0.0,-313131.0,-2442.9592,399.5306,458.5666,338.73795
3.158,347523.47,-1176.4458,148162.22,0.0,-312510.72,-2442.9592,399.5306,458.5666,338.73795
3.1585,347648.66,-1176.4458,148273.92,0.0,-312023.22,-2442.9592,399.5306,458.5666,338.73795
3.159,347884.25,-1176.4458,148397.61,0.0,-311282.56,-2442.9592,399.5306,458.5666,338.73795
3.1595,348054.94,-1176.4458,148439.28,0.0,-310852.66,-2442.9592,399.5306,458.5666,338.73795
3.16,348290.5,-1176.4458,148432.52,0.0,-310393.5,-2442.9592,399.5306,458.5666,338.73795
3.1605,348412.5,-1176.4458,148383.45,0.0,-310248.3,-2442.9592,399.5306,458.5666,338.73795
3.161,348516.12,-1176.4458,148252.47,0.0,-310299.78,-2442.9592,399.5306,458.5666,338.73795
3.1615,348525.12,-1176.4458,148135.4,0.0,-310504.78,-2442.9592,399.5306,458.5666,338.73795
3.162,348448.78,-1176.4458,147941.16,0.0,-311017.34,-2442.9592,399.5306,458.5666,338.73795
3.1625,348344.75,-1176.4458,147815.56,0.0,-311441.97,-2442.9592,399.5306,458.5666,338.73795
3.163,348134.53,-1176.4458,147658.02,0.0,-312098.03,-2442.9592,399.5306,458.5666,338.73795
3.1635,347982.84,-1176.4458,147582.53,0.0,-312491.97,-2442.9592,399.5306,458.5666,338.73795
3.164,347778.1,-1176.4458,147518.58,0.0,-312931.25,-2442.9592,399.5306,458.5666,338.73795
3.1645,347676.6,-1176.4458,147509.39,0.0,-313083.6,-2442.9592,399.5306,458.5666,338.73795
3.165,347602.28,-1176.4458,147540.0,0.0,-313061.22,-2442.9592,399.5306,458.5666,338.73795
3.1655,347617.03,-1176.4458,147579.05,0.0,-312883.28,-2442.9592,399.5306,458.5666,338.73795
3.166,347743.34,-1176.4458,147639.31,0.0,-312410.22,-2442.9592,399.5306,458.5666,338.73795
3.1665,347891.62,-1176.4458,147665.36,0.0,-311996.94,-2442.9592,399.5306,458.5666,338.73795
3.167,348185.66,-1176.4458,147660.48,0.0,-311318.9,-2442.9592,399.5306,458.5666,338.73795
3.1675,348409.94,-1176.4458,147617.38,0.0,-310885.94,-2442.9592,399.5306,458.5666,338.73795
3.168,348754.06,-1176.4458,147480.39,0.0,-310360.28,-2442.9592,399.5306,458.5666,338.73795
3.1685,348969.1,-1176.4458,147338.75,0.0,-310142.2,-2442.9592,399.5306,458.5666,338.73795
3.169,349235.3,-1176.4458,147061.06,0.0,-310061.16,-2442.9592,399.5306,458.5666,338.73795
3.1695,349359.9,-1176.4458,146846.58,0.0,-310178.22,-2442.9592,399.5306,458.5666,338.73795
3.17,349452.56,-1176.4458,146515.4,0.0,-310587.75,-2442.9592,399.5306,458.5666,338.73795
3.1705,349452.6,-1176.4458,146308.17,0.0,-310979.06,-2470.8193,399.5306,458.5666,337.40067
3.171,349378.1,-1176.4458,146046.08,0.0,-311655.97,-2470.8193,399.5306,458.5666,337.40067
3.1715,349292.72,-1176.4458,145916.73,0.0,-312102.25,-2470.8193,399.5306,458.5666,337.40067
3.172,349141.66,-1176.4458,145805.38,0.0,-312655.62,-2470.8193,399.5306,458.5666,337.40067
3.1725,349047.0,-1176.4458,145790.34,0.0,-312897.06,-2470.8193,399.5306,458.5666,337.40067
3.173,348948.2,-1176.4458,145852.84,0.0,-313022.3,-2470.8193,399.5306,458.5666,337.40067
3.1735,348926.03,-1176.4458,145942.75,0.0,-312934.75,-2470.8193,399.5306,457.65646,337.40067
3.174,348971.44,-1178.5726,146126.47,0.0,-312558.78,-2470.8193,399.42853,457.65646,337.40067
3.1745,349055.7,-1178.5726,146264.84,0.0,-312175.3,-2470.8193,399.42853,457.65646,337.40067
3.175,349249.94,-1178.5726,146463.61,0.0,-311476.53,-2470.8193,399.42853,457.65646,337.40067
3.1755,349411.78,-1178.5726,146572.08,0.0,-310983.84,-2470.8193,399.42853,457.65646,337.40067
3.176,349673.53,-1178.5726,146674.6,0.0,-310311.0,-2470.8193,399.42853,457.65646,337.40067
3.1765,349840.66,-1178.5726,146695.2,0.0,-309964.8,-2470.8193,399.42853,457.65646,337.40067
3.177,350045.97,-1178.5726,146653.48,0.0,-309674.28,-2470.8193,399.42853,457.65646,337.40067
3.1775,350134.44,-1178.5726,146582.84,0.0,-309656.25,-2470.8193,399.42853,457.65646,337.40067
3.178,350173.62,-1178.5726,146429.03,0.0,-309886.47,-2470.8193,399.42853,457.65646,337.40067
3.1785,350134.56,-1178.5726,146309.8,0.0,-310182.1,-2470.8193,399.42853,457.65646,337.40067
3.179,349991.78,-1178.5726,146133.77,0.0,-310769.44,-2470.8193,399.42853,457.65646,337.40067
3.1795,349857.2,-1178.5726,146031.47,0.0,-311201.16,-2470.8193,399.42853,457.65646,337.40067
3.18,349632.97,-1178.5726,145917.53,0.0,-311809.66,-2470.8193,399.42853,457.65646,337.40067
3.1805,349488.0,-1178.5726,145874.3,0.0,-312130.78,-2470.8193,399.42853,457.65646,337.40067
3.181,349311.4,-1178.5726,145862.75,0.0,-312408.6,-2470.8193,399.42853,457.65646,337.40067
3.1815,349238.12,-1178.5726,145888.67,0.0,-312429.84,-2470.8193,399.42853,457.65646,337.40067
3.182,349219.53,-1178.5726,145961.8,0.0,-312213.12,-2470.8193,399.42853,457.65646,337.40067
3.1825,349275.47,-1178.5726,146018.84,0.0,-311918.03,-2470.8193,399.42853,457.65646,337.40067
3.183,349458.03,-1178.5726,146090.58,0.0,-311304.06,-2470.8193,399.42853,457.65646,337.40067
3.1835,349634.06,-1178.5726,146115.33,0.0,-310832.2,-2470.8193,399.42853,457.65646,337.40067
3.184,349950.97,-1178.5726,146095.83,0.0,-310134.1,-2470.8193,399.42853,457.65646,337.40067
3.1845,350176.9,-1178.5726,146034.67,0.0,-309732.44,-2470.8193,399.42853,457.65646,337.40067
3.185,350501.28,-1178.5726,145865.52,0.0,-309315.22,-2470.8193,399.42853,457.65646,337.40067
3.1855,350686.44,-1178.5726,145706.98,0.0,-309197.8,-2470.8193,399.42853,457.65646,337.40067
3.186,350888.44,-1178.5726,145421.25,0.0,-309287.3,-2470.8193,399.42853,457.65646,337.40067
3.1865,350966.0,-1178.5726,145216.06,0.0,-309514.8,-2470.8193,399.42853,457.65646,337.40067
3.187,350988.03,-1178.5726,144916.97,0.0,-310043.34,-2470.8193,399.42853,457.65646,337.40067
3.1875,350946.53,-1178.5726,144739.77,0.0,-310466.62,-2451.1438,399.42853,457.65646,338.3451
3.188,350832.03,-1178.5726,144531.67,0.0,-311115.03,-2451.1438,399.42853,457.65646,338.3451
3.1885,350739.06,-1178.5726,144440.66,0.0,-311502.56,-2451.1438,399.42853,457.65646,338.3451
3.189,350606.34,-1178.5726,144385.2,0.0,-311939.06,-2451.1438,399.42853,457.65646,338.3451
3.1895,350541.62,-1178.5726,144404.58,0.0,-312090.25,-2451.1438,399.42853,457.65646,338.3451
3.19,350510.66,-1178.5726,144503.23,0.0,-312073.16,-2451.1438,399.42853,457.65646,338.3451
3.1905,350543.22,-1178.5726,144603.12,0.0,-311891.06,-2451.1438,399.42853,457.75354,338.3451
3.191,350677.53,-1160.6431,144774.45,0.0,-311394.38,-2451.1438,400.28912,457.75354,338.3451
3.1915,350817.84,-1160.6431,144885.17,0.0,-310956.34,-2451.1438,400.28912,457.75354,338.3451
3.192,351080.47,-1160.6431,145021.45,0.0,-310237.78,-2451.1438,400.28912,457.75354,338.3451
3.1925,351270.75,-1160.6431,145082.53,0.0,-309777.56,-2451.1438,400.28912,457.75354,338.3451
3.193,351544.03,-1160.6431,145115.97,0.0,-309225.22,-2451.1438,400.28912,457.75354,338.3451
3.1935,351697.56,-1160.6431,145095.42,0.0,-308991.1,-2451.1438,400.28912,457.75354,338.3451
3.194,351856.56,-1160.6431,145002.97,0.0,-308885.94,-2451.1438,400.28912,457.75354,338.3451
3.1945,351904.25,-1160.6431,144907.44,0.0,-308987.06,-2451.1438,400.28912,457.75354,338.3451
3.195,351220.3,-1160.6431,144511.9,0.0,-308093.6,-2451.1438,400.28912,457.75354,338.3451
3.1955,351034.9,-1160.6431,144366.5,0.0,-308303.84,-2451.1438,400.28912,457.75354,338.3451
3.196,350556.12,-1160.6431,144184.34,0.0,-308504.97,-2451.1438,400.28912,457.75354,338.3451
3.1965,350152.5,-1160.6431,144122.39,0.0,-308578.38,-2451.1438,400.28912,457.75354,338.3451
3.197,349509.6,-1160.6431,144144.94,0.0,-308600.84,-2451.1438,400.28912,457.75354,338.3451
3.1975,349100.72,-1160.6431,144230.3,0.0,-308535.4,-2451.1438,400.28912,457.75354,338.3451
3.198,348578.47,-1160.6431,144426.4,0.0,-308278.25,-2451.1438,400.28912,457.75354,338.3451
3.1985,348318.66,-1160.6431,144573.62,0.0,-307996.97,-2451.1438,400.28912,457.75354,338.3451
3.199,348091.28,-1160.6431,144770.9,0.0,-307445.28,-2451.1438,400.28912,457.75354,338.3451
3.1995,348050.28,-1160.6431,144862.8,0.0,-307026.53,-2451.1438,400.28912,457.75354,338.3451
3.2,348127.97,-1160.6431,144911.11,0.0,-306382.8,-2451.1438,400.28912,457.75354,338.3451
3.2005,348241.84,-1160.6431,144874.23,0.0,-305974.47,-2451.1438,400.28912,457.75354,338.3451
3.201,348449.66,-1160.6431,144708.22,0.0,-305461.47,-2451.1438,400.28912,457.75354,338.3451
3.2015,348588.28,-1160.6431,144524.5,0.0,-305226.12,-2451.1438,400.28912,457.75354,338.3451
3.202,348768.1,-1160.6431,144148.02,0.0,-305104.66,-2451.1438,400.28912,457.75354,338.3451
3.2025,348860.34,-1160.6431,143843.89,0.0,-305207.44,-2451.1438,400.28912,457.75354,338.3451
3.203,348943.3,-1160.6431,143344.78,0.0,-305641.78,-2451.1438,400.28912,457.75354,338.3451
3.2035,348954.4,-1160.6431,143008.5,0.0,-306089.25,-2451.1438,400.28912,457.75354,338.3451
3.204,348906.3,-1160.6431,142534.48,0.0,-306919.03,-2451.1438,400.28912,457.75354,338.3451
3.2045,348843.06,-1160.6431,142253.19,0.0,-307516.28,-2451.1438,400.28912,457.75354,338.3451
3.205,348726.8,-1160.6431,141899.73,0.0,-308362.44,-2490.3901,400.28912,457.75354,336.46127
3.2055,348651.66,-1160.6431,141716.42,0.0,-308839.25,-2490.3901,400.28912,457.75354,336.46127
3.206,348571.03,-1160.6431,141525.38,0.0,-309356.66,-2490.3901,400.28912,457.75354,336.46127
3.2065,348553.25,-1160.6431,141450.94,0.0,-309543.06,-2490.3901,400.28912,457.75354,336.46127
3.207,348600.38,-1160.6431,141400.16,0.0,-309573.84,-2490.3901,400.28912,457.75354,336.46127
3.2075,348686.28,-1160.6431,141390.25,0.0,-309439.38,-2490.3901,400.28912,457.75354,336.46127
3.208,348894.22,-1209.6987,141378.17,-18.214853,-309063.12,-2490.3901,397.93445,455.1257,336.46127
3.2085,349077.8,-1209.6987,141354.06,-18.214853,-308752.44,-2490.3901,397.93445,455.1257,336.46127
3.209,349394.47,-1209.6987,141271.25,-18.214853,-308302.25,-2490.3901,397.93445,455.1257,336.46127
3.2095,349612.0,-1209.6987,141176.31,-18.214853,-308071.53,-2490.3901,397.93445,455.1257,336.46127
3.21,349910.97,-1209.6987,140967.42,-18.214853,-307921.53,-2490.3901,397.93445,455.1257,336.46127
3.2105,350072.44,-1209.6987,140785.39,-18.214853,-307984.16,-2490.3901,397.93445,455.1257,336.46127
3.211,350232.6,-1209.6987,140459.4,-18.214853,-308342.75,-2490.3901,397.93445,455.1257,336.46127
3.2115,350278.25,-1209.6987,140217.84,-18.214853,-308750.34,-2490.3901,397.93445,455.1257,336.46127
3.212,350257.1,-1209.6987,139846.03,-18.214853,-309555.4,-2490.3901,397.93445,455.1257,336.46127
3.2125,350192.56,-1209.6987,139606.47,-18.214853,-310167.0,-2490.3901,397.93445,455.1257,336.46127
3.213,350050.66,-1209.6987,139276.97,-18.214853,-311101.22,-2490.3901,397.93445,455.1257,336.46127
3.2135,349948.97,-1209.6987,139084.34,-18.214853,-311674.47,-2490.3901,397.93445,455.1257,336.46127
3.214,349820.1,-1209.6987,138845.19,-18.214853,-312364.9,-2490.3901,397.93445,455.1257,336.46127
3.2145,349768.44,-1209.6987,138720.2,-18.214853,-312675.28,-2490.3901,397.93445,455.1257,336.46127
3.215,349770.7,-1209.6987,138573.16,-18.214853,-312886.28,-2490.3901,397.93445,455.1257,336.46127
3.2155,349836.94,-1209.6987,138489.86,-18.214853,-312863.66,-2490.3901,397.93445,455.1257,336.46127
3.216,350037.94,-1209.6987,138363.9,-18.214853,-312626.06,-2490.3901,397.93445,455.1257,336.46127
3.2165,350231.4,-1209.6987,138266.47,-18.214853,-312370.1,-2490.3901,397.93445,455.1257,336.46127
3.217,350584.3,-1209.6987,138079.48,-18.214853,-311933.84,-2490.3901,397.93445,455.1257,336.46127
3.2175,350843.38,-1209.6987,137917.1,-18.214853,-311671.47,-2490.3901,397.93445,455.1257,336.46127
3.218,351234.56,-1209.6987,137603.69,-18.214853,-311417.0,-2490.3901,397.93445,455.1257,336.46127
3.2185,351476.5,-1209.6987,137347.84,-18.214853,-311384.78,-2490.3901,397.93445,455.1257,336.46127
3.219,351777.5,-1209.6987,136907.6,-18.214853,-311590.03,-2490.3901,397.93445,455.1257,336.46127
3.2195,351922.2,-1209.6987,136591.22,-18.214853,-311897.25,-2490.3901,397.93445,455.1257,336.46127
3.22,352044.47,-1209.6987,136113.16,-18.214853,-312580.7,-2490.3901,397.93445,455.1257,336.46127
3.2205,352068.3,-1209.6987,135809.16,-18.214853,-313147.22,-2490.3901,397.93445,455.1257,336.46127
3.221,352037.0,-1209.6987,135400.39,-18.214853,-314064.8,-2490.3901,397.93445,455.1257,336.46127
3.2215,351985.25,-1209.6987,135171.78,-18.214853,-314658.47,-2490.3901,397.93445,455.1257,336.46127
3.222,351890.47,-1209.6987,134910.5,-18.214853,-315426.7,-2493.4697,397.93445,455.1257,336.31345
3.2225,351836.16,-1209.6987,134794.97,-18.214853,-315810.88,-2493.4697,397.93445,455.1257,336.31345
3.223,351799.53,-1209.6987,134704.94,-18.214853,-316140.4,-2493.4697,397.93445,455.1257,336.31345
3.2235,351819.7,-1209.6987,134690.58,-18.214853,-316187.16,-2493.4697,397.93445,455.1257,336.31345
3.224,351928.84,-1209.6987,134713.45,-18.214853,-316020.22,-2493.4697,397.93445,455.1257,336.31345
3.2245,352053.28,-1209.6987,134741.23,-18.214853,-315781.38,-2493.4697,397.93445,455.1257,336.31345
3.225,352304.4,-1209.6987,134770.73,-7.750312,-315310.34,-2493.4697,397.93445,455.628,336.31345
3.2255,352500.47,-1171.5652,134765.83,-7.750312,-314975.34,-2493.4697,399.76486,455.628,336.31345
3.226,352805.84,-1171.5652,134700.98,-7.750312,-314550.47,-2493.4697,399.76486,455.628,336.31345
3.2265,352996.62,-1171.5652,134613.5,-7.750312,-314378.62,-2493.4697,399.76486,455.628,336.31345
3.227,353228.53,-1171.5652,134417.28,-7.750312,-314355.03,-2493.4697,399.76486,455.628,336.31345
3.2275,353331.3,-1171.5652,134248.73,-7.750312,-314514.97,-2493.4697,399.76486,455.628,336.31345
3.228,353394.25,-1171.5652,133954.64,-7.750312,-315008.62,-2493.4697,399.76486,455.628,336.31345
3.2285,353373.16,-1171.5652,133745.9,-7.750312,-315475.03,-2493.4697,399.76486,455.628,336.31345
3.229,353260.3,-1171.5652,133438.77,-7.750312,-316304.03,-2493.4697,399.76486,455.628,336.31345
3.2295,353149.47,-1171.5652,133249.66,-7.750312,-316888.7,-2493.4697,399.76486,455.628,336.31345
3.23,352964.9,-1171.5652,133004.77,-7.750312,-317705.72,-2493.4697,399.76486,455.628,336.31345
3.2305,352849.47,-1171.5652,132873.4,-7.750312,-318153.1,-2493.4697,399.76486,455.628,336.31345
3.231,352718.9,-1171.5652,132729.77,-7.750312,-318611.75,-2493.4697,399.76486,455.628,336.31345
3.2315,352676.47,-1171.5652,132667.73,-7.750312,-318752.62,-2493.4697,399.76486,455.628,336.31345
3.232,352701.4,-1171.5652,132608.77,-7.750312,-318711.34,-2493.4697,399.76486,455.628,336.31345
3.2325,352783.12,-1171.5652,132577.94,-7.750312,-318533.38,-2493.4697,399.76486,455.628,336.31345
3.233,352997.9,-1171.5652,132518.1,-7.750312,-318102.12,-2493.4697,399.76486,455.628,336.31345
3.2335,353191.4,-1171.5652,132454.0,-7.750312,-317761.25,-2493.4697,399.76486,455.628,336.31345
3.234,353526.7,-1171.5652,132303.0,-7.750312,-317272.22,-2493.4697,399.76486,455.628,336.31345
3.2345,353758.94,-1171.5652,132158.33,-7.750312,-317017.6,-2493.4697,399.76486,455.628,336.31345
3.235,354084.2,-1171.5652,131871.88,-7.750312,-316829.84,-2493.4697,399.76486,455.628,336.31345
3.2355,354266.78,-1171.5652,131639.4,-7.750312,-316867.53,-2493.4697,399.76486,455.628,336.31345
3.236,354464.7,-1171.5652,131246.98,-7.750312,-317185.97,-2493.4697,399.76486,455.628,336.31345
3.2365,354537.6,-1171.5652,130973.64,-7.750312,-317562.4,-2493.4697,399.76486,455.628,336.31345
3.237,354559.62,-1171.5652,130578.21,-7.750312,-318312.72,-2493.4697,399.76486,455.628,336.31345
3.2375,354523.4,-1171.5652,130340.336,-7.750312,-318881.44,-2493.4697,399.76486,455.628,336.31345
3.238,354417.12,-1171.5652,130041.5,-7.750312,-319734.03,-2493.4697,399.76486,455.628,336.31345
3.2385,354330.97,-1171.5652,129889.29,-7.750312,-320242.0,-2493.4697,399.76486,455.628,336.31345
3.239,354211.6,-1171.5652,129741.69,-7.750312,-320824.47,-2457.7693,399.76486,455.628,338.02707
3.2395,354156.0,-1171.5652,129698.35,-7.750312,-321056.84,-2457.7693,399.76486,455.628,338.02707
3.24,354133.7,-1171.5652,129705.484,-7.750312,-321147.9,-2457.7693,399.76486,455.628,338.02707
3.2405,354169.44,-1171.5652,129745.234,-7.750312,-321044.25,-2457.7693,399.76486,455.628,338.02707
3.241,354303.62,-1171.5652,129827.93,-7.750312,-320682.62,-2457.7693,399.76486,455.628,338.02707
3.2415,354440.53,-1171.5652,129880.99,-7.750312,-320344.97,-2457.7693,399.76486,455.628,338.02707
3.242,354692.72,-1171.5652,129931.15,0.0,-319790.44,-2457.7693,399.76486,456.657,338.02707
3.2425,354874.16,-1126.9438,129932.8,0.0,-319455.34,-2457.7693,401.9067,456.657,338.02707
3.243,355132.53,-1126.9438,129872.695,0.0,-319106.84,-2457.7693,401.9067,456.657,338.02707
3.2435,355274.88,-1126.9438,129788.29,0.0,-319019.97,-2457.7693,401.9067,456.657,338.02707
3.244,355416.34,-1126.9438,129598.91,0.0,-319147.2,-2457.7693,401.9067,456.657,338.02707
3.2445,355452.3,-1126.9438,129438.625,0.0,-319402.06,-2457.7693,401.9067,456.657,338.02707
3.245,354912.88,-1126.9438,129009.96,0.0,-319058.88,-2457.7693,401.9067,456.657,338.02707
3.2455,354748.5,-1126.9438,128813.54,0.0,-319414.44,-2457.7693,401.9067,456.657,338.02707
3.246,354349.75,-1126.9438,128562.7,0.0,-319837.78,-2457.7693,401.9067,456.657,338.02707
3.2465,354024.66,-1126.9438,128457.27,0.0,-320045.56,-2457.7693,401.9067,456.657,338.02707
3.247,353519.25,-1126.9438,128420.26,0.0,-320226.66,-2457.7693,401.9067,456.657,338.02707
3.2475,353205.84,-1126.9438,128474.26,0.0,-320236.22,-2457.7693,401.9067,456.657,338.02707
3.248,352820.22,-1126.9438,128644.74,0.0,-320044.4,-2457.7693,401.9067,456.657,338.02707
3.2485,352641.84,-1126.9438,128791.59,0.0,-319774.84,-2457.7693,401.9067,456.657,338.02707
3.249,352512.94,-1126.9438,129019.016,0.0,-319191.0,-2457.7693,401.9067,456.657,338.02707
3.2495,352517.53,-1126.9438,129154.734,0.0,-318719.03,-2457.7693,401.9067,456.657,338.02707
3.25,352631.94,-1126.9438,129307.016,0.0,-317960.22,-2457.7693,401.9067,456.657,338.02707
3.2505,352752.6,-1126.9438,129364.48,0.0,-317461.84,-2457.7693,401.9067,456.657,338.02707
3.251,352950.22,-1126.9438,129373.69,0.0,-316796.6,-2457.7693,401.9067,456.657,338.02707
3.2515,353070.72,-1126.9438,129326.11,0.0,-316451.03,-2457.7693,401.9067,456.657,338.02707
3.252,353209.22,-1126.9438,129179.984,0.0,-316147.3,-2457.7693,401.9067,456.657,338.02707
3.2525,353263.2,-1126.9438,129044.38,0.0,-316112.8,-2457.7693,401.9067,456.657,338.02707
