Time,Modbus1.Q_level,Modbus1.Voltage_diff,Modbus2.Q_level,Modbus2.Voltage_diff,Modbus3.Q_level,Modbus3.Voltage_diff,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0,289598.22,-2573.8345,182908.98,-2643.9048,-29144.979,-2710.3333,332.45593,329.09256,325.904
0.0005,287557.28,-2573.8345,181672.61,-2643.9048,-30744.502,-2710.3333,332.45593,329.09256,325.904
0.001,284106.6,-2573.8345,179474.02,-2643.9048,-33354.156,-2710.3333,332.45593,329.09256,325.904
0.0015,281642.5,-2573.8345,177863.47,-2643.9048,-35119.586,-2710.3333,332.45593,329.09256,325.904
0.002,277920.4,-2573.8345,175305.88,-2643.9048,-37692.105,-2710.3333,332.45593,329.09256,325.904
0.0025,275535.53,-2573.8345,173525.94,-2643.9048,-39323.867,-2710.3333,332.45593,329.09256,325.904
0.003,272186.78,-2573.8345,170779.89,-2643.9048,-41644.13,-2710.3333,332.45593,329.09256,325.904
0.0035,270103.1,-2573.8345,168928.03,-2643.9048,-43118.41,-2710.3333,332.45593,329.09256,325.904
0.004,267166.12,-2573.8345,166182.62,-2643.9048,-45258.52,-2710.3333,332.45593,329.09256,325.904
0.0045,265320.75,-2573.8345,164404.06,-2643.9048,-46662.184,-2710.3333,332.45593,329.09256,325.904
0.005,262686.03,-2573.8345,161824.48,-2643.9048,-48787.293,-2710.3333,332.45593,329.09256,325.904
0.0055,261005.33,-2573.8345,160143.48,-2643.9048,-50247.938,-2710.3333,332.45593,329.09256,325.904
0.006,258566.88,-2573.8345,157654.47,-2643.9048,-52537.33,-2710.3333,332.45593,329.09256,325.904
0.0065,256980.89,-2573.8345,156005.16,-2643.9048,-54136.344,-2710.3333,332.45593,329.09256,325.904
0.007,254637.27,-2573.8345,153536.84,-2643.9048,-56641.56,-2710.3333,332.45593,329.09256,325.904
0.0075,253095.9,-2573.8345,151890.23,-2643.9048,-58380.28,-2710.3333,332.45593,329.09256,325.904
0.008,250827.17,-2573.8345,149418.5,-2643.9048,-61080.918,-2710.3333,332.45593,329.09256,325.904
0.0085,249348.52,-2573.8345,147773.23,-2643.9048,-62930.047,-2710.3333,332.45593,329.09256,325.904
0.009,247177.53,-2573.8345,145328.7,-2643.9048,-65735.586,-2710.3333,332.45593,329.09256,325.904
0.0095,245758.72,-2573.8345,143729.86,-2643.9048,-67597.25,-2710.3333,332.45593,329.09256,325.904
0.01,243677.02,-2573.8345,141388.28,-2643.9048,-70332.78,-2710.3333,332.45593,329.09256,325.904
0.0105,242327.61,-2573.8345,139860.1,-2643.9048,-72094.99,-2710.3333,332.45593,329.09256,325.904
0.011,240381.56,-2573.8345,137601.81,-2643.9048,-74624.66,-2710.3333,332.45593,329.09256,325.904
0.0115,239127.81,-2573.8345,136101.72,-2643.9048,-76238.805,-2710.3333,332.45593,329.09256,325.904
0.012,237288.2,-2573.8345,133840.14,-2643.9048,-78555.52,-2710.3333,332.45593,329.09256,325.904
0.0125,236079.14,-2573.8345,132322.25,-2643.9048,-80045.04,-2710.3333,332.45593,329.09256,325.904
0.013,234271.69,-2573.8345,130027.695,-2643.9048,-82231.71,-2710.3333,332.45593,329.09256,325.904
0.0135,233049.19,-2573.8345,128471.62,-2643.9048,-83691.04,-2710.3333,332.45593,329.09256,325.904
0.014,231178.89,-2573.8345,126076.91,-2643.9048,-85948.63,-3195.4624,332.45593,329.09256,302.6178
0.0145,229903.02,-2573.8345,124436.64,-2643.9048,-87526.414,-3195.4624,332.45593,329.09256,302.6178
0.015,227927.75,-2573.8345,121906.94,-2643.9048,-90039.984,-3195.4624,332.45593,329.09256,302.6178
0.0155,226561.55,-2573.8345,120174.125,-2913.7605,-91822.28,-3195.4624,332.45593,316.1395,302.6178
0.016,224433.22,-2869.0227,117510.836,-2913.7605,-94649.016,-3195.4624,318.2869,316.1395,302.6178
0.0165,222967.84,-2869.0227,115697.98,-2913.7605,-96619.08,-3195.4624,318.2869,316.1395,302.6178
0.017,220726.38,-2869.0227,112933.06,-2913.7605,-99657.19,-3195.4624,318.2869,316.1395,302.6178
0.0175,219220.48,-2869.0227,111073.87,-2913.7605,-101698.04,-3195.4624,318.2869,316.1395,302.6178
0.018,216971.11,-2869.0227,108289.984,-2913.7605,-104712.164,-3195.4624,318.2869,316.1395,302.6178
0.0185,215494.69,-2869.0227,106451.24,-2913.7605,-106652.53,-3195.4624,318.2869,316.1395,302.6178
0.019,213347.64,-2869.0227,103741.41,-2913.7605,-109408.09,-3195.4624,318.2869,316.1395,302.6178
0.0195,211974.88,-2869.0227,101978.24,-2913.7605,-111132.52,-3195.4624,318.2869,316.1395,302.6178
0.02,210022.1,-2869.0227,99404.914,-2913.7605,-113539.72,-3195.4624,318.2869,316.1395,302.6178
0.0205,208800.12,-2869.0227,97744.32,-2913.7605,-115030.17,-3195.4624,318.2869,316.1395,302.6178
0.021,207100.88,-2869.0227,95351.73,-2913.7605,-117118.73,-3195.4624,318.2869,316.1395,302.6178
0.0215,206038.84,-2869.0227,93823.09,-2913.7605,-118434.4,-3195.4624,318.2869,316.1395,302.6178
0.022,204527.7,-2869.0227,91612.48,-2913.7605,-120361.69,-3195.4624,318.2869,316.1395,302.6178
0.0225,203567.06,-2869.0227,90185.195,-2913.7605,-121650.04,-3195.4624,318.2869,316.1395,302.6178
0.023,202184.7,-2869.0227,88099.766,-2913.7605,-123638.2,-3195.4624,318.2869,316.1395,302.6178
0.0235,201280.83,-2869.0227,86735.85,-2913.7605,-125028.08,-3195.4624,318.2869,316.1395,302.6178
0.024,199929.69,-2869.0227,84722.04,-2913.7605,-127228.305,-3195.4624,318.2869,316.1395,302.6178
0.0245,199019.1,-2869.0227,83398.78,-2913.7605,-128770.86,-3195.4624,318.2869,316.1395,302.6178
0.025,197637.58,-2869.0227,81433.086,-2913.7605,-131173.22,-3195.4624,318.2869,316.1395,302.6178
0.0255,196708.31,-2869.0227,80131.73,-2913.7605,-132808.97,-3195.4624,318.2869,316.1395,302.6178
0.026,195312.31,-2869.0227,78193.484,-2913.7605,-135254.61,-3195.4624,318.2869,316.1395,302.6178
0.0265,194384.92,-2869.0227,76910.26,-2913.7605,-136845.47,-3195.4624,318.2869,316.1395,302.6178
0.027,193017.31,-2869.0227,75005.625,-2913.7605,-139121.45,-3195.4624,318.2869,316.1395,302.6178
0.0275,192130.33,-2869.0227,73754.484,-2913.7605,-140548.12,-3195.4624,318.2869,316.1395,302.6178
0.028,190844.56,-2869.0227,71903.125,-2913.7605,-142541.5,-3195.4624,318.2869,316.1395,302.6178
0.0285,190018.89,-2869.0227,70680.33,-2913.7605,-143769.86,-3195.4624,318.2869,316.1395,302.6178
0.029,188830.48,-2869.0227,68865.17,-2913.7605,-145490.88,-3195.4624,318.2869,316.1395,302.6178
0.0295,188064.42,-2869.0227,67668.555,-2913.7605,-146576.61,-3195.4624,318.2869,316.1395,302.6178
0.03,186915.5,-2869.0227,65869.195,-2913.7605,-148171.53,-3195.4624,318.2869,316.1395,302.6178
0.0305,186141.66,-2869.0227,64655.117,-2913.7605,-149252.27,-3195.4624,318.2869,316.1395,302.6178
0.031,184957.62,-2869.0227,62800.78,-2913.7605,-150952.94,-3195.4624,318.2869,316.1395,302.6178
0.0315,184141.03,-2869.0227,61539.715,-2913.7605,-152167.2,-2962.825,318.2869,316.1395,313.7844
0.032,182849.44,-2869.0227,59592.812,-2913.7605,-154144.53,-2962.825,318.2869,316.1395,313.7844
0.0325,181938.05,-2869.0227,58257.05,-2913.7605,-155567.44,-2962.825,318.2869,316.1395,313.7844
0.033,180483.05,-2869.0227,56193.996,-2578.7905,-157840.6,-2962.825,318.2869,332.21805,313.7844
0.0335,179461.06,-2460.1794,54782.293,-2578.7905,-159428.7,-2962.825,337.91138,332.21805,313.7844
0.034,177877.31,-2460.1794,52628.84,-2578.7905,-161863.64,-2962.825,337.91138,332.21805,313.7844
0.0345,176806.58,-2460.1794,51184.35,-2578.7905,-163481.77,-2962.825,337.91138,332.21805,313.7844
0.035,175219.64,-2460.1794,49024.875,-2578.7905,-165832.69,-2962.825,337.91138,332.21805,313.7844
0.0355,174193.16,-2460.1794,47604.215,-2578.7905,-167318.28,-2962.825,337.91138,332.21805,313.7844
0.036,172731.55,-2460.1794,45520.92,-2578.7905,-169387.06,-2962.825,337.91138,332.21805,313.7844
0.0365,171815.14,-2460.1794,44170.742,-2578.7905,-170649.4,-2962.825,337.91138,332.21805,313.7844
0.037,170552.62,-2460.1794,42220.336,-2578.7905,-172371.4,-2962.825,337.91138,332.21805,313.7844
0.0375,169796.72,-2460.1794,40980.34,-2578.7905,-173420.52,-2962.825,337.91138,332.21805,313.7844
0.038,168765.88,-2460.1794,39213.48,-2578.7905,-174887.44,-2962.825,337.91138,332.21805,313.7844
0.0385,168130.3,-2460.1794,38090.36,-2578.7905,-175829.48,-2962.825,337.91138,332.21805,313.7844
0.039,167242.5,-2460.1794,36474.848,-2578.7905,-177244.88,-2962.825,337.91138,332.21805,313.7844
0.0395,166681.78,-2460.1794,35434.074,-2578.7905,-178223.27,-2962.825,337.91138,332.21805,313.7844
0.04,165853.27,-2460.1794,33911.14,-2578.7905,-179796.23,-2962.825,337.91138,332.21805,313.7844
0.0405,165288.88,-2460.1794,32908.89,-2578.7905,-180933.28,-2962.825,337.91138,332.21805,313.7844
0.041,164408.61,-2460.1794,31410.656,-2578.7905,-182774.19,-2962.825,337.91138,332.21805,313.7844
0.0415,163790.3,-2460.1794,30405.117,-2578.7905,-184082.23,-2962.825,337.91138,332.21805,313.7844
0.042,162823.72,-2460.1794,28882.049,-2578.7905,-186125.53,-2962.825,337.91138,332.21805,313.7844
0.0425,162156.58,-2460.1794,27860.764,-2578.7905,-187507.25,-2962.825,337.91138,332.21805,313.7844
0.043,161133.17,-2460.1794,26328.178,-2578.7905,-189538.53,-2962.825,337.91138,332.21805,313.7844
0.0435,160450.22,-2460.1794,25313.732,-2578.7905,-190831.06,-2962.825,337.91138,332.21805,313.7844
0.044,159449.12,-2460.1794,23813.73,-2578.7905,-192631.94,-2962.825,337.91138,332.21805,313.7844
0.0445,158806.52,-2460.1794,22829.477,-2578.7905,-193720.89,-2962.825,337.91138,332.21805,313.7844
0.045,152796.75,-2460.1794,14980.393,-2578.7905,-196742.53,-2962.825,337.91138,332.21805,313.7844
0.0455,151658.58,-2460.1794,13414.85,-2578.7905,-197687.81,-2962.825,337.91138,332.21805,313.7844
0.046,149729.62,-2460.1794,11273.889,-2578.7905,-198900.06,-2962.825,337.91138,332.21805,313.7844
0.0465,148566.42,-2460.1794,10155.195,-2578.7905,-199571.27,-2962.825,337.91138,332.21805,313.7844
0.047,147327.12,-2460.1794,8932.442,-2578.7905,-200395.12,-2962.825,337.91138,332.21805,313.7844
0.0475,146887.78,-2460.1794,8336.07,-2578.7905,-200819.14,-2962.825,337.91138,332.21805,313.7844
0.048,146655.94,-2460.1794,7645.813,-2578.7905,-201320.38,-2962.825,337.91138,332.21805,313.7844
0.0485,146670.97,-2460.1794,7291.6597,-2578.7905,-201637.77,-2962.825,337.91138,332.21805,313.7844
0.049,146809.64,-2460.1794,6906.879,-2578.7905,-202204.22,-2698.8164,337.91138,332.21805,326.45682
0.0495,146943.19,-2460.1794,6733.4116,-2578.7905,-202674.75,-2698.8164,337.91138,332.21805,326.45682
0.05,147205.12,-2460.1794,6562.122,-2227.678,-203459.62,-2698.8164,337.91138,349.07147,326.45682
0.0505,147417.06,-2460.1794,6512.2446,-2227.678,-203956.89,-2698.8164,337.91138,349.07147,326.45682
0.051,147819.38,-2098.9817,6602.0693,-2227.678,-204495.66,-2698.8164,355.24887,349.07147,326.45682
0.0515,148177.89,-2098.9817,6816.657,-2227.678,-204655.83,-2698.8164,355.24887,349.07147,326.45682
0.052,148950.9,-2098.9817,7406.522,-2227.678,-204539.17,-2698.8164,355.24887,349.07147,326.45682
0.0525,149676.78,-2098.9817,7973.977,-2227.678,-204209.19,-2698.8164,355.24887,349.07147,326.45682
0.053,151111.98,-2098.9817,9068.135,-2227.678,-203340.02,-2698.8164,355.24887,349.07147,326.45682
0.0535,152272.33,-2098.9817,9961.737,-2227.678,-202524.94,-2698.8164,355.24887,349.07147,326.45682
0.054,154246.55,-2098.9817,11579.922,-2227.678,-200977.05,-2698.8164,355.24887,349.07147,326.45682
0.0545,155681.0,-2098.9817,12855.776,-2227.678,-199772.36,-2698.8164,355.24887,349.07147,326.45682
0.055,157993.38,-2098.9817,15042.002,-2227.678,-197794.58,-2698.8164,355.24887,349.07147,326.45682
0.0555,159635.36,-2098.9817,16652.117,-2227.678,-196414.25,-2698.8164,355.24887,349.07147,326.45682
0.056,162232.98,-2098.9817,19239.951,-2227.678,-194344.64,-2698.8164,355.24887,349.07147,326.45682
0.0565,164035.45,-2098.9817,21052.492,-2227.678,-192985.58,-2698.8164,355.24887,349.07147,326.45682
0.057,166771.25,-2098.9817,23873.127,-2227.678,-191003.86,-2698.8164,355.24887,349.07147,326.45682
0.0575,168600.75,-2098.9817,25811.201,-2227.678,-189723.89,-2698.8164,355.24887,349.07147,326.45682
0.058,171332.2,-2098.9817,28794.928,-2227.678,-187858.72,-2698.8164,355.24887,349.07147,326.45682
0.0585,173144.72,-2098.9817,30826.127,-2227.678,-186633.36,-2698.8164,355.24887,349.07147,326.45682
0.059,175870.5,-2098.9817,33934.7,-2227.678,-184778.66,-2698.8164,355.24887,349.07147,326.45682
0.0595,177699.56,-2098.9817,36052.57,-2227.678,-183497.03,-2698.8164,355.24887,349.07147,326.45682
0.06,180480.75,-2098.9817,39294.79,-2227.678,-181443.39,-2698.8164,355.24887,349.07147,326.45682
0.0605,182373.56,-2098.9817,41500.043,-2227.678,-179966.97,-2698.8164,355.24887,349.07147,326.45682
0.061,185297.52,-2098.9817,44870.582,-2227.678,-177568.3,-2698.8164,355.24887,349.07147,326.45682
0.0615,187308.89,-2098.9817,47155.547,-2227.678,-175847.38,-2698.8164,355.24887,349.07147,326.45682
0.062,190406.0,-2098.9817,50627.375,-2227.678,-173110.53,-2698.8164,355.24887,349.07147,326.45682
0.0625,192513.62,-2098.9817,52961.266,-2227.678,-171209.86,-2698.8164,355.24887,349.07147,326.45682
0.063,195695.53,-2098.9817,56474.668,-2227.678,-168303.48,-2698.8164,355.24887,349.07147,326.45682
0.0635,197805.1,-2098.9817,58805.363,-2227.678,-166377.92,-2698.8164,355.24887,349.07147,326.45682
0.064,200936.08,-2098.9817,62252.613,-2227.678,-163569.19,-2698.8164,355.24887,349.07147,326.45682
0.0645,202983.73,-2098.9817,64504.676,-2227.678,-161789.94,-2698.8164,355.24887,349.07147,326.45682
0.065,205984.95,-2098.9817,67795.36,-2227.678,-159312.66,-2698.8164,355.24887,349.07147,326.45682
0.0655,207920.12,-2098.9817,69926.84,-2227.678,-157796.03,-2680.1938,355.24887,349.07147,327.3507
0.066,210719.36,-2098.9817,73030.016,-2227.678,-155718.42,-2680.1938,355.24887,349.07147,327.3507
0.0665,212526.64,-2098.9817,75039.06,-2227.678,-154444.27,-2680.1938,355.24887,349.07147,327.3507
0.067,215146.47,-2098.9817,77975.61,-2165.1497,-152650.75,-2680.1938,355.24887,352.0728,327.3507
0.0675,216853.3,-2123.9785,79894.74,-2165.1497,-151490.14,-2680.1938,354.049,352.0728,327.3507
0.068,219394.11,-2123.9785,82739.32,-2165.1497,-149737.17,-2680.1938,354.049,352.0728,327.3507
0.0685,221089.88,-2123.9785,84623.375,-2165.1497,-148516.62,-2680.1938,354.049,352.0728,327.3507
0.069,223661.11,-2123.9785,87444.23,-2165.1497,-146566.77,-2680.1938,354.049,352.0728,327.3507
0.0695,225413.0,-2123.9785,89330.95,-2165.1497,-145178.06,-2680.1938,354.049,352.0728,327.3507
0.07,228110.22,-2123.9785,92179.59,-2165.1497,-142950.94,-2680.1938,354.049,352.0728,327.3507
0.0705,229955.16,-2123.9785,94092.98,-2165.1497,-141378.52,-2680.1938,354.049,352.0728,327.3507
0.071,232778.98,-2123.9785,96985.91,-2165.1497,-138936.86,-2680.1938,354.049,352.0728,327.3507
0.0715,234691.56,-2123.9785,98920.34,-2165.1497,-137283.92,-2680.1938,354.049,352.0728,327.3507
0.072,237568.5,-2123.9785,101815.0,-2165.1497,-134825.75,-2680.1938,354.049,352.0728,327.3507
0.0725,239479.25,-2123.9785,103731.21,-2165.1497,-133246.86,-2680.1938,354.049,352.0728,327.3507
0.073,242320.22,-2123.9785,106569.89,-2165.1497,-131003.56,-2680.1938,354.049,352.0728,327.3507
0.0735,244179.31,-2123.9785,108437.72,-2165.1497,-129616.6,-2680.1938,354.049,352.0728,327.3507
0.074,246915.72,-2123.9785,111196.914,-2165.1497,-127707.445,-2680.1938,354.049,352.0728,327.3507
0.0745,248698.83,-2123.9785,113013.83,-2165.1497,-126538.38,-2680.1938,354.049,352.0728,327.3507
0.075,251317.73,-2123.9785,115714.8,-2165.1497,-124891.74,-2680.1938,354.049,352.0728,327.3507
0.0755,253039.8,-2123.9785,117503.266,-2165.1497,-123834.48,-2680.1938,354.049,352.0728,327.3507
0.076,255605.7,-2123.9785,120173.484,-2165.1497,-122234.125,-2680.1938,354.049,352.0728,327.3507
0.0765,257320.2,-2123.9785,121954.91,-2165.1497,-121116.93,-2680.1938,354.049,352.0728,327.3507
0.077,259912.66,-2123.9785,124638.945,-2165.1497,-119327.46,-2680.1938,354.049,352.0728,327.3507
0.0775,261666.8,-2123.9785,126439.31,-2165.1497,-118032.945,-2680.1938,354.049,352.0728,327.3507
0.078,264345.03,-2123.9785,129155.734,-2165.1497,-115934.82,-2680.1938,354.049,352.0728,327.3507
0.0785,266156.22,-2123.9785,130973.32,-2165.1497,-114450.33,-2680.1938,354.049,352.0728,327.3507
0.079,268894.5,-2123.9785,133692.19,-2165.1497,-112132.7,-2680.1938,354.049,352.0728,327.3507
0.0795,270724.3,-2123.9785,135485.17,-2165.1497,-110556.21,-2680.1938,354.049,352.0728,327.3507
0.08,273449.28,-2123.9785,138117.94,-2165.1497,-108223.78,-2680.1938,354.049,352.0728,327.3507
0.0805,275236.7,-2123.9785,139823.33,-2165.1497,-106721.6,-2680.1938,354.049,352.0728,327.3507
0.081,277831.22,-2123.9785,142295.6,-2165.1497,-104615.72,-2680.1938,354.049,352.0728,327.3507
0.0815,279509.2,-2123.9785,143881.2,-2165.1497,-103338.11,-2680.1938,354.049,352.0728,327.3507
0.082,281930.97,-2123.9785,146164.1,-2165.1497,-101626.69,-2715.1782,354.049,352.0728,325.67145
0.0825,283474.84,-2123.9785,147622.61,-2165.1497,-100622.35,-2715.1782,354.049,352.0728,325.67145
0.083,285702.16,-2123.9785,149724.31,-2165.1497,-99289.48,-2715.1782,354.049,352.0728,325.67145
0.0835,287130.22,-2123.9785,151084.1,-2165.1497,-98487.414,-2715.1782,354.049,352.0728,325.67145
0.084,289219.9,-2209.2615,153082.94,-2196.3171,-97338.44,-2715.1782,349.95544,350.57678,325.67145
0.0845,290599.94,-2209.2615,154401.02,-2196.3171,-96579.12,-2715.1782,349.95544,350.57678,325.67145
0.085,292685.34,-2209.2615,156376.39,-2196.3171,-95378.62,-2715.1782,349.95544,350.57678,325.67145
0.0855,294099.78,-2209.2615,157700.64,-2196.3171,-94505.805,-2715.1782,349.95544,350.57678,325.67145
0.086,296280.0,-2209.2615,159703.77,-2196.3171,-93057.62,-2715.1782,349.95544,350.57678,325.67145
0.0865,297777.1,-2209.2615,161058.66,-2196.3171,-91987.53,-2715.1782,349.95544,350.57678,325.67145
0.087,300083.16,-2209.2615,163121.58,-2196.3171,-90240.03,-2715.1782,349.95544,350.57678,325.67145
0.0875,301654.84,-2209.2615,164506.55,-2196.3171,-89014.21,-2715.1782,349.95544,350.57678,325.67145
0.088,304040.72,-2209.2615,166571.44,-2196.3171,-87141.33,-2715.1782,349.95544,350.57678,325.67145
0.0885,305624.25,-2209.2615,167931.58,-2196.3171,-85905.45,-2715.1782,349.95544,350.57678,325.67145
0.089,307974.62,-2209.2615,169937.64,-2196.3171,-84137.6,-2715.1782,349.95544,350.57678,325.67145
0.0895,309522.84,-2209.2615,171246.6,-2196.3171,-83038.05,-2715.1782,349.95544,350.57678,325.67145
0.09,311781.84,-2209.2615,173162.02,-2196.3171,-81551.875,-2715.1782,349.95544,350.57678,325.67145
0.0905,313249.5,-2209.2615,174408.11,-2196.3171,-80675.47,-2715.1782,349.95544,350.57678,325.67145
0.091,315378.4,-2209.2615,176239.9,-2196.3171,-79517.11,-2715.1782,349.95544,350.57678,325.67145
0.0915,316762.22,-2209.2615,177445.23,-2196.3171,-78822.82,-2715.1782,349.95544,350.57678,325.67145
0.092,318809.94,-2209.2615,179248.11,-2196.3171,-77843.82,-2715.1782,349.95544,350.57678,325.67145
0.0925,320163.06,-2209.2615,180452.39,-2196.3171,-77192.21,-2715.1782,349.95544,350.57678,325.67145
0.093,322197.1,-2209.2615,182265.4,-2196.3171,-76153.7,-2715.1782,349.95544,350.57678,325.67145
0.0935,323563.38,-2209.2615,183485.56,-2196.3171,-75394.91,-2715.1782,349.95544,350.57678,325.67145
0.094,325640.4,-2209.2615,185336.28,-2196.3171,-74122.445,-2715.1782,349.95544,350.57678,325.67145
0.0945,327042.56,-2209.2615,186583.23,-2196.3171,-73178.74,-2715.1782,349.95544,350.57678,325.67145
0.095,325095.84,-2209.2615,184052.02,-2196.3171,-72485.86,-2715.1782,349.95544,350.57678,325.67145
0.0955,325801.5,-2209.2615,184590.23,-2196.3171,-71468.92,-2715.1782,349.95544,350.57678,325.67145
0.096,326186.72,-2209.2615,185156.23,-2196.3171,-70092.016,-2715.1782,349.95544,350.57678,325.67145
0.0965,326138.2,-2209.2615,185475.16,-2196.3171,-69342.86,-2715.1782,349.95544,350.57678,325.67145
0.097,325814.38,-2209.2615,185848.55,-2196.3171,-68535.16,-2715.1782,349.95544,350.57678,325.67145
0.0975,325474.47,-2209.2615,185958.95,-2196.3171,-68209.59,-2715.1782,349.95544,350.57678,325.67145
0.098,324749.28,-2209.2615,185817.39,-2196.3171,-68061.48,-2715.1782,349.95544,350.57678,325.67145
0.0985,324068.0,-2209.2615,185492.97,-2196.3171,-68221.164,-2715.1782,349.95544,350.57678,325.67145
0.099,322731.88,-2209.2615,184663.97,-2196.3171,-68915.945,-2697.1787,349.95544,350.57678,326.53543
0.0995,321638.56,-2209.2615,183900.39,-2196.3171,-69694.914,-2697.1787,349.95544,350.57678,326.53543
0.1,319748.56,-2209.2615,182471.05,-2196.3171,-71277.94,-2697.1787,349.95544,350.57678,326.53543
0.1005,318341.94,-2209.2615,181354.94,-2196.3171,-72538.945,-2697.1787,349.95544,350.57678,326.53543
0.101,316055.4,-2209.2615,179491.78,-2190.7244,-74595.45,-2697.1787,349.95544,350.8452,326.53543
0.1015,314457.75,-2254.313,178158.61,-2190.7244,-76017.945,-2697.1787,347.79297,350.8452,326.53543
0.102,312029.88,-2254.313,176048.33,-2190.7244,-78155.33,-2697.1787,347.79297,350.8452,326.53543
0.1025,310445.12,-2254.313,174570.56,-2190.7244,-79559.164,-2697.1787,347.79297,350.8452,326.53543
0.103,308153.22,-2254.313,172247.66,-2190.7244,-81593.75,-2697.1787,347.79297,350.8452,326.53543
0.1035,306671.75,-2254.313,170640.03,-2190.7244,-82896.24,-2697.1787,347.79297,350.8452,326.53543
0.104,304448.5,-2254.313,168160.73,-2190.7244,-84786.55,-2697.1787,347.79297,350.8452,326.53543
0.1045,302953.28,-2254.313,166474.47,-2190.7244,-86025.305,-2697.1787,347.79297,350.8452,326.53543
0.105,300704.62,-2254.313,163900.94,-2190.7244,-87912.48,-2697.1787,347.79297,350.8452,326.53543
0.1055,299217.06,-2254.313,162157.47,-2190.7244,-89233.37,-2697.1787,347.79297,350.8452,326.53543
0.106,296988.9,-2254.313,159477.52,-2190.7244,-91376.586,-2697.1787,347.79297,350.8452,326.53543
0.1065,295488.75,-2254.313,157650.3,-2190.7244,-92931.75,-2697.1787,347.79297,350.8452,326.53543
0.107,293201.0,-2254.313,154857.97,-2190.7244,-95453.195,-2697.1787,347.79297,350.8452,326.53543
0.1075,291646.62,-2254.313,152976.17,-2190.7244,-97247.555,-2697.1787,347.79297,350.8452,326.53543
0.108,289267.0,-2254.313,150125.38,-2190.7244,-100075.55,-2697.1787,347.79297,350.8452,326.53543
0.1085,287673.2,-2254.313,148209.25,-2190.7244,-102026.32,-2697.1787,347.79297,350.8452,326.53543
0.109,285272.8,-2254.313,145329.9,-2190.7244,-104991.24,-2697.1787,347.79297,350.8452,326.53543
0.1095,283671.22,-2254.313,143415.44,-2190.7244,-106947.31,-2697.1787,347.79297,350.8452,326.53543
0.11,281283.66,-2254.313,140575.72,-2190.7244,-109781.766,-2697.1787,347.79297,350.8452,326.53543
0.1105,279717.5,-2254.313,138704.48,-2190.7244,-111571.17,-2697.1787,347.79297,350.8452,326.53543
0.111,277431.62,-2254.313,135934.22,-2190.7244,-114085.19,-2697.1787,347.79297,350.8452,326.53543
0.1115,275951.5,-2254.313,134097.17,-2190.7244,-115649.13,-2697.1787,347.79297,350.8452,326.53543
0.112,273795.28,-2254.313,131358.94,-2190.7244,-117839.695,-2697.1787,347.79297,350.8452,326.53543
0.1125,272396.75,-2254.313,129540.09,-2190.7244,-119220.414,-2697.1787,347.79297,350.8452,326.53543
0.113,270319.4,-2254.313,126820.375,-2190.7244,-121225.29,-2697.1787,347.79297,350.8452,326.53543
0.1135,268937.47,-2254.313,124997.16,-2190.7244,-122559.05,-2697.1787,347.79297,350.8452,326.53543
0.114,266858.22,-2254.313,122245.92,-2190.7244,-124615.08,-2697.1787,347.79297,350.8452,326.53543
0.1145,265471.72,-2254.313,120393.01,-2190.7244,-126054.17,-2697.1787,347.79297,350.8452,326.53543
0.115,263373.16,-2254.313,117593.4,-2190.7244,-128354.055,-2697.1787,347.79297,350.8452,326.53543
0.1155,261956.22,-2254.313,115711.52,-2190.7244,-129999.86,-2697.1787,347.79297,350.8452,326.53543
0.116,259794.06,-2254.313,112880.2,-2190.7244,-132630.86,-2697.1787,347.79297,350.8452,326.53543
0.1165,258325.83,-2254.313,110988.82,-2190.7244,-134469.33,-2697.1787,347.79297,350.8452,326.53543
0.117,256101.42,-2254.313,108142.65,-2190.7244,-137318.75,-2885.0474,347.79297,350.8452,317.51773
0.1175,254612.95,-2254.313,106240.984,-2190.7244,-139245.02,-2885.0474,347.79297,350.8452,317.51773
0.118,252403.47,-2254.313,103401.46,-2190.7244,-142098.84,-2885.0474,347.79297,350.8452,317.51773
0.1185,250956.06,-2254.313,101530.234,-2184.708,-143942.67,-2885.0474,347.79297,351.134,317.51773
0.119,248856.88,-2250.502,98762.5,-2184.708,-146561.84,-2885.0474,347.9759,351.134,317.51773
0.1195,247518.97,-2250.502,96951.42,-2184.708,-148188.53,-2885.0474,347.9759,351.134,317.51773
0.12,245616.77,-2250.502,94285.125,-2184.708,-150442.78,-2885.0474,347.9759,351.134,317.51773
0.1205,244406.56,-2250.502,92537.945,-2184.708,-151837.05,-2885.0474,347.9759,351.134,317.51773
0.121,242671.94,-2250.502,89962.805,-2184.708,-153818.88,-2885.0474,347.9759,351.134,317.51773
0.1215,241563.17,-2250.502,88277.54,-2184.708,-155090.81,-2885.0474,347.9759,351.134,317.51773
0.122,239958.58,-2250.502,85797.74,-2184.708,-156988.08,-2885.0474,347.9759,351.134,317.51773
0.1225,238899.73,-2250.502,84159.45,-2184.708,-158284.5,-2885.0474,347.9759,351.134,317.51773
0.123,237308.02,-2250.502,81711.6,-2184.708,-160347.56,-2885.0474,347.9759,351.134,317.51773
0.1235,236230.3,-2250.502,80078.555,-2184.708,-161823.25,-2885.0474,347.9759,351.134,317.51773
