Time,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0,245.18768,432.68256,342.8025
0.0005,245.18768,432.68256,342.8025
0.001,245.18768,432.68256,342.8025
0.0015,245.18768,432.68256,342.8025
0.002,245.18768,432.68256,342.8025
0.0025,245.18768,432.68256,342.8025
0.003,245.18768,401.70148,342.8025
0.0035,245.18768,401.70148,342.8025
0.004,245.18768,401.70148,342.8025
0.0045,245.18768,401.70148,342.8025
0.005,245.18768,401.70148,342.8025
0.0055,245.18768,401.70148,342.8025
0.006,245.18768,401.70148,342.8025
0.0065,245.18768,401.70148,342.8025
0.007,245.18768,401.70148,342.8025
0.0075,245.18768,401.70148,342.8025
0.008,245.18768,401.70148,342.8025
0.0085,245.18768,401.70148,509.9185
0.009,245.18768,401.70148,509.9185
0.0095,245.18768,401.70148,509.9185
0.01,245.18768,401.70148,509.9185
0.0105,245.18768,401.70148,509.9185
0.011,245.18768,401.70148,509.9185
0.0115,245.18768,401.70148,509.9185
0.012,245.18768,401.70148,509.9185
0.0125,245.18768,401.70148,509.9185
0.013,245.18768,401.70148,509.9185
0.0135,695.59814,401.70148,509.9185
0.014,695.59814,401.70148,509.9185
0.0145,695.59814,401.70148,509.9185
0.015,695.59814,401.70148,509.9185
0.0155,695.59814,401.70148,509.9185
0.016,695.59814,401.70148,509.9185
0.0165,695.59814,401.70148,509.9185
0.017,695.59814,401.70148,509.9185
0.0175,695.59814,401.70148,509.9185
0.018,695.59814,401.70148,509.9185
0.0185,695.59814,401.70148,509.9185
0.019,695.59814,401.70148,509.9185
0.0195,695.59814,401.70148,509.9185
0.02,695.59814,776.2892,509.9185
0.0205,695.59814,776.2892,509.9185
0.021,695.59814,776.2892,509.9185
0.0215,695.59814,776.2892,509.9185
0.022,695.59814,776.2892,509.9185
0.0225,695.59814,776.2892,509.9185
0.023,695.59814,776.2892,509.9185
0.0235,695.59814,776.2892,509.9185
0.024,695.59814,776.2892,509.9185
0.0245,695.59814,776.2892,509.9185
0.025,695.59814,776.2892,763.3613
0.0255,695.59814,776.2892,763.3613
