Time,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0,424.33237,422.01648,445.04007
0.0005,424.33237,422.01648,445.04007
0.001,424.33237,422.01648,445.04007
0.0015,424.33237,422.01648,445.04007
0.002,424.33237,422.01648,445.04007
0.0025,424.33237,422.01648,445.04007
0.003,424.33237,422.01648,445.04007
0.0035,424.33237,422.01648,441.56998
0.004,424.33237,422.01648,441.56998
0.0045,424.33237,422.01648,441.56998
0.005,424.33237,422.01648,441.56998
0.0055,424.33237,422.01648,441.56998
0.006,424.33237,422.01648,441.56998
0.0065,424.33237,422.01648,441.56998
0.007,424.33237,422.01648,441.56998
0.0075,424.33237,422.01648,441.56998
0.008,424.33237,425.18982,441.56998
0.0085,424.33237,425.18982,441.56998
0.009,424.33237,425.18982,441.56998
0.0095,424.33237,425.18982,441.56998
0.01,424.33237,425.18982,441.56998
0.0105,424.33237,425.18982,441.56998
0.011,424.33237,425.18982,441.56998
0.0115,424.33237,425.18982,441.56998
0.012,424.33237,425.18982,441.56998
0.0125,424.33237,425.18982,441.56998
0.013,424.33237,425.18982,441.56998
0.0135,424.33237,425.18982,441.56998
0.014,424.33237,425.18982,441.56998
0.0145,424.33237,425.18982,441.56998
0.015,424.33237,425.18982,441.56998
0.0155,424.33237,425.18982,441.56998
0.016,424.33237,425.18982,441.56998
0.0165,431.8689,425.18982,441.56998
0.017,431.8689,425.18982,441.56998
0.0175,431.8689,425.18982,441.56998
0.018,431.8689,425.18982,441.56998
0.0185,431.8689,425.18982,441.56998
0.019,431.8689,425.18982,441.56998
0.0195,431.8689,425.18982,441.56998
0.02,431.8689,425.18982,441.56998
0.0205,431.8689,425.18982,451.667
0.021,431.8689,425.18982,451.667
0.0215,431.8689,425.18982,451.667
0.022,431.8689,425.18982,451.667
0.0225,431.8689,425.18982,451.667
0.023,431.8689,425.18982,451.667
0.0235,431.8689,425.18982,451.667
0.024,431.8689,425.18982,451.667
0.0245,431.8689,425.18982,451.667
0.025,431.8689,425.18982,451.667
0.0255,431.8689,437.01395,451.667
0.026,431.8689,437.01395,451.667
0.0265,431.8689,437.01395,451.667
0.027,431.8689,437.01395,451.667
0.0275,431.8689,437.01395,451.667
0.028,431.8689,437.01395,451.667
0.0285,431.8689,437.01395,451.667
0.029,431.8689,437.01395,451.667
0.0295,431.8689,437.01395,451.667
0.03,431.8689,437.01395,451.667
0.0305,431.8689,437.01395,451.667
0.031,431.8689,437.01395,451.667
0.0315,431.8689,437.01395,451.667
0.032,431.8689,437.01395,451.667
0.0325,431.8689,437.01395,451.667
0.033,431.8689,437.01395,451.667
0.0335,442.42502,437.01395,451.667
0.034,442.42502,437.01395,451.667
0.0345,442.42502,437.01395,451.667
0.035,442.42502,437.01395,451.667
0.0355,442.42502,437.01395,451.667
0.036,442.42502,437.01395,451.667
0.0365,442.42502,437.01395,451.667
0.037,442.42502,437.01395,451.667
0.0375,442.42502,437.01395,461.4414
0.038,442.42502,437.01395,461.4414
0.0385,442.42502,437.01395,461.4414
0.039,442.42502,437.01395,461.4414
0.0395,442.42502,437.01395,461.4414
0.04,442.42502,437.01395,461.4414
0.0405,442.42502,437.01395,461.4414
0.041,442.42502,437.01395,461.4414
0.0415,442.42502,437.01395,461.4414
0.042,442.42502,437.01395,461.4414
0.0425,442.42502,443.90646,461.4414
0.043,442.42502,443.90646,461.4414
0.0435,442.42502,443.90646,461.4414
0.044,442.42502,443.90646,461.4414
0.0445,442.42502,443.90646,461.4414
0.045,442.42502,443.90646,461.4414
0.0455,442.42502,443.90646,461.4414
0.046,442.42502,443.90646,461.4414
0.0465,442.42502,443.90646,461.4414
0.047,442.42502,443.90646,461.4414
0.0475,442.42502,443.90646,461.4414
0.048,442.42502,443.90646,461.4414
0.0485,442.42502,443.90646,461.4414
0.049,442.42502,443.90646,461.4414
0.0495,442.42502,443.90646,461.4414
0.05,442.42502,443.90646,461.4414
0.0505,442.42502,443.90646,461.4414
0.051,447.95804,443.90646,461.4414
0.0515,447.95804,443.90646,461.4414
0.052,447.95804,443.90646,461.4414
0.0525,447.95804,443.90646,461.4414
0.053,447.95804,443.90646,461.4414
0.0535,447.95804,443.90646,461.4414
0.054,447.95804,443.90646,461.4414
0.0545,447.95804,443.90646,461.4414
0.055,447.95804,443.90646,466.8006
0.0555,447.95804,443.90646,466.8006
0.056,447.95804,443.90646,466.8006
0.0565,447.95804,443.90646,466.8006
0.057,447.95804,443.90646,466.8006
0.0575,447.95804,443.90646,466.8006
0.058,447.95804,443.90646,466.8006
0.0585,447.95804,443.90646,466.8006
0.059,447.95804,443.90646,466.8006
0.0595,447.95804,447.0656,466.8006
0.06,447.95804,447.0656,466.8006
0.0605,447.95804,447.0656,466.8006
0.061,447.95804,447.0656,466.8006
0.0615,447.95804,447.0656,466.8006
0.062,447.95804,447.0656,466.8006
0.0625,447.95804,447.0656,466.8006
