Time,measurement1.Three-phase Meter1.POWER_Q,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.POWER_Q,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.POWER_Q,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0,182.2756,1691.8489,233.75433,1526.3279,191.80914,1733.3517,37.040073,145.02667,-55.3713,134.79935,-64.61254,220.97328
0.0005,179.95256,1691.8489,232.16725,1526.3279,189.68718,1733.3517,37.122173,143.90756,-56.485603,133.05019,-67.19768,218.40517
0.001,176.68375,1691.8489,229.77185,1526.3279,186.52063,1733.3517,37.080456,142.3925,-58.326267,130.41002,-71.43109,214.62163
0.0015,174.65736,1691.8489,228.20792,1526.3279,184.45854,1733.3517,36.958103,141.50732,-59.666195,128.65733,-74.5113,212.21603
0.002,171.87036,1691.8489,225.97737,1526.3279,181.50871,1733.3517,36.66564,140.39763,-61.83972,126.068085,-79.465965,208.75424
0.0025,170.19112,1691.8489,224.60316,1526.3279,179.6718,1733.3517,36.424767,139.81082,-63.391632,124.3847,-82.97406,206.63858
0.003,167.954,1691.8489,222.78375,1526.3279,177.14763,1733.3517,36.040787,139.17175,-65.859604,121.94968,-88.50043,203.72649
0.0035,166.65044,1691.8489,221.77373,1526.3279,175.62694,1733.3517,35.79564,138.90498,-67.58784,120.40138,-92.29544,202.05641
0.004,164.95801,1691.8489,220.63512,1278.9009,173.59126,1733.3517,35.491196,138.7359,-70.28032,118.21682,-98.170876,199.89131
0.0045,163.98373,1691.8489,220.15642,1278.9009,172.39731,1733.3517,35.355263,138.76817,-72.12442,116.86478,-102.08013,198.74501
0.005,162.70523,1370.7577,219.88492,1278.9009,170.8505,1733.3517,35.29462,139.01259,-74.92857,115.010574,-108.01005,197.43199
0.0055,161.94254,1370.7577,220.00189,1278.9009,169.98048,1733.3517,35.371952,139.28735,-76.79986,113.89711,-111.8437,196.84401
0.006,160.8728,1370.7577,220.60529,1278.9009,168.9045,1733.3517,35.705368,139.82849,-79.56835,112.4137,-117.4983,196.40483
0.0065,160.17314,1370.7577,221.2738,1278.9009,168.32297,1733.3517,36.085205,140.24637,-81.36475,111.546684,-121.04044,196.35152
0.007,159.0819,1370.7577,222.63052,1278.9009,167.60962,1733.3517,36.914303,140.90059,-83.94703,110.41634,-126.048065,196.64085
0.0075,158.2903,1370.7577,223.73656,1278.9009,167.2089,1733.3517,37.63805,141.32074,-85.57261,109.76522,-129.08179,197.00325
0.008,156.9533,1370.7577,225.61917,1278.9009,166.6654,1733.3517,38.97082,141.86533,-87.83429,108.91521,-133.16776,197.79951
0.0085,155.93697,1370.7577,226.96973,1278.9009,166.31305,1420.3285,40.009506,142.13972,-89.20918,108.4139,-135.53697,198.3571
0.009,154.19276,1370.7577,229.03671,1278.9009,165.7582,1420.3285,41.758457,142.36798,-91.05183,107.72143,-138.5542,199.21947
0.0095,152.87251,1370.7577,230.38309,1278.9009,165.35025,1420.3285,43.02255,142.37512,-92.12829,107.274925,-140.20554,199.71507
0.01,150.65616,1370.7577,232.25713,1278.9009,164.64777,1420.3285,45.010666,142.1423,-93.51782,106.58498,-142.18872,200.28392
0.0105,149.03062,1370.7577,233.362,1278.9009,164.10165,1420.3285,46.36372,141.82094,-94.3008,106.08799,-143.21593,200.45396
0.011,146.39893,1370.7577,234.73476,1278.9009,163.14047,1420.3285,48.37698,141.09297,-95.28286,105.25217,-144.38817,200.38153
0.0115,144.53706,1370.7577,235.4344,1278.9009,162.39555,1420.3285,49.67681,140.45572,-95.82571,104.61871,-144.98743,200.04666
0.012,141.62404,1370.7577,236.13281,1278.9009,161.11914,1420.3285,51.516994,139.30342,-96.50469,103.536545,-145.69707,199.14865
0.0125,139.62517,1370.7577,236.36267,1278.9009,160.16754,1420.3285,52.653236,138.42868,-96.88699,102.72184,-146.11647,198.25818
0.013,136.57668,1370.7577,236.36894,1278.9009,158.60684,1420.3285,54.20415,137.00351,-97.38738,101.3613,-146.73026,196.56366
