Time,measurement1.Three-phase Meter1.POWER_Q,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.POWER_Q,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.POWER_Q,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0,-35.25215,512.4691,31.233383,492.54523,-0.38269794,467.93903,0.3545248,-3.5500534,-0.11070447,-2.8699458,-5.207305,-1.4388921
0.0005,-35.241325,512.4691,31.209078,492.54523,-0.37014985,467.93903,0.37703305,-3.557003,-0.09456521,-2.8789802,-5.231914,-1.3842556
0.001,-35.057602,512.4691,31.070509,492.54523,-0.3182899,467.93903,0.40132058,-3.4920785,-0.06664683,-2.8338716,-5.1508927,-1.2905045
0.0015,-34.99853,512.4691,31.060682,492.54523,-0.27482593,534.69684,0.41548344,-3.4486854,-0.050642893,-2.801514,-5.0954547,-1.2280585
0.002,-34.881954,512.4691,31.008276,492.54523,-0.20757653,534.69684,0.4375938,-3.3879714,-0.026095487,-2.7567482,-5.018205,-1.1415364
0.0025,-34.78426,512.4691,30.952126,492.54523,-0.1600378,534.69684,0.45293215,-3.350267,-0.009276786,-2.7292094,-4.9705386,-1.0883592
0.003,-34.608593,512.4691,30.845875,492.54523,-0.08617191,534.69684,0.4768851,-3.2976549,0.016773637,-2.6911469,-4.904646,-1.0148259
0.0035,-34.475605,512.4691,30.76669,492.54523,-0.03759716,534.69684,0.4935791,-3.2651052,0.034726597,-2.6678894,-4.864339,-0.96977663
0.004,-34.259483,512.4691,30.64339,542.79016,0.029900879,534.69684,0.51982874,-3.2199657,0.06248915,-2.6361716,-4.8091817,-0.90788716
0.0045,-34.10849,512.4691,30.56004,542.79016,0.06977812,534.69684,0.5381896,-3.1922586,0.08144996,-2.6171465,-4.7759147,-0.8702561
0.005,-33.8783,512.4691,30.432999,542.79016,0.12199116,534.69684,0.56693727,-3.154336,0.110306926,-2.5917666,-4.7313895,-0.81868595
0.0055,-33.72684,512.4691,30.346554,542.79016,0.15277882,534.69684,0.58676434,-3.1314957,0.12965228,-2.576901,-4.7053194,-0.7871085
0.006,-33.511837,512.4691,30.216011,542.79016,0.19468048,534.69684,0.61708677,-3.100877,0.15850687,-2.5575237,-4.6715746,-0.7429267
0.0065,-33.382195,512.4691,30.131058,542.79016,0.22007747,534.69684,0.6373759,-3.0827909,0.17744009,-2.546413,-4.6524367,-0.7148902
0.007,-33.21529,512.4691,30.012012,542.79016,0.25352123,534.69684,0.6673651,-3.058829,0.2050598,-2.5321198,-4.6282573,-0.6739682
0.0075,-33.124214,512.4691,29.94034,542.79016,0.27196303,534.69684,0.6867371,-3.0446928,0.22277844,-2.5239196,-4.614704,-0.6468659
0.008,-33.01552,512.4691,29.844728,542.79016,0.2936331,534.69684,0.71446335,-3.0256746,0.24809211,-2.5130963,-4.5972395,-0.6058596
0.0085,-32.955883,512.4691,29.787071,542.79016,0.30490372,534.69684,0.7320288,-3.0141063,0.2640723,-2.5065405,-4.5870233,-0.57807815
0.009,-32.875996,512.4691,29.704844,542.79016,0.3195643,534.69684,0.75682914,-2.9978173,0.28676844,-2.4971569,-4.5728245,-0.5356706
0.0095,-32.823162,512.4691,29.649998,542.79016,0.3293827,534.69684,0.77236116,-2.9873178,0.30117902,-2.490931,-4.563625,-0.5070802
0.01,-32.733788,512.4691,29.563047,542.79016,0.34603435,534.69684,0.79447687,-2.9715788,0.32205734,-2.4813042,-4.5495815,-0.46412492
0.0105,-32.661907,512.4691,29.499275,542.79016,0.35890028,534.69684,0.80867213,-2.960853,0.3357273,-2.474595,-4.5397654,-0.43588766
0.011,-32.52651,512.4691,29.390554,542.79016,0.38095966,534.69684,0.82966995,-2.9442089,0.3562885,-2.4640863,-4.524248,-0.39489788
0.0115,-32.4155,512.4691,29.307451,542.79016,0.3974716,534.69684,0.84378326,-2.9327288,0.37025845,-2.4568605,-4.513444,-0.36888754
0.012,-32.21827,555.99396,29.165443,542.79016,0.42503312,534.69684,0.8656486,-2.9151468,0.3918987,-2.445944,-4.4970407,-0.33239046
0.0125,-32.069267,555.99396,29.059645,542.79016,0.44528577,534.69684,0.88084453,-2.9033399,0.40688893,-2.4388058,-4.4863467,-0.30984956
0.013,-31.828733,555.99396,28.887346,542.79016,0.47809756,534.69684,0.90484315,-2.8859866,0.43027598,-2.4286606,-4.4714046,-0.27873373
0.0135,-31.66386,555.99396,28.766367,542.79016,0.5008825,534.69684,0.92165476,-2.8749356,0.44640887,-2.42247,-4.4625983,-0.25954533
0.014,-31.42191,555.99396,28.58229,542.79016,0.5341885,534.69684,0.94789314,-2.859564,0.4711798,-2.414313,-4.45165,-0.23246473
0.0145,-31.270435,555.99396,28.46181,542.79016,0.55413395,534.69684,0.96585166,-2.8503032,0.48787227,-2.4097173,-4.4460254,-0.2150376
0.015,-31.066616,555.99396,28.290718,542.79016,0.57851034,534.69684,0.99299705,-2.8379922,0.5127362,-2.4040945,-4.440033,-0.18888173
0.0155,-30.949783,555.99396,28.185883,542.79016,0.59074014,534.69684,1.0108894,-2.8308852,0.5289278,-2.4011054,-4.437525,-0.1709205
0.016,-30.805325,555.99396,28.04526,542.79016,0.6040138,534.69684,1.0368512,-2.8216407,0.552233,-2.3974628,-4.4353337,-0.14237657
0.0165,-30.728172,555.99396,27.962898,542.79016,0.61043775,534.69684,1.0532895,-2.816206,0.5669469,-2.395358,-4.4344425,-0.122033
0.017,-30.63456,555.99396,27.854765,542.79016,0.6182377,534.69684,1.0762931,-2.80861,0.58762866,-2.3922231,-4.4331326,-0.089264296
0.0175,-30.580997,555.99396,27.79075,542.79016,0.62327224,534.69684,1.0904375,-2.8035803,0.6004988,-2.3898773,-4.431711,-0.06602704
0.018,-30.501757,555.99396,27.70139,542.79016,0.63200206,534.69684,1.1099234,-2.7955105,0.6186147,-2.3855708,-4.427991,-0.029605709
0.0185,-30.442598,555.99396,27.642529,542.79016,0.63926935,563.836,1.1219141,-2.7894807,0.63008106,-2.381998,-4.424135,-0.0046872883
0.019,-30.333221,555.99396,27.54868,542.79016,0.65335405,563.836,1.1388317,-2.7791016,0.6467636,-2.3754208,-4.4160366,0.032688703
0.0195,-30.242006,555.99396,27.47886,542.79016,0.66531307,563.836,1.1497169,-2.771184,0.6577964,-2.3702168,-4.4091444,0.057094228
0.02,-30.073997,555.99396,27.35861,542.79016,0.6872976,563.836,1.1660247,-2.7578328,0.674632,-2.3613234,-4.396966,0.092127115
0.0205,-29.941393,555.99396,27.266659,542.79016,0.70429236,563.836,1.1771926,-2.7480738,0.6862544,-2.3548236,-4.3880005,0.114110544
0.021,-29.716404,555.99396,27.111328,554.74994,0.73202014,563.836,1.1947961,-2.7325187,0.70451057,-2.3445768,-4.3740206,0.14476454
0.0215,-29.554043,555.99396,26.997715,554.74994,0.75108117,563.836,1.2072415,-2.7218106,0.71727526,-2.337647,-4.364823,0.16370791
