Time,measurement1.Three-phase Meter1.POWER_Q,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.POWER_Q,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.POWER_Q,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0465,-64.68028,571.6596,38.10899,560.412,-17.641754,503.3252,75.69794,-55.73673,58.352444,-51.985893,17.790104,39.20422
0.047,-64.07111,571.6596,38.289062,560.412,-17.38555,503.3252,75.65131,-54.955963,58.469925,-51.303944,17.564959,38.910152
0.0475,-63.04612,571.6596,38.716694,560.412,-16.89067,503.3252,75.720764,-53.650654,58.769722,-50.159607,17.181091,38.540047
0.048,-62.309486,571.6596,39.103947,560.412,-16.518608,503.3252,75.855995,-52.715725,59.05185,-49.3414,16.90222,38.34717
0.0485,-61.148624,571.6596,39.817318,560.412,-15.950479,503.3252,76.18207,-51.24625,59.585255,-48.075565,16.47261,38.12841
0.049,-60.352253,571.6596,40.361275,560.412,-15.582415,503.3252,76.46959,-50.240856,59.99848,-47.22826,16.187452,38.026638
0.0495,-59.15761,571.6596,41.238354,560.412,-15.047098,503.3252,76.982834,-48.722305,60.670334,-45.976204,15.778713,37.927944
0.05,-58.38024,571.6596,41.838024,560.412,-14.691786,503.3252,77.3591,-47.718067,61.130558,-45.159718,15.528217,37.8862
0.0505,-57.258186,571.6596,42.72059,560.412,-14.146082,503.3252,77.934685,-46.240826,61.80528,-43.95796,15.193664,37.842453
0.051,-56.53291,571.6596,43.27987,560.412,-13.770973,629.24927,78.30129,-45.27868,62.227978,-43.164017,14.998395,37.81004
0.0515,-55.446575,571.6596,44.057266,560.412,-13.194046,629.24927,78.78777,-43.857212,62.802273,-41.963787,14.742517,37.735077
0.052,-54.700466,571.6596,44.533234,560.412,-12.799738,629.24927,79.05216,-42.91014,63.138172,-41.14416,14.587749,37.658142
0.0525,-53.508877,571.6596,45.192387,560.412,-12.183061,629.24927,79.34836,-41.456753,63.565197,-39.85967,14.350942,37.48618
0.053,-52.64872,571.6596,45.605885,560.412,-11.743106,629.24927,79.476875,-40.44459,63.801453,-38.952744,14.178337,37.33925
0.0535,-51.23086,571.6596,46.21051,560.412,-11.0180235,629.24927,79.58334,-38.83129,64.094986,-37.492,13.874944,37.079643
0.054,-50.188286,571.6596,46.61789,560.412,-10.482276,629.24927,79.610886,-37.675346,64.26349,-36.44324,13.635183,36.889423
0.0545,-48.46575,571.6596,47.264774,560.412,-9.595924,629.24927,79.61308,-35.81335,64.50261,-34.74976,13.20341,36.59853
0.055,-47.213608,571.6596,47.73579,560.412,-8.952646,629.24927,79.61099,-34.48115,64.67098,-33.543575,12.86487,36.415462
0.0555,-45.20093,571.6596,48.52908,560.412,-7.9189906,629.24927,79.63128,-32.35335,64.96474,-31.632788,12.294913,36.174603
0.056,-43.78897,571.6596,49.12581,560.412,-7.1906953,629.24927,79.68324,-30.858343,65.20168,-30.304691,11.875627,36.05164
0.0565,-41.60645,571.6596,50.128384,560.412,-6.053203,629.24927,79.84231,-28.523195,65.63259,-28.259521,11.205324,35.941196
0.057,-40.13365,571.6596,50.865276,560.412,-5.274391,629.24927,80.01473,-26.928082,65.9739,-26.878895,10.745763,35.923527
0.0575,-37.939415,571.6596,52.05757,560.412,-4.093748,629.24927,80.380035,-24.519445,66.56232,-24.813236,10.0623865,35.9809
0.058,-36.50902,571.6596,52.898212,592.4869,-3.3093839,629.24927,80.692474,-22.926233,67.00095,-23.454666,9.625167,36.074715
0.0585,-34.444134,571.6596,54.203583,592.4869,-2.1542716,629.24927,81.24943,-20.594471,67.71241,-21.467695,9.02428,36.28205
0.059,-33.13507,584.11896,55.08879,592.4869,-1.4061846,629.24927,81.66506,-19.095402,68.20991,-20.187384,8.668354,36.454662
0.0595,-31.282753,584.11896,56.41262,592.4869,-0.3246382,629.24927,82.32756,-16.947355,68.967606,-18.343473,8.2091055,36.745346
0.06,-30.121275,584.11896,57.278694,592.4869,0.36820513,629.24927,82.77569,-15.587877,69.46588,-17.167088,7.954536,36.94819
0.0605,-28.475794,584.11896,58.531643,592.4869,1.3684499,629.24927,83.430374,-13.656702,70.182434,-15.477293,7.646355,37.244766
0.061,-27.433687,584.11896,59.328148,592.4869,2.0128262,629.24927,83.83908,-12.436907,70.63005,-14.3962755,7.487716,37.432056
0.0615,-25.932005,584.11896,60.45619,592.4869,2.9527783,629.24927,84.39342,-10.6958275,71.24521,-12.829978,7.3024974,37.68322
0.062,-24.961042,584.11896,61.162647,592.4869,3.564766,629.24927,84.71266,-9.582982,71.614784,-11.816087,7.2084246,37.824604
0.0625,-23.530167,584.11896,62.156204,592.4869,4.4645514,629.24927,85.11018,-7.973217,72.10744,-10.329078,7.0984526,37.9972
0.063,-22.584753,584.11896,62.776432,592.4869,5.0531173,629.24927,85.32198,-6.925869,72.39608,-9.356485,7.0397215,38.08891
0.0635,-21.17029,584.11896,63.6494,592.4869,5.919648,629.24927,85.56316,-5.387679,72.77331,-7.9216456,6.9649415,38.186916
0.064,-20.228065,584.11896,64.19554,592.4869,6.486183,629.24927,85.67867,-4.3773646,72.989334,-6.9811945,6.9214873,38.23106
0.0645,-18.819717,584.11896,64.9647,592.4869,7.3171844,629.24927,85.78999,-2.881704,73.26242,-5.592788,6.8637896,38.273335
