Time,measurement1.Three-phase Meter1.POWER_Q,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.POWER_Q,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.POWER_Q,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0,-93.72071,2108.373,-71.83422,2088.7698,-76.214935,2054.5388,-141.56204,-142.61098,-97.78421,-192.08368,67.11603,92.79624
0.0005,-91.03119,2108.373,-71.876114,2088.7698,-76.02015,2054.5388,-140.18976,-142.85608,-96.40751,-191.86282,62.79703,95.09671
0.001,-89.21891,2108.373,-71.93099,2088.7698,-75.92196,2054.5388,-139.23265,-143.0328,-95.45449,-191.7161,59.836166,96.52051
0.0015,-86.52384,2108.373,-72.097755,2088.7698,-75.85414,2054.5388,-137.76683,-143.33739,-93.99736,-191.5189,55.293518,98.51135
0.002,-84.77595,2108.373,-72.28458,2088.7698,-75.87449,2054.5388,-136.79008,-143.57065,-93.024635,-191.40976,52.212032,99.74617
0.0025,-82.280266,2108.373,-72.692795,2088.7698,-76.01185,2054.5388,-135.36133,-143.95662,-91.595695,-191.27792,47.53624,101.46556
0.003,-80.72341,2108.373,-73.047844,2088.7698,-76.172325,2054.5388,-134.44885,-144.22711,-90.679665,-191.20341,44.398148,102.52125
0.0035,-78.56795,2108.373,-73.682304,2088.7698,-76.501,2054.5388,-133.15576,-144.62515,-89.38104,-191.08911,39.68659,103.967354
0.004,-77.25293,2108.373,-74.15261,2088.7698,-76.7631,2054.5388,-132.3494,-144.86174,-88.57137,-190.99393,36.55577,104.83181
0.0045,-75.43666,2108.373,-74.88823,1944.2523,-77.18617,2054.5388,-131.21257,-145.14952,-87.43859,-190.79173,31.88992,105.96625
0.005,-74.30969,2108.373,-75.37523,1944.2523,-77.46616,2054.5388,-130.49254,-145.27847,-86.72963,-190.60124,28.803843,106.602264
0.0055,-72.69972,2108.373,-76.06409,1944.2523,-77.84723,2054.5388,-129.43915,-145.3619,-85.71383,-190.2135,24.215546,107.36452
0.006,-71.65344,2108.373,-76.480415,1944.2523,-78.06016,2054.5388,-128.73918,-145.3386,-85.0503,-189.8806,21.182455,107.73322
0.0065,-70.08442,2108.373,-77.02957,1944.2523,-78.307304,2054.5388,-127.65759,-145.19743,-84.045,-189.27472,16.661613,108.0659
0.007,-69.01891,2108.373,-77.350136,1944.2523,-78.42795,2054.5388,-126.9,-145.04623,-83.351395,-188.8098,13.657398,108.13966
0.0075,-67.373665,2108.373,-77.788185,1944.2523,-78.56401,2054.5388,-125.690254,-144.76543,-82.25433,-188.0476,9.156469,108.03749
0.008,-66.24485,2108.373,-78.073006,1944.2523,-78.64373,2054.5388,-124.832344,-144.56276,-81.48009,-187.5156,6.156284,107.83699
0.0085,-64.522026,2108.373,-78.528694,1944.2523,-78.783966,2054.5388,-123.481155,-144.26968,-80.25773,-186.71529,1.65315,107.349106
0.009,-63.374466,2108.373,-78.87208,1944.2523,-78.912735,2054.5388,-122.54731,-144.09715,-79.411644,-186.19699,-1.3534633,106.91137
0.0095,-61.698395,1960.7109,-79.47245,1944.2523,-79.19155,2054.5388,-121.130325,-143.88759,-78.12214,-185.4628,-5.8676095,106.109245
0.01,-60.63728,1960.7109,-79.93832,1944.2523,-79.44782,2054.5388,-120.19497,-143.78383,-77.267586,-185.00758,-8.869261,105.49389
0.0105,-59.16812,1960.7109,-80.73816,1944.2523,-79.94582,2054.5388,-118.83864,-143.67313,-76.02625,-184.37308,-13.337461,104.463196
0.011,-58.286236,1960.7109,-81.331696,1944.2523,-80.34889,2054.5388,-117.9843,-143.61821,-75.242744,-183.9736,-16.27912,103.707924
0.0115,-57.12145,1960.7109,-82.28705,1944.2523,-81.038185,2054.5388,-116.79568,-143.53543,-74.1549,-183.38458,-20.617579,102.48401
0.012,-56.448326,1960.7109,-82.94515,1944.2523,-81.535095,2054.5388,-116.06769,-143.45964,-73.49412,-182.98079,-23.446526,101.60803
0.0125,-55.576332,1960.7109,-83.91835,1944.2523,-82.298416,2054.5388,-115.06508,-143.28047,-72.598694,-182.32646,-27.573017,100.20032
0.013,-55.06943,1960.7109,-84.531296,1944.2523,-82.796425,2054.5388,-114.445526,-143.10028,-72.05861,-181.84097,-30.23638,99.192276
0.0135,-52.54157,1960.7109,-84.03998,1944.2523,-82.311195,2054.5388,-111.23928,-139.47206,-68.9396,-177.67647,-32.49668,95.71884
0.014,-50.881397,1960.7109,-83.91428,1944.2523,-81.56203,2054.5388,-108.9874,-137.23143,-67.37539,-174.62459,-33.956173,93.41558
0.0145,-48.524197,1960.7109,-83.54564,1944.2523,-80.80134,2054.5388,-105.55045,-134.07343,-64.8956,-170.27261,-36.07153,89.928604
0.015,-46.985516,1960.7109,-83.31123,1944.2523,-80.46173,2054.5388,-103.236084,-132.14008,-63.17026,-167.5355,-37.46,87.598854
0.0155,-44.617477,1960.7109,-83.20107,1944.2523,-80.10112,2054.5388,-99.77566,-129.54079,-60.504894,-163.69975,-39.53838,84.132454
0.016,-42.979683,1960.7109,-83.32906,1944.2523,-79.94953,1824.3971,-97.50617,-128.0133,-58.697277,-161.33714,-40.928295,81.85684
0.0165,-40.48944,1960.7109,-83.740395,1944.2523,-79.90749,1824.3971,-94.20171,-126.013374,-55.986614,-158.1074,-43.008762,78.525276
