Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.673,9641.794,-12314.06,-3712.289,-579.97546,-710.7537,-578.6806,428.16116,421.88382,428.22333,0.08376487,-1.604745e-06,0.8381606,-0.0068021356,0.5595101,0.0111869015
0.6735,9542.451,-12318.193,-3798.5874,-579.97546,-710.7537,-578.6806,428.16116,421.88382,428.22333,0.08381905,-1.5544941e-06,0.83838165,-0.006276775,0.5597203,0.011483138
0.674,9498.34,-12295.021,-3842.3047,-579.97546,-710.7537,-578.6806,428.16116,421.88382,428.22333,0.08385318,-1.5198018e-06,0.8385362,-0.0059226053,0.5598515,0.011687985
0.6745,9468.522,-12222.55,-3874.1035,-579.97546,-710.7537,-578.6806,428.16116,421.88382,428.22333,0.08390948,-1.4645797e-06,0.8388139,-0.00534688,0.5600651,0.012016037
0.675,9471.484,-12152.934,-3868.1882,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08395442,-1.4254745e-06,0.83905476,-0.0049349647,0.56023383,0.0122524705
0.6755,9504.463,-12027.745,-3818.5317,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08403773,-1.363271e-06,0.839529,-0.0042800494,0.5605431,0.012636876
0.676,9540.76,-11939.268,-3762.4966,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08410529,-1.3195804e-06,0.83993,-0.0038279605,0.56079143,0.012910653
0.6765,9605.733,-11816.376,-3655.745,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08422446,-1.2519063e-06,0.8406561,-0.0031475297,0.56122595,0.013340068
0.677,9648.822,-11750.888,-3578.0813,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08431404,-1.2061802e-06,0.8412062,-0.0027053107,0.56155115,0.013632427
0.6775,9700.873,-11691.486,-3467.4236,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.084458105,-1.1390267e-06,0.8420964,-0.002077062,0.5620729,0.014066572
0.678,9721.497,-11683.462,-3405.7483,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08455626,-1.0961203e-06,0.8426933,-0.001694959,0.562428,0.01434504
0.6785,9725.55,-11723.139,-3341.7136,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.084698364,-1.0359768e-06,0.8435386,-0.0011886981,0.5629416,0.01473319
0.679,9710.032,-11783.327,-3320.9226,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.0847851,-9.99078e-07,0.8440466,-0.00088742306,0.56325513,0.014969063
0.6795,9664.531,-11917.752,-3321.4905,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08489693,-9.361312e-07,0.8446813,-0.0004926694,0.5636605,0.015287659
0.68,9625.174,-12030.468,-3339.0308,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08495753,-9.0581045e-07,0.845008,-0.0002580289,0.56388044,0.015478882
0.6805,9565.393,-12220.291,-3379.3542,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08502726,-8.628285e-07,0.8453598,8.214668e-05,0.5641331,0.015745569
0.681,9532.599,-12351.35,-3406.8865,-579.97546,-537.658,-578.6806,428.16116,430.1924,428.22333,0.08506152,-8.3451397e-07,0.8455161,0.00031871613,0.5642576,0.0159194
0.6815,9505.605,-12544.189,-3434.2625,-579.97546,-537.658,-414.13818,428.16116,430.1924,436.12137,0.08516575,-7.8932527e-07,0.84306145,0.0007471867,0.5627981,0.01613162
0.682,9504.438,-12662.16,-3433.2256,-579.97546,-537.658,-414.13818,428.16116,430.1924,436.12137,0.0852544,-7.524961e-07,0.8325234,0.0010325027,0.55622065,0.016090011
0.6825,9529.264,-12801.381,-3387.341,-579.97546,-537.658,-414.13818,428.16116,430.1924,436.12137,0.08531308,-6.9488357e-07,0.8179883,0.00144086,0.5470944,0.016073078
0.683,9565.477,-12871.608,-3325.3994,-579.97546,-537.658,-414.13818,428.16116,430.1924,436.12137,0.08536716,-6.553544e-07,0.80926126,0.0017394329,0.54161924,0.01609219
0.6835,9647.483,-12944.312,-3187.9404,-579.97546,-537.658,-414.13818,428.16116,430.1924,436.12137,0.08546439,-5.942975e-07,0.7974609,0.0022325946,0.53421766,0.016169643
0.684,9717.512,-12974.666,-3072.6191,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08553746,-5.51474e-07,0.79038084,0.002591427,0.5297723,0.016256599
0.6845,9833.31,-13002.17,-2877.6948,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.085658595,-4.835788e-07,0.7808314,0.0031735902,0.5237675,0.016442401
0.685,9906.576,-13014.613,-2741.1746,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08574781,-4.3622526e-07,0.77512133,0.003584913,0.52017355,0.016600255
0.6855,9989.464,-13035.125,-2540.0093,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08589499,-3.6311346e-07,0.7674485,0.0042176866,0.5153442,0.016875343
0.686,10016.638,-13055.709,-2416.3462,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08600066,-3.1442988e-07,0.7628694,0.0046342677,0.51246595,0.017072966
0.6865,10006.062,-13104.036,-2260.27,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.0861642,-2.442211e-07,0.75669026,0.0052218693,0.5085975,0.017369907
0.687,9964.272,-13149.594,-2182.6116,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.0862711,-2.0046659e-07,0.7529726,0.005582707,0.5062762,0.017556224
0.6875,9855.708,-13236.014,-2112.0312,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08641814,-1.4080359e-07,0.7478896,0.006071473,0.5031117,0.017805466
0.688,9760.123,-13301.631,-2096.109,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08650249,-1.0510447e-07,0.74476945,0.0063537317,0.5011783,0.01794811
0.6885,9599.29,-13401.005,-2114.5618,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08660405,-5.7348196e-08,0.74043393,0.006759505,0.49849743,0.018128172
0.689,9491.275,-13460.025,-2149.3127,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08665512,-2.858478e-08,0.7377421,0.0070135863,0.4968394,0.01822989
0.6895,9344.8125,-13523.853,-2220.729,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08671096,1.15880345e-08,0.7339889,0.0073876227,0.49453196,0.018366935
0.69,9264.754,-13543.025,-2270.8997,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08673862,3.748017e-08,0.7316814,0.007634744,0.49311292,0.018455697
0.6905,9178.508,-13529.574,-2331.4165,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.086774714,7.6772686e-08,0.7285204,0.008031283,0.49116963,0.018597111
0.691,9145.198,-13492.085,-2352.4026,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08680049,1.0406993e-07,0.7266237,0.008317246,0.49000236,0.018702962
0.6915,9130.519,-13399.465,-2343.8179,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.08684974,1.4738626e-07,0.7241228,0.008768055,0.48845086,0.018886408
0.692,9142.127,-13320.615,-2309.383,-416.00717,-537.658,-414.13818,436.03165,430.1924,436.12137,0.086893044,1.7795833e-07,0.7226811,0.009087416,0.48755026,0.019026432
0.6925,9184.961,-13192.319,-2219.8606,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08697686,2.2604509e-07,0.7208466,0.0095855715,0.48639432,0.019260736
0.693,9224.543,-13109.978,-2141.8926,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08704548,2.591894e-07,0.7198333,0.009920546,0.48574623,0.019429749
0.6935,9287.425,-13007.657,-2012.9336,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08716498,3.0904775e-07,0.7185909,0.010410462,0.48493835,0.019692523
0.694,9323.5625,-12962.034,-1928.4128,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08725273,3.4165905e-07,0.71791404,0.010716745,0.4844939,0.01986787
0.6945,9357.1045,-12938.576,-1818.6846,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08738944,3.8818135e-07,0.71707463,0.011135469,0.48393792,0.02012015
0.695,9361.412,-12956.627,-1763.852,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08747916,4.166679e-07,0.7165883,0.011376084,0.48362145,0.02027499
0.6955,9339.061,-13035.0,-1716.1675,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08760331,4.551476e-07,0.7159169,0.011680214,0.4831947,0.020479294
0.696,9307.285,-13118.668,-1707.8826,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08767503,4.779095e-07,0.71548116,0.0118484115,0.48292482,0.020595439
0.6965,9243.6875,-13281.577,-1725.6494,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.087761536,5.0798104e-07,0.7148145,0.0120628225,0.4825231,0.020742068
0.697,9198.321,-13407.31,-1751.5806,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08780446,5.258284e-07,0.71435404,0.012191453,0.48225123,0.020825341
0.6975,9139.865,-13606.18,-1797.0116,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.087849,5.5123e-07,0.7136444,0.012385016,0.48183778,0.020939369
0.698,9114.151,-13735.968,-1821.591,-416.00717,-375.329,-414.13818,436.03165,437.9842,436.12137,0.08786865,5.682162e-07,0.71316516,0.012545838,0.48156506,0.021016479
0.6985,9101.565,-13910.299,-1832.5302,-416.00717,-375.329,-254.26935,436.03165,437.9842,443.79507,0.08789093,5.9603883e-07,0.71248245,0.012816989,0.48118016,0.021147173
0.699,9112.695,-14006.045,-1814.4498,-416.00717,-375.329,-254.26935,436.03165,437.9842,443.79507,0.08790637,6.169639e-07,0.7120799,0.013024036,0.48095313,0.021252505
0.6995,9160.414,-14113.815,-1740.9088,-416.00717,-375.329,-254.26935,436.03165,437.9842,443.79507,0.08793903,6.531205e-07,0.7115825,0.013398741,0.48067945,0.021447314
0.7,9211.791,-14162.372,-1660.0587,-416.00717,-375.329,-254.26935,436.03165,437.9842,443.79507,0.08797104,6.804007e-07,0.7113332,0.01369268,0.48055142,0.021603258
0.7005,9311.255,-14206.523,-1496.3248,-416.00717,-375.329,-254.26935,436.03165,437.9842,443.79507,0.088038765,7.260379e-07,0.7111299,0.014172764,0.48045123,0.02187479
0.701,9385.629,-14222.445,-1365.2399,-416.00717,-375.329,-254.26935,436.03165,437.9842,443.79507,0.08809817,7.593375e-07,0.71109957,0.014515534,0.48044667,0.022077747
0.7015,9493.893,-14237.194,-1151.4786,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08820792,8.1181514e-07,0.7112089,0.015044801,0.48052832,0.02240523
0.702,9554.392,-14247.311,-1008.83057,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.088292815,8.4773944e-07,0.7113702,0.015396958,0.4806341,0.022631377
0.7025,9613.186,-14271.731,-814.9669,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08843175,9.009455e-07,0.71169454,0.015902253,0.48084912,0.022967651
0.703,9624.411,-14297.354,-709.7388,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08852747,9.347174e-07,0.7119436,0.016215885,0.4810147,0.02318142
0.7035,9593.452,-14351.418,-601.1444,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08866685,9.816405e-07,0.7123123,0.016638443,0.48126888,0.023474779
0.704,9541.6455,-14396.796,-565.45374,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.088751994,1.0097156e-06,0.71252364,0.016881831,0.48142606,0.02364681
0.7045,9426.033,-14473.86,-566.84863,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08886121,1.0469214e-06,0.7127619,0.017205399,0.48162088,0.023866316
0.705,9332.674,-14526.466,-600.9144,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08891927,1.0686321e-06,0.7128513,0.017390423,0.48171565,0.023987733
0.7055,9186.218,-14596.534,-689.7047,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08898341,1.0975452e-06,0.71288717,0.017655384,0.48179924,0.024139436
0.706,9093.895,-14630.4,-764.00195,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08901241,1.1151755e-06,0.7128541,0.017816408,0.48182005,0.02422673
0.7065,8977.695,-14650.901,-878.3708,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08904097,1.1410277e-06,0.7127436,0.01809666,0.48181447,0.024349539
0.707,8920.695,-14639.798,-945.2344,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08905466,1.158863e-06,0.71266544,0.018287258,0.48179942,0.024433998
0.7075,8872.325,-14583.228,-1015.2674,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08907601,1.1880724e-06,0.7125709,0.018621402,0.48178536,0.024576157
0.708,8865.551,-14520.685,-1035.3915,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.089095764,1.2096817e-06,0.7125575,0.018869562,0.4817963,0.024686998
0.7085,8890.182,-14398.26,-1021.18835,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08914061,1.2458044e-06,0.7126385,0.019284254,0.48186335,0.024882304
0.709,8925.084,-14305.373,-983.48364,-267.3416,-375.329,-254.26935,443.1676,437.9842,443.79507,0.08918318,1.2718428e-06,0.7127705,0.019578045,0.48194936,0.025028722
0.7095,8993.718,-14165.693,-893.41394,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.089266114,2.5750608e-06,0.71308696,0.020019015,0.48214006,0.025261872
0.71,9042.802,-14082.53,-819.4379,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08933266,3.7266434e-06,0.7133685,0.02030519,0.48230386,0.025423273
0.7105,9109.201,-13988.879,-705.46344,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08944459,3.51222e-06,0.7138634,0.020704715,0.4825898,0.025662243
0.711,9142.366,-13954.59,-638.13214,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08952402,3.3836766e-06,0.7142208,0.020949682,0.48279706,0.025817987
0.7115,9167.632,-13953.357,-565.01843,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08964449,3.20984e-06,0.7147647,0.021283468,0.4831153,0.026040884
0.712,9165.699,-13987.683,-539.69354,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08972197,3.1049578e-06,0.715108,0.02147834,0.48332176,0.026177865
0.7125,9135.301,-14089.4375,-537.6102,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.089827225,2.961588e-06,0.71555483,0.021730503,0.48360163,0.02635988
0.713,9100.4,-14186.222,-556.9493,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.089886524,2.8742897e-06,0.71578497,0.021866774,0.48375818,0.026464827
0.7135,9037.535,-14362.232,-606.9569,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08995499,2.7548665e-06,0.71602,0.022061191,0.4839356,0.02660032
0.714,8996.879,-14490.838,-646.41187,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.08998637,2.6827095e-06,0.7161016,0.022191532,0.48401347,0.026680758
0.7145,8950.591,-14683.43,-698.2193,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.09001508,2.5865982e-06,0.71613383,0.022399873,0.48407698,0.026801892
0.715,8934.634,-14801.906,-717.1576,-267.3416,-245.17831,-254.26935,443.1676,444.23145,443.79507,0.09002603,2.5310967e-06,0.7161149,0.022568496,0.48409602,0.026891457
0.7155,8939.457,-14952.763,-706.4839,-267.3416,-245.17831,-137.62343,443.1676,444.23145,449.39407,0.090039596,2.4614917e-06,0.71607924,0.02287101,0.48411775,0.027053146
0.716,8964.282,-15031.897,-667.38104,-267.3416,-245.17831,-137.62343,443.1676,444.23145,449.39407,0.09005255,2.424387e-06,0.716083,0.02311021,0.4841452,0.027184257
0.7165,9034.579,-15117.1875,-558.62805,-267.3416,-245.17831,-137.62343,443.1676,444.23145,449.39407,0.09008588,2.381543e-06,0.71615595,0.023537677,0.48423028,0.027418936
0.717,9099.919,-15153.429,-455.4988,-267.3416,-245.17831,-137.62343,443.1676,444.23145,449.39407,0.09012045,2.3612718e-06,0.7162767,0.023855614,0.48432556,0.027599666
0.7175,9212.675,-15183.181,-264.5437,-267.3416,-245.17831,-137.62343,443.1676,444.23145,449.39407,0.09019343,2.3417135e-06,0.7165778,0.024368882,0.4845333,0.02790292
0.718,9287.647,-15192.17,-121.2902,-267.3416,-245.17831,-137.62343,443.1676,444.23145,449.39407,0.09025613,2.3349587e-06,0.71685445,0.024725048,0.48471472,0.02812197
0.7185,9383.074,-15201.036,99.096954,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09036855,2.3319142e-06,0.717368,0.025259405,0.4850432,0.028464029
0.719,9427.353,-15210.564,237.30798,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.090452656,2.3332761e-06,0.7177557,0.025603846,0.48529047,0.028692631
0.7195,9454.485,-15238.721,411.06265,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09058514,2.3378618e-06,0.718369,0.026087606,0.4856826,0.02902267
0.72,9442.742,-15268.946,495.13544,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09067257,2.341413e-06,0.7187661,0.026378239,0.48594293,0.029226024
0.7205,9379.288,-15330.609,564.422,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09079358,2.3458715e-06,0.71929723,0.026756782,0.48630458,0.029495737
0.721,9309.814,-15379.867,571.704,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09086312,2.3477685e-06,0.71959466,0.026988128,0.48651323,0.02964914
0.7215,9177.41,-15458.18,529.3221,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.0909457,2.3491139e-06,0.71991485,0.027281482,0.48676172,0.029840235
0.722,9080.121,-15507.2295,472.08624,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.0909852,2.3490222e-06,0.72004336,0.027447354,0.4868814,0.029944772
0.7225,8937.913,-15563.8955,359.2162,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09102271,2.3486132e-06,0.7201272,0.027678924,0.48699555,0.030077767
0.723,8854.472,-15583.427,277.59677,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09103607,2.3490593e-06,0.72012234,0.02785833,0.4870362,0.03015772
0.7235,8757.675,-15576.291,166.0729,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09104605,2.3526345e-06,0.72007304,0.028147375,0.48706567,0.03027921
0.724,8716.696,-15544.841,109.43606,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.0910512,2.35779e-06,0.720046,0.028357131,0.4870796,0.030368406
0.7245,8694.356,-15459.508,64.19432,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09106569,2.3706002e-06,0.7200513,0.028716963,0.48711857,0.030525938
0.725,8704.172,-15381.746,65.066826,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09108442,2.3828536e-06,0.72011465,0.028983487,0.48717037,0.030650262
0.7255,8749.018,-15245.856,112.85931,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.09113156,2.4066926e-06,0.72031206,0.029425275,0.48730308,0.030867562
0.726,8792.735,-15151.187,170.9849,-152.14688,-245.17831,-137.62343,448.69696,444.23145,449.39407,0.091177136,2.4257865e-06,0.72052604,0.029736629,0.48743263,0.0310309
0.7265,8865.821,-15019.955,284.03085,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09126603,2.4579404e-06,0.7209621,0.030211812,0.48768678,0.031296548
0.727,8911.619,-14949.507,366.52036,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09133682,2.4809854e-06,0.72131574,0.030523058,0.48788995,0.031481143
0.7275,8963.733,-14884.192,483.09857,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09145403,2.515816e-06,0.72190213,0.030961173,0.48822722,0.03175716
0.728,8981.896,-14873.811,547.04285,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.091534816,2.538354e-06,0.722301,0.031224316,0.48845968,0.03193336
0.7285,8979.185,-14912.963,611.39734,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09165109,2.5695344e-06,0.72285914,0.03156245,0.48879558,0.032175247
0.729,8957.67,-14974.733,630.2042,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.0917204,2.5881857e-06,0.7231812,0.031751182,0.48899576,0.032316636
0.7295,8902.308,-15113.432,623.17566,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09180541,2.6126743e-06,0.72356606,0.032008667,0.48924074,0.032497197
0.73,8856.492,-15229.35,599.1314,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09184722,2.6268185e-06,0.72373474,0.032141007,0.4893602,0.032598283
0.7305,8788.113,-15422.793,546.73004,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09188729,2.6457897e-06,0.72386765,0.032324396,0.48947337,0.032728177
0.731,8750.618,-15554.619,510.54425,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.0919009,2.657979e-06,0.72388625,0.032457247,0.48951012,0.032807864
0.7315,8716.601,-15744.533,471.4939,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.091952115,2.6672394e-06,0.7216289,0.032586586,0.488162,0.03281138
0.732,8709.989,-15859.204,464.21814,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09199919,2.6420241e-06,0.71273214,0.032282595,0.4826098,0.03243294
0.7325,8731.397,-15990.821,498.48035,-152.14688,-136.93477,-137.62343,448.69696,449.42712,449.39407,0.09202417,2.6102555e-06,0.7004964,0.031884,0.47494298,0.03192932
0.733,8768.322,-16053.448,553.35925,-152.14688,-136.93477,-33.218224,448.69696,449.42712,454.40552,0.09205413,2.5927268e-06,0.6931333,0.03166708,0.4703338,0.03163437
0.7335,8855.581,-16111.433,679.8034,-152.14688,-136.93477,-33.218224,448.69696,449.42712,454.40552,0.0921148,2.5722243e-06,0.6831739,0.031403966,0.4640932,0.031252917
0.734,8930.83,-16130.256,787.46576,-152.14688,-136.93477,-33.218224,448.69696,449.42712,454.40552,0.092164226,2.5625636e-06,0.6771952,0.031271704,0.46034113,0.031039953
0.7345,9054.909,-16139.079,970.4446,-152.14688,-136.93477,-33.218224,448.69696,449.42712,454.40552,0.09225185,2.5542388e-06,0.669125,0.031132856,0.4552692,0.030781008
0.735,9133.456,-16138.928,1098.0171,-152.14688,-136.93477,-33.218224,448.69696,449.42712,454.40552,0.092319936,2.5522986e-06,0.6642938,0.031072995,0.45223117,0.03064501
0.7355,9224.333,-16141.413,1282.0481,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09243632,2.553162e-06,0.65779066,0.03101335,0.4481436,0.03048403
0.736,9256.953,-16150.842,1390.5852,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09252138,2.55518e-06,0.6539023,0.030981366,0.44570258,0.030395687
0.7365,9254.217,-16183.714,1517.6298,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.092652895,2.5579786e-06,0.6486398,0.030919498,0.44241142,0.030274374
0.737,9217.012,-16219.706,1572.018,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09273746,2.5588133e-06,0.64546156,0.030864695,0.4404296,0.030191971
0.7375,9114.552,-16292.604,1602.5182,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09284959,2.5573113e-06,0.6410913,0.030746076,0.4377176,0.030055093
0.738,9022.812,-16349.713,1589.1775,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09290984,2.5542313e-06,0.6384024,0.03064998,0.43605444,0.02995222
0.7385,8867.718,-16437.102,1525.5363,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09297429,2.5465797e-06,0.6346474,0.03049368,0.43373924,0.029781424
0.739,8763.798,-16488.494,1461.3251,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.093000166,2.5400186e-06,0.63230824,0.030398207,0.43230188,0.029660063
0.7395,8623.796,-16540.984,1349.2732,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09301788,2.5294873e-06,0.62903625,0.030259669,0.43029472,0.02947596
0.74,8548.346,-16552.451,1275.5797,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09302015,2.5229217e-06,0.6270179,0.030174691,0.4290557,0.02935782
0.7405,8469.908,-16527.105,1186.3337,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09301872,2.5151135e-06,0.6242404,0.03009277,0.42735192,0.0291979
0.741,8442.486,-16481.533,1150.7043,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09302025,2.5119166e-06,0.62257355,0.030061554,0.4263244,0.029107807
0.7415,8438.059,-16376.812,1143.6881,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09303494,2.5105235e-06,0.62035406,0.030060818,0.4249529,0.029002586
0.742,8456.822,-16290.072,1171.508,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.09305692,4.187417e-06,0.6190725,0.030083103,0.42415345,0.0289533
0.7425,8509.814,-16150.482,1255.4944,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.0931113,6.811926e-06,0.6174355,0.030145265,0.4231231,0.02890836
0.743,8555.066,-16061.23,1331.828,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.0931614,9.075986e-06,0.6165226,0.030196961,0.42254254,0.028894104
0.7435,8623.754,-15950.106,1460.1118,-47.900745,-136.93477,-33.218224,453.70078,449.42712,454.40552,0.093255475,1.2452551e-05,0.61538976,0.030269248,0.42181328,0.028885577
0.744,8661.226,-15899.876,1544.6444,-47.900745,-31.715063,-33.218224,453.70078,454.4777,454.40552,0.09332763,1.4753915e-05,0.6147647,0.030303141,0.42140716,0.028881906
0.7445,8692.53,-15871.258,1653.4258,-47.900745,-31.715063,-33.218224,453.70078,454.4777,454.40552,0.09343874,1.6292477e-05,0.61396897,0.03031784,0.42088988,0.02886822
0.745,8693.319,-15887.057,1705.7307,-47.900745,-31.715063,-33.218224,453.70078,454.4777,454.40552,0.09351067,1.5296906e-05,0.6135014,0.03029878,0.42058915,0.028848896
0.7455,8664.076,-15963.655,1745.438,-47.900745,-31.715063,-33.218224,453.70078,454.4777,454.40552,0.09360754,1.6417276e-05,0.61284655,0.030224284,0.42017683,0.02879814
