Time,Modbus1.Q_level_1,Modbus1.Q_level_2,Modbus1.Q_level_3,Modbus1.Voltage_diff_1,Modbus1.Voltage_diff_2,Modbus1.Voltage_diff_3,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0,-25481.803,17345.934,33933.312,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.2156287,0.0008955247,18.982841,10.856377,12.070075,-7.793692
0.0005,-25040.719,17413.84,33431.156,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.2147847,0.00088763284,18.94962,10.787144,12.029775,-7.783908
0.001,-24759.594,17488.494,33200.07,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.21428455,0.0008828716,18.930328,10.745653,12.006363,-7.7768917
0.0015,-24390.738,17596.742,32981.53,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.21362768,0.0008764322,18.906042,10.690178,11.975877,-7.766249
0.002,-24201.275,17642.264,32898.402,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.21324672,0.00087255536,18.892809,10.657088,11.958821,-7.7587533
0.0025,-24034.93,17636.59,32826.74,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.21274424,0.00086724106,18.877079,10.611579,11.936453,-7.7475376
0.003,-24015.559,17569.418,32793.16,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.21244183,0.000863949,18.868855,10.583049,11.923395,-7.740136
0.0035,-24130.926,17364.682,32736.523,-4138.724,-4319.529,-4196.3,702.65875,711.3374,705.42236,0.21201265,0.0008592489,18.858744,10.541511,11.905439,-7.7295036
0.004,-24297.828,17163.945,32683.828,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.21172793,0.00085620023,18.85246,10.513575,11.893685,-7.7224703
0.0045,-24655.164,16788.871,32574.318,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.2112821,0.0008516556,18.842813,10.470956,11.875949,-7.712245
0.005,-24939.982,16506.521,32484.127,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.21096385,0.00084860733,18.83568,10.441919,11.863737,-7.70552
0.0055,-25384.686,16063.3955,32341.598,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.21045044,0.000843973,18.823519,10.396557,11.844422,-7.6961765
0.006,-25664.95,15769.789,32258.924,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.21008605,0.00084083655,18.814428,10.365402,11.830816,-7.6899476
0.0065,-26021.643,15354.007,32187.094,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.2095157,0.00083606585,18.79991,10.317417,11.809459,-7.6814227
0.007,-26203.889,15103.152,32190.967,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.20912611,0.0008328431,18.79,10.284837,11.794713,-7.676152
0.0075,-26387.98,14776.595,32292.236,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.20853946,0.0008279502,18.775492,10.235723,11.772138,-7.669326
0.008,-26452.238,14592.614,32424.414,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.2081525,0.0008246472,18.766918,10.202532,11.757041,-7.665362
0.0085,-26477.316,14356.726,32702.508,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.20758484,0.00081961777,18.756243,10.15217,11.734408,-7.66105
0.009,-26457.508,14213.876,32920.906,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.20721604,0.0008161976,18.750849,10.117947,11.719187,-7.6592684
0.0095,-26398.354,13994.781,33249.55,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.20667407,0.00081092824,18.745148,10.065014,11.695722,-7.6584196
0.01,-26351.012,13830.04,33436.254,-4138.724,-3842.6763,-4196.3,702.65875,688.4485,705.42236,0.20631482,0.0008072901,18.743053,10.028041,11.6794815,-7.6590424
0.0105,-26292.61,13533.241,33609.758,-4138.724,-3842.6763,-3610.5674,702.65875,688.4485,677.30725,0.20576562,0.0008015938,18.741545,9.96931,11.653957,-7.6617703
0.011,-26271.826,13294.092,33625.29,-4138.724,-3842.6763,-3610.5674,702.65875,688.4485,677.30725,0.20538318,0.000797611,18.74114,9.927584,11.635531,-7.664618
0.0115,-26273.824,12868.668,33461.965,-4138.724,-3842.6763,-3610.5674,702.65875,688.4485,677.30725,0.2047706,0.0007913347,18.740242,9.860566,11.60588,-7.6701136
0.012,-26295.477,12543.903,33217.957,-4138.724,-3842.6763,-3610.5674,702.65875,688.4485,677.30725,0.20432854,0.0007869451,18.738781,9.8128605,11.584204,-7.674302
0.0125,-26344.904,12011.504,32652.031,-4138.724,-3842.6763,-3610.5674,702.65875,688.4485,677.30725,0.20360695,0.00078007847,18.734255,9.7371855,11.549555,-7.681244
0.013,-26377.566,11641.432,32154.842,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.20308633,0.0007753455,18.729383,9.684896,11.524808,-7.685826
0.0135,-26399.7,11095.129,31269.562,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.20225184,0.0007680992,18.71861,9.603721,11.485897,-7.6921973
0.014,-26382.863,10756.003,30617.467,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.20166741,0.0007632348,18.709156,9.5492935,11.459147,-7.696114
0.0145,-26287.312,10315.502,29608.607,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.20076707,0.0007560213,18.692083,9.468007,11.419206,-7.7008867
0.015,-26173.477,10082.89,28954.121,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.20016515,0.00075134553,18.679232,9.41547,11.393028,-7.703271
0.0155,-25931.191,9841.341,28058.967,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19928572,0.0007446543,18.658752,9.340982,11.35568,-7.705457
0.016,-25724.406,9751.836,27545.494,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19872819,0.0007438251,18.645308,9.294538,11.332457,-7.7060146
0.0165,-25363.502,9708.629,26924.24,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19795504,0.00073762756,18.62618,9.23084,11.300945,-7.705533
0.017,-25098.975,9725.08,26611.635,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19748798,0.00073382567,18.615,9.192254,11.282225,-7.7047777
0.0175,-24704.611,9787.685,26282.41,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19686434,0.00072859833,18.601143,9.139846,11.258018,-7.7024584
0.018,-24464.607,9836.987,26140.611,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19649835,0.0007254002,18.594149,9.108138,11.244116,-7.700679
0.0185,-24182.314,9892.588,26007.807,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19601572,0.0007209601,18.587008,9.06447,11.2265,-7.6975846
0.019,-24064.51,9901.802,25946.855,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19573192,0.0007193575,18.584223,9.037112,11.215946,-7.6953845
0.0195,-24013.148,9853.055,25853.188,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19533946,0.0007152423,18.58227,8.997346,11.201986,-7.692012
0.02,-24065.49,9772.212,25769.092,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.1950899,0.00071256206,18.58192,8.971042,11.193093,-7.6898246
0.0205,-24264.65,9577.481,25590.19,-3484.026,-3842.6763,-3610.5674,671.2332,688.4485,677.30725,0.19471325,0.00070854434,18.581375,8.930327,11.179449,-7.6866474
0.021,-24463.566,9403.596,25432.828,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.1944513,0.0007058256,18.580498,8.902045,11.169972,-7.6848774
0.0215,-24824.738,9092.715,25148.617,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19402952,0.00070163794,18.57767,8.85817,11.154275,-7.681931
0.022,-25082.191,8864.994,24939.94,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19372576,0.00069876004,18.574373,8.827708,11.142826,-7.680179
0.0225,-25452.168,8518.392,24629.219,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19323714,0.0006943139,18.567333,8.780238,11.124222,-7.677289
0.023,-25669.088,8299.026,24444.541,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19289348,0.0006912751,18.561571,8.747491,11.11103,-7.675398
0.0235,-25930.773,8007.9375,24234.732,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19236217,0.000686632,18.551498,8.698103,11.09035,-7.6728354
0.024,-26050.766,7845.5054,24154.098,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19200493,0.0006834964,18.544819,8.664606,11.076308,-7.67162
0.0245,-26151.705,7648.486,24132.465,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19147667,0.0006787514,18.53541,8.614437,11.055043,-7.670402
0.025,-26170.273,7541.501,24180.178,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19113506,0.00067556126,18.530046,8.580994,11.040845,-7.670178
0.0255,-26141.406,7398.2197,24321.963,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19064273,0.0006707216,18.523773,8.530658,11.0196085,-7.670937
0.026,-26098.637,7300.3384,24442.213,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.19032723,0.00066744344,18.520836,8.496712,11.005411,-7.672247
0.0265,-26017.588,7125.158,24615.04,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.18986686,0.00066240836,18.518972,8.444244,10.983801,-7.675414
0.027,-25969.12,6976.2803,24695.168,-3484.026,-3202.6284,-3610.5674,671.2332,657.7262,677.30725,0.18956259,0.0006589482,18.518831,8.407833,10.968985,-7.678241
0.0275,-25922.543,6688.3057,24714.105,-3484.026,-3202.6284,-3006.6255,671.2332,657.7262,648.31805,0.1890965,0.00065355696,18.519457,8.350368,10.945345,-7.683824
0.028,-25914.635,6448.8384,24635.95,-3484.026,-3202.6284,-3006.6255,671.2332,657.7262,648.31805,0.1887711,0.00064981106,18.519869,8.30983,10.928953,-7.6882343
0.0285,-25938.172,6021.638,24356.768,-3484.026,-3202.6284,-3006.6255,671.2332,657.7262,648.31805,0.18824774,0.0006439494,18.5194,8.245507,10.901911,-7.695189
0.029,-25972.252,5699.38,24058.148,-3484.026,-3202.6284,-3006.6255,671.2332,657.7262,648.31805,0.18786949,0.000639885,18.517704,8.200303,10.882727,-7.700145
0.0295,-26033.178,5181.8384,23452.643,-3484.026,-3202.6284,-3006.6255,671.2332,657.7262,648.31805,0.18725337,0.00063359004,18.51224,8.129416,10.851971,-7.7073402
0.03,-26066.33,4830.4316,22960.361,-3484.026,-3202.6284,-3006.6255,671.2332,657.7262,648.31805,0.18681088,0.00062929787,18.506443,8.080737,10.830295,-7.7119412
0.0305,-26080.373,4324.5356,22131.25,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18610822,0.0006228022,18.494417,8.007375,10.796482,-7.7181726
0.031,-26052.82,4019.2834,21548.785,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18562196,0.0006184948,18.484346,7.958688,10.773613,-7.7216315
0.0315,-26042.596,3775.5137,20518.996,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.1864134,0.0006133573,18.431183,7.880169,10.735555,-7.705343
0.032,-26091.17,4017.0554,19565.125,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18745175,0.00060477504,18.198086,7.7549453,10.604761,-7.5984044
0.0325,-25993.383,4184.4756,18528.521,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.187186,0.0005889808,17.858223,7.5606823,10.391211,-7.4442787
0.033,-25866.535,4149.9062,18067.283,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18722175,0.0005793899,17.661495,7.4428606,10.266077,-7.354555
0.0335,-25553.693,3982.9294,17630.348,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.187307,0.0005660791,17.395884,7.2830396,10.09584,-7.2327843
0.034,-25246.902,3893.3384,17411.307,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18727827,0.0005579442,17.232683,7.1880536,9.99135,-7.156417
0.0345,-24686.66,3894.9404,17092.643,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18707655,0.0005470935,17.002525,7.0637436,9.847553,-7.0449657
0.035,-24318.195,3985.1885,16905.05,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18688616,0.00054089277,16.85806,6.9926863,9.761401,-6.9720817
0.0355,-23928.0,4182.9067,16763.346,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.1866325,0.0005331703,16.656252,6.902158,9.648095,-6.866146
0.036,-23843.545,4304.5605,16806.139,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18652779,0.0005289528,16.532894,6.8508015,9.583228,-6.798809
0.0365,-23999.58,4393.264,17071.094,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18646747,0.00052365917,16.365942,6.7837224,9.499487,-6.7039833
0.037,-24253.537,4350.6055,17348.365,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.18645824,0.00052058516,16.266449,6.7435584,9.450693,-6.645036
0.0375,-24761.672,4081.1025,17866.102,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.1864182,0.00051632716,16.132153,6.686785,9.384307,-6.5625954
0.038,-25135.03,3753.0623,18268.07,-2897.3943,-3202.6284,-3006.6255,643.07495,657.7262,648.31805,0.1863411,0.000513593,16.050358,6.6502247,9.343011,-6.5111127
0.0385,-25684.787,3077.122,18941.97,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18612622,0.0005095262,15.935472,6.596936,9.284075,-6.4389844
0.039,-26018.393,2562.6655,19414.756,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18591854,0.000506811,15.862712,6.562772,9.246398,-6.394168
0.0395,-26441.172,1827.7151,20096.47,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18553102,0.0005027397,15.758292,6.5140076,9.192226,-6.331643
0.04,-26664.342,1429.3274,20506.072,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18523762,0.0005000488,15.692528,6.4823956,9.157877,-6.2930217
0.0405,-26936.445,1020.2234,21061.209,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18477309,0.00049609,15.60004,6.436743,9.109378,-6.239295
0.041,-27087.367,858.62646,21425.238,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18446143,0.0004935182,15.543351,6.406665,9.079252,-6.206192
0.0415,-27274.26,707.00757,22022.283,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18400715,0.0004897527,15.466223,6.361719,9.037419,-6.16049
0.042,-27364.992,616.4902,22465.686,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18371618,0.00048727985,15.41968,6.332033,9.011614,-6.1325984
0.0425,-27417.254,437.5686,23164.266,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18329357,0.00048357327,15.357632,6.2877455,8.97533,-6.094809
0.043,-27393.844,276.65103,23612.68,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.1830163,0.00048107377,15.320977,6.2583647,8.952471,-6.072077
0.0435,-27297.121,-23.673859,24192.418,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.1825995,0.00047724313,15.272224,6.2137833,8.919564,-6.0414853
0.044,-27220.379,-255.56393,24488.113,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18231748,0.00047461974,15.24307,6.183379,8.898404,-6.0232234
0.0445,-27131.826,-638.14484,24765.025,-2897.3943,-2800.8225,-3006.6255,643.07495,638.43945,648.31805,0.18188156,0.00047056325,15.202877,6.136031,8.867166,-5.9988403
0.045,-27104.904,-909.3084,24827.17,-2897.3943,-2800.8225,-2762.142,643.07495,638.43945,636.5828,0.18157667,0.00046777254,15.177691,6.1031904,8.846549,-5.9843345
0.0455,-27112.863,-1327.3218,24728.916,-2897.3943,-2800.8225,-2762.142,643.07495,638.43945,636.5828,0.1810855,0.0004634583,15.141188,6.051867,8.815777,-5.964773
0.046,-27139.758,-1606.6304,24541.13,-2897.3943,-2800.8225,-2762.142,643.07495,638.43945,636.5828,0.18072887,0.0004605086,15.11738,6.016687,8.795181,-5.952841
0.0465,-27181.734,-2019.3175,24108.049,-2897.3943,-2800.8225,-2762.142,643.07495,638.43945,636.5828,0.18014571,0.0004560138,15.081658,5.9623528,8.7641,-5.936019
0.047,-27188.957,-2287.998,23747.268,-2897.3943,-2800.8225,-2762.142,643.07495,638.43945,636.5828,0.17972757,0.00045300237,15.057748,5.925792,8.743415,-5.925286
0.0475,-27133.752,-2673.0244,23153.553,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17906876,0.00044852588,15.0217905,5.871515,8.712833,-5.9095683
0.048,-27040.895,-2905.0996,22753.516,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17861916,0.00044560718,14.997882,5.836397,8.693089,-5.8992476
0.0485,-26818.607,-3183.5176,22190.709,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.177949,0.00044138948,14.962752,5.786541,8.664941,-5.8840256
0.049,-26622.598,-3304.415,21859.883,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.1775168,0.00043872034,14.940293,5.7554493,8.647466,-5.8740172
0.0495,-26288.332,-3372.1978,21456.334,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17690748,0.0004349797,14.908689,5.7126517,8.623694,-5.8593802
0.05,-26049.951,-3346.459,21255.81,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17653517,0.0004326725,14.889468,5.686629,8.609594,-5.8497853
0.0505,-25686.936,-3230.715,21052.352,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17603531,0.0004294865,14.8642235,5.65082,8.591233,-5.8355336
0.051,-25450.94,-3124.8196,20969.553,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17574163,0.00042752977,14.850042,5.6288104,8.580842,-5.826233
0.0515,-25134.15,-2959.6743,20894.076,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17535461,0.00042479762,14.832303,5.5980816,8.567559,-5.812822
0.052,-24964.225,-2862.6106,20855.973,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17512588,0.0004230771,14.822688,5.578579,8.559909,-5.8042464
0.0525,-24798.537,-2758.2957,20781.52,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17481156,0.0004205786,14.81086,5.550062,8.549737,-5.7919955
0.053,-24756.504,-2724.4854,20702.932,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17461163,0.00041892898,14.804137,5.5308695,8.543471,-5.78432
0.0535,-24798.877,-2732.7886,20520.44,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17430922,0.00041641694,14.794992,5.5014434,8.53415,-5.773431
0.054,-24891.453,-2775.1428,20351.633,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17409684,0.00041468986,14.788843,5.481016,8.527699,-5.766563
0.0545,-25105.496,-2881.058,20033.523,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17374952,0.0004119895,14.778849,5.449106,8.51715,-5.7566047
0.055,-25279.686,-2969.4324,19788.896,-2701.3037,-2800.8225,-2762.142,633.6626,638.43945,636.5828,0.17349431,0.00041010967,14.771204,5.4269414,8.509429,-5.750248
0.0555,-25549.818,-3109.69,19400.59,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17307423,0.00040717988,14.758168,5.3925543,8.496751,-5.740946
0.056,-25713.664,-3198.2334,19147.33,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17277218,0.00040516685,14.748409,5.3690743,8.4876795,-5.7348995
0.0565,-25903.424,-3309.0452,18812.123,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17229596,0.00040208886,14.732839,5.3332143,8.473398,-5.726025
0.057,-25983.354,-3362.0237,18637.436,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.1719706,0.00040001675,14.722146,5.3093853,8.463679,-5.7202296
0.0575,-26025.684,-3405.232,18471.555,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17148486,0.00039690823,14.706698,5.2738004,8.449207,-5.711767
0.058,-26005.299,-3411.6128,18429.959,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17116992,0.00039484721,14.697244,5.250381,8.43984,-5.7063246
0.0585,-25915.71,-3399.4246,18462.559,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.1707199,0.00039177886,14.684629,5.215944,8.426419,-5.698743
0.059,-25827.135,-3388.063,18534.227,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17043747,0.0003897458,14.677509,5.1932654,8.417905,-5.6941266
0.0595,-25670.773,-3389.5151,18681.549,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.17003956,0.00038669532,14.668837,5.159251,8.405743,-5.687876
0.06,-25564.098,-3416.4814,18781.963,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.16978812,0.0003846447,14.664268,5.136185,8.397937,-5.6842575
0.0605,-25420.297,-3515.6338,18891.846,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.16942172,0.0003815103,14.658755,5.1004243,8.386401,-5.6794662
0.061,-25344.537,-3628.4412,18914.229,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.16917698,0.00037936177,14.655506,5.0756083,8.378373,-5.6766725
0.0615,-25268.084,-3871.6943,18840.396,-2701.3037,-2420.9758,-2762.142,633.6626,620.20685,636.5828,0.16879615,0.00037602853,14.650505,5.0365524,8.365685,-5.673038
0.062,-25240.777,-4079.702,18708.652,-2701.3037,-2420.9758,-2304.9646,633.6626,620.20685,614.6383,0.16852547,0.00037372406,14.646504,5.00919,8.356549,-5.670881
0.0625,-25224.977,-4444.7744,18384.795,-2701.3037,-2420.9758,-2304.9646,633.6626,620.20685,614.6383,0.16808563,0.0003701471,14.638725,4.966268,8.341641,-5.6678104
0.063,-25221.633,-4709.694,18092.145,-2701.3037,-2420.9758,-2304.9646,633.6626,620.20685,614.6383,0.16776705,0.00036769436,14.632275,4.937108,8.330865,-5.6657267
0.0635,-25205.17,-5110.7397,17564.387,-2701.3037,-2420.9758,-2304.9646,633.6626,620.20685,614.6383,0.16725266,0.0003639522,14.620033,4.892492,8.313702,-5.6622543
0.064,-25172.508,-5362.9395,17174.195,-2701.3037,-2420.9758,-2304.9646,633.6626,620.20685,614.6383,0.16688925,0.00036144588,14.61042,4.8624973,8.301842,-5.6595592
0.0645,-25072.174,-5690.375,16574.006,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16632558,0.00035773788,14.594207,4.8182187,8.283942,-5.654844
0.065,-24967.574,-5860.812,16190.533,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16594732,0.0003553382,14.582643,4.7899394,8.2722845,-5.6512346
0.0655,-24752.338,-6028.894,15678.3,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16539362,0.00035190125,14.565025,4.749982,8.255871,-5.6452203
0.066,-24575.248,-6079.043,15394.514,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16504328,0.00034974172,14.553568,4.725359,8.245921,-5.6409335
0.0665,-24265.2,-6068.2197,15066.04,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16455892,0.00034671644,14.538281,4.691082,8.232757,-5.6341414
0.067,-24041.18,-6014.6177,14908.821,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16426809,0.0003448402,14.529445,4.6701126,8.2252655,-5.6294565
0.0675,-23700.537,-5889.581,14748.52,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16388273,0.0003422168,14.518771,4.6409984,8.215945,-5.6222267
0.068,-23487.889,-5791.741,14676.918,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16365822,0.0003405752,14.513447,4.622846,8.210726,-5.617481
0.0685,-23225.344,-5647.762,14591.174,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16336231,0.00033822312,14.507793,4.596743,8.204179,-5.6105375
0.069,-23102.588,-5566.0913,14528.154,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16318554,0.00033669698,14.50534,4.579603,8.200439,-5.6061287
0.0695,-23014.29,-5481.7563,14392.8125,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16293605,0.00033441046,14.502897,4.5535655,8.195176,-5.5998096
0.07,-23021.887,-5456.999,14261.76,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.1627708,0.00033285722,14.501368,4.5354347,8.191582,-5.5958123
0.0705,-23126.125,-5469.542,13993.497,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16250904,0.0003304405,14.498581,4.5068207,8.185578,-5.590099
0.071,-23246.727,-5507.979,13768.936,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16231814,0.00032875605,14.4960165,4.4869533,8.1809,-5.586356
0.0715,-23476.227,-5599.127,13379.036,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16199824,0.00032610787,14.490407,4.4556174,8.172625,-5.580835
0.072,-23641.81,-5672.7144,13098.632,-2187.7852,-2420.9758,-2304.9646,609.0137,620.20685,614.6383,0.16176134,0.0003242672,14.485219,4.4340606,8.166242,-5.5771923
0.0725,-23873.941,-5783.882,12679.583,-2187.7852,-1954.801,-2304.9646,609.0137,597.83044,614.6383,0.16137347,0.00032141502,14.475598,4.4004726,8.155538,-5.5716414
0.073,-24002.389,-5848.1094,12421.889,-2187.7852,-1954.801,-2304.9646,609.0137,597.83044,614.6383,0.16109817,0.00031947278,14.4680805,4.377719,8.147862,-5.567892
0.0735,-24139.594,-5915.9795,12101.5,-2187.7852,-1954.801,-2304.9646,609.0137,597.83044,614.6383,0.16067183,0.0003165328,14.455802,4.3439865,8.135829,-5.562313
0.074,-24187.098,-5938.3936,11947.107,-2187.7852,-1954.801,-2304.9646,609.0137,597.83044,614.6383,0.16038668,0.00031457475,14.447526,4.3217063,8.127726,-5.558477
0.0745,-24190.34,-5939.9556,11817.874,-2187.7852,-1954.801,-2304.9646,609.0137,597.83044,614.6383,0.1599706,0.00031166515,14.435864,4.2888236,8.115949,-5.552822
